strategy,exit_method,regime_changed_during_hold,n,win_rate,avg_pnl_pct,total_pnl_pct
adx_initiation,atr_trail_1x,no,223,0.3273542600896861,-2.695532286995516,-601.1037
adx_initiation,atr_trail_2x,no,223,0.37668161434977576,-2.1058793721973097,-469.6111
adx_initiation,atr_trail_mae_conditional,no,223,0.3273542600896861,-2.695532286995516,-601.1037
adx_initiation,atr_trail_vix_conditional,no,223,0.3183856502242152,-1.6209493273542601,-361.4717
adx_initiation,break_even_at_1r,no,223,0.24663677130044842,7.362855605381165,1641.9168
adx_initiation,breakeven_plus_trail,no,223,0.5067264573991032,37.36501255605381,8332.3978
adx_initiation,chandelier_3x,no,223,0.11659192825112108,1.7647762331838566,393.5451
adx_initiation,class_time_stop,no,223,0.5067264573991032,319.52694080717487,71254.50779999999
adx_initiation,earnings_blackout,no,223,0.5515695067264574,212.8500739910314,47465.5665
adx_initiation,fixed_4r_2r,no,223,0.38565022421524664,44.928436322869956,10019.0413
adx_initiation,hybrid_50pct_target,no,223,0.4349775784753363,2.586677130044843,576.829
adx_initiation,ma_exit_ema9,no,223,0.3721973094170404,0.4804856502242153,107.1483
adx_initiation,mfe_lockin_trail,no,223,0.3452914798206278,-1.3458085201793721,-300.1153
adx_initiation,multi_tier_partial,no,223,0.484304932735426,-0.5281291479820628,-117.7728
adx_initiation,next_pivot_target,no,223,0.7399103139013453,13.916770403587442,3103.4397999999997
adx_initiation,r_multiple_2r,no,223,0.4125560538116592,35.653365022421525,7950.700400000001
adx_initiation,r_multiple_3r,no,223,0.31390134529147984,35.21216053811659,7852.3117999999995
adx_initiation,regime_flip,no,223,0.5201793721973094,162.7549466367713,36294.3531
adx_initiation,reverse_signal,no,223,0.3273542600896861,-2.695532286995516,-601.1037
adx_initiation,smc_mitigation_zone,no,223,0.3273542600896861,-2.695532286995516,-601.1037
adx_initiation,time_stop_10d,no,223,0.5201793721973094,11.847136771300448,2641.9115
adx_initiation,time_stop_20d,no,223,0.5201793721973094,162.7549466367713,36294.3531
adx_initiation,trailing_10pct,no,223,0.31390134529147984,-1.1048905829596414,-246.3906
adx_initiation,trailing_15pct,no,223,0.3004484304932735,-1.8126349775784754,-404.2176
adx_initiation,trailing_5pct,no,223,0.25112107623318386,-1.4458215246636772,-322.4182
avwap_252_breakout,atr_trail_1x,no,33,0.21212121212121213,-2.1185757575757576,-69.913
avwap_252_breakout,atr_trail_2x,no,33,0.42424242424242425,0.883678787878788,29.161400000000004
avwap_252_breakout,atr_trail_mae_conditional,no,33,0.21212121212121213,-2.1185757575757576,-69.913
avwap_252_breakout,atr_trail_vix_conditional,no,33,0.24242424242424243,-1.3262909090909092,-43.7676
avwap_252_breakout,break_even_at_1r,no,33,0.18181818181818182,7.148860606060606,235.9124
avwap_252_breakout,breakeven_plus_trail,no,33,0.5151515151515151,14.869757575757575,490.702
avwap_252_breakout,chandelier_3x,no,33,0.15151515151515152,0.10726969696969708,3.539900000000004
avwap_252_breakout,class_time_stop,no,33,0.5151515151515151,0.7015242424242426,23.150300000000005
avwap_252_breakout,earnings_blackout,no,33,0.5151515151515151,2.697248484848485,89.0092
avwap_252_breakout,fixed_4r_2r,no,33,0.45454545454545453,2.0894848484848487,68.953
avwap_252_breakout,hybrid_50pct_target,no,33,0.7272727272727273,1.587396969696969,52.384099999999975
avwap_252_breakout,ma_exit_ema9,no,33,0.3333333333333333,-0.622778787878788,-20.551700000000004
avwap_252_breakout,mfe_lockin_trail,no,33,0.21212121212121213,-2.3920666666666666,-78.9382
avwap_252_breakout,multi_tier_partial,no,33,0.36363636363636365,-2.1073151515151514,-69.5414
avwap_252_breakout,next_pivot_target,no,33,0.8181818181818182,0.0985515151515151,3.2521999999999984
