strategy,point_sharpe,ci_low,ci_high,n_trades,method
adx_initiation,-1.838244471906056,-4.9439272112105765,0.21053375315727302,223,bootstrap
avwap_252_breakout,0.7801733034905811,-6.774889338128215,5.190427423191616,33,bootstrap
avwap_50_reclaim,-2.2727448208550176,-4.040366768087458,-0.6091221538017578,263,bootstrap
awesome_oscillator,-2.1562090035533843,-11.095424405833684,2.200807398312132,39,bootstrap
bollinger_lower,-10.558245783234934,,,17,insufficient_sample
bollinger_tight,1.6789842203788992,-2.174411240835804,4.037138974343834,86,bootstrap
bollinger_upper_short,-627.8070999727879,,,2,insufficient_sample
break_retest_confluence,-5.9546506739655065,,,22,insufficient_sample
break_retest_volume,-0.013488613225703217,-3.767276073370723,2.947123497067718,81,bootstrap
bullish_engulfing_support,-39.07057021732398,,,3,insufficient_sample
buyback_8k_recent_long,-0.10963960913577807,-7.525504344646092,3.8171342458048163,47,bootstrap
camarilla_r3_breakout,-2.7816382942460076,-8.825972509177465,1.3467733136424993,57,bootstrap
camarilla_s3_bounce,7.298008861150559,,,4,insufficient_sample
cmf_flip,1.3267332931909919,-1.632355448473743,3.2859705764610494,144,bootstrap
cpr_narrow_bullish,-2.056638564312988,-4.664958983346099,-0.45067551255050514,412,bootstrap
cpr_narrow_momentum,-0.7560950604504445,-6.15161086419407,3.4575619244413214,57,bootstrap
cpr_narrow_momentum_short,-12.589653639201547,,,27,insufficient_sample
doji_at_support,-12.898394308014144,,,2,insufficient_sample
double_bottom_long,-48.12929406927224,,,8,insufficient_sample
evening_star_short,0.0,,,1,insufficient_sample
force_index_breakout,-2.819670298987281,-6.944049944207289,0.30225675788940204,107,bootstrap
golden_cross_20_50,-26.41887002805804,,,4,insufficient_sample
golden_cross_50_200,-1041.0645723837868,,,2,insufficient_sample
golden_cross_9_21,-5.215257381536447,-14.359518292570465,-0.015367855963248056,30,bootstrap
halloween_seasonal_long,-14.534543871676247,,,4,insufficient_sample
head_and_shoulders_bottom_long,-146.22415122371015,,,4,insufficient_sample
htf_aligned_breakout_long,-1.122563032885281,-10.213927426543654,3.457325293039771,44,bootstrap
htf_aligned_breakout_short,-4.719568368711951,-11.65158969715365,-0.6828167046101722,65,bootstrap
hull_rsi,1.0838876813687048,-2.7188425769292905,4.404826925366976,70,bootstrap
hull_rsi_short,-3.2185404277862197,-6.621789833692077,0.6641131928485094,62,bootstrap
ichimoku_cloud_breakout,-1.3863048320123337,-6.915279662477932,1.8632798205127308,72,bootstrap
ichimoku_tk_cross,0.505611156492758,,,18,insufficient_sample
inside_bar_breakout,-5.420026495416095,,,11,insufficient_sample
insider_cluster_long,-7.2937477852447605,,,12,insufficient_sample
institutional_buy_momentum_long,-10.737782623729844,,,20,insufficient_sample
institutional_cluster_long,-4.3213286227107774,-11.081261101401921,-0.39315427984170687,64,bootstrap
institutional_oversold_long,0.0,,,1,insufficient_sample
keltner_lower,0.0,,,1,insufficient_sample
lead_lag_sector_rotation,-1.4539266877904575,-8.676712274931798,1.8439367349393299,80,bootstrap
macd_crossover,0.038655363000224756,-7.940557424141363,4.517717794419502,36,bootstrap
macd_fast_crossover,-0.012593452987224259,-8.146660761338547,3.3015729924161663,57,bootstrap
monthly_bias_momentum_long,0.9598998718220834,-1.1513151685243543,2.6158540205142744,254,bootstrap
