exit_method,regime_at_entry,sector,cap_band,vol_band,hold_duration_band,total_pnl_pct,runner_up_method,runner_up_metric,edge_over_runner_up,n,n_exits_in_cell,rank_in_cell
atr_trail_2x,bear,Financials,unknown,mid_15_25,short_le_3d,-2.2755000000000045,chandelier_3x,-15.676100000000002,13.400599999999997,11,25,1.0
atr_trail_vix_conditional,bear,Materials,unknown,high_25_40,short_le_3d,-48.4381,r_multiple_3r,-60.5103,12.072200000000002,16,25,1.0
break_even_at_1r,bear,Consumer Discretionary,unknown,mid_15_25,short_le_3d,-33.343199999999996,trailing_10pct,-39.6495,6.306300000000007,13,25,1.0
breakeven_plus_trail,bull,Information Technology,unknown,mid_15_25,medium_4_10d,350.0731,next_pivot_target,-118.7641,468.8372,115,25,1.0
breakeven_plus_trail,bear,Health Care,unknown,mid_15_25,long_ge_11d,724.49,fixed_4r_2r,381.8672,342.6228,75,25,1.0
breakeven_plus_trail,bear,Industrials,unknown,high_25_40,long_ge_11d,755.2161,trailing_10pct,454.5584,300.6577,80,25,1.0
breakeven_plus_trail,bull,Industrials,unknown,mid_15_25,long_ge_11d,989.3292,regime_flip,732.0405,257.28870000000006,175,25,1.0
breakeven_plus_trail,bull,Health Care,unknown,low_lt_15,long_ge_11d,966.1084999999999,fixed_4r_2r,743.1800999999999,222.9284,142,25,1.0
breakeven_plus_trail,bear,Information Technology,unknown,mid_15_25,medium_4_10d,123.63999999999996,ma_exit_ema9,-39.8805,163.52049999999997,32,25,1.0
breakeven_plus_trail,bear,Information Technology,unknown,mid_15_25,long_ge_11d,694.2963,trailing_15pct,539.8199,154.4764,70,25,1.0
breakeven_plus_trail,bull,Consumer Discretionary,unknown,low_lt_15,medium_4_10d,218.54879999999997,r_multiple_2r,81.85079999999999,136.69799999999998,28,25,1.0
breakeven_plus_trail,bull,Energy,unknown,mid_15_25,long_ge_11d,670.9168,earnings_blackout,544.4556,126.46119999999996,104,25,1.0
breakeven_plus_trail,bear,Industrials,unknown,mid_15_25,long_ge_11d,488.8891,earnings_blackout,363.6654,125.22370000000001,64,25,1.0
breakeven_plus_trail,bear,Consumer Discretionary,unknown,mid_15_25,long_ge_11d,548.391,earnings_blackout,423.7417,124.64929999999998,63,25,1.0
breakeven_plus_trail,bull,Information Technology,unknown,low_lt_15,medium_4_10d,196.01059999999998,fixed_4r_2r,77.2749,118.73569999999998,32,25,1.0
breakeven_plus_trail,bull,Consumer Discretionary,unknown,low_lt_15,long_ge_11d,436.1338,time_stop_10d,318.2275,117.90629999999999,109,25,1.0
breakeven_plus_trail,bear,Industrials,unknown,high_25_40,medium_4_10d,16.662099999999988,multi_tier_partial,-74.2587,90.92079999999999,32,25,1.0
breakeven_plus_trail,bear,Financials,unknown,mid_15_25,long_ge_11d,328.13930000000005,regime_flip,239.4662,88.67310000000006,57,25,1.0
breakeven_plus_trail,bear,Unknown,unknown,high_25_40,long_ge_11d,376.0569,time_stop_10d,288.0481,88.00880000000001,49,25,1.0
breakeven_plus_trail,bear,Unknown,unknown,mid_15_25,short_le_3d,94.5844,class_time_stop,24.105300000000007,70.47909999999999,13,25,1.0
