strategy,exit_method,sector_momentum_vs_spy_at_entry,n,win_rate,avg_pnl_pct,total_pnl_pct
adx_initiation,atr_trail_1x,spy_mild_down_neg5_0,73,0.273972602739726,-3.0206602739726027,-220.5082
adx_initiation,atr_trail_1x,spy_mild_up_0_5pct,87,0.39080459770114945,-1.3183218390804599,-114.694
adx_initiation,atr_trail_1x,spy_strong_down_lt_neg5,32,0.34375,-1.863009375,-59.6163
adx_initiation,atr_trail_1x,spy_strong_up_gt_5pct,31,0.25806451612903225,-6.654361290322581,-206.2852
adx_initiation,atr_trail_2x,spy_mild_down_neg5_0,73,0.3698630136986301,-2.4526657534246574,-179.0446
adx_initiation,atr_trail_2x,spy_mild_up_0_5pct,87,0.3563218390804598,-7.085657471264367,-616.4522
adx_initiation,atr_trail_2x,spy_strong_down_lt_neg5,32,0.3125,-3.964534375,-126.8651
adx_initiation,atr_trail_2x,spy_strong_up_gt_5pct,31,0.5161290322580645,14.604864516129034,452.7508
adx_initiation,atr_trail_mae_conditional,spy_mild_down_neg5_0,73,0.273972602739726,-3.0206602739726027,-220.5082
adx_initiation,atr_trail_mae_conditional,spy_mild_up_0_5pct,87,0.39080459770114945,-1.3183218390804599,-114.694
adx_initiation,atr_trail_mae_conditional,spy_strong_down_lt_neg5,32,0.34375,-1.863009375,-59.6163
adx_initiation,atr_trail_mae_conditional,spy_strong_up_gt_5pct,31,0.25806451612903225,-6.654361290322581,-206.2852
adx_initiation,atr_trail_vix_conditional,spy_mild_down_neg5_0,73,0.3013698630136986,-1.6232164383561642,-118.4948
adx_initiation,atr_trail_vix_conditional,spy_mild_up_0_5pct,87,0.3793103448275862,-0.12189080459770117,-10.604500000000002
adx_initiation,atr_trail_vix_conditional,spy_strong_down_lt_neg5,32,0.28125,-4.45535,-142.5712
adx_initiation,atr_trail_vix_conditional,spy_strong_up_gt_5pct,31,0.22580645161290322,-2.8968129032258068,-89.80120000000001
adx_initiation,break_even_at_1r,spy_mild_down_neg5_0,73,0.1917808219178082,-0.9216356164383563,-67.27940000000001
adx_initiation,break_even_at_1r,spy_mild_up_0_5pct,87,0.27586206896551724,20.09166666666667,1747.9750000000001
adx_initiation,break_even_at_1r,spy_strong_down_lt_neg5,32,0.28125,-2.744678125,-87.8297
adx_initiation,break_even_at_1r,spy_strong_up_gt_5pct,31,0.25806451612903225,1.5822870967741938,49.050900000000006
adx_initiation,breakeven_plus_trail,spy_mild_down_neg5_0,73,0.3972602739726027,4.140886301369863,302.28470000000004
