strategy,regime,sector,verdict,gates_passed,n_trades,gate_1_sample_size_value,gate_1_sample_size_passed,gate_2_bonferroni_value,gate_2_bonferroni_passed,gate_3_dsr_value,gate_3_dsr_passed
pairs_mean_reversion_long,bull,Consumer Staples,INSUFFICIENT_SAMPLE,0,3,3,False,,,,
pairs_mean_reversion_long,bull,Energy,INSUFFICIENT_SAMPLE,0,2,2,False,,,,
pairs_mean_reversion_long,bull,Financials,INSUFFICIENT_SAMPLE,0,22,22,False,,,,
pairs_mean_reversion_long,bull,Health Care,INSUFFICIENT_SAMPLE,0,11,11,False,,,,
pairs_mean_reversion_long,bull,Industrials,FAIL_GATE_2_BONFERRONI,1,31,31,True,1.0,False,,
pairs_mean_reversion_long,bull,Information Technology,INSUFFICIENT_SAMPLE,0,20,20,False,,,,
pairs_mean_reversion_long,bull,Materials,INSUFFICIENT_SAMPLE,0,14,14,False,,,,
pairs_mean_reversion_long,bull,Real Estate,INSUFFICIENT_SAMPLE,0,3,3,False,,,,
pairs_mean_reversion_long,bull,Utilities,INSUFFICIENT_SAMPLE,0,5,5,False,,,,
pairs_mean_reversion_long,neutral,Consumer Discretionary,INSUFFICIENT_SAMPLE,0,3,3,False,,,,
pairs_mean_reversion_long,neutral,Energy,INSUFFICIENT_SAMPLE,0,1,1,False,,,,
pairs_mean_reversion_long,neutral,Financials,INSUFFICIENT_SAMPLE,0,3,3,False,,,,
pairs_mean_reversion_long,neutral,Health Care,INSUFFICIENT_SAMPLE,0,1,1,False,,,,
pairs_mean_reversion_long,neutral,Industrials,INSUFFICIENT_SAMPLE,0,8,8,False,,,,
pairs_mean_reversion_long,neutral,Information Technology,INSUFFICIENT_SAMPLE,0,4,4,False,,,,
pairs_mean_reversion_long,neutral,Real Estate,INSUFFICIENT_SAMPLE,0,1,1,False,,,,
pairs_mean_reversion_long,neutral,Utilities,INSUFFICIENT_SAMPLE,0,2,2,False,,,,
pairs_mean_reversion_short,bear,Consumer Discretionary,INSUFFICIENT_SAMPLE,0,2,2,False,,,,
pairs_mean_reversion_short,bear,Financials,INSUFFICIENT_SAMPLE,0,3,3,False,,,,
pairs_mean_reversion_short,bear,Health Care,INSUFFICIENT_SAMPLE,0,1,1,False,,,,
pairs_mean_reversion_short,bear,Industrials,INSUFFICIENT_SAMPLE,0,8,8,False,,,,
pairs_mean_reversion_short,bear,Information Technology,INSUFFICIENT_SAMPLE,0,4,4,False,,,,
pairs_mean_reversion_short,bear,Utilities,INSUFFICIENT_SAMPLE,0,1,1,False,,,,
pairs_mean_reversion_short,bull,Consumer Discretionary,INSUFFICIENT_SAMPLE,0,1,1,False,,,,
pairs_mean_reversion_short,bull,Financials,INSUFFICIENT_SAMPLE,0,2,2,False,,,,
pairs_mean_reversion_short,bull,Health Care,INSUFFICIENT_SAMPLE,0,2,2,False,,,,
pairs_mean_reversion_short,bull,Industrials,INSUFFICIENT_SAMPLE,0,3,3,False,,,,
pairs_mean_reversion_short,bull,Information Technology,INSUFFICIENT_SAMPLE,0,3,3,False,,,,
pairs_mean_reversion_short,bull,Materials,INSUFFICIENT_SAMPLE,0,1,1,False,,,,
pairs_mean_reversion_short,neutral,Financials,INSUFFICIENT_SAMPLE,0,1,1,False,,,,
pairs_mean_reversion_short,neutral,Industrials,INSUFFICIENT_SAMPLE,0,1,1,False,,,,
parabolic_sar_flip,bear,Consumer Discretionary,INSUFFICIENT_SAMPLE,0,4,4,False,,,,
parabolic_sar_flip,bear,Consumer Staples,INSUFFICIENT_SAMPLE,0,1,1,False,,,,
parabolic_sar_flip,bear,Energy,INSUFFICIENT_SAMPLE,0,2,2,False,,,,
parabolic_sar_flip,bear,Financials,INSUFFICIENT_SAMPLE,0,4,4,False,,,,
parabolic_sar_flip,bear,Health Care,INSUFFICIENT_SAMPLE,0,7,7,False,,,,
parabolic_sar_flip,bear,Industrials,INSUFFICIENT_SAMPLE,0,4,4,False,,,,
parabolic_sar_flip,bear,Materials,INSUFFICIENT_SAMPLE,0,3,3,False,,,,
parabolic_sar_flip,bear,Real Estate,INSUFFICIENT_SAMPLE,0,1,1,False,,,,
parabolic_sar_flip,bear,Small Cap,INSUFFICIENT_SAMPLE,0,1,1,False,,,,
parabolic_sar_flip,bear,Unknown,INSUFFICIENT_SAMPLE,0,5,5,False,,,,
parabolic_sar_flip,bear,Utilities,INSUFFICIENT_SAMPLE,0,1,1,False,,,,
parabolic_sar_flip,bull,Commodities,INSUFFICIENT_SAMPLE,0,1,1,False,,,,
parabolic_sar_flip,bull,Communication Services,INSUFFICIENT_SAMPLE,0,1,1,False,,,,
parabolic_sar_flip,bull,Consumer Discretionary,INSUFFICIENT_SAMPLE,0,4,4,False,,,,
parabolic_sar_flip,bull,Financials,INSUFFICIENT_SAMPLE,0,3,3,False,,,,
parabolic_sar_flip,bull,Health Care,INSUFFICIENT_SAMPLE,0,6,6,False,,,,
parabolic_sar_flip,bull,Industrials,INSUFFICIENT_SAMPLE,0,7,7,False,,,,
parabolic_sar_flip,bull,Information Technology,INSUFFICIENT_SAMPLE,0,5,5,False,,,,
parabolic_sar_flip,bull,Materials,INSUFFICIENT_SAMPLE,0,2,2,False,,,,
parabolic_sar_flip,bull,Real Estate,INSUFFICIENT_SAMPLE,0,1,1,False,,,,
parabolic_sar_flip,bull,Unknown,INSUFFICIENT_SAMPLE,0,2,2,False,,,,
parabolic_sar_flip,neutral,Health Care,INSUFFICIENT_SAMPLE,0,2,2,False,,,,
parabolic_sar_flip,neutral,Industrials,INSUFFICIENT_SAMPLE,0,1,1,False,,,,
parabolic_sar_flip,neutral,Information Technology,INSUFFICIENT_SAMPLE,0,4,4,False,,,,
parabolic_sar_flip,neutral,Materials,INSUFFICIENT_SAMPLE,0,1,1,False,,,,
pead_long,bear,Communication Services,INSUFFICIENT_SAMPLE,0,3,3,False,,,,
pead_long,bear,Consumer Discretionary,INSUFFICIENT_SAMPLE,0,6,6,False,,,,
pead_long,bear,Consumer Staples,INSUFFICIENT_SAMPLE,0,1,1,False,,,,
pead_long,bear,Energy,INSUFFICIENT_SAMPLE,0,3,3,False,,,,
pead_long,bear,Financials,INSUFFICIENT_SAMPLE,0,3,3,False,,,,
pead_long,bear,Health Care,INSUFFICIENT_SAMPLE,0,4,4,False,,,,
pead_long,bear,Industrials,INSUFFICIENT_SAMPLE,0,6,6,False,,,,
pead_long,bear,Information Technology,INSUFFICIENT_SAMPLE,0,6,6,False,,,,
pead_long,bear,Materials,INSUFFICIENT_SAMPLE,0,3,3,False,,,,
pead_long,bear,Unknown,INSUFFICIENT_SAMPLE,0,2,2,False,,,,
pead_long,bull,Communication Services,INSUFFICIENT_SAMPLE,0,1,1,False,,,,
pead_long,bull,Consumer Discretionary,INSUFFICIENT_SAMPLE,0,6,6,False,,,,
pead_long,bull,Energy,INSUFFICIENT_SAMPLE,0,2,2,False,,,,
pead_long,bull,Financials,INSUFFICIENT_SAMPLE,0,7,7,False,,,,
pead_long,bull,Health Care,INSUFFICIENT_SAMPLE,0,18,18,False,,,,
pead_long,bull,Industrials,INSUFFICIENT_SAMPLE,0,7,7,False,,,,
pead_long,bull,Information Technology,INSUFFICIENT_SAMPLE,0,8,8,False,,,,
pead_long,bull,Materials,INSUFFICIENT_SAMPLE,0,4,4,False,,,,
pead_long,bull,Real Estate,INSUFFICIENT_SAMPLE,0,1,1,False,,,,
pead_long,bull,Unknown,INSUFFICIENT_SAMPLE,0,2,2,False,,,,
pead_long,bull,Utilities,INSUFFICIENT_SAMPLE,0,1,1,False,,,,
pead_long,neutral,Commodities,INSUFFICIENT_SAMPLE,0,1,1,False,,,,
pead_long,neutral,Energy,INSUFFICIENT_SAMPLE,0,1,1,False,,,,
pead_long,neutral,Financials,INSUFFICIENT_SAMPLE,0,2,2,False,,,,
pead_long,neutral,Health Care,INSUFFICIENT_SAMPLE,0,1,1,False,,,,
pead_long,neutral,Industrials,INSUFFICIENT_SAMPLE,0,3,3,False,,,,
pead_long,neutral,Information Technology,INSUFFICIENT_SAMPLE,0,1,1,False,,,,
pead_long,neutral,Materials,INSUFFICIENT_SAMPLE,0,2,2,False,,,,
pead_long,neutral,Unknown,INSUFFICIENT_SAMPLE,0,2,2,False,,,,
pead_short,bear,Consumer Discretionary,INSUFFICIENT_SAMPLE,0,6,6,False,,,,
pead_short,bear,Energy,INSUFFICIENT_SAMPLE,0,3,3,False,,,,
pead_short,bear,Health Care,INSUFFICIENT_SAMPLE,0,3,3,False,,,,
pead_short,bear,Industrials,INSUFFICIENT_SAMPLE,0,3,3,False,,,,
pead_short,bear,Information Technology,INSUFFICIENT_SAMPLE,0,4,4,False,,,,
pead_short,bear,Materials,INSUFFICIENT_SAMPLE,0,3,3,False,,,,
pead_short,bull,Consumer Discretionary,INSUFFICIENT_SAMPLE,0,4,4,False,,,,
pead_short,bull,Energy,INSUFFICIENT_SAMPLE,0,2,2,False,,,,
pead_short,bull,Financials,INSUFFICIENT_SAMPLE,0,2,2,False,,,,
pead_short,bull,Health Care,INSUFFICIENT_SAMPLE,0,19,19,False,,,,
pead_short,bull,Industrials,INSUFFICIENT_SAMPLE,0,12,12,False,,,,
pead_short,bull,Information Technology,INSUFFICIENT_SAMPLE,0,11,11,False,,,,
pead_short,bull,Materials,INSUFFICIENT_SAMPLE,0,4,4,False,,,,
pead_short,bull,Real Estate,INSUFFICIENT_SAMPLE,0,2,2,False,,,,
pead_short,bull,Unknown,INSUFFICIENT_SAMPLE,0,6,6,False,,,,
pead_short,bull,Utilities,INSUFFICIENT_SAMPLE,0,2,2,False,,,,
pead_short,neutral,Consumer Discretionary,INSUFFICIENT_SAMPLE,0,1,1,False,,,,
pead_short,neutral,Health Care,INSUFFICIENT_SAMPLE,0,2,2,False,,,,
pead_short,neutral,Materials,INSUFFICIENT_SAMPLE,0,1,1,False,,,,
pead_with_insider_confirmation_long,bear,Health Care,INSUFFICIENT_SAMPLE,0,1,1,False,,,,
pead_with_insider_confirmation_long,bull,Financials,INSUFFICIENT_SAMPLE,0,1,1,False,,,,
pead_with_insider_confirmation_long,bull,Industrials,INSUFFICIENT_SAMPLE,0,1,1,False,,,,
pivot_r1_breakout,bear,Consumer Discretionary,INSUFFICIENT_SAMPLE,0,1,1,False,,,,
pivot_r1_breakout,bear,Financials,INSUFFICIENT_SAMPLE,0,1,1,False,,,,
pivot_r1_breakout,bear,Health Care,INSUFFICIENT_SAMPLE,0,2,2,False,,,,
pivot_r1_breakout,bear,Industrials,INSUFFICIENT_SAMPLE,0,1,1,False,,,,
pivot_r1_breakout,bear,Materials,INSUFFICIENT_SAMPLE,0,1,1,False,,,,
pivot_r1_breakout,bull,Consumer Discretionary,INSUFFICIENT_SAMPLE,0,3,3,False,,,,
pivot_r1_breakout,bull,Financials,INSUFFICIENT_SAMPLE,0,3,3,False,,,,
pivot_r1_breakout,bull,Health Care,INSUFFICIENT_SAMPLE,0,1,1,False,,,,
pivot_r1_breakout,bull,Industrials,INSUFFICIENT_SAMPLE,0,1,1,False,,,,
pivot_r1_breakout,bull,Information Technology,INSUFFICIENT_SAMPLE,0,3,3,False,,,,
pivot_r1_breakout,bull,Unknown,INSUFFICIENT_SAMPLE,0,1,1,False,,,,
pivot_r1_breakout,neutral,Health Care,INSUFFICIENT_SAMPLE,0,1,1,False,,,,
pivot_r1_breakout,neutral,Industrials,INSUFFICIENT_SAMPLE,0,1,1,False,,,,
pivot_r2_continuation,bear,Emerging Markets,INSUFFICIENT_SAMPLE,0,1,1,False,,,,
pivot_s1_bounce,bear,Consumer Discretionary,INSUFFICIENT_SAMPLE,0,2,2,False,,,,
pivot_s1_bounce,bear,Financials,INSUFFICIENT_SAMPLE,0,1,1,False,,,,
pivot_s1_bounce,bear,Unknown,INSUFFICIENT_SAMPLE,0,1,1,False,,,,
pivot_s1_bounce,bull,Communication Services,INSUFFICIENT_SAMPLE,0,2,2,False,,,,
pivot_s1_bounce,bull,Consumer Discretionary,INSUFFICIENT_SAMPLE,0,1,1,False,,,,
pivot_s1_bounce,bull,Energy,INSUFFICIENT_SAMPLE,0,1,1,False,,,,
pivot_s1_bounce,bull,Health Care,INSUFFICIENT_SAMPLE,0,5,5,False,,,,
pivot_s1_bounce,bull,Industrials,INSUFFICIENT_SAMPLE,0,2,2,False,,,,
pivot_s1_bounce,bull,Information Technology,INSUFFICIENT_SAMPLE,0,1,1,False,,,,
pivot_s1_bounce,bull,Materials,INSUFFICIENT_SAMPLE,0,1,1,False,,,,
pivot_s3_capitulation,bear,Financials,INSUFFICIENT_SAMPLE,0,1,1,False,,,,
pivot_s3_capitulation,bear,Health Care,INSUFFICIENT_SAMPLE,0,1,1,False,,,,
po3_bearish,bear,Broad Market,INSUFFICIENT_SAMPLE,0,1,1,False,,,,
po3_bearish,bear,Commodities,INSUFFICIENT_SAMPLE,0,1,1,False,,,,
po3_bearish,bear,Communication Services,INSUFFICIENT_SAMPLE,0,8,8,False,,,,
po3_bearish,bear,Consumer Discretionary,INSUFFICIENT_SAMPLE,0,16,16,False,,,,
po3_bearish,bear,Consumer Staples,INSUFFICIENT_SAMPLE,0,3,3,False,,,,
po3_bearish,bear,Emerging Markets,INSUFFICIENT_SAMPLE,0,1,1,False,,,,
po3_bearish,bear,Energy,INSUFFICIENT_SAMPLE,0,6,6,False,,,,
po3_bearish,bear,Financials,INSUFFICIENT_SAMPLE,0,22,22,False,,,,
po3_bearish,bear,Health Care,INSUFFICIENT_SAMPLE,0,27,27,False,,,,
po3_bearish,bear,Industrials,INSUFFICIENT_SAMPLE,0,19,19,False,,,,
po3_bearish,bear,Information Technology,INSUFFICIENT_SAMPLE,0,24,24,False,,,,
po3_bearish,bear,Materials,INSUFFICIENT_SAMPLE,0,15,15,False,,,,
po3_bearish,bear,Real Estate,INSUFFICIENT_SAMPLE,0,4,4,False,,,,
po3_bearish,bear,Technology,INSUFFICIENT_SAMPLE,0,1,1,False,,,,
po3_bearish,bear,Unknown,INSUFFICIENT_SAMPLE,0,12,12,False,,,,
po3_bearish,bear,Utilities,INSUFFICIENT_SAMPLE,0,1,1,False,,,,
po3_bearish,bull,Commodities,INSUFFICIENT_SAMPLE,0,4,4,False,,,,
po3_bearish,bull,Communication Services,INSUFFICIENT_SAMPLE,0,6,6,False,,,,
po3_bearish,bull,Consumer Discretionary,INSUFFICIENT_SAMPLE,0,22,22,False,,,,
po3_bearish,bull,Consumer Staples,INSUFFICIENT_SAMPLE,0,2,2,False,,,,
po3_bearish,bull,Energy,INSUFFICIENT_SAMPLE,0,11,11,False,,,,
po3_bearish,bull,Financials,INSUFFICIENT_SAMPLE,0,9,9,False,,,,
po3_bearish,bull,Health Care,INSUFFICIENT_SAMPLE,0,29,29,False,,,,
po3_bearish,bull,Industrials,INSUFFICIENT_SAMPLE,0,22,22,False,,,,
po3_bearish,bull,Information Technology,FAIL_GATE_2_BONFERRONI,1,36,36,True,1.0,False,,
po3_bearish,bull,Materials,INSUFFICIENT_SAMPLE,0,6,6,False,,,,
po3_bearish,bull,Real Estate,INSUFFICIENT_SAMPLE,0,1,1,False,,,,
po3_bearish,bull,Unknown,INSUFFICIENT_SAMPLE,0,3,3,False,,,,
po3_bearish,bull,Utilities,INSUFFICIENT_SAMPLE,0,1,1,False,,,,
po3_bearish,bull,Volatility,INSUFFICIENT_SAMPLE,0,2,2,False,,,,
po3_bearish,neutral,Consumer Discretionary,INSUFFICIENT_SAMPLE,0,7,7,False,,,,
po3_bearish,neutral,Energy,INSUFFICIENT_SAMPLE,0,1,1,False,,,,
po3_bearish,neutral,Financials,INSUFFICIENT_SAMPLE,0,5,5,False,,,,
po3_bearish,neutral,Health Care,INSUFFICIENT_SAMPLE,0,7,7,False,,,,
po3_bearish,neutral,Industrials,INSUFFICIENT_SAMPLE,0,6,6,False,,,,
po3_bearish,neutral,Information Technology,INSUFFICIENT_SAMPLE,0,7,7,False,,,,
po3_bearish,neutral,Materials,INSUFFICIENT_SAMPLE,0,3,3,False,,,,
po3_bearish,neutral,Unknown,INSUFFICIENT_SAMPLE,0,2,2,False,,,,
po3_bullish,bear,Communication Services,INSUFFICIENT_SAMPLE,0,1,1,False,,,,
po3_bullish,bear,Consumer Discretionary,INSUFFICIENT_SAMPLE,0,6,6,False,,,,
po3_bullish,bear,Energy,INSUFFICIENT_SAMPLE,0,7,7,False,,,,
po3_bullish,bear,Financials,INSUFFICIENT_SAMPLE,0,9,9,False,,,,
po3_bullish,bear,Health Care,INSUFFICIENT_SAMPLE,0,14,14,False,,,,
po3_bullish,bear,Industrials,INSUFFICIENT_SAMPLE,0,4,4,False,,,,
po3_bullish,bear,Information Technology,INSUFFICIENT_SAMPLE,0,9,9,False,,,,
po3_bullish,bear,Materials,INSUFFICIENT_SAMPLE,0,9,9,False,,,,
po3_bullish,bear,Unknown,INSUFFICIENT_SAMPLE,0,7,7,False,,,,
po3_bullish,bear,Utilities,INSUFFICIENT_SAMPLE,0,1,1,False,,,,
po3_bullish,bull,Broad Market,INSUFFICIENT_SAMPLE,0,1,1,False,,,,
po3_bullish,bull,Communication Services,INSUFFICIENT_SAMPLE,0,3,3,False,,,,
po3_bullish,bull,Consumer Discretionary,INSUFFICIENT_SAMPLE,0,18,18,False,,,,
po3_bullish,bull,Energy,INSUFFICIENT_SAMPLE,0,10,10,False,,,,
po3_bullish,bull,Financials,INSUFFICIENT_SAMPLE,0,13,13,False,,,,
po3_bullish,bull,Health Care,INSUFFICIENT_SAMPLE,0,24,24,False,,,,
po3_bullish,bull,Industrials,INSUFFICIENT_SAMPLE,0,19,19,False,,,,
po3_bullish,bull,Information Technology,FAIL_GATE_2_BONFERRONI,1,37,37,True,1.0,False,,
po3_bullish,bull,Materials,INSUFFICIENT_SAMPLE,0,7,7,False,,,,
po3_bullish,bull,Real Estate,INSUFFICIENT_SAMPLE,0,2,2,False,,,,
po3_bullish,bull,Small Cap,INSUFFICIENT_SAMPLE,0,1,1,False,,,,
po3_bullish,bull,Unknown,INSUFFICIENT_SAMPLE,0,15,15,False,,,,
po3_bullish,neutral,Broad Market,INSUFFICIENT_SAMPLE,0,1,1,False,,,,
po3_bullish,neutral,Commodities,INSUFFICIENT_SAMPLE,0,3,3,False,,,,
po3_bullish,neutral,Communication Services,INSUFFICIENT_SAMPLE,0,1,1,False,,,,
po3_bullish,neutral,Consumer Discretionary,INSUFFICIENT_SAMPLE,0,3,3,False,,,,
po3_bullish,neutral,Consumer Staples,INSUFFICIENT_SAMPLE,0,2,2,False,,,,
po3_bullish,neutral,Emerging Markets,INSUFFICIENT_SAMPLE,0,1,1,False,,,,
po3_bullish,neutral,Energy,INSUFFICIENT_SAMPLE,0,5,5,False,,,,
po3_bullish,neutral,Financials,INSUFFICIENT_SAMPLE,0,4,4,False,,,,
po3_bullish,neutral,Health Care,INSUFFICIENT_SAMPLE,0,29,29,False,,,,
po3_bullish,neutral,Industrials,INSUFFICIENT_SAMPLE,0,3,3,False,,,,
po3_bullish,neutral,Information Technology,INSUFFICIENT_SAMPLE,0,10,10,False,,,,
po3_bullish,neutral,Materials,INSUFFICIENT_SAMPLE,0,2,2,False,,,,
po3_bullish,neutral,Real Estate,INSUFFICIENT_SAMPLE,0,2,2,False,,,,
po3_bullish,neutral,Unknown,INSUFFICIENT_SAMPLE,0,2,2,False,,,,
po3_htf_aligned_long,bear,Consumer Discretionary,INSUFFICIENT_SAMPLE,0,3,3,False,,,,
po3_htf_aligned_long,bear,Health Care,INSUFFICIENT_SAMPLE,0,2,2,False,,,,
po3_htf_aligned_long,bear,Industrials,INSUFFICIENT_SAMPLE,0,1,1,False,,,,
po3_htf_aligned_long,bear,Information Technology,INSUFFICIENT_SAMPLE,0,2,2,False,,,,
po3_htf_aligned_long,bear,Materials,INSUFFICIENT_SAMPLE,0,2,2,False,,,,
po3_htf_aligned_long,bear,Unknown,INSUFFICIENT_SAMPLE,0,1,1,False,,,,
po3_htf_aligned_long,bear,Utilities,INSUFFICIENT_SAMPLE,0,1,1,False,,,,
po3_htf_aligned_long,bull,Communication Services,INSUFFICIENT_SAMPLE,0,2,2,False,,,,
po3_htf_aligned_long,bull,Consumer Discretionary,INSUFFICIENT_SAMPLE,0,7,7,False,,,,
po3_htf_aligned_long,bull,Energy,INSUFFICIENT_SAMPLE,0,1,1,False,,,,
po3_htf_aligned_long,bull,Financials,INSUFFICIENT_SAMPLE,0,3,3,False,,,,
po3_htf_aligned_long,bull,Health Care,INSUFFICIENT_SAMPLE,0,4,4,False,,,,
po3_htf_aligned_long,bull,Industrials,INSUFFICIENT_SAMPLE,0,2,2,False,,,,
po3_htf_aligned_long,bull,Information Technology,INSUFFICIENT_SAMPLE,0,1,1,False,,,,
po3_htf_aligned_long,bull,Materials,INSUFFICIENT_SAMPLE,0,3,3,False,,,,
po3_htf_aligned_long,neutral,Communication Services,INSUFFICIENT_SAMPLE,0,1,1,False,,,,
po3_htf_aligned_long,neutral,Volatility,INSUFFICIENT_SAMPLE,0,1,1,False,,,,
po3_htf_aligned_short,bear,Consumer Discretionary,INSUFFICIENT_SAMPLE,0,1,1,False,,,,
po3_htf_aligned_short,bear,Energy,INSUFFICIENT_SAMPLE,0,2,2,False,,,,
po3_htf_aligned_short,bear,Financials,INSUFFICIENT_SAMPLE,0,1,1,False,,,,
po3_htf_aligned_short,bear,Information Technology,INSUFFICIENT_SAMPLE,0,3,3,False,,,,
po3_htf_aligned_short,bear,Materials,INSUFFICIENT_SAMPLE,0,1,1,False,,,,
po3_htf_aligned_short,bull,Energy,INSUFFICIENT_SAMPLE,0,1,1,False,,,,
po3_htf_aligned_short,bull,Financials,INSUFFICIENT_SAMPLE,0,1,1,False,,,,
po3_htf_aligned_short,bull,Health Care,INSUFFICIENT_SAMPLE,0,1,1,False,,,,
po3_htf_aligned_short,bull,Industrials,INSUFFICIENT_SAMPLE,0,2,2,False,,,,
po3_htf_aligned_short,bull,Information Technology,INSUFFICIENT_SAMPLE,0,1,1,False,,,,
po3_htf_aligned_short,bull,Materials,INSUFFICIENT_SAMPLE,0,1,1,False,,,,
po3_htf_aligned_short,bull,Unknown,INSUFFICIENT_SAMPLE,0,2,2,False,,,,
po3_htf_aligned_short,neutral,Commodities,INSUFFICIENT_SAMPLE,0,1,1,False,,,,
po3_htf_aligned_short,neutral,Communication Services,INSUFFICIENT_SAMPLE,0,2,2,False,,,,
po3_htf_aligned_short,neutral,Consumer Discretionary,INSUFFICIENT_SAMPLE,0,3,3,False,,,,
po3_htf_aligned_short,neutral,Financials,INSUFFICIENT_SAMPLE,0,4,4,False,,,,
po3_htf_aligned_short,neutral,Health Care,INSUFFICIENT_SAMPLE,0,1,1,False,,,,
po3_htf_aligned_short,neutral,Industrials,INSUFFICIENT_SAMPLE,0,5,5,False,,,,
po3_htf_aligned_short,neutral,Information Technology,INSUFFICIENT_SAMPLE,0,2,2,False,,,,
po3_htf_aligned_short,neutral,Materials,INSUFFICIENT_SAMPLE,0,2,2,False,,,,
poc_magnet_long,bear,Unknown,INSUFFICIENT_SAMPLE,0,1,1,False,,,,
poc_magnet_long,bull,Energy,INSUFFICIENT_SAMPLE,0,1,1,False,,,,
post_inclusion_reversal_short,bear,Consumer Discretionary,INSUFFICIENT_SAMPLE,0,1,1,False,,,,
post_inclusion_reversal_short,bear,Financials,INSUFFICIENT_SAMPLE,0,1,1,False,,,,
ppo_crossover,bear,Commodities,INSUFFICIENT_SAMPLE,0,1,1,False,,,,
ppo_crossover,bear,Consumer Discretionary,INSUFFICIENT_SAMPLE,0,2,2,False,,,,
ppo_crossover,bear,Energy,INSUFFICIENT_SAMPLE,0,1,1,False,,,,
ppo_crossover,bear,Financials,INSUFFICIENT_SAMPLE,0,1,1,False,,,,
ppo_crossover,bear,Health Care,INSUFFICIENT_SAMPLE,0,6,6,False,,,,
ppo_crossover,bear,Industrials,INSUFFICIENT_SAMPLE,0,2,2,False,,,,
ppo_crossover,bear,Information Technology,INSUFFICIENT_SAMPLE,0,3,3,False,,,,
ppo_crossover,bear,Materials,INSUFFICIENT_SAMPLE,0,2,2,False,,,,
ppo_crossover,bear,Unknown,INSUFFICIENT_SAMPLE,0,3,3,False,,,,
ppo_crossover,bull,Communication Services,INSUFFICIENT_SAMPLE,0,1,1,False,,,,
ppo_crossover,bull,Consumer Discretionary,INSUFFICIENT_SAMPLE,0,2,2,False,,,,
ppo_crossover,bull,Consumer Staples,INSUFFICIENT_SAMPLE,0,1,1,False,,,,
ppo_crossover,bull,Energy,INSUFFICIENT_SAMPLE,0,3,3,False,,,,
ppo_crossover,bull,Financials,INSUFFICIENT_SAMPLE,0,3,3,False,,,,
ppo_crossover,bull,Health Care,INSUFFICIENT_SAMPLE,0,10,10,False,,,,
ppo_crossover,bull,Industrials,INSUFFICIENT_SAMPLE,0,6,6,False,,,,
ppo_crossover,bull,Information Technology,INSUFFICIENT_SAMPLE,0,6,6,False,,,,
ppo_crossover,bull,Materials,INSUFFICIENT_SAMPLE,0,4,4,False,,,,
ppo_crossover,neutral,Commodities,INSUFFICIENT_SAMPLE,0,1,1,False,,,,
ppo_crossover,neutral,Health Care,INSUFFICIENT_SAMPLE,0,2,2,False,,,,
ppo_crossover,neutral,Information Technology,INSUFFICIENT_SAMPLE,0,1,1,False,,,,
pre_fomc_long_sleeve,bear,Consumer Discretionary,INSUFFICIENT_SAMPLE,0,1,1,False,,,,
pre_fomc_long_sleeve,bear,Energy,INSUFFICIENT_SAMPLE,0,1,1,False,,,,
pre_fomc_long_sleeve,bear,Financials,INSUFFICIENT_SAMPLE,0,2,2,False,,,,
pre_fomc_long_sleeve,bear,Health Care,INSUFFICIENT_SAMPLE,0,1,1,False,,,,
pre_fomc_long_sleeve,bear,Industrials,INSUFFICIENT_SAMPLE,0,2,2,False,,,,
pre_fomc_long_sleeve,bear,Information Technology,INSUFFICIENT_SAMPLE,0,2,2,False,,,,
pre_fomc_long_sleeve,bear,Materials,INSUFFICIENT_SAMPLE,0,1,1,False,,,,
pre_fomc_long_sleeve,bear,Unknown,INSUFFICIENT_SAMPLE,0,2,2,False,,,,
pre_fomc_long_sleeve,bull,Communication Services,INSUFFICIENT_SAMPLE,0,2,2,False,,,,
pre_fomc_long_sleeve,bull,Consumer Discretionary,INSUFFICIENT_SAMPLE,0,4,4,False,,,,
pre_fomc_long_sleeve,bull,Energy,INSUFFICIENT_SAMPLE,0,4,4,False,,,,
pre_fomc_long_sleeve,bull,Financials,INSUFFICIENT_SAMPLE,0,7,7,False,,,,
pre_fomc_long_sleeve,bull,Health Care,INSUFFICIENT_SAMPLE,0,6,6,False,,,,
pre_fomc_long_sleeve,bull,Industrials,INSUFFICIENT_SAMPLE,0,3,3,False,,,,
pre_fomc_long_sleeve,bull,Information Technology,INSUFFICIENT_SAMPLE,0,9,9,False,,,,
pre_fomc_long_sleeve,bull,Materials,INSUFFICIENT_SAMPLE,0,1,1,False,,,,
pre_fomc_long_sleeve,bull,Unknown,INSUFFICIENT_SAMPLE,0,1,1,False,,,,
pre_fomc_long_sleeve,neutral,Consumer Discretionary,INSUFFICIENT_SAMPLE,0,1,1,False,,,,
pre_fomc_long_sleeve,neutral,Energy,INSUFFICIENT_SAMPLE,0,1,1,False,,,,
pre_fomc_long_sleeve,neutral,Health Care,INSUFFICIENT_SAMPLE,0,2,2,False,,,,
pre_fomc_long_sleeve,neutral,Unknown,INSUFFICIENT_SAMPLE,0,1,1,False,,,,
prev_day_high_break,bear,Financials,INSUFFICIENT_SAMPLE,0,3,3,False,,,,
prev_day_high_break,bear,Health Care,INSUFFICIENT_SAMPLE,0,1,1,False,,,,
prev_day_high_break,bear,Industrials,INSUFFICIENT_SAMPLE,0,2,2,False,,,,
prev_day_high_break,bear,Information Technology,INSUFFICIENT_SAMPLE,0,2,2,False,,,,
