date,level,event,dd_from_peak,rolling_peak_equity,current_equity,z_score,today_dispersion,ticker,reason,exit_price,action,new_stop
2023-11-02,,dispersion_cb_triggered_dec128,,,,7.9325,0.163847,,,,,
2023-11-03,6.0,halt_triggered,-5.4139,100000.0,-441387.0,,,,,,,
2023-11-06,6.0,halt_resumed,-5.371,100000.0,-437100.38,,,,,,,
2023-11-07,6.0,halt_triggered,-5.3871,100000.0,-438706.42000000004,,,,,,,
2023-11-08,6.0,halt_resumed,-5.4043,100000.0,-440431.72,,,,,,,
2023-11-09,1.0,,,,,,,CDLX,overnight_gap_down_37.9pct,8.52,,
2023-11-09,6.0,halt_triggered,-5.4422,100000.0,-444220.63,,,,,,,
2023-11-10,6.0,halt_resumed,-5.4526,100000.0,-445255.38,,,,,,,
2023-11-13,6.0,halt_triggered,-5.4385,100000.0,-443851.44999999995,,,,,,,
2023-11-14,1.0,,,,,,,PCT,overnight_gap_up_12.1pct,3.43,,
2023-11-14,6.0,halt_resumed,-5.4684,100000.0,-446843.14,,,,,,,
2023-11-15,6.0,halt_triggered,-5.4771,100000.0,-447705.61,,,,,,,
2023-11-16,6.0,halt_resumed,-5.4972,100000.0,-449719.94000000006,,,,,,,
2023-11-17,6.0,halt_triggered,-5.4906,100000.0,-449062.52,,,,,,,
2023-11-20,6.0,halt_resumed,-5.5007,100000.0,-450071.32000000007,,,,,,,
2023-11-21,1.0,,,,,,,AEO,overnight_gap_down_17.7pct,16.25,,
2023-11-21,1.0,,,,,,,SBNY,overnight_gap_down_37.5pct,0.01,,
2023-11-21,6.0,halt_triggered,-5.4922,100000.0,-449215.86,,,,,,,
2023-11-22,1.0,,,,,,,SBNY,overnight_gap_down_82.4pct,0.003,,
2023-11-22,6.0,halt_resumed,-5.4875,100000.0,-448750.35,,,,,,,
2023-11-24,1.0,,,,,,,SBNY,overnight_gap_down_41.2pct,0.01,,
2023-11-24,6.0,halt_triggered,-5.5049,100000.0,-450492.73,,,,,,,
2023-11-27,1.0,,,,,,,SBNY,overnight_gap_up_174.2pct,0.0085,,
2023-11-27,6.0,halt_resumed,-5.5092,100000.0,-450923.55000000005,,,,,,,
2023-11-27,,dispersion_cb_triggered_dec128,,,,7.4742,0.322616,,,,,
2023-11-28,6.0,halt_triggered,-5.4977,100000.0,-449766.39,,,,,,,
2023-11-29,1.0,,,,,,,GME,overnight_gap_up_14.8pct,15.49,,
2023-11-29,6.0,halt_resumed,-5.5609,100000.0,-456088.23,,,,,,,
2023-11-30,6.0,halt_triggered,-5.5928,100000.0,-459279.91000000003,,,,,,,
2023-12-01,6.0,halt_resumed,-5.6332,100000.0,-463321.44999999995,,,,,,,
2023-12-04,6.0,halt_triggered,-5.6255,100000.0,-462546.5,,,,,,,
2023-12-05,6.0,halt_resumed,-5.6518,100000.0,-465179.14,,,,,,,
2023-12-06,6.0,halt_triggered,-5.6803,100000.0,-468029.87,,,,,,,
2023-12-07,6.0,halt_resumed,-5.6904,100000.0,-469038.66000000003,,,,,,,
2023-12-08,6.0,halt_triggered,-5.635,100000.0,-463499.5,,,,,,,
2023-12-11,6.0,halt_resumed,-5.5296,100000.0,-452961.4,,,,,,,
2023-12-12,6.0,halt_triggered,-5.5554,100000.0,-455536.27,,,,,,,
2023-12-13,6.0,halt_resumed,-5.5594,100000.0,-455937.98,,,,,,,
2023-12-14,6.0,halt_triggered,-5.5888,100000.0,-458879.1,,,,,,,
2023-12-15,6.0,halt_resumed,-5.5989,100000.0,-459887.88,,,,,,,
2023-12-18,1.0,,,,,,,PCT,overnight_gap_down_30.0pct,3.47,,
2023-12-18,6.0,halt_triggered,-5.6153,100000.0,-461532.69000000006,,,,,,,
2023-12-19,6.0,halt_resumed,-5.6153,100000.0,-461532.69000000006,,,,,,,
2023-12-20,6.0,halt_triggered,-5.6241,100000.0,-462412.45999999996,,,,,,,
2023-12-21,6.0,halt_resumed,-5.6342,100000.0,-463421.26,,,,,,,
2023-12-22,6.0,halt_triggered,-5.6342,100000.0,-463421.26,,,,,,,
2023-12-26,6.0,halt_resumed,-5.6409,100000.0,-464092.05000000005,,,,,,,
2023-12-27,6.0,halt_triggered,-5.6607,100000.0,-466067.44999999995,,,,,,,
2023-12-28,6.0,halt_resumed,-5.6608,100000.0,-466075.44999999995,,,,,,,
2023-12-29,6.0,halt_triggered,-5.6608,100000.0,-466075.44999999995,,,,,,,
2024-01-02,6.0,halt_resumed,-5.6633,100000.0,-466331.28,,,,,,,
2024-01-03,6.0,halt_triggered,-5.5797,100000.0,-457970.28,,,,,,,
2024-01-04,6.0,halt_resumed,-5.566,100000.0,-456602.32000000007,,,,,,,
2024-01-05,6.0,halt_triggered,-5.5698,100000.0,-456982.69000000006,,,,,,,
2024-01-08,1.0,,,,,,,CROX,overnight_gap_up_13.9pct,98.5,,
2024-01-08,1.0,,,,,,,AMAM,overnight_gap_up_98.4pct,27.04,,
2024-01-08,6.0,halt_resumed,-5.6695,100000.0,-466950.72,,,,,,,
2024-01-08,,dispersion_cb_triggered_dec128,,,,3.5346,0.072751,,,,,
2024-01-09,6.0,halt_triggered,-5.7022,100000.0,-470224.14,,,,,,,
2024-01-10,6.0,halt_resumed,-5.6609,100000.0,-466091.53,,,,,,,
2024-01-11,6.0,halt_triggered,-5.6411,100000.0,-464107.82999999996,,,,,,,
2024-01-12,6.0,halt_resumed,-5.6504,100000.0,-465038.75,,,,,,,
2024-01-16,6.0,halt_triggered,-5.5487,100000.0,-454874.12,,,,,,,
2024-01-17,6.0,halt_resumed,-5.5104,100000.0,-451044.81000000006,,,,,,,
2024-01-18,6.0,halt_triggered,-5.5206,100000.0,-452060.02,,,,,,,
2024-01-19,1.0,,,,,,,W,overnight_gap_up_13.7pct,57.89,,
2024-01-19,6.0,halt_resumed,-5.5261,100000.0,-452608.1,,,,,,,
2024-01-22,6.0,halt_triggered,-5.5023,100000.0,-450233.36,,,,,,,
2024-01-23,6.0,halt_resumed,-5.51,100000.0,-450996.65,,,,,,,
2024-01-24,6.0,halt_triggered,-5.4897,100000.0,-448972.82999999996,,,,,,,
2024-01-25,1.0,,,,,,,COLB,overnight_gap_down_19.1pct,20.69,,
2024-01-25,6.0,halt_resumed,-5.5043,100000.0,-450425.30000000005,,,,,,,
2024-01-26,6.0,halt_triggered,-5.5258,100000.0,-452582.08999999997,,,,,,,
2024-01-29,1.0,,,,,,,CDLX,overnight_gap_up_22.7pct,7.08,,
2024-01-29,6.0,halt_resumed,-5.4965,100000.0,-449651.33999999997,,,,,,,
2024-01-30,6.0,halt_triggered,-5.5012,100000.0,-450124.57999999996,,,,,,,
2024-01-31,6.0,halt_resumed,-5.5141,100000.0,-451412.49,,,,,,,
2024-02-01,6.0,halt_triggered,-5.4491,100000.0,-444912.55000000005,,,,,,,
2024-02-02,6.0,halt_resumed,-5.4741,100000.0,-447413.5,,,,,,,
2024-02-05,6.0,halt_triggered,-5.5085,100000.0,-450847.69999999995,,,,,,,
2024-02-06,1.0,,,,,,,MDGL,overnight_gap_down_16.5pct,189.7,,
2024-02-06,6.0,halt_resumed,-5.5267,100000.0,-452669.19000000006,,,,,,,
2024-02-07,1.0,,,,,,,SNAP,overnight_gap_down_31.1pct,12.03,,
2024-02-07,6.0,halt_triggered,-5.5024,100000.0,-450240.02,,,,,,,
2024-02-08,6.0,halt_resumed,-5.5427,100000.0,-454273.62,,,,,,,
2024-02-09,6.0,halt_triggered,-5.556,100000.0,-455604.03,,,,,,,
2024-02-12,6.0,halt_resumed,-5.5578,100000.0,-455783.94000000006,,,,,,,
2024-02-13,6.0,halt_triggered,-5.5668,100000.0,-456681.55000000005,,,,,,,
2024-02-14,6.0,halt_resumed,-5.5668,100000.0,-456681.55000000005,,,,,,,
2024-02-15,1.0,,,,,,,WST,overnight_gap_down_17.2pct,338.06,,
2024-02-15,1.0,,,,,,,FROG,overnight_gap_up_24.0pct,46.0,,
2024-02-15,6.0,halt_triggered,-5.5789,100000.0,-457888.37,,,,,,,
2024-02-16,1.0,,,,,,,DBX,overnight_gap_down_14.0pct,27.98,,
2024-02-16,6.0,halt_resumed,-5.5922,100000.0,-459223.02,,,,,,,
2024-02-20,6.0,halt_triggered,-5.5712,100000.0,-457118.77,,,,,,,
2024-02-21,6.0,halt_resumed,-5.6135,100000.0,-461349.41000000003,,,,,,,
2024-02-22,1.0,,,,,,,ACVA,overnight_gap_up_16.1pct,16.26,,
2024-02-22,6.0,halt_triggered,-5.6415,100000.0,-464148.23,,,,,,,
2024-02-23,6.0,halt_resumed,-5.6684,100000.0,-466844.95999999996,,,,,,,
2024-02-26,6.0,halt_triggered,-5.6898,100000.0,-468981.57000000007,,,,,,,
2024-02-27,6.0,halt_resumed,-5.7222,100000.0,-472218.44000000006,,,,,,,
2024-02-28,1.0,,,,,,,LMND,overnight_gap_down_23.8pct,16.56,,
2024-02-28,1.0,,,,,,,IAS,overnight_gap_down_33.6pct,11.35,,
2024-02-28,6.0,halt_triggered,-5.7805,100000.0,-478049.19999999995,,,,,,,
2024-02-29,6.0,halt_resumed,-5.7624,100000.0,-476237.22,,,,,,,
2024-03-01,6.0,halt_triggered,-5.7768,100000.0,-477677.81000000006,,,,,,,
2024-03-04,1.0,,,,,,,DOC,overnight_gap_up_50.4pct,16.89,,
2024-03-04,6.0,halt_resumed,-5.812,100000.0,-481201.26,,,,,,,
2024-03-05,6.0,halt_triggered,-5.8172,100000.0,-481716.45999999996,,,,,,,
2024-03-06,6.0,halt_resumed,-5.7825,100000.0,-478250.69999999995,,,,,,,
2024-03-07,6.0,halt_triggered,-5.8054,100000.0,-480536.36,,,,,,,
2024-03-08,6.0,halt_resumed,-5.825,100000.0,-482501.28,,,,,,,
2024-03-11,6.0,halt_triggered,-5.8253,100000.0,-482529.25,,,,,,,
2024-03-12,6.0,halt_resumed,-5.8547,100000.0,-485467.83999999997,,,,,,,
2024-03-13,1.0,,,,,,,TH,overnight_gap_up_17.3pct,10.02,,
2024-03-13,6.0,halt_triggered,-5.8533,100000.0,-485334.44000000006,,,,,,,
2024-03-14,1.0,,,,,,,GIII,overnight_gap_down_15.4pct,25.67,,
2024-03-14,6.0,halt_resumed,-5.8689,100000.0,-486890.65,,,,,,,
2024-03-15,1.0,,,,,,,JBL,overnight_gap_down_12.7pct,128.73,,
2024-03-15,6.0,halt_triggered,-5.8436,100000.0,-484359.57999999996,,,,,,,
2024-03-18,6.0,halt_resumed,-5.7986,100000.0,-479861.17000000004,,,,,,,
2024-03-19,6.0,halt_triggered,-5.7921,100000.0,-479213.15,,,,,,,
2024-03-20,6.0,halt_resumed,-5.7921,100000.0,-479213.15,,,,,,,
2024-03-21,6.0,halt_triggered,-5.6626,100000.0,-466263.61,,,,,,,
2024-03-22,6.0,halt_resumed,-5.6727,100000.0,-467270.81000000006,,,,,,,
2024-03-25,1.0,,,,,,,DYN,overnight_gap_down_13.2pct,24.5001,,
2024-03-25,1.0,,,,,,,TH,overnight_gap_up_15.9pct,10.34,,
2024-03-25,6.0,halt_triggered,-5.7083,100000.0,-470825.03,,,,,,,
2024-03-26,1.0,,,,,,,CDLX,overnight_gap_down_22.3pct,15.74,,
2024-03-26,6.0,halt_resumed,-5.6458,100000.0,-464581.0,,,,,,,
2024-03-27,1.0,,,,,,,NVCR,overnight_gap_up_13.1pct,14.78,,
2024-03-27,6.0,halt_triggered,-5.684,100000.0,-468399.22,,,,,,,
2024-03-28,6.0,halt_resumed,-5.6941,100000.0,-469408.02,,,,,,,
2024-04-01,6.0,halt_triggered,-5.6981,100000.0,-469810.52,,,,,,,
2024-04-02,6.0,halt_resumed,-5.6793,100000.0,-467926.75,,,,,,,
2024-04-03,6.0,halt_triggered,-5.6875,100000.0,-468745.78,,,,,,,
2024-04-04,1.0,,,,,,,LW,overnight_gap_down_12.5pct,88.53,,
2024-04-04,6.0,halt_resumed,-5.6358,100000.0,-463582.53,,,,,,,
2024-04-05,6.0,halt_triggered,-5.6543,100000.0,-465425.56000000006,,,,,,,
2024-04-08,6.0,halt_resumed,-5.6543,100000.0,-465425.56000000006,,,,,,,
2024-04-09,6.0,halt_triggered,-5.6671,100000.0,-466706.47,,,,,,,
2024-04-10,6.0,halt_resumed,-5.5387,100000.0,-453872.52,,,,,,,
2024-04-11,6.0,halt_triggered,-5.5632,100000.0,-456319.9,,,,,,,
2024-04-12,6.0,halt_resumed,-5.602,100000.0,-460204.83999999997,,,,,,,
2024-04-15,6.0,halt_triggered,-5.5432,100000.0,-454322.94000000006,,,,,,,
2024-04-16,6.0,halt_resumed,-5.528,100000.0,-452797.49,,,,,,,
2024-04-17,6.0,halt_triggered,-5.53,100000.0,-453004.9,,,,,,,
2024-04-18,6.0,halt_resumed,-5.5188,100000.0,-451877.08999999997,,,,,,,
2024-04-19,6.0,halt_triggered,-5.4269,100000.0,-442688.07000000007,,,,,,,
2024-04-22,6.0,halt_resumed,-5.4342,100000.0,-443420.94000000006,,,,,,,
2024-04-23,6.0,halt_triggered,-5.3566,100000.0,-435661.06000000006,,,,,,,
2024-04-24,6.0,halt_resumed,-5.3634,100000.0,-436340.56000000006,,,,,,,
2024-04-25,6.0,halt_triggered,-5.3691,100000.0,-436913.33999999997,,,,,,,
2024-04-26,1.0,,,,,,,SNAP,overnight_gap_up_27.0pct,14.48,,
2024-04-26,6.0,halt_resumed,-5.3807,100000.0,-438069.51,,,,,,,
2024-04-29,6.0,halt_triggered,-5.3809,100000.0,-438093.54000000004,,,,,,,
2024-04-30,6.0,halt_resumed,-5.399,100000.0,-439902.47,,,,,,,
2024-05-01,6.0,halt_triggered,-5.3375,100000.0,-433752.4,,,,,,,
2024-05-02,1.0,,,,,,,ETSY,overnight_gap_down_16.0pct,58.57,,
2024-05-02,1.0,,,,,,,HRTG,overnight_gap_down_16.4pct,8.6,,
2024-05-02,1.0,,,,,,,W,overnight_gap_up_18.7pct,60.0,,
2024-05-02,6.0,halt_resumed,-5.3878,100000.0,-438782.23,,,,,,,
2024-05-03,1.0,,,,,,,AMGN,overnight_gap_up_12.6pct,313.39,,
2024-05-03,6.0,halt_triggered,-5.3457,100000.0,-434566.68000000005,,,,,,,
2024-05-06,6.0,halt_resumed,-5.3339,100000.0,-433386.14,,,,,,,
2024-05-07,1.0,,,,,,,BLDR,overnight_gap_down_12.8pct,175.16,,
2024-05-07,6.0,halt_triggered,-5.3259,100000.0,-432587.0,,,,,,,
2024-05-08,6.0,halt_resumed,-5.3617,100000.0,-436167.02,,,,,,,
2024-05-09,1.0,,,,,,,CDLX,overnight_gap_down_32.4pct,9.87,,
2024-05-09,6.0,halt_triggered,-5.3682,100000.0,-436818.97,,,,,,,
2024-05-10,1.0,,,,,,,IAS,overnight_gap_up_19.3pct,10.0,,
2024-05-10,6.0,halt_resumed,-5.3805,100000.0,-438054.57000000007,,,,,,,
2024-05-13,6.0,halt_triggered,-5.4123,100000.0,-441228.30000000005,,,,,,,
2024-05-14,6.0,halt_resumed,-5.4124,100000.0,-441236.31000000006,,,,,,,
2024-05-15,1.0,,,,,,,GME,overnight_gap_down_17.3pct,40.31,,
2024-05-15,6.0,halt_triggered,-5.2659,100000.0,-426592.17000000004,,,,,,,
2024-05-16,6.0,halt_resumed,-5.2562,100000.0,-425624.63,,,,,,,
2024-05-17,6.0,halt_triggered,-5.2462,100000.0,-424619.85,,,,,,,
2024-05-20,6.0,halt_resumed,-5.2462,100000.0,-424619.85,,,,,,,
2024-05-21,6.0,halt_triggered,-5.2521,100000.0,-425205.63,,,,,,,
2024-05-22,1.0,,,,,,,MOD,overnight_gap_down_12.9pct,88.42,,
2024-05-22,6.0,halt_resumed,-5.2133,100000.0,-421325.08,,,,,,,
2024-05-23,1.0,,,,,,,CYTK,overnight_gap_down_16.8pct,49.25,,
2024-05-23,6.0,halt_triggered,-5.2257,100000.0,-422566.54000000004,,,,,,,
2024-05-24,1.0,,,,,,,MRUS,overnight_gap_up_19.4pct,52.6,,
2024-05-24,6.0,halt_resumed,-5.2559,100000.0,-425592.44000000006,,,,,,,
2024-05-28,1.0,,,,,,,GME,overnight_gap_up_21.6pct,23.1,,
2024-05-28,6.0,halt_triggered,-5.2303,100000.0,-423025.4,,,,,,,
2024-05-29,6.0,halt_resumed,-5.2308,100000.0,-423081.66000000003,,,,,,,
2024-05-30,1.0,,,,,,,CRM,overnight_gap_down_17.8pct,223.4,,
2024-05-30,6.0,halt_triggered,-5.2717,100000.0,-427169.38,,,,,,,
2024-05-31,6.0,halt_resumed,-5.2922,100000.0,-429221.45999999996,,,,,,,
2024-06-03,6.0,halt_triggered,-5.3383,100000.0,-433830.24,,,,,,,
2024-06-04,6.0,halt_resumed,-5.3263,100000.0,-432634.64,,,,,,,
2024-06-05,6.0,halt_triggered,-5.305,100000.0,-430502.11,,,,,,,
2024-06-06,6.0,halt_resumed,-5.3051,100000.0,-430510.08999999997,,,,,,,
2024-06-07,1.0,,,,,,,BRZE,overnight_gap_up_12.8pct,41.48,,
2024-06-07,1.0,,,,,,,GME,overnight_gap_down_19.0pct,37.69,,
2024-06-07,6.0,halt_triggered,-5.2461,100000.0,-424612.08999999997,,,,,,,
2024-06-10,6.0,halt_resumed,-5.2462,100000.0,-424620.07999999996,,,,,,,
2024-06-11,1.0,,,,,,,TH,overnight_gap_down_31.0pct,7.25,,
2024-06-11,6.0,halt_triggered,-5.3106,100000.0,-431061.08999999997,,,,,,,
2024-06-12,6.0,halt_resumed,-5.2572,100000.0,-425719.52,,,,,,,
2024-06-13,6.0,halt_triggered,-5.2686,100000.0,-426860.15,,,,,,,
2024-06-14,6.0,halt_resumed,-5.1873,100000.0,-418731.89,,,,,,,
2024-06-17,6.0,halt_triggered,-5.1859,100000.0,-418590.44,,,,,,,
2024-06-18,6.0,halt_resumed,-5.1961,100000.0,-419605.65,,,,,,,
2024-06-20,6.0,halt_triggered,-5.1942,100000.0,-419420.63,,,,,,,
2024-06-21,6.0,halt_resumed,-5.1161,100000.0,-411607.02,,,,,,,
2024-06-24,6.0,halt_triggered,-5.1302,100000.0,-413018.14,,,,,,,
2024-06-25,6.0,halt_resumed,-5.1503,100000.0,-415032.04000000004,,,,,,,
2024-06-26,1.0,,,,,,,FDX,overnight_gap_up_12.5pct,288.425,,
2024-06-26,6.0,halt_triggered,-5.133,100000.0,-413295.03,,,,,,,
2024-06-27,6.0,halt_resumed,-5.1282,100000.0,-412816.15,,,,,,,
