date,level,event,dd_from_peak,rolling_peak_equity,current_equity,z_score,today_dispersion,ticker,reason,exit_price,action,new_stop
2022-08-03,,dispersion_cb_triggered_dec128,,,,3.4155,0.047108,,,,,
2022-08-04,1.0,,,,,,,RVLV,overnight_gap_down_13.8pct,26.67,,
2022-08-09,6.0,halt_triggered,-2.8338,100000.0,-183383.49,,,,,,,
2022-08-10,6.0,halt_resumed,-2.8047,100000.0,-180474.12,,,,,,,
2022-08-11,6.0,halt_triggered,-2.8148,100000.0,-181482.91999999998,,,,,,,
2022-08-12,1.0,,,,,,,FORG,overnight_gap_down_15.1pct,18.9,,
2022-08-12,6.0,halt_resumed,-2.8258,100000.0,-182580.49,,,,,,,
2022-08-15,6.0,halt_triggered,-2.7999,100000.0,-179988.76,,,,,,,
2022-08-16,6.0,halt_resumed,-2.8097,100000.0,-180968.65000000002,,,,,,,
2022-08-17,6.0,halt_triggered,-2.8198,100000.0,-181983.87,,,,,,,
2022-08-18,6.0,halt_resumed,-2.787,100000.0,-178701.43,,,,,,,
2022-08-19,6.0,halt_triggered,-2.7029,100000.0,-170293.60000000003,,,,,,,
2022-08-22,6.0,halt_resumed,-2.6955,100000.0,-169554.22999999998,,,,,,,
2022-08-23,6.0,halt_triggered,-2.7087,100000.0,-170872.15000000002,,,,,,,
2022-08-24,6.0,halt_resumed,-2.7289,100000.0,-172889.68,,,,,,,
2022-08-25,6.0,halt_triggered,-2.7408,100000.0,-174083.21000000002,,,,,,,
2022-08-26,6.0,halt_resumed,-2.7751,100000.0,-177512.46000000002,,,,,,,
2022-08-29,6.0,halt_triggered,-2.8076,100000.0,-180757.93,,,,,,,
2022-08-30,6.0,halt_resumed,-2.8383,100000.0,-183831.55,,,,,,,
2022-08-31,1.0,,,,,,,SNAP,overnight_gap_up_12.4pct,11.25,,
2022-08-31,6.0,halt_triggered,-2.8979,100000.0,-189788.25,,,,,,,
2022-09-01,6.0,halt_resumed,-2.9186,100000.0,-191860.0,,,,,,,
2022-09-02,6.0,halt_triggered,-2.919,100000.0,-191903.08000000002,,,,,,,
2022-09-06,1.0,,,,,,,ADT,overnight_gap_up_12.2pct,8.09,,
2022-09-06,6.0,halt_resumed,-2.9083,100000.0,-190833.16999999998,,,,,,,
2022-09-07,6.0,halt_triggered,-2.9368,100000.0,-193684.61,,,,,,,
2022-09-08,1.0,,,,,,,REGN,overnight_gap_up_15.2pct,686.99,,
2022-10-11,1.0,,,,,,,FORG,overnight_gap_up_49.1pct,22.6,,
2022-10-11,,dispersion_cb_triggered_dec128,,,,3.0452,0.043397,,,,,
2022-10-26,1.0,,,,,,,MAS,overnight_gap_down_12.4pct,42.33,,
2022-11-08,6.0,halt_triggered,-3.9819,100000.0,-298189.5,,,,,,,
2022-11-09,1.0,,,,,,,FTK,overnight_gap_down_15.7pct,7.08,,
2022-11-09,6.0,halt_resumed,-3.985,100000.0,-298501.25,,,,,,,
2022-11-10,1.0,,,,,,,W,overnight_gap_up_13.0pct,32.5,,
2022-11-10,1.0,,,,,,,RDFN,overnight_gap_up_21.4pct,3.97,,
2022-11-10,1.0,,,,,,,APPS,overnight_gap_up_28.9pct,13.88,,
2022-11-10,1.0,,,,,,,RIVN,overnight_gap_up_17.2pct,32.885,,
2022-11-10,6.0,halt_triggered,-3.9974,100000.0,-299744.05,,,,,,,
2022-11-10,,dispersion_cb_triggered_dec128,,,,6.0655,0.07214,,,,,
2022-11-11,6.0,halt_resumed,-3.9338,100000.0,-293384.37,,,,,,,
2022-11-14,6.0,halt_triggered,-3.9503,100000.0,-295033.84,,,,,,,
2022-11-15,6.0,halt_resumed,-3.9525,100000.0,-295253.81,,,,,,,
2022-11-16,6.0,halt_triggered,-3.9839,100000.0,-298393.65,,,,,,,
2022-11-17,6.0,halt_resumed,-3.9785,100000.0,-297850.49,,,,,,,
2022-11-18,6.0,halt_triggered,-4.0053,100000.0,-300534.59,,,,,,,
2022-11-21,6.0,halt_resumed,-4.0075,100000.0,-300749.64,,,,,,,
2022-11-22,6.0,halt_triggered,-4.0176,100000.0,-301756.8,,,,,,,
2022-11-23,6.0,halt_resumed,-4.0277,100000.0,-302765.69,,,,,,,
2022-11-25,6.0,halt_triggered,-4.0196,100000.0,-301959.89,,,,,,,
2022-11-28,6.0,halt_resumed,-4.0398,100000.0,-303975.88,,,,,,,
2022-11-29,6.0,halt_triggered,-4.0525,100000.0,-305246.8,,,,,,,
2022-11-30,6.0,halt_resumed,-4.0782,100000.0,-307819.79000000004,,,,,,,
2022-12-01,6.0,halt_triggered,-4.1084,100000.0,-310842.19,,,,,,,
2022-12-02,6.0,halt_resumed,-4.0948,100000.0,-309484.44,,,,,,,
2022-12-05,6.0,halt_triggered,-4.0961,100000.0,-309614.25,,,,,,,
2022-12-06,6.0,halt_resumed,-4.1069,100000.0,-310687.23,,,,,,,
2022-12-07,6.0,halt_triggered,-4.1338,100000.0,-313384.18,,,,,,,
2022-12-08,6.0,halt_resumed,-4.07,100000.0,-306995.81,,,,,,,
2022-12-09,6.0,halt_triggered,-4.074,100000.0,-307400.60000000003,,,,,,,
2022-12-12,6.0,halt_resumed,-4.0965,100000.0,-309652.9,,,,,,,
2022-12-13,1.0,,,,,,,W,overnight_gap_up_12.4pct,41.925,,
2022-12-13,6.0,halt_triggered,-4.1555,100000.0,-315554.42,,,,,,,
2022-12-14,6.0,halt_resumed,-4.1699,100000.0,-316994.7,,,,,,,
2022-12-15,6.0,halt_triggered,-4.2002,100000.0,-320016.33,,,,,,,
2022-12-16,6.0,halt_resumed,-4.2294,100000.0,-322944.46,,,,,,,
2022-12-19,6.0,halt_triggered,-4.254,100000.0,-325397.79000000004,,,,,,,
2022-12-20,6.0,halt_resumed,-4.2745,100000.0,-327447.65,,,,,,,
2022-12-21,6.0,halt_triggered,-4.2719,100000.0,-327194.67,,,,,,,
2022-12-22,6.0,halt_resumed,-4.3082,100000.0,-330824.63,,,,,,,
2022-12-23,6.0,halt_triggered,-4.2909,100000.0,-329086.21,,,,,,,
2022-12-27,6.0,halt_resumed,-4.2936,100000.0,-329361.29000000004,,,,,,,
2022-12-28,6.0,halt_triggered,-4.3257,100000.0,-332567.92,,,,,,,
2022-12-29,6.0,halt_resumed,-4.2934,100000.0,-329343.68,,,,,,,
2022-12-30,6.0,halt_triggered,-4.2857,100000.0,-328571.56,,,,,,,
2023-01-03,6.0,halt_resumed,-4.341,100000.0,-334104.44,,,,,,,
2023-01-04,6.0,halt_triggered,-4.3673,100000.0,-336726.34,,,,,,,
2023-01-05,1.0,,,,,,,NVCR,overnight_gap_up_53.4pct,108.16,,
2023-01-05,6.0,halt_resumed,-4.4351,100000.0,-343507.03,,,,,,,
2023-01-06,6.0,halt_triggered,-4.4751,100000.0,-347507.34,,,,,,,
2023-01-09,6.0,halt_resumed,-4.4811,100000.0,-348110.46,,,,,,,
2023-01-10,6.0,halt_triggered,-4.5297,100000.0,-352971.31,,,,,,,
2023-01-11,6.0,halt_resumed,-4.4711,100000.0,-347105.53,,,,,,,
2023-01-12,6.0,halt_triggered,-4.5184,100000.0,-351838.12,,,,,,,
2023-01-13,6.0,halt_resumed,-4.5081,100000.0,-350807.07,,,,,,,
2023-01-17,6.0,halt_triggered,-4.5182,100000.0,-351823.95,,,,,,,
2023-01-18,6.0,halt_resumed,-4.525,100000.0,-352497.51,,,,,,,
2023-01-19,6.0,halt_triggered,-4.5754,100000.0,-357535.06,,,,,,,
2023-01-20,6.0,halt_resumed,-4.5755,100000.0,-357551.04000000004,,,,,,,
2023-01-23,6.0,halt_triggered,-4.5539,100000.0,-355388.14,,,,,,,
2023-01-24,6.0,halt_resumed,-4.5908,100000.0,-359075.03,,,,,,,
2023-01-25,6.0,halt_triggered,-4.6111,100000.0,-361114.94,,,,,,,
2023-01-26,6.0,halt_resumed,-4.6376,100000.0,-363758.86,,,,,,,
2023-01-27,6.0,halt_triggered,-4.6343,100000.0,-363428.03,,,,,,,
2023-01-30,6.0,halt_resumed,-4.6343,100000.0,-363428.03,,,,,,,
2023-01-31,6.0,halt_triggered,-4.6467,100000.0,-364668.89,,,,,,,
2023-02-01,6.0,halt_resumed,-4.6692,100000.0,-366924.89,,,,,,,
2023-02-02,6.0,halt_triggered,-4.6891,100000.0,-368913.44,,,,,,,
2023-02-03,6.0,halt_resumed,-4.6891,100000.0,-368913.44,,,,,,,
2023-02-06,6.0,halt_triggered,-4.6891,100000.0,-368913.44,,,,,,,
2023-02-07,6.0,halt_resumed,-4.6755,100000.0,-367549.13,,,,,,,
2023-02-08,1.0,,,,,,,ZWS,overnight_gap_up_12.2pct,25.1,,
2023-02-08,6.0,halt_triggered,-4.6891,100000.0,-368911.82,,,,,,,
2023-02-09,1.0,,,,,,,APPS,overnight_gap_down_19.5pct,13.05,,
2023-02-09,6.0,halt_resumed,-4.6971,100000.0,-369712.09,,,,,,,
2023-02-10,6.0,halt_triggered,-4.7116,100000.0,-371157.75,,,,,,,
2023-02-13,6.0,halt_resumed,-4.7002,100000.0,-370021.92,,,,,,,
2023-02-14,6.0,halt_triggered,-4.7158,100000.0,-371575.86,,,,,,,
2023-02-15,6.0,halt_resumed,-4.7258,100000.0,-372583.06,,,,,,,
2023-02-16,6.0,halt_triggered,-4.729,100000.0,-372895.25,,,,,,,
2023-02-17,6.0,halt_resumed,-4.7066,100000.0,-370661.54000000004,,,,,,,
2023-02-21,6.0,halt_triggered,-4.6326,100000.0,-363258.36,,,,,,,
2023-02-22,6.0,halt_resumed,-4.6519,100000.0,-365190.38,,,,,,,
2023-02-23,6.0,halt_triggered,-4.6631,100000.0,-366311.41000000003,,,,,,,
2023-02-24,6.0,halt_resumed,-4.6469,100000.0,-364690.18,,,,,,,
2023-02-27,6.0,halt_triggered,-4.6436,100000.0,-364358.03,,,,,,,
2023-02-28,6.0,halt_resumed,-4.6895,100000.0,-368947.71,,,,,,,
2023-03-01,1.0,,,,,,,EYE,overnight_gap_down_18.1pct,30.6,,
2023-03-01,1.0,,,,,,,SRPT,overnight_gap_up_17.9pct,144.0,,
2023-03-01,6.0,halt_triggered,-4.7259,100000.0,-372592.93,,,,,,,
2023-03-01,,dispersion_cb_triggered_dec128,,,,3.8111,0.042437,,,,,
2023-03-02,6.0,halt_resumed,-4.6851,100000.0,-368510.19,,,,,,,
2023-03-03,6.0,halt_triggered,-4.6869,100000.0,-368694.37,,,,,,,
2023-03-06,6.0,halt_resumed,-4.7172,100000.0,-371717.53,,,,,,,
2023-03-07,6.0,halt_triggered,-4.7148,100000.0,-371480.4,,,,,,,
2023-03-08,6.0,halt_resumed,-4.7018,100000.0,-370183.33,,,,,,,
2023-03-09,6.0,halt_triggered,-4.7087,100000.0,-370873.56,,,,,,,
2023-03-10,6.0,halt_resumed,-4.757,100000.0,-375695.04000000004,,,,,,,
2023-03-13,6.0,halt_triggered,-4.7707,100000.0,-377072.71,,,,,,,
2023-03-13,,dispersion_cb_triggered_dec128,,,,10.0,0.191406,,,,,
2023-03-14,1.0,,,,,,,ZION,overnight_gap_up_20.7pct,36.18,,
2023-03-14,6.0,halt_resumed,-4.7683,100000.0,-376832.60000000003,,,,,,,
2023-03-15,6.0,halt_triggered,-4.7809,100000.0,-378085.12,,,,,,,
2023-03-16,1.0,,,,,,,PCT,overnight_gap_up_13.6pct,5.42,,
2023-03-16,6.0,halt_resumed,-4.7665,100000.0,-376651.61,,,,,,,
2023-03-17,6.0,halt_triggered,-4.7541,100000.0,-375411.47000000003,,,,,,,
2023-03-20,6.0,halt_resumed,-4.7825,100000.0,-378254.73,,,,,,,
2023-03-21,6.0,halt_triggered,-4.7719,100000.0,-377186.22000000003,,,,,,,
2023-03-22,6.0,halt_resumed,-4.7974,100000.0,-379737.17,,,,,,,
2023-03-23,6.0,halt_triggered,-4.7868,100000.0,-378675.73,,,,,,,
2023-03-24,6.0,halt_resumed,-4.7968,100000.0,-379682.94,,,,,,,
2023-03-27,6.0,halt_triggered,-4.7625,100000.0,-376254.21,,,,,,,
2023-03-28,6.0,halt_resumed,-4.7726,100000.0,-377261.43,,,,,,,
2023-03-29,6.0,halt_triggered,-4.6436,100000.0,-364359.85000000003,,,,,,,
2023-03-30,6.0,halt_resumed,-4.6499,100000.0,-364986.77,,,,,,,
2023-03-31,6.0,halt_triggered,-4.6114,100000.0,-361138.86,,,,,,,
2023-04-03,6.0,halt_resumed,-4.6236,100000.0,-362359.01,,,,,,,
2023-04-04,6.0,halt_triggered,-4.6438,100000.0,-364379.38,,,,,,,
2023-04-05,6.0,halt_resumed,-4.6537,100000.0,-365374.7,,,,,,,
2023-04-06,6.0,halt_triggered,-4.6665,100000.0,-366648.84,,,,,,,
2023-04-10,6.0,halt_resumed,-4.6684,100000.0,-366843.98,,,,,,,
2023-04-11,6.0,halt_triggered,-4.6791,100000.0,-367909.89,,,,,,,
2023-04-12,6.0,halt_resumed,-4.6866,100000.0,-368656.21,,,,,,,
2023-04-13,6.0,halt_triggered,-4.7036,100000.0,-370361.3,,,,,,,
2023-04-14,6.0,halt_resumed,-4.7267,100000.0,-372671.67,,,,,,,
2023-04-17,6.0,halt_triggered,-4.7368,100000.0,-373680.34,,,,,,,
2023-04-18,6.0,halt_resumed,-4.7438,100000.0,-374375.46,,,,,,,
2023-04-19,1.0,,,,,,,CDW,overnight_gap_down_14.0pct,163.69,,
2023-04-19,6.0,halt_triggered,-4.735,100000.0,-373497.72000000003,,,,,,,
2023-04-20,1.0,,,,,,,XPO,overnight_gap_up_13.8pct,39.35,,
2023-04-20,6.0,halt_resumed,-4.7716,100000.0,-377157.96,,,,,,,
2023-04-21,6.0,halt_triggered,-4.7717,100000.0,-377165.97000000003,,,,,,,
2023-04-24,6.0,halt_resumed,-4.766,100000.0,-376595.49,,,,,,,
2023-04-25,6.0,halt_triggered,-4.7769,100000.0,-377688.27,,,,,,,
2023-04-26,6.0,halt_resumed,-4.7857,100000.0,-378574.46,,,,,,,
2023-04-27,6.0,halt_triggered,-4.8061,100000.0,-380606.56,,,,,,,
2023-04-28,1.0,,,,,,,SNAP,overnight_gap_down_17.9pct,8.62,,
2023-04-28,6.0,halt_resumed,-4.8451,100000.0,-384505.9,,,,,,,
2023-05-01,6.0,halt_triggered,-4.8446,100000.0,-384463.99,,,,,,,
2023-05-02,6.0,halt_resumed,-4.9167,100000.0,-391673.82,,,,,,,
2023-05-03,6.0,halt_triggered,-4.8617,100000.0,-386165.47000000003,,,,,,,
2023-05-04,1.0,,,,,,,LMND,overnight_gap_up_16.5pct,12.92,,
2023-05-04,6.0,halt_resumed,-4.9212,100000.0,-392121.04000000004,,,,,,,
2023-05-05,1.0,,,,,,,ZION,overnight_gap_up_16.9pct,23.29,,
2023-05-05,1.0,,,,,,,CDLX,overnight_gap_down_18.1pct,6.79,,
2023-05-05,6.0,halt_triggered,-4.9368,100000.0,-393680.76,,,,,,,
2023-05-08,6.0,halt_resumed,-4.9353,100000.0,-393526.60000000003,,,,,,,
2023-05-09,1.0,,,,,,,SHLS,overnight_gap_up_21.2pct,23.9,,
2023-05-09,6.0,halt_triggered,-4.9656,100000.0,-396555.85000000003,,,,,,,
2023-05-10,6.0,halt_resumed,-4.9697,100000.0,-396973.11,,,,,,,
2023-05-11,6.0,halt_triggered,-5.0,100000.0,-399997.91000000003,,,,,,,
2023-05-12,6.0,halt_resumed,-5.0191,100000.0,-401914.48,,,,,,,
2023-05-15,6.0,halt_triggered,-5.0122,100000.0,-401224.24,,,,,,,
2023-05-16,6.0,halt_resumed,-5.0077,100000.0,-400768.44,,,,,,,
2023-05-17,6.0,halt_triggered,-4.9847,100000.0,-398472.26,,,,,,,
2023-05-18,6.0,halt_resumed,-4.985,100000.0,-398501.44,,,,,,,
2023-05-19,6.0,halt_triggered,-5.0305,100000.0,-403054.17,,,,,,,
2023-05-22,6.0,halt_resumed,-5.002,100000.0,-400195.34,,,,,,,
2023-05-23,6.0,halt_triggered,-5.0057,100000.0,-400572.4,,,,,,,
2023-05-24,1.0,,,,,,,PTCT,overnight_gap_down_21.3pct,45.99,,
2023-05-24,6.0,halt_resumed,-5.0558,100000.0,-405576.67,,,,,,,
2023-05-25,1.0,,,,,,,APPS,overnight_gap_down_36.7pct,9.14,,
2023-05-25,6.0,halt_triggered,-5.1025,100000.0,-410253.49,,,,,,,
2023-05-26,6.0,halt_resumed,-5.1123,100000.0,-411228.09,,,,,,,
2023-05-30,6.0,halt_triggered,-5.1267,100000.0,-412671.60000000003,,,,,,,
2023-05-31,6.0,halt_resumed,-5.0988,100000.0,-409884.69,,,,,,,
2023-06-01,1.0,,,,,,,OKTA,overnight_gap_down_18.4pct,74.14,,
2023-06-01,6.0,halt_triggered,-5.0946,100000.0,-409463.19,,,,,,,
2023-06-02,6.0,halt_resumed,-5.1195,100000.0,-411954.94,,,,,,,
2023-06-05,6.0,halt_triggered,-5.1291,100000.0,-412911.79000000004,,,,,,,
2023-06-06,6.0,halt_resumed,-5.1725,100000.0,-417247.55,,,,,,,
2023-06-06,,dispersion_cb_triggered_dec128,,,,3.3184,0.043375,,,,,
2023-06-07,6.0,halt_triggered,-5.2029,100000.0,-420292.72000000003,,,,,,,
2023-06-08,1.0,,,,,,,GME,overnight_gap_down_22.3pct,20.3,,
2023-06-08,6.0,halt_resumed,-5.2343,100000.0,-423429.39,,,,,,,
2023-06-09,6.0,halt_triggered,-5.2343,100000.0,-423429.39,,,,,,,
2023-06-12,6.0,halt_resumed,-5.2343,100000.0,-423429.39,,,,,,,
2023-06-13,6.0,halt_triggered,-5.2653,100000.0,-426525.9,,,,,,,
2023-06-14,6.0,halt_resumed,-5.2653,100000.0,-426533.9,,,,,,,
2023-06-15,6.0,halt_triggered,-5.2653,100000.0,-426533.9,,,,,,,
2023-06-16,6.0,halt_resumed,-5.2832,100000.0,-428321.93000000005,,,,,,,
2023-06-20,6.0,halt_triggered,-5.2702,100000.0,-427021.94000000006,,,,,,,
2023-06-21,6.0,halt_resumed,-5.2904,100000.0,-429039.43000000005,,,,,,,
2023-06-22,6.0,halt_triggered,-5.3106,100000.0,-431061.74,,,,,,,
2023-06-23,6.0,halt_resumed,-5.3401,100000.0,-434010.36,,,,,,,
2023-06-26,6.0,halt_triggered,-5.3606,100000.0,-436061.98,,,,,,,
2023-06-27,6.0,halt_resumed,-5.3701,100000.0,-437011.20999999996,,,,,,,
2023-06-28,6.0,halt_triggered,-5.388,100000.0,-438803.64,,,,,,,
2023-06-28,,dispersion_cb_triggered_dec128,,,,4.5109,0.048424,,,,,
2023-06-29,6.0,halt_resumed,-5.3568,100000.0,-435675.69000000006,,,,,,,
2023-06-30,6.0,halt_triggered,-5.3668,100000.0,-436684.51,,,,,,,
2023-07-03,6.0,halt_resumed,-5.3614,100000.0,-436143.32000000007,,,,,,,
2023-07-05,6.0,halt_triggered,-5.342,100000.0,-434199.18000000005,,,,,,,
2023-07-06,6.0,halt_resumed,-5.3373,100000.0,-433730.25,,,,,,,
2023-07-07,6.0,halt_triggered,-5.3171,100000.0,-431706.86,,,,,,,
2023-07-10,6.0,halt_resumed,-5.2997,100000.0,-429968.03,,,,,,,
2023-07-11,6.0,halt_triggered,-5.3098,100000.0,-430984.81000000006,,,,,,,
2023-07-12,6.0,halt_resumed,-5.3203,100000.0,-432025.98,,,,,,,
2023-07-12,,dispersion_cb_triggered_dec128,,,,5.0545,0.059587,,,,,
2023-07-13,6.0,halt_triggered,-5.3505,100000.0,-435050.91000000003,,,,,,,
2023-07-14,6.0,halt_resumed,-5.3306,100000.0,-433059.73,,,,,,,
2023-07-17,1.0,,,,,,,APLS,overnight_gap_down_23.4pct,64.75,,
2023-07-17,6.0,halt_triggered,-5.3101,100000.0,-431012.44999999995,,,,,,,
2023-07-18,6.0,halt_resumed,-5.3237,100000.0,-432374.81000000006,,,,,,,
2023-07-19,6.0,halt_triggered,-5.3346,100000.0,-433462.38,,,,,,,
2023-07-20,6.0,halt_resumed,-5.3346,100000.0,-433462.38,,,,,,,
2023-07-21,6.0,halt_triggered,-5.3427,100000.0,-434271.5,,,,,,,
2023-07-24,6.0,halt_resumed,-5.337,100000.0,-433701.83999999997,,,,,,,
2023-07-25,6.0,halt_triggered,-5.3371,100000.0,-433709.83999999997,,,,,,,
2023-07-26,1.0,,,,,,,SNAP,overnight_gap_down_17.2pct,10.36,,
2023-07-26,6.0,halt_resumed,-5.3469,100000.0,-434685.43000000005,,,,,,,
2023-07-27,1.0,,,,,,,EYE,overnight_gap_down_14.1pct,21.26,,
2023-07-27,6.0,halt_triggered,-5.3577,100000.0,-435772.73,,,,,,,
2023-07-28,6.0,halt_resumed,-5.3846,100000.0,-438459.36,,,,,,,
2023-07-31,1.0,,,,,,,SBNY,overnight_gap_down_99.7pct,0.0003,,
2023-07-31,6.0,halt_triggered,-5.3938,100000.0,-439376.9,,,,,,,
2023-08-01,1.0,,,,,,,SBNY,overnight_gap_down_44.3pct,0.03,,
2023-08-01,6.0,halt_resumed,-5.4007,100000.0,-440073.16000000003,,,,,,,
2023-08-02,6.0,halt_triggered,-5.4132,100000.0,-441321.13,,,,,,,
2023-08-03,1.0,,,,,,,DXC,overnight_gap_down_23.5pct,20.7,,
2023-08-03,1.0,,,,,,,CCRN,overnight_gap_down_18.3pct,21.66,,
2023-08-03,6.0,halt_resumed,-5.4301,100000.0,-443013.11,,,,,,,
2023-08-04,6.0,halt_triggered,-5.4365,100000.0,-443651.78,,,,,,,
2023-08-07,6.0,halt_resumed,-5.4582,100000.0,-445823.64,,,,,,,
2023-08-08,1.0,,,,,,,IFF,overnight_gap_down_22.0pct,62.67,,
2023-08-08,1.0,,,,,,,KD,overnight_gap_up_16.5pct,14.5,,
2023-08-08,1.0,,,,,,,HIMS,overnight_gap_up_17.2pct,9.26,,
2023-08-08,6.0,halt_triggered,-5.4993,100000.0,-449932.33999999997,,,,,,,
2023-08-09,6.0,halt_resumed,-5.5095,100000.0,-450945.31000000006,,,,,,,
2023-08-10,6.0,halt_triggered,-5.3588,100000.0,-435878.97,,,,,,,
2023-08-11,6.0,halt_resumed,-5.2926,100000.0,-429264.82000000007,,,,,,,
2023-08-14,6.0,halt_triggered,-5.312,100000.0,-431201.6,,,,,,,
2023-08-15,1.0,,,,,,,ONON,overnight_gap_down_12.7pct,30.2,,
2023-08-15,6.0,halt_resumed,-5.3219,100000.0,-432193.62,,,,,,,
2023-08-16,6.0,halt_triggered,-5.3226,100000.0,-432262.05000000005,,,,,,,
2023-08-17,6.0,halt_resumed,-5.286,100000.0,-428599.83999999997,,,,,,,
2023-08-18,6.0,halt_triggered,-5.3253,100000.0,-432534.12,,,,,,,
2023-08-21,6.0,halt_resumed,-5.3046,100000.0,-430460.31000000006,,,,,,,
2023-08-22,6.0,halt_triggered,-5.3072,100000.0,-430720.63,,,,,,,
2023-08-23,1.0,,,,,,,APLS,overnight_gap_up_29.2pct,39.735,,
2023-08-23,6.0,halt_resumed,-5.2832,100000.0,-428322.55000000005,,,,,,,
2023-08-24,6.0,halt_triggered,-5.2933,100000.0,-429329.72,,,,,,,
2023-08-25,6.0,halt_resumed,-5.3074,100000.0,-430739.07999999996,,,,,,,
2023-08-28,1.0,,,,,,,NVCR,overnight_gap_down_33.7pct,19.74,,
2023-08-28,6.0,halt_triggered,-5.3408,100000.0,-434078.4,,,,,,,
2023-08-29,6.0,halt_resumed,-5.3459,100000.0,-434590.25,,,,,,,
2023-08-30,6.0,halt_triggered,-5.355,100000.0,-435500.25,,,,,,,
2023-08-31,6.0,halt_resumed,-5.3554,100000.0,-435542.49,,,,,,,
2023-09-01,6.0,halt_triggered,-5.3633,100000.0,-436329.79000000004,,,,,,,
2023-09-05,6.0,halt_resumed,-5.3723,100000.0,-437230.57000000007,,,,,,,
2023-09-06,6.0,halt_triggered,-5.3932,100000.0,-439319.22,,,,,,,
2023-09-07,6.0,halt_resumed,-5.4028,100000.0,-440283.48,,,,,,,
2023-09-08,6.0,halt_triggered,-5.4046,100000.0,-440455.66000000003,,,,,,,
2023-09-11,6.0,halt_resumed,-5.4206,100000.0,-442059.56000000006,,,,,,,
2023-09-12,6.0,halt_triggered,-5.4409,100000.0,-444085.94999999995,,,,,,,
2023-09-13,6.0,halt_resumed,-5.4509,100000.0,-445093.13,,,,,,,
2023-09-13,,dispersion_cb_triggered_dec128,,,,5.313,0.094411,,,,,
2023-09-14,6.0,halt_triggered,-5.4611,100000.0,-446109.92000000004,,,,,,,
2023-09-15,6.0,halt_resumed,-5.4459,100000.0,-444590.01,,,,,,,
2023-09-18,6.0,halt_triggered,-5.4339,100000.0,-443389.79000000004,,,,,,,
2023-09-19,6.0,halt_resumed,-5.4247,100000.0,-442473.12,,,,,,,
2023-09-20,6.0,halt_triggered,-5.4203,100000.0,-442030.97,,,,,,,
2023-09-21,6.0,halt_resumed,-5.4746,100000.0,-447456.83999999997,,,,,,,
2023-09-22,6.0,halt_triggered,-5.4747,100000.0,-447465.41000000003,,,,,,,
2023-09-25,6.0,halt_resumed,-5.5508,100000.0,-455077.73,,,,,,,
2023-09-26,6.0,halt_triggered,-5.5795,100000.0,-457952.94000000006,,,,,,,
2023-09-27,6.0,halt_resumed,-5.5764,100000.0,-457638.82000000007,,,,,,,
2023-09-28,6.0,halt_triggered,-5.5764,100000.0,-457635.07999999996,,,,,,,
2023-09-29,6.0,halt_resumed,-5.5811,100000.0,-458109.37,,,,,,,
2023-10-02,6.0,halt_triggered,-5.6318,100000.0,-463178.22,,,,,,,
2023-10-03,6.0,halt_resumed,-5.4609,100000.0,-446088.4,,,,,,,
2023-10-04,6.0,halt_triggered,-5.4894,100000.0,-448943.55000000005,,,,,,,
2023-10-05,1.0,,,,,,,LW,overnight_gap_up_12.3pct,101.58,,
2023-10-05,6.0,halt_resumed,-5.5116,100000.0,-451162.69000000006,,,,,,,
2023-10-06,6.0,halt_triggered,-5.4644,100000.0,-446443.70999999996,,,,,,,
2023-10-09,6.0,halt_resumed,-5.4624,100000.0,-446238.14,,,,,,,
2023-10-10,6.0,halt_triggered,-5.4825,100000.0,-448254.12,,,,,,,
2023-10-11,6.0,halt_resumed,-5.4811,100000.0,-448108.22,,,,,,,
2023-10-12,6.0,halt_triggered,-5.4871,100000.0,-448707.36,,,,,,,
2023-10-13,6.0,halt_resumed,-5.4912,100000.0,-449115.04000000004,,,,,,,
2023-10-16,6.0,halt_triggered,-5.5004,100000.0,-450043.89,,,,,,,
2023-10-17,6.0,halt_resumed,-5.4977,100000.0,-449768.19000000006,,,,,,,
2023-10-18,6.0,halt_triggered,-5.5288,100000.0,-452875.54000000004,,,,,,,
2023-10-19,6.0,halt_resumed,-5.5524,100000.0,-455244.81000000006,,,,,,,
2023-10-20,6.0,halt_triggered,-5.5959,100000.0,-459585.51,,,,,,,
2023-10-23,6.0,halt_resumed,-5.5944,100000.0,-459442.07999999996,,,,,,,
2023-10-24,6.0,halt_triggered,-5.6045,100000.0,-460450.93000000005,,,,,,,
2023-10-25,1.0,,,,,,,CHX,overnight_gap_down_12.3pct,29.62,,
2023-10-25,6.0,halt_resumed,-5.6539,100000.0,-465385.77,,,,,,,
2023-10-26,6.0,halt_triggered,-5.4429,100000.0,-444286.53,,,,,,,
2023-10-27,1.0,,,,,,,PTCT,overnight_gap_down_19.2pct,19.36,,
2023-10-27,6.0,halt_resumed,-5.4018,100000.0,-440175.07999999996,,,,,,,
2023-10-30,6.0,halt_triggered,-5.3984,100000.0,-439840.99,,,,,,,
2023-10-31,6.0,halt_resumed,-5.4145,100000.0,-441450.95999999996,,,,,,,
2023-11-01,6.0,halt_triggered,-5.4173,100000.0,-441730.97,,,,,,,
2023-11-02,1.0,,,,,,,LMND,overnight_gap_up_26.0pct,13.86,,
2023-11-02,6.0,halt_resumed,-5.3633,100000.0,-436327.12,,,,,,,
