strategy,sharpe_adj,win_rate_adj,profit_factor_adj,haircut_pct_applied
macd_crossover,0.0,0.8,inf,0.4
prev_day_high_break,0.0,0.9,inf,0.2
cmf_flip,0.0,0.65457,20.0944,0.2
ultimate_oscillator,0.0,0.45,4.94596,0.2
williams_stoch_dual,0.0,0.45,3.14164,0.2
morning_star,0.0,0.45,2.2510000000000003,0.2
pivot_s2_bounce,0.0,0.45,0.5645,0.2
bollinger_lower,0.0,0.41616,1.4149,0.2
pivot_r1_breakout,0.0,0.35296,1.2503199999999999,0.4
stochrsi_oversold,0.0,0.34784000000000004,1.2911199999999998,0.4
williams_r_oversold,0.0,0.38078999999999996,2.5389999999999997,0.2
cpr_narrow_bullish,0.0,0.36666,1.64449,0.2
supertrend_macd,0.0,0.32000000000000006,0.7168,0.4
pivot_r2_continuation,0.0,0.3375,1.67932,0.2
bollinger_tight,0.0,0.29601000000000005,0.7806,0.2
ichimoku_cloud_breakout,0.0,0.17776000000000003,0.9154,0.4
hull_rsi,0.0,0.13336,0.5207,0.4
pivot_s3_capitulation,0.0,0.0,0.0,0.2
camarilla_r3_breakout,0.0,0.0,0.0,0.4
parabolic_sar_flip,0.0,0.0,0.0,0.2
