tier,trades,win_rate,avg_pnl,profit_factor,total_roi,tier_3_consolidated
VERY_HIGH,11,0.4545,5.3592,2.77,58.9515,HIGH
HIGH,358,0.4106,2.0836,1.5193,745.9257,MEDIUM
