strategy,exit_method,trades,win_rate,profit_factor,avg_pnl_pct,total_roi_pct,max_drawdown_pct,avg_hold_days,composite_score,recommended
bollinger_tight,earnings_blackout,76,0.8026,30.4156,100.4733,7635.972,-53.297,913.0,62.1,True
bollinger_tight,hybrid_50pct_target,76,0.5789,1.3513,1.4197,107.8999,-84.4201,89.1,33.7,False
bollinger_tight,time_stop_20d,76,0.6053,1.2245,0.5915,44.9577,-60.49,28.8,30.95,False
bollinger_tight,regime_flip,76,0.6053,1.2245,0.5915,44.9577,-60.49,28.8,30.95,False
bollinger_tight,next_pivot_target,76,0.7237,0.9605,-0.1042,-7.9168,-41.4395,20.9,28.95,False
bollinger_tight,trailing_15pct,76,0.4211,1.3693,1.9193,145.8702,-150.519,210.8,27.92,False
bollinger_tight,breakeven_plus_trail,76,0.2763,1.5609,1.1655,88.58,-41.7551,51.2,27.88,False
bollinger_tight,class_time_stop,76,0.4737,1.0793,0.2697,20.5001,-80.0045,35.6,21.33,False
bollinger_tight,time_stop_10d,76,0.5132,0.9451,-0.1173,-8.9157,-54.1704,14.6,20.53,False
bollinger_tight,ma_exit_ema9,76,0.4342,0.5881,-0.4143,-31.486,-31.7988,1.6,17.37,False
bollinger_tight,fixed_4r_2r,76,0.3684,1.0682,0.2703,20.546,-84.2923,32.7,16.78,False
bollinger_tight,r_multiple_2r,76,0.3553,1.059,0.1235,9.3858,-41.4732,9.3,15.98,False
bollinger_tight,trailing_10pct,76,0.3553,0.9861,-0.0607,-4.6139,-94.7414,87.4,14.21,False
bollinger_tight,atr_trail_2x,76,0.3158,0.5478,-1.2779,-97.1177,-113.8826,18.4,12.63,False
bollinger_tight,trailing_5pct,76,0.3026,0.4681,-1.306,-99.254,-123.0888,22.8,12.1,False
bollinger_tight,r_multiple_3r,76,0.2632,1.0432,0.1025,7.7889,-43.0776,13.4,11.82,False
bollinger_tight,atr_trail_1x,76,0.2632,0.4236,-1.041,-79.1126,-73.1555,6.5,10.53,False
bollinger_tight,break_even_at_1r,76,0.0789,0.7464,-0.4581,-34.8139,-47.5025,20.0,3.16,False
bollinger_lower,earnings_blackout,93,0.8065,18.6235,87.3333,8121.9977,-61.2347,876.1,62.26,True
bollinger_lower,hybrid_50pct_target,93,0.7204,2.5235,4.1426,385.2642,-57.8714,109.3,58.82,False
bollinger_lower,next_pivot_target,93,0.7957,1.8463,1.6729,155.5762,-22.9576,18.3,57.22,False
bollinger_lower,trailing_10pct,93,0.5054,2.1098,3.699,344.0051,-87.2502,108.7,50.22,False
bollinger_lower,trailing_15pct,93,0.4946,3.0646,9.298,864.7133,-103.1481,217.9,49.78,False
bollinger_lower,class_time_stop,93,0.6022,1.8483,2.4812,230.7501,-59.9311,35.2,49.54,False
bollinger_lower,breakeven_plus_trail,93,0.3763,3.7543,4.7792,444.4674,-39.3211,71.7,45.05,False
bollinger_lower,time_stop_20d,93,0.6022,1.6576,1.8594,172.9269,-69.9399,28.3,43.82,False
bollinger_lower,regime_flip,93,0.6022,1.6576,1.8594,172.9269,-69.9399,28.3,43.82,False
bollinger_lower,fixed_4r_2r,93,0.4624,1.4831,1.6348,152.0375,-63.1327,25.8,32.99,False
bollinger_lower,time_stop_10d,93,0.5376,1.2816,0.5494,51.0902,-50.5462,14.2,29.95,False
bollinger_lower,atr_trail_2x,93,0.3656,1.1851,0.4451,41.3961,-75.0957,20.5,20.18,False
bollinger_lower,ma_exit_ema9,93,0.4516,0.8456,-0.1561,-14.5219,-38.4161,1.7,18.06,False
bollinger_lower,trailing_5pct,93,0.3548,1.03,0.0689,6.4081,-74.1398,22.2,15.09,False
bollinger_lower,r_multiple_2r,93,0.3118,0.7269,-0.6051,-56.274,-75.4344,6.0,12.47,False
bollinger_lower,r_multiple_3r,93,0.2796,0.9622,-0.0869,-8.0819,-57.4993,7.7,11.18,False
