strategy,point_sharpe,ci_low,ci_high,n_trades,method
cpr_narrow_bullish,0.0,,,1,insufficient_sample
hull_rsi,-1.1677478596173678,,,2,insufficient_sample
monthly_bias_momentum_long,0.0,,,1,insufficient_sample
pairs_mean_reversion_long,0.0,,,1,insufficient_sample
pairs_mean_reversion_short,0.0,,,1,insufficient_sample
po3_bullish,15.638854483823325,,,2,insufficient_sample
smc_order_block_bounce,0.0,,,1,insufficient_sample
williams_r_oversold,0.0,,,1,insufficient_sample
xs_low_beta_long,-2.5327523031590213,,,2,insufficient_sample
xs_quality_top_quintile_long,2.721645221988837,,,2,insufficient_sample
