ticker,date,strategy,reason
SPY,2023-07-03,macd_crossover,portfolio_gate_ticker_already_in_portfolio
SPY,2023-07-03,hull_rsi,portfolio_gate_ticker_already_in_portfolio
SPY,2023-07-03,ppo_crossover,portfolio_gate_ticker_already_in_portfolio
SPY,2023-07-03,ichimoku_cloud_breakout,portfolio_gate_ticker_already_in_portfolio
SPY,2023-07-03,supertrend_macd,portfolio_gate_ticker_already_in_portfolio
SPY,2023-07-03,inside_bar_breakout,portfolio_gate_ticker_already_in_portfolio
SPY,2023-07-03,macd_ichimoku,portfolio_gate_ticker_already_in_portfolio
SPY,2023-07-03,cpr_narrow_momentum,portfolio_gate_ticker_already_in_portfolio
SPY,2023-07-03,institutional_buy_momentum_long,portfolio_gate_ticker_already_in_portfolio
SPY,2023-07-03,totm_long,portfolio_gate_ticker_already_in_portfolio
GOOGL,2023-07-03,po3_htf_aligned_long,portfolio_gate_ticker_already_in_portfolio
GOOGL,2023-07-03,totm_long,portfolio_gate_ticker_already_in_portfolio
NVDA,2023-07-03,pairs_mean_reversion_short,avoid_tier_short_blocked_batch190
SPY,2023-07-04,(any),ticker_already_open_concurrent_block_bug61
GOOGL,2023-07-04,(any),ticker_already_open_concurrent_block_bug61
NVDA,2023-07-04,pairs_mean_reversion_short,avoid_tier_short_blocked_batch190
SPY,2023-07-05,(any),ticker_already_open_concurrent_block_bug61
MSFT,2023-07-05,double_bottom_long,portfolio_gate_ticker_already_in_portfolio
MSFT,2023-07-05,institutional_cluster_long,portfolio_gate_ticker_already_in_portfolio
MSFT,2023-07-05,institutional_persistent_holders_long,portfolio_gate_ticker_already_in_portfolio
MSFT,2023-07-05,totm_long,portfolio_gate_ticker_already_in_portfolio
MSFT,2023-07-05,poc_magnet_long,portfolio_gate_ticker_already_in_portfolio
MSFT,2023-07-05,naked_poc_retest_long,portfolio_gate_ticker_already_in_portfolio
GOOGL,2023-07-05,(any),ticker_already_open_concurrent_block_bug61
NVDA,2023-07-05,pead_long,avoid_tier_long_blocked_batch190
NVDA,2023-07-05,ichimoku_cloud_breakout,avoid_tier_long_blocked_batch190
NVDA,2023-07-05,supertrend_ichimoku_adx,avoid_tier_long_blocked_batch190
NVDA,2023-07-05,institutional_cluster_long,avoid_tier_long_blocked_batch190
NVDA,2023-07-05,institutional_committed_growth_long,avoid_tier_long_blocked_batch190
NVDA,2023-07-05,totm_long,avoid_tier_long_blocked_batch190
NVDA,2023-07-05,pairs_mean_reversion_short,avoid_tier_short_blocked_batch190
AMZN,2023-07-05,hull_rsi,portfolio_gate_ticker_already_in_portfolio
AMZN,2023-07-05,ichimoku_cloud_breakout,portfolio_gate_ticker_already_in_portfolio
AMZN,2023-07-05,break_retest_volume,portfolio_gate_ticker_already_in_portfolio
AMZN,2023-07-05,totm_long,portfolio_gate_ticker_already_in_portfolio
AAPL,2023-07-06,po3_bullish,portfolio_gate_ticker_already_in_portfolio
AAPL,2023-07-06,po3_htf_aligned_long,portfolio_gate_ticker_already_in_portfolio
AAPL,2023-07-06,cpr_narrow_bullish,portfolio_gate_ticker_already_in_portfolio
AAPL,2023-07-06,ichimoku_cloud_breakout,portfolio_gate_ticker_already_in_portfolio
AAPL,2023-07-06,supertrend_macd,portfolio_gate_ticker_already_in_portfolio
AAPL,2023-07-06,cpr_narrow_momentum,portfolio_gate_ticker_already_in_portfolio
AAPL,2023-07-06,supertrend_ichimoku_adx,portfolio_gate_ticker_already_in_portfolio
AAPL,2023-07-06,52wh_break_retest,portfolio_gate_ticker_already_in_portfolio
AAPL,2023-07-06,break_retest_volume,portfolio_gate_ticker_already_in_portfolio
AAPL,2023-07-06,break_retest_confluence,portfolio_gate_ticker_already_in_portfolio
AAPL,2023-07-06,totm_long,portfolio_gate_ticker_already_in_portfolio
MSFT,2023-07-06,(any),ticker_already_open_concurrent_block_bug61
NVDA,2023-07-06,po3_bullish,avoid_tier_long_blocked_batch190
NVDA,2023-07-06,po3_htf_aligned_long,avoid_tier_long_blocked_batch190
NVDA,2023-07-06,pead_long,avoid_tier_long_blocked_batch190
NVDA,2023-07-06,ichimoku_cloud_breakout,avoid_tier_long_blocked_batch190
NVDA,2023-07-06,institutional_cluster_long,avoid_tier_long_blocked_batch190
NVDA,2023-07-06,institutional_committed_growth_long,avoid_tier_long_blocked_batch190
NVDA,2023-07-06,totm_long,avoid_tier_long_blocked_batch190
NVDA,2023-07-06,pairs_mean_reversion_short,avoid_tier_short_blocked_batch190
AMZN,2023-07-06,(any),ticker_already_open_concurrent_block_bug61
SPY,2023-07-06,(any),ticker_already_open_concurrent_block_bug61
GOOGL,2023-07-06,(any),ticker_already_open_concurrent_block_bug61
NVDA,2023-07-07,monthly_bias_momentum_long,EVENT_SUPPRESSION_NFP_d0_dec348
