strategy,regime,trades,win_rate,avg_pnl,total_roi
bollinger_lower,bear,37,0.5676,4.4897,166.1198
bollinger_lower,bull,88,0.3864,0.0754,6.6327
bollinger_lower,neutral,65,0.4,0.9117,59.2586
bollinger_tight,bear,43,0.3953,0.5012,21.5495
bollinger_tight,bull,44,0.3182,-2.0701,-91.0861
bollinger_tight,neutral,37,0.3514,0.9713,35.9385
cmf_flip,bear,3,0.3333,-1.912,-5.7361
cmf_flip,bull,5,0.2,1.4033,7.0166
cpr_narrow_bullish,bear,8,0.375,0.407,3.256
cpr_narrow_bullish,bull,7,0.0,-7.1121,-49.7845
cpr_narrow_bullish,neutral,6,0.3333,-3.9863,-23.9179
hull_rsi,bull,3,0.6667,11.1067,33.3202
ichimoku_cloud_breakout,bull,6,0.0,-6.3805,-38.2832
pivot_r1_breakout,bear,8,0.125,-4.5999,-36.799
pivot_r1_breakout,bull,82,0.3902,2.7996,229.5646
pivot_r1_breakout,neutral,31,0.2903,-0.7917,-24.5441
pivot_r2_continuation,bull,9,0.2222,-1.5939,-14.3453
pivot_s2_bounce,neutral,3,0.0,-8.3766,-25.1297
stochrsi_oversold,bear,6,0.5,-0.3873,-2.3237
stochrsi_oversold,bull,12,0.1667,-4.9567,-59.4799
stochrsi_oversold,neutral,9,0.1111,-5.1763,-46.587
ultimate_oscillator,bear,3,0.6667,7.5778,22.7335
ultimate_oscillator,bull,3,0.3333,-0.4433,-1.3299
williams_r_oversold,bull,15,0.4,-3.3917,-50.8751
williams_r_oversold,neutral,9,0.3333,12.929,116.361
