strategy,sector,sector_criteria,direction_mix,total_trades,win_rate,win_rate_ci_low,win_rate_ci_high,statistically_random,profit_factor,expected_value,win_loss_ratio,avg_win_pct,avg_loss_pct,max_drawdown_pct,total_roi_pct,sharpe_ratio,sharpe_daily,sortino_ratio,deflated_sharpe,psr,psr_note,tiered_min_trades,meets_tiered_min,pct_trades_near_event,pct_trades_near_fomc,pct_trades_near_cpi,pct_trades_near_nfp,win_rate_near_event,win_rate_far_from_event,win_rate_event_delta,event_wr_note,adf_statistic,adf_p_value,is_stationary,adf_note,chow_f_statistic,chow_p_value,has_structural_break,chow_note,sharpe_at_0bps,sharpe_at_5bps,sharpe_at_10bps,sharpe_at_20bps,avg_aep_pct,n_aep_eligible,poor_exit_timing,aep_note,calmar_ratio,kelly,avg_hold_days,best_trade_pct,worst_trade_pct,smart_money_lift,macro_correlation,regimes_profitable,regime_verdicts,best_regimes,passes_all,audit_flags,category,spy_benchmark_return,vs_benchmark,beats_benchmark,regime_bear_correction_2022,regime_rate_rising_2022_2023,regime_strong_bull_2023,regime_rate_falling_2024,regime_ai_sector_bull_2024,regime_tariff_shock_2025,regime_ai_divergence_2025_2026,regime_covid_crisis_2020
pivot_r1_breakout,Unknown,medium_volatility,110L/11S,121,0.3471,0.2682,0.4355,True,1.2959,1.3903,2.4375,17.543,-7.1973,-74.4023,168.2216,0.142,1.396,0.773,0.1253,0.9939,ok,150,False,57.85,15.7,27.27,14.88,0.3143,0.3922,-0.0779,ok,-1.4272,0.5692,False,non_stationary_edge_may_erode,24.3011,0.0,True,structural_break_detected,0.142,0.137,0.132,0.122,0.5814,42,True,ok,0.092,"{'full_kelly_pct': 7.92, 'quarter_kelly_pct': 1.98, 'note': 'reasonable'}",51.4,188.0706,-27.5668,,0.1006,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,['ci_lower_26.8pct_may_be_random'],pivot,75.15,93.0716,True,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
supertrend_macd,Industrials,medium_volatility,3L/0S,3,0.3333,0.0615,0.7923,True,0.4206,-1.5378,0.8412,3.3487,-3.981,-1.0274,-4.6134,-1.295,-3.544,-1.601,,,insufficient_sample,300,False,33.33,0.0,0.0,33.33,,,,insufficient_sample,,,,insufficient_sample,,,,insufficient_sample,-1.295,-1.338,-1.38,-1.464,0.816,1,True,ok,-28.289,"{'full_kelly_pct': -45.92, 'quarter_kelly_pct': 0.0, 'note': 'negative_edge'}",13.3,3.3487,-6.9346,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,['ci_lower_6.2pct_may_be_random'],trend,75.15,-79.7634,False,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
pivot_r2_continuation,Unknown,medium_volatility,11L/1S,12,0.25,0.0889,0.5323,True,0.5917,-2.213,1.775,12.8259,-7.226,-36.4613,-26.5561,-0.38,-1.973,-1.156,,,insufficient_sample,150,False,41.67,16.67,25.0,0.0,0.0,0.4286,-0.4286,ok,,,,insufficient_sample,,,,insufficient_sample,-0.38,-0.389,-0.397,-0.415,0.5344,3,True,ok,-0.224,"{'full_kelly_pct': -17.25, 'quarter_kelly_pct': 0.0, 'note': 'negative_edge'}",68.2,27.4644,-10.391,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,['ci_lower_8.9pct_may_be_random'],pivot,75.15,-101.7061,False,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
pivot_s2_bounce,Consumer Discretionary,medium_volatility,4L/0S,4,0.25,0.0456,0.6994,True,0.1049,-5.6233,0.3148,2.6366,-8.3766,-15.376,-22.4931,-2.409,-8.688,-11.763,,,insufficient_sample,150,False,100.0,25.0,25.0,50.0,,,,insufficient_sample,,,,insufficient_sample,,,,insufficient_sample,-2.409,-2.431,-2.452,-2.495,0.8376,1,True,ok,-2.095,"{'full_kelly_pct': -213.28, 'quarter_kelly_pct': 0.0, 'note': 'negative_edge'}",44.0,2.6366,-9.122,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,['ci_lower_4.6pct_may_be_random'],pivot,75.15,-97.6431,False,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
cpr_narrow_bullish,Materials,medium_volatility,20L/1S,21,0.2381,0.1063,0.4509,True,0.2742,-3.3546,0.8775,5.3236,-6.0665,-61.3415,-70.4464,-1.009,-3.632,-1.849,,,insufficient_sample,150,False,57.14,19.05,28.57,9.52,0.3333,0.1111,0.2222,ok,-3.2231,0.0187,True,ok,14.938,0.0002,True,structural_break_detected,-1.009,-1.024,-1.039,-1.069,0.6579,5,True,ok,-0.202,"{'full_kelly_pct': -63.01, 'quarter_kelly_pct': 0.0, 'note': 'negative_edge'}",68.2,14.9291,-10.3196,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,['ci_lower_10.6pct_may_be_random'],pivot,75.15,-145.5964,False,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
cmf_flip,Consumer Discretionary,medium_volatility,9L/0S,9,0.2222,0.0632,0.5474,True,0.9103,-0.5743,3.1862,26.2407,-8.2357,-26.4933,-5.1687,-0.123,-0.66,-1.081,,,insufficient_sample,300,False,66.67,0.0,44.44,22.22,0.1667,0.3333,-0.1667,small_subgroup,,,,insufficient_sample,,,,insufficient_sample,-0.123,-0.134,-0.145,-0.166,0.4693,2,False,ok,-0.326,"{'full_kelly_pct': -2.19, 'quarter_kelly_pct': 0.0, 'note': 'negative_edge'}",16.8,45.4001,-10.2833,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,['ci_lower_6.3pct_may_be_random'],mean_reversion,75.15,-80.3187,False,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
stochrsi_oversold,Information Technology,high_volatility,27L/0S,27,0.2222,0.1061,0.4076,True,0.2281,-4.0145,0.7982,5.3372,-6.6864,-69.7845,-108.3906,-1.832,-6.634,-3.348,,,insufficient_sample,300,False,48.15,0.0,25.93,22.22,0.2308,0.2143,0.0165,ok,-0.4333,0.9044,False,non_stationary_edge_may_erode,3.3686,0.0521,False,no_structural_break,-1.832,-1.855,-1.878,-1.923,0.8109,6,True,ok,-0.547,"{'full_kelly_pct': -75.22, 'quarter_kelly_pct': 0.0, 'note': 'negative_edge'}",26.5,18.2308,-11.4306,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,['ci_lower_10.6pct_may_be_random'],momentum,75.15,-183.5406,False,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
ichimoku_cloud_breakout,Financials,medium_volatility,8L/0S,8,0.125,0.0224,0.4709,True,0.0993,-5.3741,0.6949,4.7382,-6.8187,-39.4234,-42.9927,-4.282,-8.993,-5.544,,,insufficient_sample,300,False,75.0,12.5,37.5,25.0,0.1667,0.0,0.1667,small_subgroup,,,,insufficient_sample,,,,insufficient_sample,-4.282,-4.321,-4.361,-4.441,0.7608,1,True,ok,-2.955,"{'full_kelly_pct': -113.42, 'quarter_kelly_pct': 0.0, 'note': 'negative_edge'}",11.6,4.7382,-10.9587,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,['ci_lower_2.2pct_may_be_random'],trend,75.15,-118.1427,False,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
williams_stoch_dual,Materials,medium_volatility,3L/0S,3,0.0,0.0,0.5615,True,0.0,-6.7273,0.0,0.0,-6.7273,-11.5068,-20.1819,-3.455,-6.181,-3.455,,,insufficient_sample,300,False,66.67,33.33,0.0,33.33,,,,insufficient_sample,,,,insufficient_sample,,,,insufficient_sample,-3.455,-3.48,-3.506,-3.557,,0,False,no_winning_trades_with_mfe,-3.982,"{'full_kelly_pct': 0.0, 'quarter_kelly_pct': 0.0, 'note': 'insufficient_data'}",37.0,-0.9808,-10.6302,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,['ci_lower_0.0pct_may_be_random'],confluence,75.15,-95.3319,False,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
parabolic_sar_flip,Materials,medium_volatility,1L/0S,1,0.0,0.0,0.7935,True,0.0,-12.1619,0.0,0.0,-12.1619,0.0,-12.1619,,0.0,-4.583,,,insufficient_sample,300,False,0.0,0.0,0.0,0.0,,,,insufficient_sample,,,,insufficient_sample,,,,insufficient_sample,,,,,,0,False,no_winning_trades_with_mfe,0.0,"{'full_kelly_pct': 0.0, 'quarter_kelly_pct': 0.0, 'note': 'insufficient_data'}",12.0,-12.1619,-12.1619,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,['ci_lower_0.0pct_may_be_random'],trend,75.15,-87.3119,False,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
