strategy,point_sharpe,ci_low,ci_high,n_trades,method
adx_initiation,0.0,,,1,insufficient_sample
bollinger_lower,1.384054155628933,-0.8368972615945014,3.298265064272434,190,bootstrap
bollinger_tight,-0.3704731618190101,-3.3433979947771943,2.29765040331315,124,bootstrap
cmf_flip,-0.5048753563589979,,,9,insufficient_sample
cpr_narrow_bullish,-8.33393739651377,,,21,insufficient_sample
hull_rsi,4.589566027532183,,,6,insufficient_sample
ichimoku_cloud_breakout,-14.598210096624522,,,8,insufficient_sample
morning_star,0.0,,,1,insufficient_sample
parabolic_sar_flip,0.0,,,1,insufficient_sample
pivot_r1_breakout,1.0204583745139997,-2.8302109926956107,2.931201720995528,121,bootstrap
pivot_r2_continuation,-3.139976682868988,,,12,insufficient_sample
pivot_s1_bounce,0.0,,,1,insufficient_sample
pivot_s2_bounce,-15.982562013902204,,,4,insufficient_sample
pivot_s3_capitulation,-1.5432200633239055,,,2,insufficient_sample
prev_day_low_bounce,0.0,,,1,insufficient_sample
stochrsi_oversold,-9.428087720112584,,,27,insufficient_sample
supertrend_macd,-4.730330845614165,,,3,insufficient_sample
ultimate_oscillator,3.7649708754489777,,,6,insufficient_sample
williams_r_oversold,1.761366941933105,,,26,insufficient_sample
williams_stoch_dual,-21.01388477223573,,,3,insufficient_sample
