strategy,sharpe_adj,win_rate_adj,profit_factor_adj,haircut_pct_applied
pivot_s1_bounce,0.0,0.9,inf,0.2
prev_day_low_bounce,0.0,0.9,inf,0.2
morning_star,0.0,0.9,inf,0.2
adx_initiation,0.0,0.9,inf,0.2
hull_rsi,0.0,0.4,2.07608,0.4
ultimate_oscillator,0.0,0.45,1.75987,0.2
pivot_s3_capitulation,0.0,0.45,0.7583,0.2
bollinger_lower,0.0,0.38367,1.2567700000000002,0.2
williams_r_oversold,0.0,0.34614,1.64305,0.2
bollinger_tight,0.0,0.31932,0.9426,0.2
pivot_r1_breakout,0.0,0.27768000000000004,1.23672,0.4
supertrend_macd,0.0,0.26664,0.4206,0.4
pivot_r2_continuation,0.0,0.225,0.5917,0.2
pivot_s2_bounce,0.0,0.225,0.1049,0.2
cpr_narrow_bullish,0.0,0.21429,0.2742,0.2
cmf_flip,0.0,0.19998000000000002,0.9103,0.2
stochrsi_oversold,0.0,0.17776000000000003,0.2281,0.4
ichimoku_cloud_breakout,0.0,0.1,0.0993,0.4
williams_stoch_dual,0.0,0.0,0.0,0.2
parabolic_sar_flip,0.0,0.0,0.0,0.2
