tier,trades,win_rate,avg_pnl,profit_factor,total_roi,tier_3_consolidated
VERY_HIGH,3,0.3333,3.8095,1.7333,11.4284,HIGH
HIGH,555,0.364,1.0689,1.2197,593.2189,MEDIUM
