strategy,exit_method,trades,win_rate,profit_factor,avg_pnl_pct,total_roi_pct,max_drawdown_pct,avg_hold_days,composite_score,recommended
bollinger_tight,regime_flip,126,0.6349,2.2771,5.0378,634.7595,-71.3196,28.6,55.4,True
bollinger_lower,earnings_blackout,139,0.5899,6.865,74.7533,10390.703,-175.7723,913.5,53.6,True
pivot_r1_breakout,earnings_blackout,123,0.6667,5.7823,49.1106,6040.6007,-186.1324,535.1,56.67,True
stochrsi_oversold,earnings_blackout,24,0.75,6.3174,60.498,1451.9532,-99.666,966.7,60.0,True
cpr_narrow_bullish,earnings_blackout,49,0.6327,3.9969,41.4786,2032.4507,-209.0091,811.3,55.31,True
cmf_flip,earnings_blackout,13,0.3846,2.0724,15.8728,206.3465,-73.5213,734.0,45.38,True
ultimate_oscillator,earnings_blackout,10,0.7,8.5549,91.8551,918.5507,-87.4656,642.5,58.0,True
pivot_r2_continuation,earnings_blackout,21,0.5238,1.7386,10.7338,225.4097,-115.7796,639.9,43.11,True
williams_r_oversold,next_pivot_target,16,0.8125,3.0799,3.8998,62.3972,-10.0,11.0,77.5,True
ichimoku_cloud_breakout,ma_exit_ema9,14,0.5714,1.6788,0.6819,9.5472,-4.5463,1.9,66.4,True
