strategy,sharpe_adj,win_rate_adj,profit_factor_adj,haircut_pct_applied
williams_r_oversold,0.0,0.45,1.8307000000000002,0.2
pivot_s3_capitulation,0.0,0.45,0.8788,0.2
pivot_r1_breakout,0.0,0.36424,1.41056,0.4
bollinger_tight,0.0,0.35001000000000004,1.71991,0.2
stochrsi_oversold,0.0,0.30000000000000004,0.4822,0.4
bollinger_lower,0.0,0.31725,1.17451,0.2
pivot_s2_bounce,0.0,0.29997,1.87813,0.2
cpr_narrow_bullish,0.0,0.29385,1.06687,0.2
ichimoku_cloud_breakout,0.0,0.22856,0.9777,0.4
macd_crossover,0.0,0.2,0.0506,0.4
pivot_r2_continuation,0.0,0.21429,0.4944,0.2
ultimate_oscillator,0.0,0.18000000000000002,0.8067,0.2
cmf_flip,0.0,0.13842,0.1884,0.2
macd_fast_crossover,0.0,0.0,0.0,0.4
supertrend_macd,0.0,0.0,0.0,0.4
hull_rsi,0.0,0.0,0.0,0.4
morning_star,0.0,0.0,0.0,0.2
parabolic_sar_flip,0.0,0.0,0.0,0.2
prev_day_low_bounce,0.0,0.0,0.0,0.2
