date,event,z_score,today_dispersion,ticker,level,reason,exit_price,dd_from_peak,rolling_peak_equity,current_equity,action,new_stop
2022-07-05,dispersion_cb_triggered_dec128,3.553,0.044142,,,,,,,,,
2022-07-28,,,,RUN,1.0,overnight_gap_up_20.1pct,28.58,,,,,
2022-08-05,halt_triggered,,,,6.0,,,-0.2036,100000.0,79643.98999999999,,
2022-08-09,halt_resumed,,,,6.0,,,-0.1791,100000.0,82086.54000000001,,
2022-09-29,halt_triggered,,,,6.0,,,-0.2099,100000.0,79009.42,,
2022-10-07,halt_resumed,,,,6.0,,,-0.1843,100000.0,81566.98999999999,,
2022-10-11,halt_triggered,,,,6.0,,,-0.2001,100000.0,79989.31,,
2022-12-13,halt_triggered,,,,6.0,,,-0.2165,100000.0,78347.6,,
2022-12-16,halt_resumed,,,,6.0,,,-0.1878,100000.0,81219.12,,
2022-12-27,halt_triggered,,,,6.0,,,-0.2083,100000.0,79165.8,,
2023-02-28,halt_triggered,,,,6.0,,,-0.2321,100000.0,76790.22,,
2023-03-08,,,,UNFI,1.0,overnight_gap_down_35.0pct,26.61,,,,,
2023-03-17,,,,SRPT,1.0,overnight_gap_down_20.3pct,119.31,,,,,
2023-05-02,halt_triggered,,,,6.0,,,-0.2762,100000.0,72384.89,,
2023-07-04,halt_triggered,,,,6.0,,,-0.2889,100000.0,71113.15,,
2023-09-05,halt_triggered,,,,6.0,,,-0.3153,100000.0,68472.95999999999,,
2023-11-07,halt_triggered,,,,6.0,,,-0.4079,100000.0,59207.729999999996,,
2024-01-05,halt_resumed,,,,6.0,,,-0.0011,100000.0,99893.59,,
2024-02-08,dispersion_cb_triggered_dec128,4.5079,0.039963,,,,,,,,,
2024-02-13,dispersion_cb_triggered_dec128,4.2073,0.046359,,,,,,,,,
2024-04-16,dispersion_cb_triggered_dec128,3.244,0.041297,,,,,,,,,
2024-05-08,dispersion_cb_triggered_dec128,3.1932,0.045449,,,,,,,,,
2024-05-13,dispersion_cb_triggered_dec128,3.7007,0.057077,,,,,,,,,
2024-10-16,dispersion_cb_triggered_dec128,3.3868,0.054331,,,,,,,,,
2024-11-21,dispersion_cb_triggered_dec128,4.4204,0.074591,,,,,,,,,
2025-01-24,dispersion_cb_triggered_dec128,3.2129,0.126579,,,,,,,,,
2025-02-28,dispersion_cb_triggered_dec128,3.2998,0.045422,,,,,,,,,
2025-03-03,dispersion_cb_triggered_dec128,4.3605,0.054295,,,,,,,,,
2025-04-03,dispersion_cb_triggered_dec128,4.8531,0.061828,,,,,,,,,
2025-04-04,,,,PAYX,5.0,vix_crisis_45.3,,,,,tighten_stop,147.19299999999998
2025-04-04,,,,K,5.0,vix_crisis_45.3,,,,,tighten_stop,78.755
