strategy,point_sharpe,ci_low,ci_high,n_trades,method
bollinger_lower,0.9279568966115088,-2.348951087483111,3.269768431954948,139,bootstrap
bollinger_tight,1.500611619099733,-2.0994319123681744,2.9459980581303373,126,bootstrap
cmf_flip,-11.973958082211139,,,13,insufficient_sample
cpr_narrow_bullish,0.42566708368017664,-4.746513339076807,4.402512276477663,49,bootstrap
hull_rsi,-20.949061009893125,,,3,insufficient_sample
ichimoku_cloud_breakout,-0.13096911930450145,,,14,insufficient_sample
macd_crossover,-13.832115164344144,,,4,insufficient_sample
macd_fast_crossover,-32.75090815786546,,,4,insufficient_sample
morning_star,0.0,,,1,insufficient_sample
parabolic_sar_flip,0.0,,,1,insufficient_sample
pivot_r1_breakout,2.2034897766621544,-0.5335788173266451,4.440397189797376,123,bootstrap
pivot_r2_continuation,-4.203957148060398,,,21,insufficient_sample
pivot_s2_bounce,3.5979948436317177,,,3,insufficient_sample
pivot_s3_capitulation,-0.7243538988868065,,,2,insufficient_sample
prev_day_low_bounce,0.0,,,1,insufficient_sample
stochrsi_oversold,-4.0481114618666885,,,24,insufficient_sample
supertrend_macd,-39.110695778874096,,,4,insufficient_sample
ultimate_oscillator,-1.1154177781256358,,,10,insufficient_sample
williams_r_oversold,4.091672043005203,,,16,insufficient_sample
