strategy,sector,sector_criteria,direction_mix,total_trades,win_rate,win_rate_ci_low,win_rate_ci_high,statistically_random,profit_factor,expected_value,win_loss_ratio,avg_win_pct,avg_loss_pct,max_drawdown_pct,total_roi_pct,sharpe_ratio,calmar_ratio,kelly,avg_hold_days,best_trade_pct,worst_trade_pct,smart_money_lift,macro_correlation,regimes_profitable,regime_verdicts,best_regimes,passes_all,audit_flags,category,spy_benchmark_return,vs_benchmark,beats_benchmark,regime_bear_correction_2022,regime_rate_rising_2022_2023,regime_strong_bull_2023,regime_rate_falling_2024,regime_ai_sector_bull_2024,regime_tariff_shock_2025,regime_ai_divergence_2025_2026,regime_covid_crisis_2020
roc_burst,Commodities,low_volatility,11L/19S,30,0.3667,0.2187,0.5449,True,1.5263,2.5892,2.6364,20.4776,-7.7673,-55.8446,77.6752,0.159,0.071,"{'full_kelly_pct': 12.64, 'quarter_kelly_pct': 3.16, 'note': 'reasonable'}",165.5,84.9115,-11.618,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,"['profit_factor_1.53_exceeds_audit_threshold', 'ci_lower_21.9pct_may_be_random']",momentum,75.15,2.5252,True,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
tema_dema,Information Technology,high_volatility,55L/27S,82,0.3659,0.2698,0.4739,True,0.8275,-0.8126,1.4344,10.6572,-7.4298,-113.4994,-66.6339,-0.102,-0.015,"{'full_kelly_pct': -7.62, 'quarter_kelly_pct': 0.0, 'note': 'negative_edge'}",120.2,46.8958,-13.6001,,-0.132,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,['ci_lower_27.0pct_may_be_random'],trend,75.15,-141.7839,False,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
ichimoku_tk_cross,Fixed Income,low_volatility,42L/5S,47,0.3617,0.2397,0.5046,True,1.2537,1.0752,2.2124,14.6906,-6.6403,-101.8155,50.5332,0.087,0.017,"{'full_kelly_pct': 7.32, 'quarter_kelly_pct': 1.83, 'note': 'reasonable'}",154.7,84.4202,-10.9997,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,['ci_lower_24.0pct_may_be_random'],trend,75.15,-24.6168,False,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
macd_fast_crossover,Information Technology,high_volatility,72L/34S,106,0.3585,0.2736,0.4533,True,1.3452,1.4235,2.4072,15.4728,-6.4276,-141.2268,150.8886,0.132,0.022,"{'full_kelly_pct': 9.2, 'quarter_kelly_pct': 2.3, 'note': 'reasonable'}",117.8,76.5537,-11.3666,,0.0579,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,['ci_lower_27.4pct_may_be_random'],momentum,75.15,75.7386,True,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
ichimoku_cloud_breakout,Energy,high_volatility,94L/18S,112,0.3571,0.2745,0.4493,True,1.3704,1.5826,2.4667,16.3941,-6.646,-136.3826,177.2488,0.152,0.025,"{'full_kelly_pct': 9.65, 'quarter_kelly_pct': 2.41, 'note': 'reasonable'}",116.1,88.7402,-11.1184,,-0.138,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,['ci_lower_27.5pct_may_be_random'],trend,75.15,102.0988,True,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
pivot_r2_continuation,Volatility,medium_volatility,81L/28S,109,0.3486,0.2657,0.4419,True,1.1263,0.5808,2.1043,14.86,-7.0617,-123.8635,63.304,0.056,0.011,"{'full_kelly_pct': 3.91, 'quarter_kelly_pct': 0.98, 'note': 'reasonable'}",109.3,86.5592,-13.566,,-0.1864,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,['ci_lower_26.6pct_may_be_random'],pivot,75.15,-11.846,False,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
hull_rsi,Consumer Discretionary,medium_volatility,163L/56S,219,0.3425,0.2828,0.4075,True,1.3241,1.4848,2.5423,17.7119,-6.9668,-242.6434,325.1665,0.153,0.018,"{'full_kelly_pct': 8.38, 'quarter_kelly_pct': 2.1, 'note': 'reasonable'}",88.1,91.233,-12.845,,-0.1372,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,['ci_lower_28.3pct_may_be_random'],momentum,75.15,250.0165,True,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
pivot_r1_breakout,Financials,medium_volatility,92L/51S,143,0.3357,0.2635,0.4165,True,1.0911,0.3997,2.1595,14.2588,-6.6029,-234.1051,57.1518,0.045,0.004,"{'full_kelly_pct': 2.8, 'quarter_kelly_pct': 0.7, 'note': 'reasonable'}",98.7,94.8083,-11.9656,,-0.0908,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,['ci_lower_26.4pct_may_be_random'],pivot,75.15,-17.9982,False,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
doji_at_support,Unknown,medium_volatility,3L/0S,3,0.3333,0.0615,0.7923,True,8.8719,31.1136,17.7438,105.1981,-5.9287,-8.1071,93.3407,0.485,2.251,"{'full_kelly_pct': 29.58, 'quarter_kelly_pct': 7.39, 'note': 'reasonable'}",429.7,105.1981,-8.1071,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,"['profit_factor_8.87_exceeds_audit_threshold', 'ci_lower_6.2pct_may_be_random']",candle,75.15,18.1907,True,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
bullish_engulfing_support,Broad Market,medium_volatility,5L/16S,21,0.3333,0.1719,0.5463,True,1.0603,0.2132,2.1207,11.2398,-5.3001,-39.7076,4.477,0.03,0.009,"{'full_kelly_pct': 1.9, 'quarter_kelly_pct': 0.47, 'note': 'tiny_edge'}",150.2,17.743,-11.8544,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,['ci_lower_17.2pct_may_be_random'],candle,75.15,-70.673,False,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
golden_cross_9_21,Financials,medium_volatility,28L/23S,51,0.3333,0.2197,0.4703,True,1.0079,0.0348,2.0158,13.3761,-6.6358,-85.2073,1.7771,0.004,0.001,"{'full_kelly_pct': 0.26, 'quarter_kelly_pct': 0.07, 'note': 'tiny_edge'}",134.1,62.1011,-12.5687,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,['ci_lower_22.0pct_may_be_random'],trend,75.15,-73.3729,False,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
pivot_s2_bounce,Fixed Income,low_volatility,9L/0S,9,0.3333,0.1206,0.6458,True,0.3545,-3.4926,0.7091,5.7554,-8.1166,-29.3185,-31.4335,-0.502,-0.148,"{'full_kelly_pct': -60.68, 'quarter_kelly_pct': 0.0, 'note': 'negative_edge'}",202.4,12.9879,-10.287,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,['ci_lower_12.1pct_may_be_random'],pivot,75.15,-106.5835,False,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
supertrend_macd_short,Consumer Staples,low_volatility,0L/6S,6,0.3333,0.0968,0.7,True,0.1591,-5.9359,0.3182,3.3697,-10.5888,-27.366,-35.6156,-1.032,-0.417,"{'full_kelly_pct': -176.15, 'quarter_kelly_pct': 0.0, 'note': 'negative_edge'}",131.0,5.7902,-14.7192,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,['ci_lower_9.7pct_may_be_random'],trend,75.15,-110.7656,False,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
bollinger_tight,Consumer Discretionary,medium_volatility,165L/79S,244,0.3279,0.272,0.389,True,1.0372,0.174,2.1262,14.8154,-6.9681,-243.2555,42.4621,0.021,0.002,"{'full_kelly_pct': 1.17, 'quarter_kelly_pct': 0.29, 'note': 'tiny_edge'}",80.8,105.2169,-25.1346,,-0.2261,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,['ci_lower_27.2pct_may_be_random'],mean_reversion,75.15,-32.6879,False,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
cmf_flip,Consumer Discretionary,medium_volatility,40L/21S,61,0.3279,0.2233,0.4528,True,0.6033,-1.898,1.2367,8.8025,-7.1177,-136.1514,-115.7753,-0.307,-0.033,"{'full_kelly_pct': -21.56, 'quarter_kelly_pct': 0.0, 'note': 'negative_edge'}",107.0,32.5543,-11.4459,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,['ci_lower_22.3pct_may_be_random'],mean_reversion,75.15,-190.9253,False,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
cpr_narrow_bullish,Information Technology,high_volatility,181L/90S,271,0.3173,0.2648,0.375,True,1.1069,0.5285,2.3812,17.2397,-7.2399,-365.7348,143.2273,0.062,0.005,"{'full_kelly_pct': 3.07, 'quarter_kelly_pct': 0.77, 'note': 'reasonable'}",77.0,87.1428,-14.4171,,-0.0901,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,['ci_lower_26.5pct_may_be_random'],pivot,75.15,68.0773,True,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
awesome_oscillator,Consumer Discretionary,medium_volatility,51L/24S,75,0.3067,0.2139,0.4183,True,0.9573,-0.2252,2.1644,16.4772,-7.6128,-146.4004,-16.8926,-0.021,-0.003,"{'full_kelly_pct': -1.37, 'quarter_kelly_pct': 0.0, 'note': 'negative_edge'}",126.0,75.0179,-14.4954,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,['ci_lower_21.4pct_may_be_random'],momentum,75.15,-92.0426,False,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
rsi_oversold,Consumer Staples,low_volatility,42L/8S,50,0.3,0.191,0.4375,True,1.0198,0.0896,2.3794,15.426,-6.4831,-84.288,4.4816,0.01,0.002,"{'full_kelly_pct': 0.58, 'quarter_kelly_pct': 0.15, 'note': 'tiny_edge'}",125.9,54.9649,-11.1124,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,['ci_lower_19.1pct_may_be_random'],mean_reversion,75.15,-70.6684,False,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
stochrsi_oversold,Consumer Staples,low_volatility,106L/61S,167,0.2994,0.2351,0.3727,True,0.9098,-0.455,2.1288,15.3208,-7.1969,-198.2945,-75.9932,-0.052,-0.006,"{'full_kelly_pct': -2.97, 'quarter_kelly_pct': 0.0, 'note': 'negative_edge'}",94.7,92.1173,-30.7392,,-0.077,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,['ci_lower_23.5pct_may_be_random'],momentum,75.15,-151.1432,False,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
ppo_crossover,Financials,medium_volatility,35L/20S,55,0.2727,0.1728,0.4023,True,0.9176,-0.447,2.447,18.2579,-7.4614,-83.6654,-24.5875,-0.043,-0.011,"{'full_kelly_pct': -2.45, 'quarter_kelly_pct': 0.0, 'note': 'negative_edge'}",118.9,58.2334,-11.9928,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,['ci_lower_17.3pct_may_be_random'],momentum,75.15,-99.7375,False,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
adx_initiation,Information Technology,high_volatility,4L/0S,4,0.25,0.0456,0.6994,True,0.6628,-1.0848,1.9883,8.5283,-4.2892,-4.4402,-4.3394,-0.169,-0.21,"{'full_kelly_pct': -12.72, 'quarter_kelly_pct': 0.0, 'note': 'negative_edge'}",293.0,8.5283,-4.8558,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,['ci_lower_4.6pct_may_be_random'],trend,75.15,-79.4894,False,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
volume_spike_breakout,Commodities,low_volatility,4L/0S,4,0.25,0.0456,0.6994,True,0.4934,-2.5069,1.4803,9.7678,-6.5984,-14.0544,-10.0274,-0.311,-0.188,"{'full_kelly_pct': -25.66, 'quarter_kelly_pct': 0.0, 'note': 'negative_edge'}",238.8,9.7678,-8.3206,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,['ci_lower_4.6pct_may_be_random'],breakout,75.15,-85.1774,False,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
williams_stoch_dual,Financials,medium_volatility,79L/88S,167,0.2395,0.1811,0.3096,True,0.5202,-2.4938,1.6517,11.2887,-6.8347,-461.6134,-416.4623,-0.428,-0.016,"{'full_kelly_pct': -22.09, 'quarter_kelly_pct': 0.0, 'note': 'negative_edge'}",87.0,34.3967,-11.9127,,-0.0788,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,['ci_lower_18.1pct_may_be_random'],confluence,75.15,-491.6123,False,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
force_index_breakout,Information Technology,high_volatility,35L/30S,65,0.2308,0.1451,0.3464,True,0.5505,-2.29,1.8349,12.1514,-6.6224,-177.7243,-148.8484,-0.335,-0.029,"{'full_kelly_pct': -18.85, 'quarter_kelly_pct': 0.0, 'note': 'negative_edge'}",110.3,43.5322,-10.4879,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,['ci_lower_14.5pct_may_be_random'],breakout,75.15,-223.9984,False,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
