strategy,exit_method,trades,win_rate,profit_factor,avg_pnl_pct,total_roi_pct,max_drawdown_pct,avg_hold_days,composite_score,recommended
macd_fast_crossover,trailing_15pct,106,0.4057,2.2417,7.0638,748.7636,-108.5491,224.4,46.23,True
ultimate_oscillator,trailing_5pct,25,0.52,1.828,1.3396,33.4905,-7.4016,33.8,64.54,True
rsi9_extreme,next_pivot_target,27,0.8889,1.7853,0.6452,17.4196,-10.0,9.9,74.12,True
inside_bar_breakout,next_pivot_target,49,0.9592,3.6323,1.0744,52.6461,-11.9557,7.1,80.43,True
morning_star,time_stop_20d,75,0.56,2.0839,1.9392,145.4392,-33.0509,29.0,52.4,True
ichimoku_tk_cross,trailing_15pct,47,0.5532,4.9387,17.3385,814.908,-38.1686,329.7,52.13,True
rsi_oversold,trailing_5pct,50,0.5,2.1156,1.9531,97.6564,-18.3251,57.5,52.51,True
evening_star_short,fixed_3r_2r,6,0.5,1.5204,0.6278,3.767,-3.0439,18.2,61.05,True
stochrsi_overbought_short,next_pivot_target,77,0.8961,0.9225,-0.0805,-6.2007,-23.9565,12.8,35.84,True
force_index_breakout,trailing_15pct,65,0.3231,2.0023,6.3976,415.8408,-93.6243,238.5,42.92,True
golden_cross_20_50,trailing_10pct,25,0.56,4.5957,8.2735,206.8365,-21.2931,246.7,52.4,True
pivot_s1_bounce,atr_trail_2x,30,0.5333,2.5246,2.5779,77.3359,-14.8134,23.4,59.11,True
prev_day_high_break,trailing_15pct,55,0.5273,4.2396,11.5282,634.0496,-70.8178,279.2,51.09,True
hull_rsi_short,next_pivot_target,107,0.757,0.6973,-0.4658,-49.8383,-80.6488,12.2,30.28,True
pivot_s2_bounce,next_pivot_target,9,0.8889,1.0518,0.0576,0.5182,-10.0,9.4,52.11,True
camarilla_s3_bounce,ma_exit_ema9,16,0.625,2.9231,0.4716,7.5449,-2.1927,2.7,81.71,True
bullish_engulfing_support,trailing_10pct,21,0.5238,1.8533,2.3148,48.611,-32.4977,150.2,46.55,True
cpr_narrow_momentum_short,next_pivot_target,77,0.7143,0.5849,-0.7047,-54.2614,-87.8954,13.4,28.57,True
bollinger_upper_short,time_stop_10d,8,0.5,1.3087,0.3129,2.5029,-4.382,14.4,52.69,True
prev_day_low_bounce,trailing_5pct,18,0.6667,4.6675,3.9228,70.6097,-5.2389,91.6,78.81,True
prev_day_low_breakdown,hybrid_50pct_target,5,1.0,999.0,3.1349,15.6743,0.0,128.2,100.0,True
golden_cross_50_200,time_stop_20d,18,0.8333,9.4638,2.605,46.8904,-3.309,29.2,88.37,True
donchian_10_breakout,next_pivot_target,17,0.5882,0.6582,-0.4842,-8.2317,-12.2047,18.1,35.22,True
camarilla_r3_breakout,hybrid_50pct_target,41,0.8049,4.3,6.439,263.998,-20.0,155.4,62.2,True
macd_ichimoku,next_pivot_target,48,0.7708,2.2803,0.8711,41.8129,-11.7049,11.5,73.27,True
supertrend_ichimoku_adx,time_stop_10d,37,0.5946,2.3945,1.5669,57.9758,-13.4617,14.8,63.59,True
macd_crossover_short,hybrid_50pct_target,39,0.5897,0.0843,-19.9874,-779.5072,-783.2602,326.5,23.59,True
shooting_star_short,next_pivot_target,20,0.95,1.6498,0.3249,6.4983,-10.0,9.7,72.49,True
pivot_fib_confluence,time_stop_10d,6,1.0,999.0,3.4438,20.6625,0.0,16.0,100.0,True
roc_burst,trailing_15pct,30,0.5,3.188,11.1096,333.2871,-65.4873,278.2,50.0,True
donchian_breakdown_short,next_pivot_target,5,0.6,0.8419,-0.1511,-0.7556,-2.8649,17.6,49.7,True
supertrend_macd_short,next_pivot_target,6,0.8333,6.9171,2.0248,12.1485,-2.0531,23.3,90.25,True
rsi_volume_200ema,time_stop_10d,11,0.5455,1.5906,0.6239,6.8625,-7.9032,14.3,57.68,True
