strategy,exit_method,vix_at_entry,n,win_rate,avg_pnl_pct,total_pnl_pct
cpr_narrow_momentum,atr_trail_1x,12.28,1,0.0,-1.625,-1.625
cpr_narrow_momentum,atr_trail_1x,12.69,1,1.0,5.5269,5.5269
cpr_narrow_momentum,atr_trail_1x,14.18,1,0.0,-0.7304,-0.7304
cpr_narrow_momentum,atr_trail_1x,14.45,1,1.0,2.8418,2.8418
cpr_narrow_momentum,atr_trail_1x,19.75,1,1.0,6.5475,6.5475
cpr_narrow_momentum,atr_trail_1x,21.71,1,0.0,-3.872,-3.872
cpr_narrow_momentum,atr_trail_2x,12.28,1,1.0,0.0294,0.0294
cpr_narrow_momentum,atr_trail_2x,12.69,1,1.0,13.5735,13.5735
cpr_narrow_momentum,atr_trail_2x,14.18,1,1.0,1.2054,1.2054
cpr_narrow_momentum,atr_trail_2x,14.45,1,0.0,-0.1527,-0.1527
cpr_narrow_momentum,atr_trail_2x,19.75,1,1.0,8.7905,8.7905
cpr_narrow_momentum,atr_trail_2x,21.71,1,0.0,-6.1972,-6.1972
cpr_narrow_momentum,atr_trail_mae_conditional,12.28,1,0.0,-1.625,-1.625
cpr_narrow_momentum,atr_trail_mae_conditional,12.69,1,1.0,5.5269,5.5269
cpr_narrow_momentum,atr_trail_mae_conditional,14.18,1,0.0,-0.7304,-0.7304
cpr_narrow_momentum,atr_trail_mae_conditional,14.45,1,1.0,2.8418,2.8418
cpr_narrow_momentum,atr_trail_mae_conditional,19.75,1,1.0,6.5475,6.5475
cpr_narrow_momentum,atr_trail_mae_conditional,21.71,1,0.0,-3.872,-3.872
cpr_narrow_momentum,atr_trail_vix_conditional,12.28,1,0.0,-0.9228,-0.9228
cpr_narrow_momentum,atr_trail_vix_conditional,12.69,1,1.0,2.1393,2.1393
cpr_narrow_momentum,atr_trail_vix_conditional,14.18,1,0.0,-0.3409,-0.3409
cpr_narrow_momentum,atr_trail_vix_conditional,14.45,1,1.0,1.9101,1.9101
cpr_narrow_momentum,atr_trail_vix_conditional,19.75,1,1.0,6.5475,6.5475
cpr_narrow_momentum,atr_trail_vix_conditional,21.71,1,0.0,-5.8081,-5.8081
cpr_narrow_momentum,break_even_at_1r,12.28,1,0.0,-2.7851,-2.7851
cpr_narrow_momentum,break_even_at_1r,12.69,1,1.0,13.3654,13.3654
cpr_narrow_momentum,break_even_at_1r,14.18,1,0.0,-1.4372,-1.4372
cpr_narrow_momentum,break_even_at_1r,14.45,1,0.0,0.0,0.0
cpr_narrow_momentum,break_even_at_1r,19.75,1,1.0,21.9185,21.9185
cpr_narrow_momentum,break_even_at_1r,21.71,1,0.0,-3.872,-3.872
cpr_narrow_momentum,breakeven_plus_trail,12.28,1,1.0,59.851,59.851
cpr_narrow_momentum,breakeven_plus_trail,12.69,1,1.0,13.3654,13.3654
cpr_narrow_momentum,breakeven_plus_trail,14.18,1,0.0,0.0,0.0
cpr_narrow_momentum,breakeven_plus_trail,14.45,1,0.0,0.0,0.0
cpr_narrow_momentum,breakeven_plus_trail,19.75,1,1.0,21.9185,21.9185
cpr_narrow_momentum,breakeven_plus_trail,21.71,1,0.0,-7.7441,-7.7441
cpr_narrow_momentum,chandelier_3x,12.28,1,1.0,37.9118,37.9118
cpr_narrow_momentum,chandelier_3x,12.69,1,1.0,13.6075,13.6075
cpr_narrow_momentum,chandelier_3x,14.18,1,1.0,0.9457,0.9457
cpr_narrow_momentum,chandelier_3x,14.45,1,0.0,-2.4603,-2.4603
cpr_narrow_momentum,chandelier_3x,19.75,1,1.0,7.7662,7.7662
cpr_narrow_momentum,chandelier_3x,21.71,1,0.0,-7.4903,-7.4903
