tier,trades,win_rate,avg_pnl,profit_factor,total_roi,tier_3_consolidated
VERY_HIGH,1,0.0,-6.2697,0.0,-6.2697,HIGH
HIGH,9,0.4444,3.9848,1.9171,35.8635,MEDIUM
MEDIUM,3,0.6667,3.9192,3.3971,11.7576,LOW
LOW,4,0.5,-3.4207,0.1591,-13.6829,LOW
