strategy,exit_method,trades,win_rate,profit_factor,avg_pnl_pct,total_roi_pct,max_drawdown_pct,avg_hold_days,actual_fire_rate,composite_score,recommended
cpr_narrow_momentum,next_pivot_target,6,1.0,999.0,4.032,24.1918,0.0,20.2,1.0,100.0,True
cpr_narrow_momentum,class_time_stop,6,0.8333,2.9386,5.5671,33.4028,0.0,37.0,1.0,93.33,False
cpr_narrow_momentum,atr_trail_2x,6,0.6667,3.7164,2.8748,17.2489,-0.1527,28.3,1.0,86.44,False
cpr_narrow_momentum,time_stop_20d,6,0.6667,2.1823,4.3284,25.9706,-2.1693,29.5,1.0,83.41,False
cpr_narrow_momentum,regime_flip,6,0.6667,2.1823,4.3284,25.9706,-2.1693,29.5,1.0,83.41,False
cpr_narrow_momentum,chandelier_3x,6,0.6667,6.053,8.3801,50.2806,-2.4603,36.0,1.0,82.98,False
cpr_narrow_momentum,time_stop_10d,6,0.6667,2.5715,3.1528,18.917,-2.6734,15.0,1.0,82.66,False
cpr_narrow_momentum,fixed_4r_2r,6,0.6667,4.6174,6.65,39.9003,-3.2861,30.3,1.0,81.74,False
cpr_narrow_momentum,breakeven_plus_trail,6,0.5,12.2848,14.5651,87.3908,0.0,53.0,0.6667,80.0,False
cpr_narrow_momentum,trailing_15pct,6,0.6667,9.1453,23.7588,142.553,-4.8078,81.0,0.1667,79.46,False
cpr_narrow_momentum,atr_trail_1x,6,0.5,2.3953,1.4481,8.6888,-1.625,10.0,1.0,77.56,False
cpr_narrow_momentum,reverse_signal,6,0.5,2.3953,1.4481,8.6888,-1.625,10.0,1.0,77.56,False
cpr_narrow_momentum,multi_tier_partial,6,0.5,2.0517,1.0916,6.5496,-1.625,10.0,1.0,77.56,False
cpr_narrow_momentum,mfe_lockin_trail,6,0.5,2.2124,1.2583,7.5499,-1.625,9.0,1.0,77.56,False
cpr_narrow_momentum,atr_trail_mae_conditional,6,0.5,2.3953,1.4481,8.6888,-1.625,10.0,1.0,77.56,False
cpr_narrow_momentum,ma_exit_ema9,6,0.5,3.3095,3.5137,21.0824,-2.7886,17.2,1.0,75.82,False
cpr_narrow_momentum,r_multiple_3r,6,0.5,2.9668,3.2504,19.5024,-3.2589,14.5,1.0,75.11,False
cpr_narrow_momentum,trailing_5pct,6,0.5,2.3154,2.2999,13.7992,-4.0535,22.3,1.0,73.92,False
cpr_narrow_momentum,trailing_10pct,6,0.5,4.0159,8.7205,52.3229,-4.8078,62.0,0.6667,72.79,False
cpr_narrow_momentum,break_even_at_1r,6,0.3333,4.3591,4.5316,27.1896,-2.7851,39.0,0.8333,69.15,False
cpr_narrow_momentum,earnings_blackout,6,0.6667,1.6491,10.5,63.0002,-4.8078,99.8,0.0,68.93,False
cpr_narrow_momentum,atr_trail_vix_conditional,6,0.5,1.4985,0.5875,3.5251,-0.9228,6.7,1.0,63.57,False
cpr_narrow_momentum,hybrid_50pct_target,6,0.8333,0.8111,-2.9038,-17.4227,0.0,85.2,0.6667,63.33,False
cpr_narrow_momentum,r_multiple_2r,6,0.5,1.4968,0.8211,4.9265,-3.2589,12.5,1.0,60.02,False
cpr_narrow_momentum,smc_mitigation_zone,6,0.1667,0.7514,-0.3048,-1.8287,-2.0576,3.8,1.0,33.58,False
