ticker,strategy,entry_date,direction,entry_price,exit_method,pnl_pct,win,hold_days,exit_price,exit_date,exit_reason,regime_at_entry,sector,confidence_tier,cap_band,vol_band,hold_duration_band,win_loss_outcome,universe_tier,smart_money_signal_present,vix_at_entry,entry_atr_ratio,mae_bucket,mfe_bucket,regime_changed_during_hold,earnings_during_hold,circuit_breaker_active_during_hold,news_sentiment_shift_during_hold,8K_filed_during_hold,day_of_week_at_entry,days_from_quarter_end_at_entry,vix_term_structure,hy_oas_band_at_entry,adv_bucket,volume_rank_within_sector,sector_momentum_vs_spy_at_entry
NVDA,cpr_narrow_momentum,2023-10-20,short,41.1514,multi_tier_partial,-3.872,False,3,42.7448,2023-10-23,multi_tier_trail_batch227b,neutral,Information Technology,HIGH,unknown,mid_15_25,long_ge_11d,loss,T1c,no,21.71,0.0387204323546708,q4_ge_10pct,q4_ge_10pct,no,no,no_data,high_gt_20,yes,fri,72,unknown,normal_3_5,ge_500M,unknown,no_data
NVDA,cpr_narrow_momentum,2023-11-08,long,47.6292,multi_tier_partial,2.974,True,14,49.0457,2023-11-22,multi_tier_1R_trail_batch227b,neutral,Information Technology,HIGH,unknown,low_lt_15,long_ge_11d,loss,T1c,no,14.45,0.032383495838687194,q4_ge_10pct,q4_ge_10pct,no,yes,no_data,high_gt_20,yes,wed,53,unknown,normal_3_5,ge_500M,unknown,no_data
TSLA,cpr_narrow_momentum,2024-01-10,short,229.892,multi_tier_partial,5.285,True,12,217.7421,2024-01-22,multi_tier_1R_2R_trail_batch227b,neutral,Consumer Discretionary,HIGH,unknown,low_lt_15,long_ge_11d,win,T1c,no,12.69,0.03442747029039723,q4_ge_10pct,q4_ge_10pct,no,yes,no_data,high_gt_20,yes,wed,81,unknown,normal_3_5,ge_500M,unknown,no_data
NVDA,cpr_narrow_momentum,2023-12-15,long,49.4911,multi_tier_partial,-1.625,False,5,48.6868,2023-12-20,multi_tier_trail_batch227b,neutral,Information Technology,HIGH,unknown,low_lt_15,long_ge_11d,win,T1c,no,12.28,0.027851472284915874,q4_ge_10pct,q4_ge_10pct,no,yes,no_data,high_gt_20,yes,fri,16,unknown,normal_3_5,ge_500M,unknown,no_data
MSFT,cpr_narrow_momentum,2023-10-30,long,339.2758,multi_tier_partial,4.518,True,11,354.6041,2023-11-10,multi_tier_1R_2R_trail_batch227b,neutral,Information Technology,HIGH,unknown,mid_15_25,long_ge_11d,win,T1c,no,19.75,0.023354450862690473,q4_ge_10pct,q4_ge_10pct,no,yes,no_data,high_gt_20,yes,mon,62,unknown,normal_3_5,ge_500M,unknown,no_data
AAPL,cpr_narrow_momentum,2023-11-15,long,189.879,multi_tier_partial,-0.7304,False,15,188.4922,2023-11-30,multi_tier_trail_batch227b,neutral,Information Technology,VERY_HIGH,unknown,low_lt_15,long_ge_11d,loss,T1c,no,14.18,0.016430463611036502,q4_ge_10pct,q4_ge_10pct,no,yes,no_data,high_gt_20,yes,wed,46,unknown,normal_3_5,ge_500M,unknown,no_data
NVDA,cpr_narrow_momentum,2023-10-20,short,41.1514,reverse_signal,-3.872,False,3,42.7448,2023-10-23,atr_trailing_stop,neutral,Information Technology,HIGH,unknown,mid_15_25,long_ge_11d,loss,T1c,no,21.71,0.0387204323546708,q4_ge_10pct,q4_ge_10pct,no,no,no_data,high_gt_20,yes,fri,72,unknown,normal_3_5,ge_500M,unknown,no_data
NVDA,cpr_narrow_momentum,2023-11-08,long,47.6292,reverse_signal,2.8418,True,14,48.9827,2023-11-22,atr_trailing_stop,neutral,Information Technology,HIGH,unknown,low_lt_15,long_ge_11d,loss,T1c,no,14.45,0.032383495838687194,q4_ge_10pct,q4_ge_10pct,no,yes,no_data,high_gt_20,yes,wed,53,unknown,normal_3_5,ge_500M,unknown,no_data
TSLA,cpr_narrow_momentum,2024-01-10,short,229.892,reverse_signal,5.5269,True,12,217.1861,2024-01-22,atr_trailing_stop,neutral,Consumer Discretionary,HIGH,unknown,low_lt_15,long_ge_11d,win,T1c,no,12.69,0.03442747029039723,q4_ge_10pct,q4_ge_10pct,no,yes,no_data,high_gt_20,yes,wed,81,unknown,normal_3_5,ge_500M,unknown,no_data
NVDA,cpr_narrow_momentum,2023-12-15,long,49.4911,reverse_signal,-1.625,False,5,48.6868,2023-12-20,atr_trailing_stop,neutral,Information Technology,HIGH,unknown,low_lt_15,long_ge_11d,win,T1c,no,12.28,0.027851472284915874,q4_ge_10pct,q4_ge_10pct,no,yes,no_data,high_gt_20,yes,fri,16,unknown,normal_3_5,ge_500M,unknown,no_data
MSFT,cpr_narrow_momentum,2023-10-30,long,339.2758,reverse_signal,6.5475,True,11,361.49,2023-11-10,atr_trailing_stop,neutral,Information Technology,HIGH,unknown,mid_15_25,long_ge_11d,win,T1c,no,19.75,0.023354450862690473,q4_ge_10pct,q4_ge_10pct,no,yes,no_data,high_gt_20,yes,mon,62,unknown,normal_3_5,ge_500M,unknown,no_data
AAPL,cpr_narrow_momentum,2023-11-15,long,189.879,reverse_signal,-0.7304,False,15,188.4922,2023-11-30,atr_trailing_stop,neutral,Information Technology,VERY_HIGH,unknown,low_lt_15,long_ge_11d,loss,T1c,no,14.18,0.016430463611036502,q4_ge_10pct,q4_ge_10pct,no,yes,no_data,high_gt_20,yes,wed,46,unknown,normal_3_5,ge_500M,unknown,no_data
NVDA,cpr_narrow_momentum,2023-10-20,short,41.1514,smc_mitigation_zone,-3.872,False,3,42.7448,2023-10-23,smc_trail_safety_batch227a,neutral,Information Technology,HIGH,unknown,mid_15_25,long_ge_11d,loss,T1c,no,21.71,0.0387204323546708,q4_ge_10pct,q4_ge_10pct,no,no,no_data,high_gt_20,yes,fri,72,unknown,normal_3_5,ge_500M,unknown,no_data
NVDA,cpr_narrow_momentum,2023-11-08,long,47.6292,smc_mitigation_zone,-1.426,False,1,46.95,2023-11-09,smc_mitigation_batch227a,neutral,Information Technology,HIGH,unknown,low_lt_15,long_ge_11d,loss,T1c,no,14.45,0.032383495838687194,q4_ge_10pct,q4_ge_10pct,no,yes,no_data,high_gt_20,yes,wed,53,unknown,normal_3_5,ge_500M,unknown,no_data
TSLA,cpr_narrow_momentum,2024-01-10,short,229.892,smc_mitigation_zone,5.5269,True,12,217.1861,2024-01-22,smc_trail_safety_batch227a,neutral,Consumer Discretionary,HIGH,unknown,low_lt_15,long_ge_11d,win,T1c,no,12.69,0.03442747029039723,q4_ge_10pct,q4_ge_10pct,no,yes,no_data,high_gt_20,yes,wed,81,unknown,normal_3_5,ge_500M,unknown,no_data
NVDA,cpr_narrow_momentum,2023-12-15,long,49.4911,smc_mitigation_zone,-1.625,False,5,48.6868,2023-12-20,smc_trail_safety_batch227a,neutral,Information Technology,HIGH,unknown,low_lt_15,long_ge_11d,win,T1c,no,12.28,0.027851472284915874,q4_ge_10pct,q4_ge_10pct,no,yes,no_data,high_gt_20,yes,fri,16,unknown,normal_3_5,ge_500M,unknown,no_data
MSFT,cpr_narrow_momentum,2023-10-30,long,339.2758,smc_mitigation_zone,-0.3436,False,1,338.11,2023-10-31,smc_mitigation_batch227a,neutral,Information Technology,HIGH,unknown,mid_15_25,long_ge_11d,win,T1c,no,19.75,0.023354450862690473,q4_ge_10pct,q4_ge_10pct,no,yes,no_data,high_gt_20,yes,mon,62,unknown,normal_3_5,ge_500M,unknown,no_data
AAPL,cpr_narrow_momentum,2023-11-15,long,189.879,smc_mitigation_zone,-0.089,False,1,189.71,2023-11-16,smc_mitigation_batch227a,neutral,Information Technology,VERY_HIGH,unknown,low_lt_15,long_ge_11d,loss,T1c,no,14.18,0.016430463611036502,q4_ge_10pct,q4_ge_10pct,no,yes,no_data,high_gt_20,yes,wed,46,unknown,normal_3_5,ge_500M,unknown,no_data
NVDA,cpr_narrow_momentum,2023-10-20,short,41.1514,chandelier_3x,-7.4903,False,14,44.2338,2023-11-03,chandelier_exit,neutral,Information Technology,HIGH,unknown,mid_15_25,long_ge_11d,loss,T1c,no,21.71,0.0387204323546708,q4_ge_10pct,q4_ge_10pct,no,no,no_data,high_gt_20,yes,fri,72,unknown,normal_3_5,ge_500M,unknown,no_data
NVDA,cpr_narrow_momentum,2023-11-08,long,47.6292,chandelier_3x,-2.4603,False,22,46.4574,2023-11-30,chandelier_exit,neutral,Information Technology,HIGH,unknown,low_lt_15,long_ge_11d,loss,T1c,no,14.45,0.032383495838687194,q4_ge_10pct,q4_ge_10pct,no,yes,no_data,high_gt_20,yes,wed,53,unknown,normal_3_5,ge_500M,unknown,no_data
TSLA,cpr_narrow_momentum,2024-01-10,short,229.892,chandelier_3x,13.6075,True,36,198.6095,2024-02-15,chandelier_exit,neutral,Consumer Discretionary,HIGH,unknown,low_lt_15,long_ge_11d,win,T1c,no,12.69,0.03442747029039723,q4_ge_10pct,q4_ge_10pct,no,yes,no_data,high_gt_20,yes,wed,81,unknown,normal_3_5,ge_500M,unknown,no_data
NVDA,cpr_narrow_momentum,2023-12-15,long,49.4911,chandelier_3x,37.9118,True,67,68.2541,2024-02-20,chandelier_exit,neutral,Information Technology,HIGH,unknown,low_lt_15,long_ge_11d,win,T1c,no,12.28,0.027851472284915874,q4_ge_10pct,q4_ge_10pct,no,yes,no_data,high_gt_20,yes,fri,16,unknown,normal_3_5,ge_500M,unknown,no_data
MSFT,cpr_narrow_momentum,2023-10-30,long,339.2758,chandelier_3x,7.7662,True,35,365.6246,2023-12-04,chandelier_exit,neutral,Information Technology,HIGH,unknown,mid_15_25,long_ge_11d,win,T1c,no,19.75,0.023354450862690473,q4_ge_10pct,q4_ge_10pct,no,yes,no_data,high_gt_20,yes,mon,62,unknown,normal_3_5,ge_500M,unknown,no_data
AAPL,cpr_narrow_momentum,2023-11-15,long,189.879,chandelier_3x,0.9457,True,42,191.6746,2023-12-27,chandelier_exit,neutral,Information Technology,VERY_HIGH,unknown,low_lt_15,long_ge_11d,loss,T1c,no,14.18,0.016430463611036502,q4_ge_10pct,q4_ge_10pct,no,yes,no_data,high_gt_20,yes,wed,46,unknown,normal_3_5,ge_500M,unknown,no_data
NVDA,cpr_narrow_momentum,2023-10-20,short,41.1514,atr_trail_vix_conditional,-5.8081,False,4,43.5415,2023-10-24,atr_trailing_stop,neutral,Information Technology,HIGH,unknown,mid_15_25,long_ge_11d,loss,T1c,no,21.71,0.0387204323546708,q4_ge_10pct,q4_ge_10pct,no,no,no_data,high_gt_20,yes,fri,72,unknown,normal_3_5,ge_500M,unknown,no_data
NVDA,cpr_narrow_momentum,2023-11-08,long,47.6292,atr_trail_vix_conditional,1.9101,True,7,48.539,2023-11-15,atr_trailing_stop,neutral,Information Technology,HIGH,unknown,low_lt_15,long_ge_11d,loss,T1c,no,14.45,0.032383495838687194,q4_ge_10pct,q4_ge_10pct,no,yes,no_data,high_gt_20,yes,wed,53,unknown,normal_3_5,ge_500M,unknown,no_data
TSLA,cpr_narrow_momentum,2024-01-10,short,229.892,atr_trail_vix_conditional,2.1393,True,2,224.974,2024-01-12,atr_trailing_stop,neutral,Consumer Discretionary,HIGH,unknown,low_lt_15,long_ge_11d,win,T1c,no,12.69,0.03442747029039723,q4_ge_10pct,q4_ge_10pct,no,yes,no_data,high_gt_20,yes,wed,81,unknown,normal_3_5,ge_500M,unknown,no_data
NVDA,cpr_narrow_momentum,2023-12-15,long,49.4911,atr_trail_vix_conditional,-0.9228,False,4,49.0344,2023-12-19,atr_trailing_stop,neutral,Information Technology,HIGH,unknown,low_lt_15,long_ge_11d,win,T1c,no,12.28,0.027851472284915874,q4_ge_10pct,q4_ge_10pct,no,yes,no_data,high_gt_20,yes,fri,16,unknown,normal_3_5,ge_500M,unknown,no_data
MSFT,cpr_narrow_momentum,2023-10-30,long,339.2758,atr_trail_vix_conditional,6.5475,True,11,361.49,2023-11-10,atr_trailing_stop,neutral,Information Technology,HIGH,unknown,mid_15_25,long_ge_11d,win,T1c,no,19.75,0.023354450862690473,q4_ge_10pct,q4_ge_10pct,no,yes,no_data,high_gt_20,yes,mon,62,unknown,normal_3_5,ge_500M,unknown,no_data
AAPL,cpr_narrow_momentum,2023-11-15,long,189.879,atr_trail_vix_conditional,-0.3409,False,12,189.2316,2023-11-27,atr_trailing_stop,neutral,Information Technology,VERY_HIGH,unknown,low_lt_15,long_ge_11d,loss,T1c,no,14.18,0.016430463611036502,q4_ge_10pct,q4_ge_10pct,no,yes,no_data,high_gt_20,yes,wed,46,unknown,normal_3_5,ge_500M,unknown,no_data
NVDA,cpr_narrow_momentum,2023-10-20,short,41.1514,mfe_lockin_trail,-3.872,False,3,42.7448,2023-10-23,mfe_pre_threshold_trail,neutral,Information Technology,HIGH,unknown,mid_15_25,long_ge_11d,loss,T1c,no,21.71,0.0387204323546708,q4_ge_10pct,q4_ge_10pct,no,no,no_data,high_gt_20,yes,fri,72,unknown,normal_3_5,ge_500M,unknown,no_data
NVDA,cpr_narrow_momentum,2023-11-08,long,47.6292,mfe_lockin_trail,3.1533,True,14,49.1311,2023-11-22,mfe_pre_threshold_trail,neutral,Information Technology,HIGH,unknown,low_lt_15,long_ge_11d,loss,T1c,no,14.45,0.032383495838687194,q4_ge_10pct,q4_ge_10pct,no,yes,no_data,high_gt_20,yes,wed,53,unknown,normal_3_5,ge_500M,unknown,no_data
TSLA,cpr_narrow_momentum,2024-01-10,short,229.892,mfe_lockin_trail,4.0765,True,6,220.5205,2024-01-16,mfe_lockin_trail,neutral,Consumer Discretionary,HIGH,unknown,low_lt_15,long_ge_11d,win,T1c,no,12.69,0.03442747029039723,q4_ge_10pct,q4_ge_10pct,no,yes,no_data,high_gt_20,yes,wed,81,unknown,normal_3_5,ge_500M,unknown,no_data
NVDA,cpr_narrow_momentum,2023-12-15,long,49.4911,mfe_lockin_trail,-1.625,False,5,48.6868,2023-12-20,mfe_pre_threshold_trail,neutral,Information Technology,HIGH,unknown,low_lt_15,long_ge_11d,win,T1c,no,12.28,0.027851472284915874,q4_ge_10pct,q4_ge_10pct,no,yes,no_data,high_gt_20,yes,fri,16,unknown,normal_3_5,ge_500M,unknown,no_data
MSFT,cpr_narrow_momentum,2023-10-30,long,339.2758,mfe_lockin_trail,6.5475,True,11,361.49,2023-11-10,mfe_lockin_trail,neutral,Information Technology,HIGH,unknown,mid_15_25,long_ge_11d,win,T1c,no,19.75,0.023354450862690473,q4_ge_10pct,q4_ge_10pct,no,yes,no_data,high_gt_20,yes,mon,62,unknown,normal_3_5,ge_500M,unknown,no_data
