date,ticker,level,reason,action,new_stop,exit_price,note
2022-05-06,TLT,5,vix_crisis_433.1,tighten_stop,119.683305,,
2022-05-06,UUP,5,vix_crisis_433.1,tighten_stop,22.649424999999997,,
2022-05-06,AMZN,5,vix_crisis_433.1,tighten_stop,109.41710499999999,,
2022-05-06,DIA,5,vix_crisis_433.1,tighten_stop,311.68208,,
2022-05-06,JPM,5,vix_crisis_433.1,tighten_stop,117.71544999999999,,
2022-05-09,TLT,5,vix_crisis_448.2,tighten_stop,119.35350000000001,,
2022-05-09,UUP,5,vix_crisis_448.2,tighten_stop,22.694372367858886,,
2022-05-09,AMZN,5,vix_crisis_448.2,tighten_stop,109.41710499999999,,
2022-05-09,DIA,5,vix_crisis_448.2,tighten_stop,312.6165,,
2022-05-09,JPM,5,vix_crisis_448.2,tighten_stop,117.71544999999999,,
2022-05-09,QQQ,5,vix_crisis_448.2,tighten_stop,288.930435,,
2022-05-09,WMT,5,vix_crisis_448.2,tighten_stop,47.087415,,
2022-05-09,UUP,5,vix_crisis_448.2,tighten_stop,22.739579999999997,,
2022-05-09,AMZN,5,vix_crisis_448.2,tighten_stop,116.35218,,
2022-05-09,TLT,5,vix_crisis_448.2,tighten_stop,118.382985,,
2022-05-10,TLT,5,vix_crisis_432.9,tighten_stop,119.35350000000001,,
2022-05-10,UUP,5,vix_crisis_432.9,tighten_stop,22.702562522888183,,
2022-05-10,DIA,5,vix_crisis_432.9,tighten_stop,312.6165,,
2022-05-10,JPM,5,vix_crisis_432.9,tighten_stop,117.71544999999999,,
2022-05-10,QQQ,5,vix_crisis_432.9,tighten_stop,288.930435,,
2022-05-10,WMT,5,vix_crisis_432.9,tighten_stop,47.914865,,
2022-05-10,UUP,5,vix_crisis_432.9,tighten_stop,22.739579999999997,,
2022-05-10,AMZN,5,vix_crisis_432.9,tighten_stop,114.22845000000001,,
2022-05-10,TLT,5,vix_crisis_432.9,tighten_stop,118.382985,,
2022-05-10,NVDA,5,vix_crisis_432.9,tighten_stop,16.88017,,
2022-05-10,XLK,5,vix_crisis_432.9,tighten_stop,65.89257,,
2022-05-10,XLF,5,vix_crisis_432.9,tighten_stop,32.548424999999995,,
2022-05-10,QQQ,5,vix_crisis_432.9,tighten_stop,290.08781999999997,,
2022-05-10,AAPL,5,vix_crisis_432.9,tighten_stop,148.30184,,
2022-05-11,TLT,5,vix_crisis_436.5,tighten_stop,119.35350000000001,,
2022-05-11,UUP,5,vix_crisis_436.5,tighten_stop,22.751703453063964,,
2022-05-11,DIA,5,vix_crisis_436.5,tighten_stop,312.6165,,
2022-05-11,QQQ,5,vix_crisis_436.5,tighten_stop,288.930435,,
2022-05-11,WMT,5,vix_crisis_436.5,tighten_stop,47.914865,,
2022-05-11,UUP,5,vix_crisis_436.5,tighten_stop,22.751703453063964,,
2022-05-11,AMZN,5,vix_crisis_436.5,tighten_stop,114.22845000000001,,
2022-05-11,TLT,5,vix_crisis_436.5,tighten_stop,118.382985,,
2022-05-11,NVDA,5,vix_crisis_436.5,tighten_stop,16.88017,,
2022-05-11,XLK,5,vix_crisis_436.5,tighten_stop,65.89257,,
2022-05-11,XLF,5,vix_crisis_436.5,tighten_stop,32.548424999999995,,
2022-05-11,QQQ,5,vix_crisis_436.5,tighten_stop,290.08781999999997,,
2022-05-11,AAPL,5,vix_crisis_436.5,tighten_stop,148.30184,,
2022-05-11,UUP,5,vix_crisis_436.5,tighten_stop,22.718205,,
2022-05-11,JPM,5,vix_crisis_436.5,tighten_stop,113.544095,,
2022-05-11,AMZN,5,vix_crisis_436.5,tighten_stop,102.923665,,
2022-05-11,XLF,5,vix_crisis_436.5,tighten_stop,31.980894999999997,,
2022-05-11,GLD,5,vix_crisis_436.5,tighten_stop,164.03782999999999,,
2022-05-12,TLT,5,vix_crisis_430.9,tighten_stop,119.35350000000001,,
2022-05-12,UUP,5,vix_crisis_430.9,tighten_stop,22.776272106170655,,
2022-05-12,DIA,5,vix_crisis_430.9,tighten_stop,312.6165,,
2022-05-12,QQQ,5,vix_crisis_430.9,tighten_stop,288.930435,,
2022-05-12,WMT,5,vix_crisis_430.9,tighten_stop,47.914865,,
2022-05-12,UUP,5,vix_crisis_430.9,tighten_stop,22.776272106170655,,
2022-05-12,AMZN,5,vix_crisis_430.9,tighten_stop,110.6406,,
2022-05-12,TLT,5,vix_crisis_430.9,tighten_stop,118.382985,,
2022-05-12,XLK,5,vix_crisis_430.9,tighten_stop,65.89257,,
2022-05-12,XLF,5,vix_crisis_430.9,tighten_stop,32.548424999999995,,
2022-05-12,QQQ,5,vix_crisis_430.9,tighten_stop,290.08781999999997,,
2022-05-12,UUP,5,vix_crisis_430.9,tighten_stop,22.776272106170655,,
2022-05-12,JPM,5,vix_crisis_430.9,tighten_stop,113.544095,,
2022-05-12,AMZN,5,vix_crisis_430.9,tighten_stop,102.923665,,
2022-05-12,XLF,5,vix_crisis_430.9,tighten_stop,31.980894999999997,,
2022-05-12,GLD,5,vix_crisis_430.9,tighten_stop,164.17899999999997,,
2022-05-12,JPM,5,vix_crisis_430.9,tighten_stop,111.42397999999999,,
2022-05-12,DIA,5,vix_crisis_430.9,tighten_stop,301.035905,,
2022-05-12,QQQ,5,vix_crisis_430.9,tighten_stop,273.57016999999996,,
2022-05-12,WMT,5,vix_crisis_430.9,tighten_stop,46.867394999999995,,
2022-05-12,AMZN,5,vix_crisis_430.9,tighten_stop,98.00181,,
2022-05-13,TLT,5,vix_crisis_415.5,tighten_stop,119.35350000000001,,
2022-05-13,UUP,5,vix_crisis_415.5,tighten_stop,22.972830390930174,,
2022-05-13,WMT,5,vix_crisis_415.5,tighten_stop,47.914865,,
2022-05-13,UUP,5,vix_crisis_415.5,tighten_stop,22.972830390930174,,
2022-05-13,UUP,5,vix_crisis_415.5,tighten_stop,22.972830390930174,,
2022-05-13,JPM,5,vix_crisis_415.5,tighten_stop,113.544095,,
2022-05-13,XLF,5,vix_crisis_415.5,tighten_stop,31.980894999999997,,
2022-05-13,GLD,5,vix_crisis_415.5,tighten_stop,164.17899999999997,,
2022-05-13,JPM,5,vix_crisis_415.5,tighten_stop,112.138,,
2022-05-13,DIA,5,vix_crisis_415.5,tighten_stop,301.758,,
2022-05-13,QQQ,5,vix_crisis_415.5,tighten_stop,276.5925,,
2022-05-13,WMT,5,vix_crisis_415.5,tighten_stop,46.867394999999995,,
2022-05-13,AMZN,5,vix_crisis_415.5,tighten_stop,101.583975,,
2022-05-13,AAPL,5,vix_crisis_415.5,tighten_stop,137.76216,,
2022-05-13,NVDA,5,vix_crisis_415.5,tighten_stop,16.020324999999996,,
2022-05-13,XLK,5,vix_crisis_415.5,tighten_stop,63.41316499999999,,
2022-05-13,BAC,5,vix_crisis_415.5,tighten_stop,33.848405,,
2022-05-13,UUP,5,vix_crisis_415.5,tighten_stop,23.009285000000002,,
2022-05-16,TLT,5,vix_crisis_395.0,tighten_stop,119.35350000000001,,
2022-05-16,UUP,5,vix_crisis_395.0,tighten_stop,22.972830390930174,,
2022-05-16,WMT,5,vix_crisis_395.0,tighten_stop,47.914865,,
2022-05-16,UUP,5,vix_crisis_395.0,tighten_stop,22.972830390930174,,
2022-05-16,UUP,5,vix_crisis_395.0,tighten_stop,22.972830390930174,,
2022-05-16,JPM,5,vix_crisis_395.0,tighten_stop,113.544095,,
2022-05-16,XLF,5,vix_crisis_395.0,tighten_stop,31.980894999999997,,
2022-05-16,GLD,5,vix_crisis_395.0,tighten_stop,164.17899999999997,,
2022-05-16,JPM,5,vix_crisis_395.0,tighten_stop,113.1355,,
2022-05-16,DIA,5,vix_crisis_395.0,tighten_stop,306.1185,,
2022-05-16,QQQ,5,vix_crisis_395.0,tighten_stop,286.84299999999996,,
2022-05-16,WMT,5,vix_crisis_395.0,tighten_stop,46.8825,,
2022-05-16,AMZN,5,vix_crisis_395.0,tighten_stop,107.40225,,
2022-05-16,AAPL,5,vix_crisis_395.0,tighten_stop,139.7545,,
2022-05-16,XLK,5,vix_crisis_395.0,tighten_stop,64.5335,,
2022-05-16,BAC,5,vix_crisis_395.0,tighten_stop,33.848405,,
2022-05-16,UUP,5,vix_crisis_395.0,tighten_stop,23.009285000000002,,
2022-05-16,GLD,5,vix_crisis_395.0,tighten_stop,160.090675,,
2022-05-16,VXX,5,vix_crisis_395.0,tighten_stop,436.618455,,
2022-05-16,XLE,5,vix_crisis_395.0,tighten_stop,38.533615,,
2022-05-16,WMT,5,vix_crisis_395.0,tighten_stop,47.384004999999995,,
2022-05-16,UUP,5,vix_crisis_395.0,tighten_stop,22.89614,,
2022-05-17,TLT,5,vix_crisis_396.6,tighten_stop,119.35350000000001,,
2022-05-17,UUP,5,vix_crisis_396.6,tighten_stop,22.972830390930174,,
2022-05-17,WMT,5,vix_crisis_396.6,tighten_stop,47.914865,,
2022-05-17,UUP,5,vix_crisis_396.6,tighten_stop,22.972830390930174,,
2022-05-17,UUP,5,vix_crisis_396.6,tighten_stop,22.972830390930174,,
2022-05-17,JPM,5,vix_crisis_396.6,tighten_stop,113.544095,,
2022-05-17,XLF,5,vix_crisis_396.6,tighten_stop,31.980894999999997,,
2022-05-17,GLD,5,vix_crisis_396.6,tighten_stop,164.17899999999997,,
2022-05-17,JPM,5,vix_crisis_396.6,tighten_stop,113.1355,,
2022-05-17,DIA,5,vix_crisis_396.6,tighten_stop,306.64099999999996,,
2022-05-17,QQQ,5,vix_crisis_396.6,tighten_stop,286.84299999999996,,
2022-05-17,WMT,5,vix_crisis_396.6,tighten_stop,46.933135,,
2022-05-17,AMZN,5,vix_crisis_396.6,tighten_stop,107.40225,,
2022-05-17,AAPL,5,vix_crisis_396.6,tighten_stop,139.7545,,
2022-05-17,XLK,5,vix_crisis_396.6,tighten_stop,64.5335,,
2022-05-17,BAC,5,vix_crisis_396.6,tighten_stop,33.848405,,
2022-05-17,UUP,5,vix_crisis_396.6,tighten_stop,23.009285000000002,,
2022-05-17,GLD,5,vix_crisis_396.6,tighten_stop,161.88,,
2022-05-17,XLE,5,vix_crisis_396.6,tighten_stop,39.38225,,
2022-05-17,WMT,5,vix_crisis_396.6,tighten_stop,47.384004999999995,,
2022-05-17,UUP,5,vix_crisis_396.6,tighten_stop,22.89614,,
2022-05-17,VXX,5,vix_crisis_396.6,tighten_stop,403.23927000000003,,
2022-05-17,BAC,5,vix_crisis_396.6,tighten_stop,33.968485,,
2022-05-17,TSLA,5,vix_crisis_396.6,tighten_stop,237.72895,,
2022-05-17,NVDA,5,vix_crisis_396.6,tighten_stop,18.892335,,
2022-05-17,AAPL,5,vix_crisis_396.6,tighten_stop,141.951755,,
2022-05-18,TLT,5,vix_crisis_417.4,tighten_stop,119.35350000000001,,
2022-05-18,UUP,5,vix_crisis_417.4,tighten_stop,22.972830390930174,,
2022-05-18,UUP,5,vix_crisis_417.4,tighten_stop,22.972830390930174,,
2022-05-18,UUP,5,vix_crisis_417.4,tighten_stop,22.972830390930174,,
2022-05-18,JPM,5,vix_crisis_417.4,tighten_stop,116.071,,
2022-05-18,XLF,5,vix_crisis_417.4,tighten_stop,32.433,,
2022-05-18,GLD,5,vix_crisis_417.4,tighten_stop,164.17899999999997,,
2022-05-18,JPM,5,vix_crisis_417.4,tighten_stop,116.071,,
2022-05-18,DIA,5,vix_crisis_417.4,tighten_stop,310.745,,
2022-05-18,QQQ,5,vix_crisis_417.4,tighten_stop,290.8615,,
2022-05-18,AMZN,5,vix_crisis_417.4,tighten_stop,109.60007499999999,,
2022-05-18,AAPL,5,vix_crisis_417.4,tighten_stop,141.778,,
2022-05-18,XLK,5,vix_crisis_417.4,tighten_stop,65.816,,
2022-05-18,BAC,5,vix_crisis_417.4,tighten_stop,34.1905,,
2022-05-18,UUP,5,vix_crisis_417.4,tighten_stop,23.009285000000002,,
2022-05-18,GLD,5,vix_crisis_417.4,tighten_stop,161.88,,
2022-05-18,XLE,5,vix_crisis_417.4,tighten_stop,39.83825,,
2022-05-18,UUP,5,vix_crisis_417.4,tighten_stop,22.89614,,
2022-05-18,BAC,5,vix_crisis_417.4,tighten_stop,34.1905,,
2022-05-18,TSLA,5,vix_crisis_417.4,tighten_stop,241.1765,,
2022-05-18,NVDA,5,vix_crisis_417.4,tighten_stop,18.892335,,
2022-05-18,AAPL,5,vix_crisis_417.4,tighten_stop,141.951755,,
2022-05-18,WMT,5,vix_crisis_417.4,tighten_stop,40.70616999999999,,
2022-05-18,VXX,5,vix_crisis_417.4,tighten_stop,424.03809,,
2022-05-18,JPM,5,vix_crisis_417.4,tighten_stop,115.49083499999999,,
2022-05-18,XLE,5,vix_crisis_417.4,tighten_stop,40.164005,,
2022-05-18,UUP,5,vix_crisis_417.4,tighten_stop,25.039665000000003,,
2022-05-19,TLT,5,vix_crisis_405.7,tighten_stop,119.35350000000001,,
2022-05-19,UUP,5,vix_crisis_405.7,tighten_stop,22.972830390930174,,
2022-05-19,UUP,5,vix_crisis_405.7,tighten_stop,22.972830390930174,,
2022-05-19,UUP,5,vix_crisis_405.7,tighten_stop,22.972830390930174,,
2022-05-19,JPM,5,vix_crisis_405.7,tighten_stop,116.071,,
2022-05-19,XLF,5,vix_crisis_405.7,tighten_stop,32.433,,
2022-05-19,GLD,5,vix_crisis_405.7,tighten_stop,164.17899999999997,,
2022-05-19,JPM,5,vix_crisis_405.7,tighten_stop,116.071,,
2022-05-19,DIA,5,vix_crisis_405.7,tighten_stop,310.745,,
