ticker,strategy,entry_date,direction,entry_price,exit_method,pnl_pct,win,hold_days,exit_price,exit_date
AMZN,bollinger_tight,2022-05-05,long,115.1759,trailing_10pct,-10.0,False,7,103.6583,2022-05-12
DIA,bollinger_tight,2022-05-05,long,328.0864,trailing_10pct,-8.7152,False,42,299.493,2022-06-16
QQQ,bollinger_tight,2022-05-06,long,304.1373,trailing_10pct,-6.969,False,38,282.942,2022-06-13
XLF,bollinger_tight,2022-05-09,long,34.2615,trailing_10pct,-6.5628,False,35,32.013,2022-06-13
NVDA,bollinger_tight,2022-05-12,long,16.8635,trailing_10pct,-2.9899,False,8,16.3593,2022-05-20
WMT,bollinger_tight,2022-05-11,long,49.3341,trailing_10pct,-9.8738,False,6,44.463,2022-05-17
AMZN,bollinger_tight,2022-05-11,long,103.1598,trailing_10pct,0.6513,True,13,103.8316,2022-05-24
TSLA,bollinger_tight,2022-05-16,long,250.241,trailing_10pct,-8.6948,False,4,228.483,2022-05-20
AAPL,bollinger_tight,2022-05-16,long,149.4229,trailing_10pct,-10.0,False,4,134.4806,2022-05-20
JPM,bollinger_tight,2022-05-11,long,117.2884,trailing_10pct,1.4653,True,33,119.007,2022-06-13
BAC,bollinger_tight,2022-05-12,long,35.6299,trailing_10pct,-6.034,False,29,33.48,2022-06-10
TSLA,bollinger_tight,2022-05-20,long,218.9596,trailing_10pct,6.184,True,18,232.5,2022-06-07
TSLA,bollinger_tight,2022-05-24,long,208.4046,trailing_10pct,11.5618,True,14,232.5,2022-06-07
WMT,bollinger_tight,2022-05-18,long,40.4018,trailing_10pct,13.9875,True,294,46.053,2023-03-08
BAC,bollinger_tight,2022-05-20,long,34.9045,trailing_10pct,-4.0811,False,21,33.48,2022-06-10
XLK,bollinger_tight,2022-05-18,long,65.6838,trailing_10pct,-1.7429,False,26,64.539,2022-06-13
QQQ,bollinger_tight,2022-05-18,long,289.5606,trailing_10pct,-2.2857,False,26,282.942,2022-06-13
SPY,bollinger_tight,2022-05-19,long,393.7507,trailing_10pct,-4.5967,False,25,375.651,2022-06-13
TLT,bollinger_tight,2022-05-30,short,116.9579,trailing_10pct,-2.3368,False,63,119.691,2022-08-01
JPM,bollinger_tight,2022-06-14,long,115.9516,trailing_10pct,-4.0401,False,100,111.267,2022-09-22
XLK,bollinger_tight,2022-06-16,long,61.7545,trailing_10pct,10.4405,True,75,68.202,2022-08-30
GLD,bollinger_tight,2022-05-10,long,172.6714,trailing_10pct,-9.026,False,128,157.086,2022-09-15
NVDA,bollinger_tight,2022-07-01,long,14.2302,trailing_10pct,21.5268,True,38,17.2935,2022-08-08
WMT,bollinger_tight,2022-07-19,short,43.4366,trailing_10pct,-2.9685,False,13,44.726,2022-08-01
TLT,bollinger_tight,2022-07-13,short,114.9111,trailing_10pct,11.549,True,133,101.64,2022-11-23
GOOGL,bollinger_tight,2022-07-25,long,106.8501,trailing_10pct,2.8282,True,35,109.872,2022-08-29
NVDA,bollinger_tight,2022-08-23,long,17.0543,trailing_10pct,-5.4684,False,6,16.1217,2022-08-29
SPY,bollinger_tight,2022-06-15,long,371.4702,trailing_10pct,4.1079,True,93,386.73,2022-09-16
DIA,bollinger_tight,2022-06-17,long,303.6133,trailing_10pct,1.3019,True,91,307.566,2022-09-16
GOOGL,bollinger_tight,2022-08-23,long,113.6267,trailing_10pct,-7.6053,False,21,104.985,2022-09-13
GLD,bollinger_tight,2022-07-08,long,162.0155,trailing_10pct,-6.7478,False,80,151.083,2022-09-26
BAC,bollinger_tight,2022-08-15,short,36.1551,trailing_10pct,9.4263,True,63,32.747,2022-10-17
AAPL,bollinger_tight,2022-08-10,short,169.8416,trailing_10pct,10.4931,True,76,152.02,2022-10-25
QQQ,bollinger_tight,2022-08-15,short,331.8552,trailing_10pct,13.6554,True,88,286.539,2022-11-11
XLK,bollinger_tight,2022-08-30,long,68.7669,trailing_10pct,-8.7788,False,23,62.73,2022-09-22
MSFT,bollinger_tight,2022-08-31,long,259.3345,trailing_10pct,-7.4612,False,20,239.985,2022-09-20
NVDA,bollinger_tight,2022-09-02,long,13.76,trailing_10pct,-5.1272,False,12,13.0545,2022-09-14
SPY,bollinger_tight,2022-08-26,long,402.6293,trailing_10pct,-8.1356,False,28,369.873,2022-09-23
DIA,bollinger_tight,2022-08-26,long,320.8734,trailing_10pct,-8.9632,False,31,292.113,2022-09-26
META,bollinger_tight,2022-09-13,long,153.58,trailing_10pct,-10.0,False,13,138.222,2022-09-26
GOOGL,bollinger_tight,2022-09-13,long,104.7519,trailing_10pct,-9.7868,False,30,94.5,2022-10-13
META,bollinger_tight,2022-09-16,long,145.5576,trailing_10pct,-8.4775,False,21,133.218,2022-10-07
AAPL,bollinger_tight,2022-09-16,long,149.5672,trailing_10pct,-5.5876,False,13,141.21,2022-09-29
XLK,bollinger_tight,2022-09-16,long,63.6531,trailing_10pct,-8.4915,False,25,58.248,2022-10-11
MSFT,bollinger_tight,2022-09-15,long,244.5669,trailing_10pct,-8.295,False,26,224.28,2022-10-11
JPM,bollinger_tight,2022-09-23,long,108.1992,trailing_10pct,-6.198,False,19,101.493,2022-10-12
QQQ,bollinger_tight,2022-09-26,long,278.2417,trailing_10pct,-4.9934,False,87,264.348,2022-12-22
XLK,bollinger_tight,2022-09-29,long,60.3475,trailing_10pct,-5.3059,False,14,57.1455,2022-10-13
XLF,bollinger_tight,2022-09-30,long,30.6995,trailing_10pct,8.4708,True,161,33.3,2023-03-10
SPY,bollinger_tight,2022-09-27,long,364.5896,trailing_10pct,13.0068,True,394,412.011,2023-10-26
AAPL,bollinger_tight,2022-09-30,long,138.4183,trailing_10pct,1.2626,True,34,140.166,2022-11-03
GOOGL,bollinger_tight,2022-09-30,long,97.0174,trailing_10pct,-3.0772,False,27,94.032,2022-10-27
DIA,bollinger_tight,2022-09-23,long,294.8138,trailing_10pct,37.6618,True,923,405.846,2025-04-03
QQQ,bollinger_tight,2022-10-10,long,264.9493,trailing_10pct,-0.2269,False,73,264.348,2022-12-22
MSFT,bollinger_tight,2022-10-11,long,225.7391,trailing_10pct,-0.0643,False,22,225.594,2022-11-02
TSLA,bollinger_tight,2022-10-11,long,215.7694,trailing_10pct,-7.3845,False,13,199.836,2022-10-24
NVDA,bollinger_tight,2022-10-12,long,11.0204,trailing_10pct,47.5881,True,68,16.2648,2022-12-19
XLK,bollinger_tight,2022-10-12,long,56.8753,trailing_10pct,7.7225,True,71,61.2675,2022-12-22
AAPL,bollinger_tight,2022-10-12,long,135.5194,trailing_10pct,3.4287,True,22,140.166,2022-11-03
GLD,bollinger_tight,2022-09-14,long,156.9232,trailing_10pct,9.2229,True,380,171.396,2023-09-29
TSLA,bollinger_tight,2022-10-14,long,210.8725,trailing_10pct,-5.2337,False,10,199.836,2022-10-24
META,bollinger_tight,2022-10-14,long,130.8593,trailing_10pct,-5.4259,False,13,123.759,2022-10-27
XLK,bollinger_tight,2022-10-14,long,59.9945,trailing_10pct,2.1219,True,69,61.2675,2022-12-22
UUP,bollinger_tight,2022-05-23,long,23.5222,trailing_10pct,1.1664,True,240,23.7966,2023-01-18
DIA,bollinger_tight,2022-10-27,short,321.5419,trailing_10pct,-8.9594,False,265,350.35,2023-07-19
META,bollinger_tight,2022-11-03,long,90.6319,trailing_10pct,90.284,True,105,172.458,2023-02-16
AMZN,bollinger_tight,2022-11-08,long,89.6549,trailing_10pct,1.178,True,13,90.711,2022-11-21
TSLA,bollinger_tight,2022-11-09,long,190.7545,trailing_10pct,-7.5393,False,12,176.373,2022-11-21
TSLA,bollinger_tight,2022-11-21,long,168.9593,trailing_10pct,3.7966,True,15,175.374,2022-12-06
GOOGL,bollinger_tight,2022-11-02,long,86.514,trailing_10pct,5.0593,True,43,90.891,2022-12-15
MSFT,bollinger_tight,2022-11-02,long,220.4211,trailing_10pct,5.0253,True,63,231.498,2023-01-04
TLT,bollinger_tight,2022-11-22,short,102.0429,trailing_10pct,10.7758,True,365,91.047,2023-11-22
XLE,bollinger_tight,2022-11-28,long,45.2336,trailing_10pct,-7.3708,False,86,41.8995,2023-02-22
GOOGL,bollinger_tight,2022-12-08,long,93.9167,trailing_10pct,-8.3582,False,20,86.067,2022-12-28
TSLA,bollinger_tight,2022-12-13,long,159.6571,trailing_10pct,-10.0,False,7,143.6914,2022-12-20
XLK,bollinger_tight,2022-12-15,long,64.4162,trailing_10pct,25.9264,True,285,81.117,2023-09-26
AMZN,bollinger_tight,2022-12-20,long,86.4039,trailing_10pct,17.6093,True,48,101.619,2023-02-06
TSLA,bollinger_tight,2022-12-20,long,139.6992,trailing_10pct,-10.0,False,2,125.7293,2022-12-22
TSLA,bollinger_tight,2022-12-22,long,126.6624,trailing_10pct,-10.0,False,5,113.9962,2022-12-27
NVDA,bollinger_tight,2022-12-23,long,15.1097,trailing_10pct,36.8254,True,60,20.6739,2023-02-21
QQQ,bollinger_tight,2022-12-19,long,268.759,trailing_10pct,29.1737,True,311,347.166,2023-10-26
JPM,bollinger_tight,2022-11-11,short,134.6423,trailing_10pct,-5.6273,False,63,142.219,2023-01-13
XLE,bollinger_tight,2022-12-08,long,42.2611,trailing_10pct,-0.8556,False,76,41.8995,2023-02-22
AAPL,bollinger_tight,2022-12-23,long,131.6249,trailing_10pct,34.3249,True,231,176.805,2023-08-11
TSLA,bollinger_tight,2022-12-27,long,110.642,trailing_10pct,0.1988,True,7,110.862,2023-01-03
XLF,bollinger_tight,2022-11-23,short,36.0152,trailing_10pct,-2.0125,False,70,36.74,2023-02-01
MSFT,bollinger_tight,2022-12-22,long,236.5051,trailing_10pct,36.8009,True,229,323.541,2023-08-08
TSLA,bollinger_tight,2023-01-03,long,109.3756,trailing_10pct,-6.491,False,3,102.276,2023-01-06
TLT,bollinger_tight,2022-12-02,short,105.6847,trailing_10pct,13.8503,True,355,91.047,2023-11-22
NVDA,bollinger_tight,2022-12-28,long,14.4612,trailing_10pct,42.9612,True,55,20.6739,2023-02-21
BAC,bollinger_tight,2022-12-08,long,32.1908,trailing_10pct,2.8027,True,84,33.093,2023-03-02
UUP,bollinger_tight,2022-11-11,long,24.8899,trailing_10pct,4.3708,True,963,25.9778,2025-07-01
WMT,bollinger_tight,2022-11-25,short,50.8543,trailing_10pct,-0.0985,False,60,50.9044,2023-01-24
GOOGL,bollinger_tight,2022-12-28,long,86.8103,trailing_10pct,11.6987,True,43,96.966,2023-02-09
META,bollinger_tight,2023-02-01,short,182.6832,trailing_10pct,-2.086,False,30,186.494,2023-03-03
JPM,bollinger_tight,2023-01-11,short,139.8509,trailing_10pct,1.7518,True,93,137.401,2023-04-14
GLD,bollinger_tight,2022-10-19,long,151.9886,trailing_10pct,12.769,True,345,171.396,2023-09-29
MSFT,bollinger_tight,2023-01-05,long,223.4037,trailing_10pct,44.8235,True,215,323.541,2023-08-08
XLK,bollinger_tight,2022-12-27,long,61.5934,trailing_10pct,31.6976,True,273,81.117,2023-09-26
SPY,bollinger_tight,2022-12-20,long,383.6379,trailing_10pct,7.3958,True,310,412.011,2023-10-26
WMT,bollinger_tight,2023-02-06,long,46.6574,trailing_10pct,9.1659,True,298,50.934,2023-12-01
META,bollinger_tight,2023-02-07,short,189.5544,trailing_10pct,1.6145,True,24,186.494,2023-03-03
BAC,bollinger_tight,2023-02-23,long,33.9266,trailing_10pct,-9.0094,False,14,30.87,2023-03-09
XLF,bollinger_tight,2023-02-22,long,35.7758,trailing_10pct,-9.3857,False,19,32.418,2023-03-13
TLT,bollinger_tight,2023-02-01,short,108.8128,trailing_10pct,16.3269,True,294,91.047,2023-11-22
XLE,bollinger_tight,2023-02-20,long,42.091,trailing_10pct,-6.6665,False,23,39.285,2023-03-15
XLF,bollinger_tight,2023-03-09,long,33.194,trailing_10pct,-3.4765,False,228,32.04,2023-10-23
BAC,bollinger_tight,2023-03-10,long,29.0501,trailing_10pct,-5.3222,False,55,27.504,2023-05-04
XLF,bollinger_tight,2023-03-15,long,31.2302,trailing_10pct,2.593,True,222,32.04,2023-10-23
JPM,bollinger_tight,2023-03-17,long,127.2996,trailing_10pct,11.705,True,201,142.2,2023-10-04
XLE,bollinger_tight,2023-03-17,long,38.1044,trailing_10pct,3.0157,True,48,39.2535,2023-05-04
DIA,bollinger_tight,2022-11-22,short,340.4729,trailing_10pct,-2.901,False,239,350.35,2023-07-19
NVDA,bollinger_tight,2023-03-30,short,27.0752,trailing_10pct,-6.6108,False,32,28.8651,2023-05-01
XLE,bollinger_tight,2023-05-01,long,41.6424,trailing_10pct,0.8876,True,190,42.012,2023-11-07
GLD,bollinger_tight,2023-02-16,long,170.0085,trailing_10pct,0.8161,True,225,171.396,2023-09-29
WMT,bollinger_tight,2023-03-08,long,46.3382,trailing_10pct,9.9179,True,268,50.934,2023-12-01
MSFT,bollinger_tight,2023-05-22,short,319.6594,trailing_10pct,-8.0009,False,24,345.235,2023-06-15
QQQ,bollinger_tight,2023-05-22,short,335.6151,trailing_10pct,-8.7004,False,23,364.815,2023-06-14
XLE,bollinger_tight,2023-05-03,long,39.5234,trailing_10pct,6.2965,True,188,42.012,2023-11-07
AMZN,bollinger_tight,2023-05-30,short,121.3319,trailing_10pct,-9.3183,False,44,132.638,2023-07-13
AMZN,bollinger_tight,2023-06-06,short,126.8683,trailing_10pct,-5.1114,False,37,133.353,2023-07-13
MSFT,bollinger_tight,2023-05-29,short,334.7262,trailing_10pct,-6.2713,False,50,355.718,2023-07-18
QQQ,bollinger_tight,2023-06-01,short,353.5139,trailing_10pct,-8.5394,False,47,383.702,2023-07-18
BAC,bollinger_tight,2023-05-10,long,27.0623,trailing_10pct,8.5828,True,98,29.385,2023-08-16
GOOGL,bollinger_tight,2023-06-29,long,120.3741,trailing_10pct,5.0849,True,118,126.495,2023-10-25
META,bollinger_tight,2023-07-05,short,295.496,trailing_10pct,-8.1514,False,22,319.583,2023-07-27
QQQ,bollinger_tight,2023-06-15,short,372.3605,trailing_10pct,-1.5215,False,148,378.026,2023-11-10
BAC,bollinger_tight,2023-06-23,long,27.8272,trailing_10pct,5.5981,True,54,29.385,2023-08-16
AAPL,bollinger_tight,2023-03-01,long,144.5879,trailing_10pct,22.282,True,163,176.805,2023-08-11
XLK,bollinger_tight,2023-03-01,long,67.6137,trailing_10pct,19.9712,True,209,81.117,2023-09-26
JPM,bollinger_tight,2023-05-12,long,134.3944,trailing_10pct,5.808,True,145,142.2,2023-10-04
SPY,bollinger_tight,2023-03-13,long,391.138,trailing_10pct,5.3365,True,227,412.011,2023-10-26
XLF,bollinger_tight,2023-05-03,long,31.7173,trailing_10pct,1.0174,True,173,32.04,2023-10-23
QQQ,bollinger_tight,2023-07-18,short,386.5957,trailing_10pct,2.2167,True,115,378.026,2023-11-10
AAPL,bollinger_tight,2023-08-07,long,179.9181,trailing_10pct,-5.1068,False,51,170.73,2023-09-27
XLK,bollinger_tight,2023-08-08,long,85.3121,trailing_10pct,25.3703,True,352,106.956,2024-07-25
MSFT,bollinger_tight,2023-08-08,long,326.7732,trailing_10pct,28.7756,True,352,420.804,2024-07-25
NVDA,bollinger_tight,2023-09-15,long,42.9243,trailing_10pct,-1.5697,False,33,42.2505,2023-10-18
BAC,bollinger_tight,2023-08-17,long,29.087,trailing_10pct,-9.6504,False,47,26.28,2023-10-03
DIA,bollinger_tight,2023-05-23,long,330.1599,trailing_10pct,22.9241,True,681,405.846,2025-04-03
GLD,bollinger_tight,2023-06-20,long,179.2635,trailing_10pct,102.4032,True,861,362.835,2025-10-28
XLF,bollinger_tight,2023-09-21,long,33.9852,trailing_10pct,38.2102,True,561,46.971,2025-04-04
BAC,bollinger_tight,2023-09-22,long,27.5359,trailing_10pct,44.2372,True,314,39.717,2024-08-01
JPM,bollinger_tight,2023-08-22,long,146.4701,trailing_10pct,23.0763,True,238,180.27,2024-04-16
WMT,bollinger_tight,2023-05-30,long,48.5333,trailing_10pct,4.9464,True,185,50.934,2023-12-01
XLK,bollinger_tight,2023-09-20,long,82.5363,trailing_10pct,29.5866,True,309,106.956,2024-07-25
BAC,bollinger_tight,2023-10-03,long,25.9037,trailing_10pct,53.3256,True,303,39.717,2024-08-01
XLE,bollinger_tight,2023-10-04,long,42.3333,trailing_10pct,-2.2472,False,35,41.382,2023-11-08
SPY,bollinger_tight,2023-09-20,long,436.1227,trailing_10pct,26.4867,True,540,551.637,2025-03-13
NVDA,bollinger_tight,2023-10-20,long,41.3066,trailing_10pct,-4.8658,False,11,39.2967,2023-10-31
TLT,bollinger_tight,2023-08-31,short,95.688,trailing_10pct,4.8501,True,83,91.047,2023-11-22
TSLA,bollinger_tight,2023-10-30,long,196.5374,trailing_10pct,19.7207,True,67,235.296,2024-01-05
GOOGL,bollinger_tight,2023-10-26,long,123.1246,trailing_10pct,12.2107,True,99,138.159,2024-02-02
MSFT,bollinger_tight,2023-09-20,long,319.6657,trailing_10pct,31.6388,True,309,420.804,2024-07-25
WMT,bollinger_tight,2023-11-16,long,52.0279,trailing_10pct,81.7198,True,463,94.545,2025-02-21
XLE,bollinger_tight,2023-11-07,long,41.7685,trailing_10pct,5.6681,True,219,44.136,2024-06-13
GOOGL,bollinger_tight,2023-12-04,long,129.0851,trailing_10pct,7.0294,True,60,138.159,2024-02-02
TLT,bollinger_tight,2023-12-06,short,95.0829,trailing_10pct,-1.5514,False,240,96.558,2024-08-02
AMZN,bollinger_tight,2023-10-25,long,120.8865,trailing_10pct,40.7477,True,183,170.145,2024-04-25
BAC,bollinger_tight,2023-10-24,long,25.4093,trailing_10pct,56.3089,True,282,39.717,2024-08-01
XLK,bollinger_tight,2023-12-15,short,95.5684,trailing_10pct,-5.9618,False,40,101.266,2024-01-24
TSLA,bollinger_tight,2024-01-15,long,215.7951,trailing_10pct,-8.2838,False,10,197.919,2024-01-25
TSLA,bollinger_tight,2024-01-22,long,211.8699,trailing_10pct,-10.0,False,3,190.6829,2024-01-25
AAPL,bollinger_tight,2024-01-04,long,182.1436,trailing_10pct,-3.5585,False,60,175.662,2024-03-04
TLT,bollinger_tight,2023-12-20,short,99.692,trailing_10pct,3.1437,True,226,96.558,2024-08-02
TSLA,bollinger_tight,2024-01-25,long,186.0698,trailing_10pct,-1.9852,False,40,182.376,2024-03-05
XLK,bollinger_tight,2024-01-24,short,102.4349,trailing_10pct,-3.3744,False,112,105.8915,2024-05-15
NVDA,bollinger_tight,2024-02-05,short,69.5444,trailing_10pct,-6.722,False,17,74.2192,2024-02-22
NVDA,bollinger_tight,2024-02-09,short,72.4949,trailing_10pct,-2.3785,False,13,74.2192,2024-02-22
GOOGL,bollinger_tight,2024-02-16,long,139.8527,trailing_10pct,23.0309,True,159,172.062,2024-07-24
AAPL,bollinger_tight,2024-02-14,long,183.7566,trailing_10pct,-9.6996,False,65,165.933,2024-04-19
WMT,bollinger_tight,2024-02-27,short,59.4984,trailing_10pct,-8.3575,False,80,64.471,2024-05-17
TSLA,bollinger_tight,2024-03-06,long,174.8278,trailing_10pct,-8.0324,False,8,160.785,2024-03-14
TSLA,bollinger_tight,2024-03-13,long,168.1909,trailing_10pct,-3.7718,False,23,161.847,2024-04-05
AAPL,bollinger_tight,2024-03-05,long,171.2914,trailing_10pct,23.3792,True,153,211.338,2024-08-05
JPM,bollinger_tight,2023-10-23,long,141.322,trailing_10pct,27.5598,True,176,180.27,2024-04-16
XLF,bollinger_tight,2023-10-23,long,32.1747,trailing_10pct,45.9874,True,529,46.971,2025-04-04
DIA,bollinger_tight,2023-09-26,long,337.0653,trailing_10pct,20.4057,True,555,405.846,2025-04-03
QQQ,bollinger_tight,2023-10-20,long,353.4995,trailing_10pct,28.0522,True,287,452.664,2024-08-02
SPY,bollinger_tight,2023-10-30,long,416.3639,trailing_10pct,32.4892,True,500,551.637,2025-03-13
MSFT,bollinger_tight,2024-04-18,long,404.3772,trailing_10pct,4.0622,True,98,420.804,2024-07-25
NVDA,bollinger_tight,2024-04-24,long,79.0664,trailing_10pct,54.3285,True,61,122.022,2024-06-24
GOOGL,bollinger_tight,2024-04-11,short,157.69,trailing_10pct,-7.4887,False,15,169.499,2024-04-26
AMZN,bollinger_tight,2024-04-11,short,187.4378,trailing_10pct,-1.9202,False,28,191.037,2024-05-09
XLE,bollinger_tight,2024-01-09,long,41.2804,trailing_10pct,6.9176,True,156,44.136,2024-06-13
WMT,bollinger_tight,2024-03-12,short,61.196,trailing_10pct,-5.7831,False,66,64.735,2024-05-17
META,bollinger_tight,2024-05-01,long,439.5332,trailing_10pct,10.5534,True,76,485.919,2024-07-16
XLE,bollinger_tight,2024-05-03,long,46.4585,trailing_10pct,-8.0211,False,130,42.732,2024-09-10
TLT,bollinger_tight,2024-05-08,short,89.8112,trailing_10pct,-8.982,False,86,97.878,2024-08-02
WMT,bollinger_tight,2024-05-17,short,64.3455,trailing_10pct,-9.7171,False,61,70.598,2024-07-17
GLD,bollinger_tight,2023-09-28,long,174.0415,trailing_10pct,108.4761,True,761,362.835,2025-10-28
JPM,bollinger_tight,2024-04-16,long,181.5723,trailing_10pct,7.496,True,111,195.183,2024-08-05
QQQ,bollinger_tight,2024-05-22,short,459.9227,trailing_10pct,-7.7966,False,44,495.781,2024-07-05
BAC,bollinger_tight,2024-05-27,short,39.6133,trailing_10pct,-7.2695,False,50,42.493,2024-07-16
XLK,bollinger_tight,2024-06-14,short,114.0527,trailing_10pct,4.8361,True,62,108.537,2024-08-15
QQQ,bollinger_tight,2024-06-13,short,476.3571,trailing_10pct,-0.3967,False,67,478.247,2024-08-19
GOOGL,bollinger_tight,2024-07-01,short,181.8108,trailing_10pct,10.057,True,80,163.526,2024-09-19
WMT,bollinger_tight,2024-06-20,short,68.1803,trailing_10pct,-7.9505,False,56,73.601,2024-08-15
MSFT,bollinger_tight,2024-07-18,long,434.1615,trailing_10pct,-7.7843,False,18,400.365,2024-08-05
AMZN,bollinger_tight,2024-07-22,long,184.4036,trailing_10pct,-8.7426,False,11,168.282,2024-08-02
NVDA,bollinger_tight,2024-07-29,long,111.6943,trailing_10pct,-5.7087,False,4,105.318,2024-08-02
XLE,bollinger_tight,2024-06-12,long,44.6654,trailing_10pct,-5.9104,False,91,42.0255,2024-09-11
XLK,bollinger_tight,2024-07-25,long,108.4034,trailing_10pct,-9.1726,False,11,98.46,2024-08-05
MSFT,bollinger_tight,2024-07-25,long,418.5546,trailing_10pct,-2.2794,False,193,409.014,2025-02-03
BAC,bollinger_tight,2024-07-31,long,40.4854,trailing_10pct,-10.0,False,5,36.4369,2024-08-05
DIA,bollinger_tight,2024-04-17,long,379.3244,trailing_10pct,6.9918,True,351,405.846,2025-04-03
TLT,bollinger_tight,2024-07-31,short,95.0783,trailing_10pct,1.3245,True,247,93.819,2025-04-04
QQQ,bollinger_tight,2024-07-09,short,499.3653,trailing_10pct,4.229,True,41,478.247,2024-08-19
SPY,bollinger_tight,2024-07-09,short,556.7776,trailing_10pct,-2.2164,False,72,569.118,2024-09-19
XLF,bollinger_tight,2024-07-12,short,42.5022,trailing_10pct,-5.6981,False,47,44.924,2024-08-28
WMT,bollinger_tight,2024-07-17,short,70.5886,trailing_10pct,-4.2675,False,29,73.601,2024-08-15
AMZN,bollinger_tight,2024-08-05,long,162.0219,trailing_10pct,34.4596,True,200,217.854,2025-02-21
XLE,bollinger_tight,2024-08-05,long,43.4141,trailing_10pct,0.8232,True,133,43.7715,2024-12-16
MSFT,bollinger_tight,2024-08-07,long,403.167,trailing_10pct,1.4503,True,180,409.014,2025-02-03
GOOGL,bollinger_tight,2024-09-04,long,156.44,trailing_10pct,18.7305,True,156,185.742,2025-02-07
JPM,bollinger_tight,2024-08-29,short,222.293,trailing_10pct,-1.1062,False,47,224.752,2024-10-15
GLD,bollinger_tight,2024-08-20,short,231.5437,trailing_10pct,-8.9673,False,62,252.307,2024-10-21
BAC,bollinger_tight,2024-09-13,long,38.8571,trailing_10pct,10.6439,True,101,42.993,2024-12-23
XLF,bollinger_tight,2024-08-30,short,45.4625,trailing_10pct,-7.1389,False,68,48.708,2024-11-06
GLD,bollinger_tight,2024-09-24,short,246.1041,trailing_10pct,-5.7475,False,132,260.249,2025-02-03
WMT,bollinger_tight,2024-09-11,short,78.9118,trailing_10pct,-8.7847,False,69,85.844,2024-11-19
META,bollinger_tight,2024-09-10,long,507.6386,trailing_10pct,30.6053,True,167,663.003,2025-02-24
WMT,bollinger_tight,2024-10-22,short,81.8115,trailing_10pct,-9.4333,False,31,89.529,2024-11-22
DIA,bollinger_tight,2024-09-26,short,422.366,trailing_10pct,1.9504,True,221,414.128,2025-05-05
SPY,bollinger_tight,2024-10-17,short,583.7223,trailing_10pct,6.4404,True,174,546.128,2025-04-09
GOOGL,bollinger_tight,2024-09-09,long,150.7464,trailing_10pct,23.2149,True,151,185.742,2025-02-07
AMZN,bollinger_tight,2024-10-07,long,182.1727,trailing_10pct,19.5865,True,137,217.854,2025-02-21
WMT,bollinger_tight,2024-11-13,short,84.9152,trailing_10pct,-8.9181,False,16,92.488,2024-11-29
GLD,bollinger_tight,2024-10-21,short,252.7987,trailing_10pct,-2.9471,False,105,260.249,2025-02-03
WMT,bollinger_tight,2024-11-20,short,87.353,trailing_10pct,-10.0,False,16,96.0883,2024-12-06
XLE,bollinger_tight,2024-11-01,long,44.3585,trailing_10pct,-1.3233,False,45,43.7715,2024-12-16
TLT,bollinger_tight,2024-09-09,short,99.8281,trailing_10pct,6.0194,True,207,93.819,2025-04-04
JPM,bollinger_tight,2024-09-11,long,207.8582,trailing_10pct,21.2148,True,174,251.955,2025-03-04
XLE,bollinger_tight,2024-12-06,long,45.9421,trailing_10pct,-7.9668,False,89,42.282,2025-03-05
NVDA,bollinger_tight,2024-12-10,long,137.7989,trailing_10pct,-2.4034,False,31,134.487,2025-01-10
META,bollinger_tight,2024-11-15,long,557.7832,trailing_10pct,18.8639,True,101,663.003,2025-02-24
BAC,bollinger_tight,2024-12-09,long,45.9467,trailing_10pct,-6.4873,False,85,42.966,2025-03-04
MSFT,bollinger_tight,2024-10-31,long,409.6049,trailing_10pct,-0.1443,False,95,409.014,2025-02-03
XLF,bollinger_tight,2024-12-12,long,49.815,trailing_10pct,-5.7091,False,113,46.971,2025-04-04
META,bollinger_tight,2024-12-30,long,592.8415,trailing_10pct,11.8348,True,56,663.003,2025-02-24
DIA,bollinger_tight,2024-11-29,short,450.4228,trailing_10pct,8.0579,True,157,414.128,2025-05-05
XLK,bollinger_tight,2024-12-06,short,119.8892,trailing_10pct,17.5476,True,124,98.8515,2025-04-09
SPY,bollinger_tight,2024-12-02,short,603.185,trailing_10pct,9.4593,True,128,546.128,2025-04-09
WMT,bollinger_tight,2024-11-26,short,91.8569,trailing_10pct,-7.7763,False,69,99.0,2025-02-03
MSFT,bollinger_tight,2024-12-31,long,426.2773,trailing_10pct,-5.5826,False,55,402.48,2025-02-24
AAPL,bollinger_tight,2024-12-24,short,257.9824,trailing_10pct,5.0695,True,38,244.904,2025-01-31
TLT,bollinger_tight,2024-12-05,short,94.6443,trailing_10pct,0.872,True,120,93.819,2025-04-04
TSLA,bollinger_tight,2025-02-03,long,383.3087,trailing_10pct,-7.91,False,7,352.989,2025-02-10
TSLA,bollinger_tight,2025-02-10,long,346.8048,trailing_10pct,-6.4304,False,15,324.504,2025-02-25
JPM,bollinger_tight,2024-12-17,long,239.2554,trailing_10pct,5.308,True,77,251.955,2025-03-04
NVDA,bollinger_tight,2025-02-03,long,117.1655,trailing_10pct,7.6247,True,22,126.099,2025-02-25
QQQ,bollinger_tight,2025-01-01,long,514.7631,trailing_10pct,-5.6716,False,65,485.568,2025-03-07
GOOGL,bollinger_tight,2025-02-07,long,187.8342,trailing_10pct,-10.0,False,20,169.0508,2025-02-27
AMZN,bollinger_tight,2025-02-20,long,223.4987,trailing_10pct,-10.0,False,12,201.1488,2025-03-04
