strategy,sharpe_adj,win_rate_adj,profit_factor_adj,haircut_pct_applied
hull_rsi,0.0,0.8,inf,0.4
avwap_50_reclaim,0.0,0.9,inf,0.2
inside_bar_breakout,0.0,0.8,inf,0.4
xs_momentum_top_decile,0.0,0.35000000000000003,4.16376,0.4
buyback_8k_recent_long,0.0,0.31761,0.7772,0.2
cmf_flip,0.0,0.29997,4.70683,0.2
po3_bullish,0.0,0.26253000000000004,0.3274,0.2
htf_aligned_breakout_long,0.0,0.22856,0.6403,0.4
cpr_narrow_bullish,0.0,0.25713,0.439,0.2
smc_inverse_fvg,0.0,0.225,0.2712,0.2
avwap_252_breakout,0.0,0.16000000000000003,0.0208,0.4
williams_r_oversold,0.0,0.15003,0.2413,0.2
monthly_bias_momentum_long,0.0,0.12,0.1991,0.4
bollinger_tight,0.0,0.0,0.0,0.2
stochrsi_oversold,0.0,0.0,0.0,0.4
ultimate_oscillator,0.0,0.0,0.0,0.2
pivot_r1_breakout,0.0,0.0,0.0,0.4
insider_cluster_long,0.0,0.0,0.0,0.2
orb_stocks_in_play_long,0.0,0.0,0.0,0.2
supertrend_macd,0.0,0.0,0.0,0.4
