exit_a,exit_b,regime_at_entry,sector,cap_band,vol_band,hold_duration_band,a_total_pnl_pct,b_total_pnl_pct,edge,dominates,n_a,n_b
atr_trail_1x,atr_trail_2x,neutral,Consumer Discretionary,unknown,mid_15_25,long_ge_11d,-13.292900000000001,4.988499999999998,-18.281399999999998,False,10,10
atr_trail_1x,atr_trail_mae_conditional,neutral,Consumer Discretionary,unknown,mid_15_25,long_ge_11d,-13.292900000000001,-13.292900000000001,0.0,False,10,10
atr_trail_1x,atr_trail_vix_conditional,neutral,Consumer Discretionary,unknown,mid_15_25,long_ge_11d,-13.292900000000001,-6.121500000000001,-7.1714,False,10,10
atr_trail_1x,break_even_at_1r,neutral,Consumer Discretionary,unknown,mid_15_25,long_ge_11d,-13.292900000000001,-5.773,-7.519900000000002,False,10,10
atr_trail_1x,breakeven_plus_trail,neutral,Consumer Discretionary,unknown,mid_15_25,long_ge_11d,-13.292900000000001,17.4655,-30.7584,False,10,10
atr_trail_1x,chandelier_3x,neutral,Consumer Discretionary,unknown,mid_15_25,long_ge_11d,-13.292900000000001,-23.5964,10.303499999999998,True,10,10
atr_trail_1x,class_time_stop,neutral,Consumer Discretionary,unknown,mid_15_25,long_ge_11d,-13.292900000000001,-37.8063,24.513399999999997,True,10,10
atr_trail_1x,earnings_blackout,neutral,Consumer Discretionary,unknown,mid_15_25,long_ge_11d,-13.292900000000001,55.78810000000001,-69.081,False,10,10
atr_trail_1x,fixed_4r_2r,neutral,Consumer Discretionary,unknown,mid_15_25,long_ge_11d,-13.292900000000001,7.6523999999999965,-20.945299999999996,False,10,10
atr_trail_1x,hybrid_50pct_target,neutral,Consumer Discretionary,unknown,mid_15_25,long_ge_11d,-13.292900000000001,-137.0188,123.7259,True,10,10
atr_trail_1x,ma_exit_ema9,neutral,Consumer Discretionary,unknown,mid_15_25,long_ge_11d,-13.292900000000001,-4.9031,-8.389800000000001,False,10,10
atr_trail_1x,mfe_lockin_trail,neutral,Consumer Discretionary,unknown,mid_15_25,long_ge_11d,-13.292900000000001,-13.292900000000001,0.0,False,10,10
atr_trail_1x,multi_tier_partial,neutral,Consumer Discretionary,unknown,mid_15_25,long_ge_11d,-13.292900000000001,-11.89,-1.4029000000000007,False,10,10
atr_trail_1x,next_pivot_target,neutral,Consumer Discretionary,unknown,mid_15_25,long_ge_11d,-13.292900000000001,-4.6026,-8.6903,False,10,10
atr_trail_1x,r_multiple_2r,neutral,Consumer Discretionary,unknown,mid_15_25,long_ge_11d,-13.292900000000001,-6.515500000000001,-6.7774,False,10,10
atr_trail_1x,r_multiple_3r,neutral,Consumer Discretionary,unknown,mid_15_25,long_ge_11d,-13.292900000000001,2.3055,-15.598400000000002,False,10,10
atr_trail_1x,regime_flip,neutral,Consumer Discretionary,unknown,mid_15_25,long_ge_11d,-13.292900000000001,-13.4844,0.19149999999999956,True,10,10
atr_trail_1x,reverse_signal,neutral,Consumer Discretionary,unknown,mid_15_25,long_ge_11d,-13.292900000000001,-13.292900000000001,0.0,False,10,10
atr_trail_1x,smc_mitigation_zone,neutral,Consumer Discretionary,unknown,mid_15_25,long_ge_11d,-13.292900000000001,-12.956400000000002,-0.33649999999999913,False,10,10
atr_trail_1x,time_stop_10d,neutral,Consumer Discretionary,unknown,mid_15_25,long_ge_11d,-13.292900000000001,19.2747,-32.5676,False,10,10
atr_trail_1x,time_stop_20d,neutral,Consumer Discretionary,unknown,mid_15_25,long_ge_11d,-13.292900000000001,-13.4844,0.19149999999999956,True,10,10
atr_trail_1x,trailing_10pct,neutral,Consumer Discretionary,unknown,mid_15_25,long_ge_11d,-13.292900000000001,3.4089999999999954,-16.701899999999995,False,10,10
atr_trail_1x,trailing_15pct,neutral,Consumer Discretionary,unknown,mid_15_25,long_ge_11d,-13.292900000000001,-45.046,31.753099999999996,True,10,10
atr_trail_1x,trailing_5pct,neutral,Consumer Discretionary,unknown,mid_15_25,long_ge_11d,-13.292900000000001,14.1754,-27.4683,False,10,10
atr_trail_2x,atr_trail_mae_conditional,neutral,Consumer Discretionary,unknown,mid_15_25,long_ge_11d,4.988499999999998,-13.292900000000001,18.281399999999998,True,10,10
atr_trail_2x,atr_trail_vix_conditional,neutral,Consumer Discretionary,unknown,mid_15_25,long_ge_11d,4.988499999999998,-6.121500000000001,11.11,True,10,10
atr_trail_2x,break_even_at_1r,neutral,Consumer Discretionary,unknown,mid_15_25,long_ge_11d,4.988499999999998,-5.773,10.761499999999998,True,10,10
atr_trail_2x,breakeven_plus_trail,neutral,Consumer Discretionary,unknown,mid_15_25,long_ge_11d,4.988499999999998,17.4655,-12.477,False,10,10
atr_trail_2x,chandelier_3x,neutral,Consumer Discretionary,unknown,mid_15_25,long_ge_11d,4.988499999999998,-23.5964,28.584899999999998,True,10,10
atr_trail_2x,class_time_stop,neutral,Consumer Discretionary,unknown,mid_15_25,long_ge_11d,4.988499999999998,-37.8063,42.794799999999995,True,10,10
atr_trail_2x,earnings_blackout,neutral,Consumer Discretionary,unknown,mid_15_25,long_ge_11d,4.988499999999998,55.78810000000001,-50.79960000000001,False,10,10
atr_trail_2x,fixed_4r_2r,neutral,Consumer Discretionary,unknown,mid_15_25,long_ge_11d,4.988499999999998,7.6523999999999965,-2.663899999999998,False,10,10
atr_trail_2x,hybrid_50pct_target,neutral,Consumer Discretionary,unknown,mid_15_25,long_ge_11d,4.988499999999998,-137.0188,142.0073,True,10,10
atr_trail_2x,ma_exit_ema9,neutral,Consumer Discretionary,unknown,mid_15_25,long_ge_11d,4.988499999999998,-4.9031,9.891599999999999,True,10,10
atr_trail_2x,mfe_lockin_trail,neutral,Consumer Discretionary,unknown,mid_15_25,long_ge_11d,4.988499999999998,-13.292900000000001,18.281399999999998,True,10,10
atr_trail_2x,multi_tier_partial,neutral,Consumer Discretionary,unknown,mid_15_25,long_ge_11d,4.988499999999998,-11.89,16.8785,True,10,10
atr_trail_2x,next_pivot_target,neutral,Consumer Discretionary,unknown,mid_15_25,long_ge_11d,4.988499999999998,-4.6026,9.591099999999997,True,10,10
atr_trail_2x,r_multiple_2r,neutral,Consumer Discretionary,unknown,mid_15_25,long_ge_11d,4.988499999999998,-6.515500000000001,11.504,True,10,10
atr_trail_2x,r_multiple_3r,neutral,Consumer Discretionary,unknown,mid_15_25,long_ge_11d,4.988499999999998,2.3055,2.6829999999999985,True,10,10
atr_trail_2x,regime_flip,neutral,Consumer Discretionary,unknown,mid_15_25,long_ge_11d,4.988499999999998,-13.4844,18.4729,True,10,10
atr_trail_2x,reverse_signal,neutral,Consumer Discretionary,unknown,mid_15_25,long_ge_11d,4.988499999999998,-13.292900000000001,18.281399999999998,True,10,10
atr_trail_2x,smc_mitigation_zone,neutral,Consumer Discretionary,unknown,mid_15_25,long_ge_11d,4.988499999999998,-12.956400000000002,17.9449,True,10,10
atr_trail_2x,time_stop_10d,neutral,Consumer Discretionary,unknown,mid_15_25,long_ge_11d,4.988499999999998,19.2747,-14.286200000000001,False,10,10
atr_trail_2x,time_stop_20d,neutral,Consumer Discretionary,unknown,mid_15_25,long_ge_11d,4.988499999999998,-13.4844,18.4729,True,10,10
atr_trail_2x,trailing_10pct,neutral,Consumer Discretionary,unknown,mid_15_25,long_ge_11d,4.988499999999998,3.4089999999999954,1.579500000000003,True,10,10
atr_trail_2x,trailing_15pct,neutral,Consumer Discretionary,unknown,mid_15_25,long_ge_11d,4.988499999999998,-45.046,50.034499999999994,True,10,10
atr_trail_2x,trailing_5pct,neutral,Consumer Discretionary,unknown,mid_15_25,long_ge_11d,4.988499999999998,14.1754,-9.186900000000001,False,10,10
atr_trail_mae_conditional,atr_trail_vix_conditional,neutral,Consumer Discretionary,unknown,mid_15_25,long_ge_11d,-13.292900000000001,-6.121500000000001,-7.1714,False,10,10
