strategy,exit_method,confidence_tier,n,win_rate,avg_pnl_pct,total_pnl_pct
double_bottom_long,atr_trail_1x,HIGH,6,0.5,-0.7712666666666667,-4.6276
double_bottom_long,atr_trail_1x,LOW,1,0.0,-0.4162,-0.4162
double_bottom_long,atr_trail_1x,VERY_HIGH,1,0.0,-2.3975,-2.3975
double_bottom_long,atr_trail_2x,HIGH,6,0.0,-2.7793500000000004,-16.6761
double_bottom_long,atr_trail_2x,LOW,1,0.0,-0.9565,-0.9565
double_bottom_long,atr_trail_2x,VERY_HIGH,1,0.0,-4.9469,-4.9469
double_bottom_long,atr_trail_mae_conditional,HIGH,6,0.5,-0.7712666666666667,-4.6276
double_bottom_long,atr_trail_mae_conditional,LOW,1,0.0,-0.4162,-0.4162
double_bottom_long,atr_trail_mae_conditional,VERY_HIGH,1,0.0,-2.3975,-2.3975
double_bottom_long,atr_trail_vix_conditional,HIGH,6,0.3333333333333333,-1.0045833333333334,-6.0275
double_bottom_long,atr_trail_vix_conditional,LOW,1,1.0,0.3495,0.3495
double_bottom_long,atr_trail_vix_conditional,VERY_HIGH,1,0.0,-0.6452,-0.6452
double_bottom_long,break_even_at_1r,HIGH,6,0.0,-1.1394833333333334,-6.8369
double_bottom_long,break_even_at_1r,LOW,1,0.0,0.0,0.0
double_bottom_long,break_even_at_1r,VERY_HIGH,1,0.0,-3.4073,-3.4073
double_bottom_long,breakeven_plus_trail,HIGH,6,0.16666666666666666,-1.8228833333333334,-10.9373
double_bottom_long,breakeven_plus_trail,LOW,1,0.0,0.0,0.0
double_bottom_long,breakeven_plus_trail,VERY_HIGH,1,0.0,-6.8147,-6.8147
double_bottom_long,chandelier_3x,HIGH,6,0.16666666666666666,-0.83505,-5.0103
double_bottom_long,chandelier_3x,LOW,1,0.0,-0.2043,-0.2043
double_bottom_long,chandelier_3x,VERY_HIGH,1,0.0,-2.5457,-2.5457
double_bottom_long,class_time_stop,HIGH,6,0.16666666666666666,-3.0470166666666665,-18.2821
double_bottom_long,class_time_stop,LOW,1,0.0,-1.7947,-1.7947
double_bottom_long,class_time_stop,VERY_HIGH,1,0.0,-5.6844,-5.6844
double_bottom_long,earnings_blackout,HIGH,6,0.6666666666666666,7.668233333333333,46.0094
double_bottom_long,earnings_blackout,LOW,1,1.0,18.0635,18.0635
double_bottom_long,earnings_blackout,VERY_HIGH,1,0.0,-5.6844,-5.6844
double_bottom_long,fixed_4r_2r,HIGH,6,0.16666666666666666,-4.009516666666666,-24.0571
double_bottom_long,fixed_4r_2r,LOW,1,0.0,-5.9532,-5.9532
double_bottom_long,fixed_4r_2r,VERY_HIGH,1,0.0,-6.8147,-6.8147
double_bottom_long,hybrid_50pct_target,HIGH,6,0.5,-0.44659999999999994,-2.6795999999999998
double_bottom_long,hybrid_50pct_target,LOW,1,1.0,13.4966,13.4966
double_bottom_long,hybrid_50pct_target,VERY_HIGH,1,0.0,-5.6844,-5.6844
double_bottom_long,ma_exit_ema9,HIGH,6,0.16666666666666666,-0.37600000000000006,-2.2560000000000002
