strategy,exit_method,hy_oas_band_at_entry,n,win_rate,avg_pnl_pct,total_pnl_pct
double_bottom_long,atr_trail_1x,compressed_lt_3,4,0.5,-0.7095,-2.838
double_bottom_long,atr_trail_1x,normal_3_5,4,0.25,-1.150825,-4.6033
double_bottom_long,atr_trail_2x,compressed_lt_3,4,0.0,-2.140025,-8.5601
double_bottom_long,atr_trail_2x,normal_3_5,4,0.0,-3.5048500000000002,-14.019400000000001
double_bottom_long,atr_trail_mae_conditional,compressed_lt_3,4,0.5,-0.7095,-2.838
double_bottom_long,atr_trail_mae_conditional,normal_3_5,4,0.25,-1.150825,-4.6033
double_bottom_long,atr_trail_vix_conditional,compressed_lt_3,4,0.25,-0.663675,-2.6547
double_bottom_long,atr_trail_vix_conditional,normal_3_5,4,0.5,-0.9171250000000001,-3.6685000000000003
double_bottom_long,break_even_at_1r,compressed_lt_3,4,0.0,-1.2506,-5.0024
double_bottom_long,break_even_at_1r,normal_3_5,4,0.0,-1.31045,-5.2418
double_bottom_long,breakeven_plus_trail,compressed_lt_3,4,0.25,-1.817125,-7.2685
double_bottom_long,breakeven_plus_trail,normal_3_5,4,0.0,-2.620875,-10.4835
double_bottom_long,chandelier_3x,compressed_lt_3,4,0.25,-0.827275,-3.3091
double_bottom_long,chandelier_3x,normal_3_5,4,0.0,-1.1128,-4.4512
double_bottom_long,class_time_stop,compressed_lt_3,4,0.25,-1.9522,-7.8088
double_bottom_long,class_time_stop,normal_3_5,4,0.0,-4.4881,-17.9524
double_bottom_long,earnings_blackout,compressed_lt_3,4,0.25,-1.612825,-6.4513
double_bottom_long,earnings_blackout,normal_3_5,4,1.0,16.20995,64.8398
double_bottom_long,fixed_4r_2r,compressed_lt_3,4,0.25,-2.614675,-10.4587
double_bottom_long,fixed_4r_2r,normal_3_5,4,0.0,-6.591575,-26.3663
double_bottom_long,hybrid_50pct_target,compressed_lt_3,4,0.5,-0.5539750000000001,-2.2159000000000004
double_bottom_long,hybrid_50pct_target,normal_3_5,4,0.5,1.8371250000000003,7.348500000000001
double_bottom_long,ma_exit_ema9,compressed_lt_3,4,0.25,-0.782675,-3.1307
double_bottom_long,ma_exit_ema9,normal_3_5,4,0.25,0.11082499999999995,0.4432999999999998
double_bottom_long,mfe_lockin_trail,compressed_lt_3,4,0.5,-0.7095,-2.838
double_bottom_long,mfe_lockin_trail,normal_3_5,4,0.25,-1.150825,-4.6033
double_bottom_long,multi_tier_partial,compressed_lt_3,4,0.5,-0.730475,-2.9219
double_bottom_long,multi_tier_partial,normal_3_5,4,0.25,-0.903525,-3.6141
double_bottom_long,next_pivot_target,compressed_lt_3,4,0.25,-1.849825,-7.3993
double_bottom_long,next_pivot_target,normal_3_5,4,0.75,-0.352225,-1.4089
double_bottom_long,r_multiple_2r,compressed_lt_3,4,0.25,-0.9365500000000001,-3.7462000000000004
double_bottom_long,r_multiple_2r,normal_3_5,4,0.0,-2.8110749999999998,-11.244299999999999
double_bottom_long,r_multiple_3r,compressed_lt_3,4,0.25,-0.5696749999999999,-2.2786999999999997
double_bottom_long,r_multiple_3r,normal_3_5,4,0.0,-2.8110749999999998,-11.244299999999999
double_bottom_long,regime_flip,compressed_lt_3,4,0.25,-1.819175,-7.2767
double_bottom_long,regime_flip,normal_3_5,4,0.0,-3.902825,-15.6113
double_bottom_long,reverse_signal,compressed_lt_3,4,0.5,-0.7095,-2.838
double_bottom_long,reverse_signal,normal_3_5,4,0.25,-1.150825,-4.6033
double_bottom_long,smc_mitigation_zone,compressed_lt_3,4,0.5,-0.7095,-2.838
double_bottom_long,smc_mitigation_zone,normal_3_5,4,0.25,-0.586125,-2.3445
double_bottom_long,time_stop_10d,compressed_lt_3,4,0.5,-1.5059500000000003,-6.023800000000001
double_bottom_long,time_stop_10d,normal_3_5,4,0.5,-0.04430000000000012,-0.17720000000000047
double_bottom_long,time_stop_20d,compressed_lt_3,4,0.25,-1.819175,-7.2767
double_bottom_long,time_stop_20d,normal_3_5,4,0.0,-3.902825,-15.6113
double_bottom_long,trailing_10pct,compressed_lt_3,4,0.25,-2.25615,-9.0246
double_bottom_long,trailing_10pct,normal_3_5,4,0.0,-6.30685,-25.2274
double_bottom_long,trailing_15pct,compressed_lt_3,4,0.25,-1.612825,-6.4513
double_bottom_long,trailing_15pct,normal_3_5,4,0.75,9.186375000000002,36.74550000000001
double_bottom_long,trailing_5pct,compressed_lt_3,4,0.25,-1.6084749999999999,-6.4338999999999995
double_bottom_long,trailing_5pct,normal_3_5,4,0.0,-3.5399000000000003,-14.159600000000001
