strategy,exit_method,mae_bucket,n,win_rate,avg_pnl_pct,total_pnl_pct
double_bottom_long,atr_trail_1x,q1_lt_2pct,1,1.0,0.0584,0.0584
double_bottom_long,atr_trail_1x,q4_ge_10pct,7,0.2857142857142857,-1.0713857142857142,-7.4997
double_bottom_long,atr_trail_2x,q1_lt_2pct,1,0.0,-0.4845,-0.4845
double_bottom_long,atr_trail_2x,q4_ge_10pct,7,0.0,-3.156428571428571,-22.095
double_bottom_long,atr_trail_mae_conditional,q1_lt_2pct,1,1.0,0.0584,0.0584
double_bottom_long,atr_trail_mae_conditional,q4_ge_10pct,7,0.2857142857142857,-1.0713857142857142,-7.4997
double_bottom_long,atr_trail_vix_conditional,q1_lt_2pct,1,1.0,0.8278,0.8278
double_bottom_long,atr_trail_vix_conditional,q4_ge_10pct,7,0.2857142857142857,-1.0215714285714286,-7.151
double_bottom_long,break_even_at_1r,q1_lt_2pct,1,0.0,0.0,0.0
double_bottom_long,break_even_at_1r,q4_ge_10pct,7,0.0,-1.4634571428571428,-10.2442
double_bottom_long,breakeven_plus_trail,q1_lt_2pct,1,0.0,0.0,0.0
double_bottom_long,breakeven_plus_trail,q4_ge_10pct,7,0.14285714285714285,-2.536,-17.752
double_bottom_long,chandelier_3x,q1_lt_2pct,1,0.0,-0.1548,-0.1548
double_bottom_long,chandelier_3x,q4_ge_10pct,7,0.14285714285714285,-1.0865,-7.6055
double_bottom_long,class_time_stop,q1_lt_2pct,1,0.0,-6.8412,-6.8412
double_bottom_long,class_time_stop,q4_ge_10pct,7,0.14285714285714285,-2.7028571428571433,-18.92
double_bottom_long,earnings_blackout,q1_lt_2pct,1,1.0,18.6261,18.6261
double_bottom_long,earnings_blackout,q4_ge_10pct,7,0.5714285714285714,5.680342857142857,39.7624
double_bottom_long,fixed_4r_2r,q1_lt_2pct,1,0.0,-6.0517,-6.0517
double_bottom_long,fixed_4r_2r,q4_ge_10pct,7,0.14285714285714285,-4.396185714285714,-30.7733
double_bottom_long,hybrid_50pct_target,q1_lt_2pct,1,1.0,13.8519,13.8519
double_bottom_long,hybrid_50pct_target,q4_ge_10pct,7,0.42857142857142855,-1.2456142857142856,-8.719299999999999
double_bottom_long,ma_exit_ema9,q1_lt_2pct,1,0.0,-0.8065,-0.8065
double_bottom_long,ma_exit_ema9,q4_ge_10pct,7,0.2857142857142857,-0.2687,-1.8809
double_bottom_long,mfe_lockin_trail,q1_lt_2pct,1,1.0,0.0584,0.0584
double_bottom_long,mfe_lockin_trail,q4_ge_10pct,7,0.2857142857142857,-1.0713857142857142,-7.4997
double_bottom_long,multi_tier_partial,q1_lt_2pct,1,1.0,1.0476,1.0476
double_bottom_long,multi_tier_partial,q4_ge_10pct,7,0.2857142857142857,-1.0833714285714287,-7.583600000000001
double_bottom_long,next_pivot_target,q1_lt_2pct,1,1.0,5.6272,5.6272
double_bottom_long,next_pivot_target,q4_ge_10pct,7,0.42857142857142855,-2.0622,-14.4354
double_bottom_long,r_multiple_2r,q1_lt_2pct,1,0.0,-3.0259,-3.0259
double_bottom_long,r_multiple_2r,q4_ge_10pct,7,0.14285714285714285,-1.7092285714285715,-11.9646
double_bottom_long,r_multiple_3r,q1_lt_2pct,1,0.0,-3.0259,-3.0259
double_bottom_long,r_multiple_3r,q4_ge_10pct,7,0.14285714285714285,-1.4995857142857143,-10.4971
double_bottom_long,regime_flip,q1_lt_2pct,1,0.0,-1.3893,-1.3893
double_bottom_long,regime_flip,q4_ge_10pct,7,0.14285714285714285,-3.071242857142857,-21.4987
double_bottom_long,reverse_signal,q1_lt_2pct,1,1.0,0.0584,0.0584
double_bottom_long,reverse_signal,q4_ge_10pct,7,0.2857142857142857,-1.0713857142857142,-7.4997
double_bottom_long,smc_mitigation_zone,q1_lt_2pct,1,1.0,0.0584,0.0584
double_bottom_long,smc_mitigation_zone,q4_ge_10pct,7,0.2857142857142857,-0.7487,-5.2409
double_bottom_long,time_stop_10d,q1_lt_2pct,1,1.0,4.4449,4.4449
double_bottom_long,time_stop_10d,q4_ge_10pct,7,0.42857142857142855,-1.5208428571428574,-10.645900000000001
double_bottom_long,time_stop_20d,q1_lt_2pct,1,0.0,-1.3893,-1.3893
double_bottom_long,time_stop_20d,q4_ge_10pct,7,0.14285714285714285,-3.071242857142857,-21.4987
double_bottom_long,trailing_10pct,q1_lt_2pct,1,0.0,-5.712,-5.712
double_bottom_long,trailing_10pct,q4_ge_10pct,7,0.14285714285714285,-4.077142857142857,-28.54
double_bottom_long,trailing_15pct,q1_lt_2pct,1,1.0,18.6261,18.6261
double_bottom_long,trailing_15pct,q4_ge_10pct,7,0.42857142857142855,1.666871428571429,11.668100000000003
double_bottom_long,trailing_5pct,q1_lt_2pct,1,0.0,-0.4738,-0.4738
double_bottom_long,trailing_5pct,q4_ge_10pct,7,0.14285714285714285,-2.8742428571428573,-20.1197
