strategy,exit_method,days_from_quarter_end_at_entry,n,win_rate,avg_pnl_pct,total_pnl_pct
double_bottom_long,atr_trail_1x,11,1,1.0,0.0329,0.0329
double_bottom_long,atr_trail_1x,22,1,1.0,1.1217,1.1217
double_bottom_long,atr_trail_1x,28,1,0.0,-2.3975,-2.3975
double_bottom_long,atr_trail_1x,53,1,0.0,-0.4162,-0.4162
double_bottom_long,atr_trail_1x,56,1,1.0,0.0584,0.0584
double_bottom_long,atr_trail_1x,59,1,0.0,-1.8943,-1.8943
double_bottom_long,atr_trail_1x,63,1,0.0,-2.3512,-2.3512
double_bottom_long,atr_trail_1x,78,1,0.0,-1.5951,-1.5951
double_bottom_long,atr_trail_2x,11,1,0.0,-1.51,-1.51
double_bottom_long,atr_trail_2x,22,1,0.0,-0.3379,-0.3379
double_bottom_long,atr_trail_2x,28,1,0.0,-4.9469,-4.9469
double_bottom_long,atr_trail_2x,53,1,0.0,-0.9565,-0.9565
double_bottom_long,atr_trail_2x,56,1,0.0,-0.4845,-0.4845
double_bottom_long,atr_trail_2x,59,1,0.0,-3.8088,-3.8088
double_bottom_long,atr_trail_2x,63,1,0.0,-8.7696,-8.7696
double_bottom_long,atr_trail_2x,78,1,0.0,-1.7653,-1.7653
double_bottom_long,atr_trail_mae_conditional,11,1,1.0,0.0329,0.0329
double_bottom_long,atr_trail_mae_conditional,22,1,1.0,1.1217,1.1217
double_bottom_long,atr_trail_mae_conditional,28,1,0.0,-2.3975,-2.3975
double_bottom_long,atr_trail_mae_conditional,53,1,0.0,-0.4162,-0.4162
double_bottom_long,atr_trail_mae_conditional,56,1,1.0,0.0584,0.0584
double_bottom_long,atr_trail_mae_conditional,59,1,0.0,-1.8943,-1.8943
double_bottom_long,atr_trail_mae_conditional,63,1,0.0,-2.3512,-2.3512
double_bottom_long,atr_trail_mae_conditional,78,1,0.0,-1.5951,-1.5951
double_bottom_long,atr_trail_vix_conditional,11,1,0.0,-0.7386,-0.7386
double_bottom_long,atr_trail_vix_conditional,22,1,1.0,1.1217,1.1217
double_bottom_long,atr_trail_vix_conditional,28,1,0.0,-0.6452,-0.6452
double_bottom_long,atr_trail_vix_conditional,53,1,1.0,0.3495,0.3495
double_bottom_long,atr_trail_vix_conditional,56,1,1.0,0.8278,0.8278
double_bottom_long,atr_trail_vix_conditional,59,1,0.0,-1.8943,-1.8943
double_bottom_long,atr_trail_vix_conditional,63,1,0.0,-2.9515,-2.9515
double_bottom_long,atr_trail_vix_conditional,78,1,0.0,-2.3926,-2.3926
double_bottom_long,break_even_at_1r,11,1,0.0,0.0,0.0
double_bottom_long,break_even_at_1r,22,1,0.0,0.0,0.0
double_bottom_long,break_even_at_1r,28,1,0.0,-3.4073,-3.4073
double_bottom_long,break_even_at_1r,53,1,0.0,0.0,0.0
double_bottom_long,break_even_at_1r,56,1,0.0,0.0,0.0
double_bottom_long,break_even_at_1r,59,1,0.0,-2.7959,-2.7959
double_bottom_long,break_even_at_1r,63,1,0.0,-2.4459,-2.4459
double_bottom_long,break_even_at_1r,78,1,0.0,-1.5951,-1.5951
double_bottom_long,breakeven_plus_trail,11,1,0.0,-1.7968,-1.7968
