strategy,point_sharpe,ci_low,ci_high,n_trades,method
avwap_252_breakout,0.0,,,1,insufficient_sample
bollinger_tight,-12.755134517411683,,,2,insufficient_sample
break_retest_confluence,0.0,,,1,insufficient_sample
buyback_8k_recent_long,0.0,,,1,insufficient_sample
cpr_narrow_bullish,1.9544901141508606,,,3,insufficient_sample
cup_and_handle_long,9.547758677957873,,,3,insufficient_sample
double_bottom_long,-5.0811229533623035,,,8,insufficient_sample
halloween_seasonal_long,9.153459157571106,,,4,insufficient_sample
head_and_shoulders_bottom_long,0.0,,,1,insufficient_sample
hull_rsi,-12.912574018708828,,,3,insufficient_sample
macd_fast_crossover,0.0,,,1,insufficient_sample
monthly_bias_momentum_long,-8.173307028998753,,,2,insufficient_sample
naked_poc_retest_long,0.0,,,1,insufficient_sample
prev_day_low_bounce,19.38115557690981,,,2,insufficient_sample
stochrsi_oversold,-588.8132771901884,,,3,insufficient_sample
totm_long,-17.95381183198665,,,4,insufficient_sample
ultimate_oscillator,0.0,,,1,insufficient_sample
williams_r_oversold,7.602346260434031,,,4,insufficient_sample
xs_momentum_top_decile,0.0,,,1,insufficient_sample
