strategy,exit_method,universe_tier,n,win_rate,avg_pnl_pct,total_pnl_pct
bollinger_lower,atr_trail_1x,T1ETF,12,0.08333333333333333,-1.1667583333333333,-14.001100000000001
bollinger_lower,atr_trail_1x,T1a,30,0.2,-0.9349133333333334,-28.0474
bollinger_lower,atr_trail_1x,T1c,14,0.07142857142857142,-2.0352642857142857,-28.4937
bollinger_lower,atr_trail_2x,T1ETF,12,0.25,-1.0580833333333335,-12.697000000000001
bollinger_lower,atr_trail_2x,T1a,30,0.43333333333333335,0.5733766666666668,17.201300000000003
bollinger_lower,atr_trail_2x,T1c,14,0.2857142857142857,-1.4027714285714286,-19.6388
bollinger_lower,break_even_at_1r,T1ETF,12,0.0,-1.068075,-12.8169
bollinger_lower,break_even_at_1r,T1a,30,0.13333333333333333,0.12543999999999997,3.763199999999999
bollinger_lower,break_even_at_1r,T1c,14,0.07142857142857142,-0.9733714285714284,-13.627199999999998
bollinger_lower,breakeven_plus_trail,T1ETF,12,0.25,7.310725000000001,87.7287
bollinger_lower,breakeven_plus_trail,T1a,30,0.36666666666666664,6.23223,186.9669
bollinger_lower,breakeven_plus_trail,T1c,14,0.42857142857142855,3.1641214285714283,44.2977
bollinger_lower,class_time_stop,T1ETF,12,0.5,1.344758333333333,16.137099999999997
bollinger_lower,class_time_stop,T1a,30,0.5666666666666667,4.6564733333333335,139.6942
bollinger_lower,class_time_stop,T1c,14,0.35714285714285715,-4.010671428571429,-56.14940000000001
bollinger_lower,earnings_blackout,T1ETF,12,0.9166666666666666,79.47768333333333,953.7322
bollinger_lower,earnings_blackout,T1a,30,0.5,18.93072,567.9216
bollinger_lower,earnings_blackout,T1c,14,0.5,82.96395714285714,1161.4954
bollinger_lower,fixed_4r_2r,T1ETF,12,0.3333333333333333,1.641825,19.701900000000002
bollinger_lower,fixed_4r_2r,T1a,30,0.5333333333333333,3.21071,96.32130000000001
bollinger_lower,fixed_4r_2r,T1c,14,0.2857142857142857,-0.13821428571428537,-1.9349999999999952
bollinger_lower,hybrid_50pct_target,T1ETF,12,0.75,2.928825,35.1459
bollinger_lower,hybrid_50pct_target,T1a,30,0.7666666666666667,1.5955433333333333,47.8663
