strategy,sharpe_adj,win_rate_adj,profit_factor_adj,haircut_pct_applied
prev_day_high_break,0.0,0.9,inf,0.2
pivot_s1_bounce,0.0,0.9,inf,0.2
orb_stocks_in_play_long,0.0,0.9,inf,0.2
stochrsi_oversold,0.0,0.8,inf,0.4
avwap_252_breakout,0.0,0.4,16.51576,0.4
macd_fast_crossover,0.0,0.4,0.4146,0.4
ultimate_oscillator,0.0,0.40905,2.18593,0.2
xs_momentum_top_decile,0.0,0.31304,2.1226400000000005,0.4
htf_aligned_breakout_long,0.0,0.30000000000000004,0.378,0.4
monthly_bias_momentum_long,0.0,0.29087999999999997,1.02144,0.4
hull_rsi,0.0,0.26664,1.37936,0.4
po3_bullish,0.0,0.29997,0.9745,0.2
williams_r_oversold,0.0,0.25713,0.5525,0.2
smc_inverse_fvg,0.0,0.18387,0.2656,0.2
buyback_8k_recent_long,0.0,0.13842,0.584,0.2
cmf_flip,0.0,0.12861,0.5401,0.2
supertrend_macd,0.0,0.0,0.0,0.4
bollinger_lower,0.0,0.0,0.0,0.2
cpr_narrow_bullish,0.0,0.0,0.0,0.2
po3_htf_aligned_long,0.0,0.0,0.0,0.2
pivot_r1_breakout,0.0,0.0,0.0,0.4
avwap_50_reclaim,0.0,0.0,0.0,0.2
adx_initiation,0.0,0.0,0.0,0.2
xs_momentum_bottom_decile_short,0.0,0.0,0.0,0.4
