strategy,exit_method,trades,win_rate,profit_factor,avg_pnl_pct,total_roi_pct,max_drawdown_pct,avg_hold_days,composite_score,recommended
ultimate_oscillator,next_pivot_target,11,0.8182,2.2587,2.391,26.3011,-10.8959,18.3,76.38,True
ultimate_oscillator,breakeven_plus_trail,11,0.3636,2.5023,1.994,21.9343,-4.6546,46.2,67.56,False
ultimate_oscillator,time_stop_10d,11,0.6364,1.6451,1.2116,13.3275,-5.416,14.5,66.68,False
ultimate_oscillator,earnings_blackout,11,0.8182,13.4943,42.4471,466.9177,-23.6297,898.4,62.73,False
ultimate_oscillator,trailing_10pct,11,0.5455,2.2214,3.7147,40.8612,-15.5786,66.6,58.45,False
ultimate_oscillator,multi_tier_partial,11,0.4545,0.5755,-0.6135,-6.7483,-6.6031,5.3,38.28,False
ultimate_oscillator,ma_exit_ema9,11,0.3636,0.277,-0.9638,-10.6019,-7.7826,2.1,32.87,False
ultimate_oscillator,atr_trail_vix_conditional,11,0.3636,0.5598,-0.746,-8.2064,-9.1188,15.1,30.87,False
ultimate_oscillator,chandelier_3x,11,0.0,0.0,-0.1999,-2.1986,-1.9496,2.1,27.08,False
ultimate_oscillator,smc_mitigation_zone,11,0.2727,0.1312,-1.1434,-12.5775,-9.4249,2.1,26.77,False
ultimate_oscillator,atr_trail_mae_conditional,11,0.2727,0.2753,-1.2076,-13.2832,-11.3607,5.3,23.87,False
ultimate_oscillator,mfe_lockin_trail,11,0.2727,0.3343,-1.1092,-12.2012,-11.3607,5.2,23.87,False
ultimate_oscillator,reverse_signal,11,0.2727,0.2753,-1.2076,-13.2832,-11.3607,5.3,23.87,False
ultimate_oscillator,atr_trail_1x,11,0.2727,0.2753,-1.2076,-13.2832,-11.3607,5.3,23.87,False
ultimate_oscillator,time_stop_20d,11,0.5455,0.8482,-0.3657,-4.0226,-19.3722,29.6,22.76,False
ultimate_oscillator,regime_flip,11,0.5455,0.8482,-0.3657,-4.0226,-19.3722,29.6,22.76,False
ultimate_oscillator,class_time_stop,11,0.5455,0.7254,-1.0604,-11.6646,-31.1677,36.8,21.82,False
ultimate_oscillator,trailing_15pct,11,0.3636,1.2311,1.2958,14.2535,-37.9385,102.8,21.48,False
ultimate_oscillator,trailing_5pct,11,0.2727,0.6314,-0.8463,-9.3098,-13.0096,23.5,21.39,False
ultimate_oscillator,break_even_at_1r,11,0.0909,0.0962,-1.0061,-11.0673,-9.0931,10.0,20.0,False
ultimate_oscillator,hybrid_50pct_target,11,0.4545,0.8985,-0.5535,-6.0886,-40.0,79.1,18.18,False
ultimate_oscillator,r_multiple_2r,11,0.1818,0.6265,-0.9548,-10.5029,-16.4233,10.4,12.64,False
ultimate_oscillator,atr_trail_2x,11,0.1818,0.1533,-2.2808,-25.0885,-19.014,19.0,8.75,False
ultimate_oscillator,fixed_4r_2r,11,0.1818,0.3639,-3.4721,-38.1926,-46.1906,26.9,7.27,False
ultimate_oscillator,r_multiple_3r,11,0.0909,0.2521,-2.3161,-25.4776,-24.3106,12.1,3.64,False
buyback_8k_recent_long,earnings_blackout,13,0.5385,1.7591,7.4502,96.8531,-109.6079,770.2,44.31,True
buyback_8k_recent_long,breakeven_plus_trail,13,0.3846,1.5928,1.1831,15.3801,-14.0527,105.5,42.09,False
buyback_8k_recent_long,class_time_stop,13,0.6154,1.1,0.3477,4.5203,-34.3736,37.5,27.62,False
buyback_8k_recent_long,hybrid_50pct_target,13,0.6154,0.9339,-0.2541,-3.3031,-30.0,107.8,24.62,False
buyback_8k_recent_long,trailing_5pct,13,0.4615,0.7783,-0.5385,-7.0006,-17.929,38.5,21.57,False
buyback_8k_recent_long,trailing_10pct,13,0.5385,0.9276,-0.2538,-3.2999,-26.8962,109.6,21.54,False
buyback_8k_recent_long,regime_flip,13,0.5385,0.9647,-0.1311,-1.7039,-23.6207,29.1,21.54,False
buyback_8k_recent_long,next_pivot_target,13,0.5385,0.6755,-0.9447,-12.2815,-29.2421,18.5,21.54,False
buyback_8k_recent_long,time_stop_20d,13,0.5385,0.9647,-0.1311,-1.7039,-23.6207,29.1,21.54,False
buyback_8k_recent_long,fixed_4r_2r,13,0.3846,1.1802,0.582,7.566,-22.9046,25.6,20.79,False
buyback_8k_recent_long,chandelier_3x,13,0.4615,1.0584,0.1556,2.0232,-20.6346,33.8,20.21,False
buyback_8k_recent_long,ma_exit_ema9,13,0.3846,0.9583,-0.0987,-1.2826,-17.1269,17.5,19.69,False
buyback_8k_recent_long,trailing_15pct,13,0.4615,1.0053,0.0302,0.3922,-40.7924,201.5,18.62,False
buyback_8k_recent_long,atr_trail_2x,13,0.4615,0.9776,-0.0578,-0.7511,-21.6068,28.3,18.46,False
buyback_8k_recent_long,time_stop_10d,13,0.4615,0.5183,-1.3982,-18.1762,-20.1676,14.5,18.46,False
buyback_8k_recent_long,r_multiple_3r,13,0.1538,0.5381,-1.0157,-13.2038,-13.25,7.2,16.28,False
buyback_8k_recent_long,atr_trail_vix_conditional,13,0.2308,0.543,-1.1693,-15.2009,-15.5561,12.1,15.9,False
buyback_8k_recent_long,r_multiple_2r,13,0.1538,0.3587,-1.4101,-18.3311,-14.735,6.4,14.05,False
buyback_8k_recent_long,multi_tier_partial,13,0.1538,0.0638,-1.6818,-21.8639,-19.6277,3.5,6.71,False
buyback_8k_recent_long,smc_mitigation_zone,13,0.0769,0.0283,-1.9657,-25.5547,-23.3185,3.8,3.08,False
buyback_8k_recent_long,reverse_signal,13,0.0769,0.0283,-1.9657,-25.5547,-23.3185,3.8,3.08,False
buyback_8k_recent_long,mfe_lockin_trail,13,0.0769,0.0283,-1.9657,-25.5547,-23.3185,3.8,3.08,False
buyback_8k_recent_long,atr_trail_mae_conditional,13,0.0769,0.0283,-1.9657,-25.5547,-23.3185,3.8,3.08,False
buyback_8k_recent_long,atr_trail_1x,13,0.0769,0.0283,-1.9657,-25.5547,-23.3185,3.8,3.08,False
buyback_8k_recent_long,break_even_at_1r,13,0.0,0.0,-2.1469,-27.9097,-24.3136,4.8,0.0,False
cmf_flip,time_stop_10d,7,0.5714,3.7019,3.5105,24.5738,-7.0234,15.1,72.32,True
cmf_flip,earnings_blackout,7,0.7143,2.184,20.879,146.1527,-123.4422,1024.4,58.57,False
cmf_flip,breakeven_plus_trail,7,0.2857,2.8613,6.7287,47.1011,-15.7725,40.0,47.77,False
cmf_flip,next_pivot_target,7,0.7143,0.6865,-0.8958,-6.2707,-10.0,8.4,43.57,False
cmf_flip,multi_tier_partial,7,0.5714,0.6713,-0.5567,-3.8972,-7.0567,6.0,42.27,False
cmf_flip,ma_exit_ema9,7,0.4286,1.0521,0.0657,0.4601,-7.67,4.1,37.2,False
cmf_flip,trailing_15pct,7,0.2857,1.7044,5.6614,39.6296,-37.2186,69.9,32.56,False
cmf_flip,chandelier_3x,7,0.0,0.0,-0.2317,-1.6219,-1.3644,1.9,27.95,False
cmf_flip,atr_trail_2x,7,0.2857,1.241,0.6357,4.4498,-13.9868,17.6,27.68,False
cmf_flip,hybrid_50pct_target,7,0.4286,0.6746,-1.8594,-13.0156,-13.0315,45.6,27.6,False
cmf_flip,r_multiple_3r,7,0.2857,1.1159,0.3567,2.497,-11.926,9.9,27.02,False
cmf_flip,r_multiple_2r,7,0.2857,0.7439,-0.788,-5.5159,-11.926,9.1,23.54,False
cmf_flip,break_even_at_1r,7,0.1429,0.0272,-1.8151,-12.706,-8.2605,12.9,23.33,False
cmf_flip,regime_flip,7,0.5714,0.8613,-0.7932,-5.5522,-40.0205,29.9,22.86,False
cmf_flip,time_stop_20d,7,0.5714,0.8613,-0.7932,-5.5522,-40.0205,29.9,22.86,False
cmf_flip,smc_mitigation_zone,7,0.1429,0.299,-0.9747,-6.8232,-8.5787,5.3,22.85,False
cmf_flip,reverse_signal,7,0.1429,0.2151,-1.5172,-10.6203,-8.7295,6.0,22.62,False
cmf_flip,mfe_lockin_trail,7,0.1429,0.2151,-1.5172,-10.6203,-8.7295,6.0,22.62,False
cmf_flip,atr_trail_1x,7,0.1429,0.2151,-1.5172,-10.6203,-8.7295,6.0,22.62,False
cmf_flip,atr_trail_mae_conditional,7,0.1429,0.2151,-1.5172,-10.6203,-8.7295,6.0,22.62,False
cmf_flip,trailing_5pct,7,0.1429,0.343,-1.6233,-11.3633,-12.2946,7.9,17.27,False
cmf_flip,class_time_stop,7,0.4286,0.5437,-3.5291,-24.704,-42.7726,37.3,17.14,False
cmf_flip,atr_trail_vix_conditional,7,0.1429,0.1923,-1.747,-12.2288,-12.9305,8.6,16.32,False
cmf_flip,trailing_10pct,7,0.2857,0.5369,-1.971,-13.7972,-21.6895,24.0,11.43,False
cmf_flip,fixed_4r_2r,7,0.2857,0.7529,-1.5027,-10.5187,-23.4083,27.0,11.43,False
williams_r_oversold,next_pivot_target,7,0.8571,1.918,1.3114,9.1798,-10.0,13.6,76.82,True
williams_r_oversold,time_stop_10d,7,0.5714,2.763,1.0756,7.5291,-4.2706,15.9,76.45,False
williams_r_oversold,breakeven_plus_trail,7,0.4286,8.5499,4.2999,30.0993,-3.9867,85.9,71.16,False
williams_r_oversold,chandelier_3x,7,0.1429,2.8981,0.4917,3.4416,-0.8421,7.4,64.45,False
williams_r_oversold,time_stop_20d,7,0.5714,1.5115,1.214,8.498,-13.5547,30.4,47.87,False
williams_r_oversold,regime_flip,7,0.5714,1.5115,1.214,8.498,-13.5547,30.4,47.87,False
williams_r_oversold,atr_trail_2x,7,0.4286,1.5054,0.9719,6.8033,-9.6747,21.7,47.79,False
williams_r_oversold,hybrid_50pct_target,7,0.7143,0.8664,-0.3819,-2.673,-10.0,57.3,43.57,False
williams_r_oversold,class_time_stop,7,0.5714,1.0412,0.1352,0.9461,-12.3661,37.6,35.54,False
williams_r_oversold,fixed_4r_2r,7,0.4286,1.0232,0.0896,0.6271,-11.1366,22.1,31.14,False
williams_r_oversold,trailing_5pct,7,0.4286,0.8883,-0.2612,-1.8286,-11.3692,26.4,30.09,False
williams_r_oversold,trailing_10pct,7,0.5714,0.43,-1.4149,-9.904,-16.6614,85.4,27.86,False
williams_r_oversold,break_even_at_1r,7,0.2857,0.3515,-0.8873,-6.2112,-9.5784,11.7,27.06,False
williams_r_oversold,atr_trail_vix_conditional,7,0.1429,1.1209,0.1551,1.0857,-8.9644,11.9,25.9,False
williams_r_oversold,r_multiple_3r,7,0.1429,0.4962,-1.2602,-8.8215,-9.5784,10.4,21.35,False
williams_r_oversold,r_multiple_2r,7,0.1429,0.3308,-1.6739,-11.7171,-9.5784,10.1,21.35,False
williams_r_oversold,ma_exit_ema9,7,0.0,0.0,-1.1771,-8.2399,-5.961,2.7,21.06,False
williams_r_oversold,multi_tier_partial,7,0.1429,0.4788,-0.7998,-5.5984,-10.7409,4.6,19.6,False
williams_r_oversold,mfe_lockin_trail,7,0.1429,0.349,-0.9989,-6.9921,-10.7409,4.6,19.6,False
williams_r_oversold,reverse_signal,7,0.1429,0.349,-0.9989,-6.9921,-10.7409,4.6,19.6,False
williams_r_oversold,atr_trail_mae_conditional,7,0.1429,0.349,-0.9989,-6.9921,-10.7409,4.6,19.6,False
williams_r_oversold,atr_trail_1x,7,0.1429,0.349,-0.9989,-6.9921,-10.7409,4.6,19.6,False
williams_r_oversold,earnings_blackout,7,0.4286,0.7151,-5.2969,-37.0781,-40.4528,876.1,17.14,False
williams_r_oversold,smc_mitigation_zone,7,0.0,0.0,-1.7245,-12.0716,-9.7927,3.3,15.31,False
williams_r_oversold,trailing_15pct,7,0.1429,0.6525,-1.7709,-12.396,-30.2648,173.4,5.72,False
xs_momentum_top_decile,earnings_blackout,23,0.6957,5.3184,34.0104,782.2395,-116.4393,868.1,57.83,True
xs_momentum_top_decile,trailing_5pct,23,0.3478,2.1875,2.5753,59.2325,-15.9563,21.5,49.98,False
xs_momentum_top_decile,breakeven_plus_trail,23,0.3043,2.1151,3.4548,79.46,-43.7869,46.6,42.17,False
xs_momentum_top_decile,atr_trail_2x,23,0.4783,1.7444,2.3794,54.7255,-31.4951,23.0,41.46,False
xs_momentum_top_decile,ma_exit_ema9,23,0.4348,1.6381,0.6973,16.0376,-17.2647,10.0,40.64,False
xs_momentum_top_decile,trailing_10pct,23,0.4348,1.7387,2.7677,63.6569,-34.0162,69.9,39.55,False
xs_momentum_top_decile,hybrid_50pct_target,23,0.6087,1.4226,1.6538,38.0373,-37.9119,67.0,37.03,False
xs_momentum_top_decile,r_multiple_2r,23,0.5217,1.3921,0.7482,17.2092,-18.2874,9.0,35.2,False
xs_momentum_top_decile,time_stop_20d,23,0.5652,1.3915,1.4282,32.8479,-35.8339,29.9,34.35,False
xs_momentum_top_decile,regime_flip,23,0.5652,1.3915,1.4282,32.8479,-35.8339,29.9,34.35,False
xs_momentum_top_decile,r_multiple_3r,23,0.3913,1.3903,0.8622,19.8305,-17.7781,13.0,30.69,False
xs_momentum_top_decile,class_time_stop,23,0.5652,1.1937,0.9027,20.7615,-47.9983,37.4,28.42,False
xs_momentum_top_decile,fixed_4r_2r,23,0.4783,1.2734,1.0653,24.5014,-36.5751,22.0,27.33,False
xs_momentum_top_decile,trailing_15pct,23,0.3913,1.2368,1.4983,34.461,-61.6539,124.2,22.76,False
xs_momentum_top_decile,next_pivot_target,23,0.5652,0.6551,-1.2115,-27.8645,-49.7572,13.9,22.61,False
xs_momentum_top_decile,smc_mitigation_zone,23,0.2609,0.6625,-0.3149,-7.2419,-13.601,4.9,20.03,False
xs_momentum_top_decile,multi_tier_partial,23,0.4783,0.4717,-0.8569,-19.708,-23.7287,6.1,19.13,False
