tier,trades,win_rate,avg_pnl,profit_factor,total_roi,tier_3_consolidated
VERY_HIGH,2,0.5,1.5239,1.3941,3.0478,HIGH
HIGH,223,0.2691,-1.6504,0.6064,-368.0424,MEDIUM
