strategy,exit_method,confidence_tier,n,win_rate,avg_pnl_pct,total_pnl_pct
bollinger_tight,atr_trail_1x,HIGH,6,0.0,-2.9743333333333335,-17.846
bollinger_tight,atr_trail_1x,MEDIUM_HIGH,1,0.0,-2.6457,-2.6457
bollinger_tight,atr_trail_2x,HIGH,6,0.0,-5.554333333333333,-33.326
bollinger_tight,atr_trail_2x,MEDIUM_HIGH,1,0.0,-8.8292,-8.8292
bollinger_tight,break_even_at_1r,HIGH,6,0.0,-2.900233333333333,-17.4014
bollinger_tight,break_even_at_1r,MEDIUM_HIGH,1,0.0,-2.9202,-2.9202
bollinger_tight,breakeven_plus_trail,HIGH,6,0.0,-5.624233333333334,-33.745400000000004
bollinger_tight,breakeven_plus_trail,MEDIUM_HIGH,1,0.0,-5.8404,-5.8404
bollinger_tight,class_time_stop,HIGH,6,0.5,-5.36195,-32.1717
bollinger_tight,class_time_stop,MEDIUM_HIGH,1,1.0,7.3615,7.3615
bollinger_tight,earnings_blackout,HIGH,6,0.5,-7.52185,-45.131099999999996
bollinger_tight,earnings_blackout,MEDIUM_HIGH,1,1.0,7.3615,7.3615
bollinger_tight,fixed_3r_2r,HIGH,6,0.0,-6.9807500000000005,-41.8845
bollinger_tight,fixed_3r_2r,MEDIUM_HIGH,1,0.0,-8.8292,-8.8292
bollinger_tight,hybrid_50pct_target,HIGH,6,0.5,-7.52185,-45.131099999999996
bollinger_tight,hybrid_50pct_target,MEDIUM_HIGH,1,1.0,8.061,8.061
bollinger_tight,ma_exit_ema9,HIGH,6,0.3333333333333333,-1.1856333333333333,-7.1138
bollinger_tight,ma_exit_ema9,MEDIUM_HIGH,1,1.0,0.2845,0.2845
bollinger_tight,next_pivot_target,HIGH,6,0.3333333333333333,-5.596733333333333,-33.5804
bollinger_tight,next_pivot_target,MEDIUM_HIGH,1,0.0,-10.0,-10.0
bollinger_tight,r_multiple_2r,HIGH,6,0.16666666666666666,-1.7371999999999999,-10.4232
bollinger_tight,r_multiple_2r,MEDIUM_HIGH,1,0.0,-2.9202,-2.9202
bollinger_tight,r_multiple_3r,HIGH,6,0.0,-3.48175,-20.8905
bollinger_tight,r_multiple_3r,MEDIUM_HIGH,1,0.0,-2.9202,-2.9202
bollinger_tight,regime_flip,HIGH,6,0.16666666666666666,-8.674516666666667,-52.0471
bollinger_tight,regime_flip,MEDIUM_HIGH,1,1.0,7.5569,7.5569
bollinger_tight,time_stop_10d,HIGH,6,0.16666666666666666,-6.95315,-41.7189
bollinger_tight,time_stop_10d,MEDIUM_HIGH,1,1.0,2.7224,2.7224
bollinger_tight,time_stop_20d,HIGH,6,0.16666666666666666,-8.674516666666667,-52.0471
bollinger_tight,time_stop_20d,MEDIUM_HIGH,1,1.0,7.5569,7.5569
bollinger_tight,trailing_10pct,HIGH,6,0.0,-8.377833333333333,-50.266999999999996
bollinger_tight,trailing_10pct,MEDIUM_HIGH,1,0.0,-9.687,-9.687
bollinger_tight,trailing_15pct,HIGH,6,0.16666666666666666,-8.194966666666666,-49.169799999999995
bollinger_tight,trailing_15pct,MEDIUM_HIGH,1,1.0,7.3615,7.3615
bollinger_tight,trailing_5pct,HIGH,6,0.16666666666666666,-4.4422,-26.6532
bollinger_tight,trailing_5pct,MEDIUM_HIGH,1,0.0,-8.8292,-8.8292
cpr_narrow_bullish,atr_trail_1x,HIGH,6,0.16666666666666666,-1.6964333333333332,-10.1786
cpr_narrow_bullish,atr_trail_1x,MEDIUM_HIGH,1,0.0,-3.6965,-3.6965
cpr_narrow_bullish,atr_trail_2x,HIGH,6,0.5,3.7914166666666667,22.7485
cpr_narrow_bullish,atr_trail_2x,MEDIUM_HIGH,1,0.0,-7.3931,-7.3931
cpr_narrow_bullish,break_even_at_1r,HIGH,6,0.16666666666666666,1.902383333333333,11.414299999999999
cpr_narrow_bullish,break_even_at_1r,MEDIUM_HIGH,1,0.0,-3.6965,-3.6965
cpr_narrow_bullish,breakeven_plus_trail,HIGH,6,0.3333333333333333,2.206566666666667,13.2394
cpr_narrow_bullish,breakeven_plus_trail,MEDIUM_HIGH,1,0.0,-7.3931,-7.3931
cpr_narrow_bullish,class_time_stop,HIGH,6,0.3333333333333333,-3.0905166666666664,-18.5431
cpr_narrow_bullish,class_time_stop,MEDIUM_HIGH,1,0.0,-17.7492,-17.7492
cpr_narrow_bullish,earnings_blackout,HIGH,6,0.16666666666666666,-0.18453333333333313,-1.1071999999999989
cpr_narrow_bullish,earnings_blackout,MEDIUM_HIGH,1,0.0,-13.6719,-13.6719
cpr_narrow_bullish,fixed_3r_2r,HIGH,6,0.5,2.996266666666667,17.977600000000002
cpr_narrow_bullish,fixed_3r_2r,MEDIUM_HIGH,1,0.0,-7.3931,-7.3931
cpr_narrow_bullish,hybrid_50pct_target,HIGH,6,0.5,0.03376666666666731,0.2026000000000039
cpr_narrow_bullish,hybrid_50pct_target,MEDIUM_HIGH,1,0.0,-13.6719,-13.6719
cpr_narrow_bullish,ma_exit_ema9,HIGH,6,0.5,5.110683333333333,30.664099999999998
cpr_narrow_bullish,ma_exit_ema9,MEDIUM_HIGH,1,0.0,-3.8403,-3.8403
cpr_narrow_bullish,next_pivot_target,HIGH,6,0.8333333333333334,0.9642333333333335,5.785400000000001
cpr_narrow_bullish,next_pivot_target,MEDIUM_HIGH,1,1.0,1.6364,1.6364
cpr_narrow_bullish,r_multiple_2r,HIGH,6,0.16666666666666666,-0.9833999999999999,-5.900399999999999
cpr_narrow_bullish,r_multiple_2r,MEDIUM_HIGH,1,0.0,-3.6965,-3.6965
cpr_narrow_bullish,r_multiple_3r,HIGH,6,0.16666666666666666,-0.2065999999999999,-1.2395999999999994
