strategy,exit_method,regime_at_entry,n,win_rate,avg_pnl_pct,total_pnl_pct
bollinger_lower,atr_trail_1x,bear,24,0.08333333333333333,-2.0713666666666666,-49.7128
bollinger_lower,atr_trail_1x,bull,34,0.29411764705882354,-0.4259176470588235,-14.4812
bollinger_lower,atr_trail_1x,neutral,35,0.2,-1.3245428571428572,-46.359
bollinger_lower,atr_trail_2x,bear,24,0.2916666666666667,-1.4653416666666665,-35.1682
bollinger_lower,atr_trail_2x,bull,34,0.38235294117647056,0.2962323529411765,10.071900000000001
bollinger_lower,atr_trail_2x,neutral,35,0.4,1.8997828571428568,66.49239999999999
bollinger_lower,break_even_at_1r,bear,24,0.08333333333333333,-2.7050625,-64.9215
bollinger_lower,break_even_at_1r,bull,34,0.11764705882352941,-0.5078970588235295,-17.268500000000003
bollinger_lower,break_even_at_1r,neutral,35,0.08571428571428572,0.38726571428571416,13.554299999999996
bollinger_lower,breakeven_plus_trail,bear,24,0.4583333333333333,10.982020833333335,263.56850000000003
bollinger_lower,breakeven_plus_trail,bull,34,0.3235294117647059,2.0897764705882356,71.0524
bollinger_lower,breakeven_plus_trail,neutral,35,0.37142857142857144,3.138471428571428,109.84649999999999
bollinger_lower,class_time_stop,bear,24,0.5833333333333334,4.930279166666667,118.3267
bollinger_lower,class_time_stop,bull,34,0.5588235294117647,0.8264588235294117,28.0996
bollinger_lower,class_time_stop,neutral,35,0.6571428571428571,2.409251428571429,84.3238
bollinger_lower,earnings_blackout,bear,24,0.875,98.638775,2367.3306
bollinger_lower,earnings_blackout,bull,34,0.7352941176470589,38.32769117647059,1303.1415
bollinger_lower,earnings_blackout,neutral,35,0.8285714285714286,127.18644571428571,4451.5256
bollinger_lower,fixed_4r_2r,bear,24,0.4166666666666667,1.8187125000000002,43.649100000000004
bollinger_lower,fixed_4r_2r,bull,34,0.4411764705882353,0.5667588235294116,19.269799999999996
bollinger_lower,fixed_4r_2r,neutral,35,0.5142857142857142,2.5462457142857144,89.1186
bollinger_lower,hybrid_50pct_target,bear,24,0.7083333333333334,7.785779166666667,186.8587
bollinger_lower,hybrid_50pct_target,bull,34,0.6764705882352942,1.0143529411764707,34.488
bollinger_lower,hybrid_50pct_target,neutral,35,0.7714285714285715,4.683357142857143,163.9175
bollinger_lower,ma_exit_ema9,bear,24,0.5,0.29829583333333337,7.1591000000000005
bollinger_lower,ma_exit_ema9,bull,34,0.4117647058823529,-0.3054411764705882,-10.385
bollinger_lower,ma_exit_ema9,neutral,35,0.45714285714285713,-0.3227428571428571,-11.296
bollinger_lower,next_pivot_target,bear,24,0.7916666666666666,1.2458541666666667,29.9005
bollinger_lower,next_pivot_target,bull,34,0.7352941176470589,0.3684235294117647,12.5264
bollinger_lower,next_pivot_target,neutral,35,0.8571428571428571,3.232837142857143,113.1493
bollinger_lower,r_multiple_2r,bear,24,0.20833333333333334,-1.6928,-40.6272
bollinger_lower,r_multiple_2r,bull,34,0.4117647058823529,0.1969588235294118,6.696600000000001
bollinger_lower,r_multiple_2r,neutral,35,0.2857142857142857,-0.6383828571428573,-22.343400000000003
bollinger_lower,r_multiple_3r,bear,24,0.20833333333333334,-0.9209166666666667,-22.102
bollinger_lower,r_multiple_3r,bull,34,0.35294117647058826,0.2592529411764706,8.8146
bollinger_lower,r_multiple_3r,neutral,35,0.2571428571428571,0.14872857142857135,5.205499999999997
bollinger_lower,regime_flip,bear,24,0.75,5.870674999999999,140.8962
bollinger_lower,regime_flip,bull,34,0.5,1.0440911764705882,35.4991
bollinger_lower,regime_flip,neutral,35,0.6,-0.09909714285714273,-3.4683999999999955
bollinger_lower,time_stop_10d,bear,24,0.4583333333333333,0.8200958333333332,19.682299999999998
bollinger_lower,time_stop_10d,bull,34,0.5294117647058824,0.4305558823529412,14.6389
bollinger_lower,time_stop_10d,neutral,35,0.6,0.47911428571428566,16.769
bollinger_lower,time_stop_20d,bear,24,0.75,5.870674999999999,140.8962
bollinger_lower,time_stop_20d,bull,34,0.5,1.0440911764705882,35.4991
bollinger_lower,time_stop_20d,neutral,35,0.6,-0.09909714285714273,-3.4683999999999955
bollinger_lower,trailing_10pct,bear,24,0.3333333333333333,2.1355583333333334,51.2534
bollinger_lower,trailing_10pct,bull,34,0.5588235294117647,2.546341176470588,86.5756
bollinger_lower,trailing_10pct,neutral,35,0.5714285714285714,5.890745714285714,206.1761
bollinger_lower,trailing_15pct,bear,24,0.4166666666666667,15.976175,383.4282
bollinger_lower,trailing_15pct,bull,34,0.47058823529411764,0.2933529411764708,9.974000000000007
bollinger_lower,trailing_15pct,neutral,35,0.5714285714285714,13.466031428571426,471.31109999999995
bollinger_lower,trailing_5pct,bear,24,0.16666666666666666,-1.8989958333333332,-45.5759
bollinger_lower,trailing_5pct,bull,34,0.4117647058823529,0.3831558823529412,13.0273
