strategy,exit_method,8K_filed_during_hold,n,win_rate,avg_pnl_pct,total_pnl_pct
bollinger_lower,atr_trail_1x,no,47,0.14893617021276595,-1.6082468085106383,-75.5876
bollinger_lower,atr_trail_1x,yes,46,0.2608695652173913,-0.7601173913043479,-34.9654
bollinger_lower,atr_trail_2x,no,47,0.3617021276595745,-0.373931914893617,-17.5748
bollinger_lower,atr_trail_2x,yes,46,0.3695652173913043,1.2819760869565215,58.97089999999999
bollinger_lower,break_even_at_1r,no,47,0.0851063829787234,-1.3053489361702126,-61.3514
bollinger_lower,break_even_at_1r,yes,46,0.10869565217391304,-0.15835434782608693,-7.284299999999999
bollinger_lower,breakeven_plus_trail,no,47,0.425531914893617,5.3480723404255315,251.3594
bollinger_lower,breakeven_plus_trail,yes,46,0.32608695652173914,4.198,193.108
bollinger_lower,class_time_stop,no,47,0.574468085106383,2.0861319148936173,98.04820000000001
bollinger_lower,class_time_stop,yes,46,0.6304347826086957,2.884823913043478,132.7019
bollinger_lower,earnings_blackout,no,47,0.9148936170212766,107.32796170212767,5044.4142
bollinger_lower,earnings_blackout,yes,46,0.6956521739130435,66.90398913043478,3077.5835
bollinger_lower,fixed_4r_2r,no,47,0.46808510638297873,1.7255851063829788,81.1025
bollinger_lower,fixed_4r_2r,yes,46,0.45652173913043476,1.542065217391304,70.93499999999999
bollinger_lower,hybrid_50pct_target,no,47,0.7021276595744681,4.582155319148936,215.3613
bollinger_lower,hybrid_50pct_target,yes,46,0.7391304347826086,3.6935413043478262,169.90290000000002
bollinger_lower,ma_exit_ema9,no,47,0.5106382978723404,-0.19417234042553186,-9.126099999999997
bollinger_lower,ma_exit_ema9,yes,46,0.391304347826087,-0.11730000000000003,-5.395800000000001
bollinger_lower,next_pivot_target,no,47,0.7872340425531915,1.5476319148936168,72.7387
bollinger_lower,next_pivot_target,yes,46,0.8043478260869565,1.8008152173913046,82.8375
bollinger_lower,r_multiple_2r,no,47,0.3191489361702128,-0.7719446808510638,-36.2814
bollinger_lower,r_multiple_2r,yes,46,0.30434782608695654,-0.4346217391304348,-19.9926
