date,event,z_score,today_dispersion,ticker,level,reason,exit_price,dd_from_peak,rolling_peak_equity,current_equity,action,new_stop
2025-04-08,,,,NSC,5.0,vix_crisis_52.3,,,,,tighten_stop,224.58775500000002
2025-04-09,dispersion_cb_triggered_dec128,4.042,0.06189,,,,,,,,,
2025-04-10,,,,UWMC,5.0,vix_crisis_40.7,,,,,tighten_stop,4.851
2025-04-10,,,,TLT,5.0,vix_crisis_40.7,,,,,tighten_stop,91.49395500000001
2025-06-02,dispersion_cb_triggered_dec128,3.6137,0.056298,,,,,,,,,
2025-06-24,dispersion_cb_triggered_dec128,7.9204,0.091317,,,,,,,,,
2025-07-18,,,,BKSY,1.0,overnight_gap_down_21.3pct,22.26,,,,,
2025-08-01,,,,BE,1.0,overnight_gap_down_12.4pct,32.74,,,,,
2025-08-07,,,,SYM,1.0,overnight_gap_down_20.5pct,50.03,,,,,
2025-09-10,dispersion_cb_triggered_dec128,3.7116,0.037578,,,,,,,,,
2025-11-11,dispersion_cb_triggered_dec128,3.4653,0.052552,,,,,,,,,
2025-11-25,dispersion_cb_triggered_dec128,3.5218,0.061592,,,,,,,,,
2026-01-06,dispersion_cb_triggered_dec128,6.2969,0.093201,,,,,,,,,
2026-01-12,,,,ANF,1.0,overnight_gap_down_17.5pct,103.0,,,,,
2026-02-02,,,,AQST,1.0,overnight_gap_up_35.6pct,4.0,,,,,
2026-02-09,,,,CCXI,1.0,overnight_gap_down_80.4pct,10.2,,,,,
2026-02-09,,,,DT,1.0,overnight_gap_up_13.6pct,38.29,,,,,
2026-02-09,dispersion_cb_triggered_dec128,5.071,0.081806,,,,,,,,,
2026-04-08,,,,APA,1.0,overnight_gap_down_13.9pct,36.98,,,,,
2026-04-08,dispersion_cb_triggered_dec128,4.4222,0.050396,,,,,,,,,
2026-04-28,,,,CLS,1.0,overnight_gap_down_15.6pct,356.505,,,,,
