strategy,exit_method,news_sentiment_shift_during_hold,n,win_rate,avg_pnl_pct,total_pnl_pct
avwap_252_breakout,atr_trail_1x,high_gt_20,4,0.0,-1.562975,-6.2519
avwap_252_breakout,atr_trail_1x,low_1_5,1,0.0,-0.5964,-0.5964
avwap_252_breakout,atr_trail_1x,mid_6_20,2,0.0,-3.2516,-6.5032
avwap_252_breakout,atr_trail_1x,none,1,0.0,-4.811,-4.811
avwap_252_breakout,atr_trail_2x,high_gt_20,4,0.25,-2.266575,-9.0663
avwap_252_breakout,atr_trail_2x,low_1_5,1,1.0,12.6269,12.6269
avwap_252_breakout,atr_trail_2x,mid_6_20,2,0.0,-6.73355,-13.4671
avwap_252_breakout,atr_trail_2x,none,1,0.0,-6.631,-6.631
avwap_252_breakout,atr_trail_mae_conditional,high_gt_20,4,0.0,-1.562975,-6.2519
avwap_252_breakout,atr_trail_mae_conditional,low_1_5,1,0.0,-0.5964,-0.5964
avwap_252_breakout,atr_trail_mae_conditional,mid_6_20,2,0.0,-3.2516,-6.5032
avwap_252_breakout,atr_trail_mae_conditional,none,1,0.0,-4.811,-4.811
avwap_252_breakout,atr_trail_vix_conditional,high_gt_20,4,0.0,-1.594475,-6.3779
avwap_252_breakout,atr_trail_vix_conditional,low_1_5,1,1.0,1.3236,1.3236
avwap_252_breakout,atr_trail_vix_conditional,mid_6_20,2,0.0,-3.8773999999999997,-7.7547999999999995
avwap_252_breakout,atr_trail_vix_conditional,none,1,0.0,-7.2165,-7.2165
avwap_252_breakout,break_even_at_1r,high_gt_20,4,0.0,-1.985325,-7.9413
avwap_252_breakout,break_even_at_1r,low_1_5,1,0.0,0.0,0.0
avwap_252_breakout,break_even_at_1r,mid_6_20,2,0.0,-3.2516,-6.5032
avwap_252_breakout,break_even_at_1r,none,1,0.0,-4.811,-4.811
avwap_252_breakout,breakeven_plus_trail,high_gt_20,4,0.0,-2.62,-10.48
avwap_252_breakout,breakeven_plus_trail,low_1_5,1,1.0,13.1441,13.1441
avwap_252_breakout,breakeven_plus_trail,mid_6_20,2,0.5,0.5304500000000001,1.0609000000000002
avwap_252_breakout,breakeven_plus_trail,none,1,0.0,-9.622,-9.622
avwap_252_breakout,chandelier_3x,high_gt_20,4,0.0,-2.5780000000000003,-10.312000000000001
avwap_252_breakout,chandelier_3x,low_1_5,1,1.0,11.909,11.909
avwap_252_breakout,chandelier_3x,mid_6_20,2,0.0,-6.6967,-13.3934
avwap_252_breakout,chandelier_3x,none,1,0.0,-9.2819,-9.2819
avwap_252_breakout,class_time_stop,high_gt_20,4,0.5,-0.6661,-2.6644
avwap_252_breakout,class_time_stop,low_1_5,1,1.0,20.6882,20.6882
avwap_252_breakout,class_time_stop,mid_6_20,2,0.5,-1.3875000000000002,-2.7750000000000004
avwap_252_breakout,class_time_stop,none,1,0.0,-9.8685,-9.8685
avwap_252_breakout,earnings_blackout,high_gt_20,4,0.25,-28.3107,-113.2428
avwap_252_breakout,earnings_blackout,low_1_5,1,0.0,-72.3395,-72.3395
avwap_252_breakout,earnings_blackout,mid_6_20,2,0.5,-19.41255,-38.8251
avwap_252_breakout,earnings_blackout,none,1,1.0,36.7586,36.7586
avwap_252_breakout,fixed_4r_2r,high_gt_20,4,0.0,-4.824875,-19.2995
avwap_252_breakout,fixed_4r_2r,low_1_5,1,1.0,14.4579,14.4579
avwap_252_breakout,fixed_4r_2r,mid_6_20,2,0.0,-6.73355,-13.4671
avwap_252_breakout,fixed_4r_2r,none,1,0.0,-9.622,-9.622
avwap_252_breakout,hybrid_50pct_target,high_gt_20,4,1.0,3.690575,14.7623
avwap_252_breakout,hybrid_50pct_target,low_1_5,1,1.0,11.9937,11.9937
avwap_252_breakout,hybrid_50pct_target,mid_6_20,2,1.0,7.7833000000000006,15.566600000000001
avwap_252_breakout,hybrid_50pct_target,none,1,1.0,11.304,11.304
avwap_252_breakout,ma_exit_ema9,high_gt_20,4,0.25,-1.7225249999999999,-6.8900999999999994
avwap_252_breakout,ma_exit_ema9,low_1_5,1,0.0,-2.2915,-2.2915
avwap_252_breakout,ma_exit_ema9,mid_6_20,2,0.0,-4.7971,-9.5942
avwap_252_breakout,ma_exit_ema9,none,1,0.0,-4.8664,-4.8664
avwap_252_breakout,mfe_lockin_trail,high_gt_20,4,0.25,-0.39054999999999995,-1.5621999999999998
avwap_252_breakout,mfe_lockin_trail,low_1_5,1,0.0,-0.5964,-0.5964
avwap_252_breakout,mfe_lockin_trail,mid_6_20,2,0.0,-3.2516,-6.5032
avwap_252_breakout,mfe_lockin_trail,none,1,0.0,-4.811,-4.811
avwap_252_breakout,multi_tier_partial,high_gt_20,4,0.25,-0.796525,-3.1861
avwap_252_breakout,multi_tier_partial,low_1_5,1,1.0,1.2048,1.2048
avwap_252_breakout,multi_tier_partial,mid_6_20,2,0.0,-3.2516,-6.5032
avwap_252_breakout,multi_tier_partial,none,1,0.0,-4.811,-4.811
avwap_252_breakout,next_pivot_target,high_gt_20,4,0.0,-4.824875,-19.2995
avwap_252_breakout,next_pivot_target,low_1_5,1,1.0,0.0442,0.0442
avwap_252_breakout,next_pivot_target,mid_6_20,2,1.0,2.27855,4.5571
avwap_252_breakout,next_pivot_target,none,1,1.0,0.1358,0.1358
avwap_252_breakout,r_multiple_2r,high_gt_20,4,0.25,-0.5203,-2.0812
avwap_252_breakout,r_multiple_2r,low_1_5,1,1.0,7.2289,7.2289
avwap_252_breakout,r_multiple_2r,mid_6_20,2,0.0,-3.2516,-6.5032
avwap_252_breakout,r_multiple_2r,none,1,0.0,-4.811,-4.811
avwap_252_breakout,r_multiple_3r,high_gt_20,4,0.0,-2.412425,-9.6497
avwap_252_breakout,r_multiple_3r,low_1_5,1,1.0,10.8434,10.8434
avwap_252_breakout,r_multiple_3r,mid_6_20,2,0.0,-3.2516,-6.5032
avwap_252_breakout,r_multiple_3r,none,1,0.0,-4.811,-4.811
avwap_252_breakout,regime_flip,high_gt_20,4,0.0,-1.760425,-7.0417
avwap_252_breakout,regime_flip,low_1_5,1,1.0,8.464,8.464
avwap_252_breakout,regime_flip,mid_6_20,2,0.5,-3.1468999999999996,-6.293799999999999
avwap_252_breakout,regime_flip,none,1,0.0,-10.0472,-10.0472
avwap_252_breakout,reverse_signal,high_gt_20,4,0.0,-1.562975,-6.2519
avwap_252_breakout,reverse_signal,low_1_5,1,0.0,-0.5964,-0.5964
avwap_252_breakout,reverse_signal,mid_6_20,2,0.0,-3.2516,-6.5032
avwap_252_breakout,reverse_signal,none,1,0.0,-4.811,-4.811
avwap_252_breakout,smc_mitigation_zone,high_gt_20,4,0.0,-1.562975,-6.2519
avwap_252_breakout,smc_mitigation_zone,low_1_5,1,0.0,-0.5964,-0.5964
avwap_252_breakout,smc_mitigation_zone,mid_6_20,2,0.0,-3.2516,-6.5032
avwap_252_breakout,smc_mitigation_zone,none,1,0.0,-4.811,-4.811
avwap_252_breakout,time_stop_10d,high_gt_20,4,0.5,1.1807250000000002,4.722900000000001
avwap_252_breakout,time_stop_10d,low_1_5,1,1.0,0.6996,0.6996
avwap_252_breakout,time_stop_10d,mid_6_20,2,0.5,0.5155500000000002,1.0311000000000003
avwap_252_breakout,time_stop_10d,none,1,0.0,-1.8294,-1.8294
avwap_252_breakout,time_stop_20d,high_gt_20,4,0.0,-1.760425,-7.0417
avwap_252_breakout,time_stop_20d,low_1_5,1,1.0,8.464,8.464
avwap_252_breakout,time_stop_20d,mid_6_20,2,0.5,-3.1468999999999996,-6.293799999999999
avwap_252_breakout,time_stop_20d,none,1,0.0,-10.0472,-10.0472
avwap_252_breakout,trailing_10pct,high_gt_20,4,0.5,-1.259675,-5.0387
avwap_252_breakout,trailing_10pct,low_1_5,1,1.0,13.1441,13.1441
avwap_252_breakout,trailing_10pct,mid_6_20,2,0.5,-1.2889499999999998,-2.5778999999999996
avwap_252_breakout,trailing_10pct,none,1,0.0,-6.7064,-6.7064
avwap_252_breakout,trailing_15pct,high_gt_20,4,0.25,-5.7315499999999995,-22.926199999999998
avwap_252_breakout,trailing_15pct,low_1_5,1,1.0,9.1961,9.1961
avwap_252_breakout,trailing_15pct,mid_6_20,2,0.5,-3.78895,-7.5779
avwap_252_breakout,trailing_15pct,none,1,0.0,-11.5567,-11.5567
avwap_252_breakout,trailing_5pct,high_gt_20,4,0.0,-2.4606,-9.8424
avwap_252_breakout,trailing_5pct,low_1_5,1,0.0,-1.7675,-1.7675
avwap_252_breakout,trailing_5pct,mid_6_20,2,0.0,-5.184699999999999,-10.369399999999999
avwap_252_breakout,trailing_5pct,none,1,0.0,-5.0,-5.0
avwap_50_reclaim,atr_trail_1x,high_gt_20,4,0.5,0.1036,0.4144
avwap_50_reclaim,atr_trail_1x,low_1_5,7,0.42857142857142855,0.23690000000000008,1.6583000000000006
avwap_50_reclaim,atr_trail_1x,mid_6_20,5,0.2,3.1321199999999996,15.660599999999999
avwap_50_reclaim,atr_trail_1x,none,2,0.5,-0.7939500000000002,-1.5879000000000003
avwap_50_reclaim,atr_trail_2x,high_gt_20,4,0.0,-1.8134000000000001,-7.2536000000000005
avwap_50_reclaim,atr_trail_2x,low_1_5,7,0.42857142857142855,1.6240285714285718,11.368200000000003
avwap_50_reclaim,atr_trail_2x,mid_6_20,5,0.4,2.6553999999999998,13.277
avwap_50_reclaim,atr_trail_2x,none,2,0.5,3.3038499999999997,6.6076999999999995
avwap_50_reclaim,atr_trail_mae_conditional,high_gt_20,4,0.5,0.1036,0.4144
avwap_50_reclaim,atr_trail_mae_conditional,low_1_5,7,0.42857142857142855,0.23690000000000008,1.6583000000000006
avwap_50_reclaim,atr_trail_mae_conditional,mid_6_20,5,0.2,3.1321199999999996,15.660599999999999
avwap_50_reclaim,atr_trail_mae_conditional,none,2,0.5,-0.7939500000000002,-1.5879000000000003
avwap_50_reclaim,atr_trail_vix_conditional,high_gt_20,4,0.25,-0.31109999999999993,-1.2443999999999997
avwap_50_reclaim,atr_trail_vix_conditional,low_1_5,7,0.2857142857142857,-2.293142857142857,-16.052
avwap_50_reclaim,atr_trail_vix_conditional,mid_6_20,5,0.2,3.9494,19.747
avwap_50_reclaim,atr_trail_vix_conditional,none,2,0.5,0.012550000000000061,0.025100000000000122
avwap_50_reclaim,break_even_at_1r,high_gt_20,4,0.0,-0.57795,-2.3118
avwap_50_reclaim,break_even_at_1r,low_1_5,7,0.2857142857142857,2.7265285714285716,19.085700000000003
avwap_50_reclaim,break_even_at_1r,mid_6_20,5,0.2,4.34506,21.7253
avwap_50_reclaim,break_even_at_1r,none,2,0.5,0.7193,1.4386
avwap_50_reclaim,breakeven_plus_trail,high_gt_20,4,0.0,0.0,0.0
avwap_50_reclaim,breakeven_plus_trail,low_1_5,7,0.2857142857142857,0.9900142857142862,6.930100000000003
avwap_50_reclaim,breakeven_plus_trail,mid_6_20,5,0.4,6.8295,34.1475
avwap_50_reclaim,breakeven_plus_trail,none,2,0.5,2.8265000000000002,5.6530000000000005
avwap_50_reclaim,chandelier_3x,high_gt_20,4,0.5,-1.608075,-6.4323
avwap_50_reclaim,chandelier_3x,low_1_5,7,0.5714285714285714,-26.499528571428574,-185.4967
avwap_50_reclaim,chandelier_3x,mid_6_20,5,0.4,1.3091399999999997,6.545699999999999
avwap_50_reclaim,chandelier_3x,none,2,0.5,2.05265,4.1053
avwap_50_reclaim,class_time_stop,high_gt_20,4,0.75,2.1686249999999996,8.674499999999998
avwap_50_reclaim,class_time_stop,low_1_5,7,0.5714285714285714,-26.719914285714285,-187.0394
avwap_50_reclaim,class_time_stop,mid_6_20,5,0.6,5.0427599999999995,25.2138
avwap_50_reclaim,class_time_stop,none,2,0.5,2.0538,4.1076
avwap_50_reclaim,earnings_blackout,high_gt_20,4,0.75,15.3006,61.2024
avwap_50_reclaim,earnings_blackout,low_1_5,7,0.14285714285714285,-94.86427142857143,-664.0499
avwap_50_reclaim,earnings_blackout,mid_6_20,5,0.2,-33.617399999999996,-168.087
avwap_50_reclaim,earnings_blackout,none,2,0.5,23.049,46.098
avwap_50_reclaim,fixed_4r_2r,high_gt_20,4,0.0,-5.720275,-22.8811
avwap_50_reclaim,fixed_4r_2r,low_1_5,7,0.5714285714285714,3.432471428571429,24.027300000000004
avwap_50_reclaim,fixed_4r_2r,mid_6_20,5,0.6,9.91696,49.5848
avwap_50_reclaim,fixed_4r_2r,none,2,0.5,6.2973,12.5946
avwap_50_reclaim,hybrid_50pct_target,high_gt_20,4,1.0,7.864225,31.4569
avwap_50_reclaim,hybrid_50pct_target,low_1_5,7,1.0,11.651285714285715,81.559
avwap_50_reclaim,hybrid_50pct_target,mid_6_20,5,1.0,10.84582,54.2291
avwap_50_reclaim,hybrid_50pct_target,none,2,0.5,3.6316999999999995,7.263399999999999
avwap_50_reclaim,ma_exit_ema9,high_gt_20,4,0.0,-0.85635,-3.4254
avwap_50_reclaim,ma_exit_ema9,low_1_5,7,0.42857142857142855,2.280742857142857,15.9652
avwap_50_reclaim,ma_exit_ema9,mid_6_20,5,0.2,2.3869,11.934499999999998
avwap_50_reclaim,ma_exit_ema9,none,2,0.5,-1.14205,-2.2841
avwap_50_reclaim,mfe_lockin_trail,high_gt_20,4,0.5,0.43892500000000007,1.7557000000000003
avwap_50_reclaim,mfe_lockin_trail,low_1_5,7,0.42857142857142855,1.020814285714286,7.1457000000000015
avwap_50_reclaim,mfe_lockin_trail,mid_6_20,5,0.2,1.7822600000000002,8.9113
avwap_50_reclaim,mfe_lockin_trail,none,2,0.5,-1.09205,-2.1841
avwap_50_reclaim,multi_tier_partial,high_gt_20,4,0.75,1.01195,4.0478
avwap_50_reclaim,multi_tier_partial,low_1_5,7,0.7142857142857143,0.9313857142857144,6.5197
avwap_50_reclaim,multi_tier_partial,mid_6_20,5,0.6,3.7763,18.8815
avwap_50_reclaim,multi_tier_partial,none,2,0.5,-0.5719499999999997,-1.1438999999999995
avwap_50_reclaim,next_pivot_target,high_gt_20,4,0.75,-0.5088999999999999,-2.0355999999999996
avwap_50_reclaim,next_pivot_target,low_1_5,7,0.7142857142857143,-3.1419571428571422,-21.993699999999997
avwap_50_reclaim,next_pivot_target,mid_6_20,5,1.0,4.846839999999999,24.234199999999998
avwap_50_reclaim,next_pivot_target,none,2,0.5,4.4369,8.8738
avwap_50_reclaim,r_multiple_2r,high_gt_20,4,0.5,0.8659750000000003,3.463900000000001
avwap_50_reclaim,r_multiple_2r,low_1_5,7,0.42857142857142855,1.5117142857142856,10.581999999999999
avwap_50_reclaim,r_multiple_2r,mid_6_20,5,0.4,5.2267600000000005,26.1338
avwap_50_reclaim,r_multiple_2r,none,2,0.5,0.46925000000000017,0.9385000000000003
avwap_50_reclaim,r_multiple_3r,high_gt_20,4,0.25,-1.0283499999999999,-4.1133999999999995
avwap_50_reclaim,r_multiple_3r,low_1_5,7,0.42857142857142855,2.2866714285714282,16.0067
avwap_50_reclaim,r_multiple_3r,mid_6_20,5,0.4,5.87996,29.3998
avwap_50_reclaim,r_multiple_3r,none,2,0.5,2.3297,4.6594
avwap_50_reclaim,regime_flip,high_gt_20,4,0.75,1.4461750000000002,5.784700000000001
avwap_50_reclaim,regime_flip,low_1_5,7,0.5714285714285714,-29.555914285714287,-206.8914
avwap_50_reclaim,regime_flip,mid_6_20,5,0.6,8.006,40.03
avwap_50_reclaim,regime_flip,none,2,0.5,5.7717,11.5434
avwap_50_reclaim,reverse_signal,high_gt_20,4,0.5,0.1036,0.4144
avwap_50_reclaim,reverse_signal,low_1_5,7,0.42857142857142855,0.23690000000000008,1.6583000000000006
avwap_50_reclaim,reverse_signal,mid_6_20,5,0.2,3.1321199999999996,15.660599999999999
avwap_50_reclaim,reverse_signal,none,2,0.5,-0.7939500000000002,-1.5879000000000003
avwap_50_reclaim,smc_mitigation_zone,high_gt_20,4,0.5,0.11657499999999998,0.46629999999999994
avwap_50_reclaim,smc_mitigation_zone,low_1_5,7,0.2857142857142857,-1.6235428571428572,-11.3648
avwap_50_reclaim,smc_mitigation_zone,mid_6_20,5,0.2,1.0089799999999998,5.044899999999999
avwap_50_reclaim,smc_mitigation_zone,none,2,0.5,0.22035000000000005,0.4407000000000001
