strategy,regime,sector,verdict,gates_passed,n_trades,gate_1_sample_size_value,gate_1_sample_size_passed
avwap_252_breakout,bear,Consumer Staples,INSUFFICIENT_SAMPLE,0,1,1,False
avwap_252_breakout,bear,Utilities,INSUFFICIENT_SAMPLE,0,1,1,False
avwap_252_breakout,bull,Energy,INSUFFICIENT_SAMPLE,0,1,1,False
avwap_252_breakout,bull,Financials,INSUFFICIENT_SAMPLE,0,2,2,False
avwap_252_breakout,bull,Health Care,INSUFFICIENT_SAMPLE,0,1,1,False
avwap_252_breakout,bull,Materials,INSUFFICIENT_SAMPLE,0,2,2,False
avwap_50_reclaim,bull,Communication Services,INSUFFICIENT_SAMPLE,0,1,1,False
avwap_50_reclaim,bull,Consumer Discretionary,INSUFFICIENT_SAMPLE,0,4,4,False
avwap_50_reclaim,bull,Consumer Staples,INSUFFICIENT_SAMPLE,0,1,1,False
avwap_50_reclaim,bull,Energy,INSUFFICIENT_SAMPLE,0,2,2,False
avwap_50_reclaim,bull,Financials,INSUFFICIENT_SAMPLE,0,1,1,False
avwap_50_reclaim,bull,Health Care,INSUFFICIENT_SAMPLE,0,4,4,False
avwap_50_reclaim,bull,Industrials,INSUFFICIENT_SAMPLE,0,2,2,False
avwap_50_reclaim,bull,Information Technology,INSUFFICIENT_SAMPLE,0,1,1,False
avwap_50_reclaim,bull,Materials,INSUFFICIENT_SAMPLE,0,1,1,False
avwap_50_reclaim,neutral,Consumer Discretionary,INSUFFICIENT_SAMPLE,0,1,1,False
bollinger_lower,bear,Communication Services,INSUFFICIENT_SAMPLE,0,1,1,False
bollinger_lower,bear,Consumer Discretionary,INSUFFICIENT_SAMPLE,0,2,2,False
bollinger_lower,bear,Consumer Staples,INSUFFICIENT_SAMPLE,0,1,1,False
bollinger_lower,bear,Health Care,INSUFFICIENT_SAMPLE,0,7,7,False
bollinger_lower,bear,Industrials,INSUFFICIENT_SAMPLE,0,6,6,False
bollinger_lower,bear,Information Technology,INSUFFICIENT_SAMPLE,0,1,1,False
bollinger_lower,bear,Materials,INSUFFICIENT_SAMPLE,0,1,1,False
bollinger_lower,bear,Unknown,INSUFFICIENT_SAMPLE,0,1,1,False
bollinger_tight,bull,Consumer Discretionary,INSUFFICIENT_SAMPLE,0,1,1,False
bollinger_tight,bull,Industrials,INSUFFICIENT_SAMPLE,0,2,2,False
buyback_8k_recent_long,bull,Communication Services,INSUFFICIENT_SAMPLE,0,1,1,False
buyback_8k_recent_long,bull,Consumer Discretionary,INSUFFICIENT_SAMPLE,0,6,6,False
buyback_8k_recent_long,bull,Financials,INSUFFICIENT_SAMPLE,0,2,2,False
buyback_8k_recent_long,bull,Health Care,INSUFFICIENT_SAMPLE,0,2,2,False
buyback_8k_recent_long,bull,Industrials,INSUFFICIENT_SAMPLE,0,1,1,False
buyback_8k_recent_long,bull,Information Technology,INSUFFICIENT_SAMPLE,0,4,4,False
buyback_8k_recent_long,bull,Materials,INSUFFICIENT_SAMPLE,0,1,1,False
buyback_8k_recent_long,neutral,Communication Services,INSUFFICIENT_SAMPLE,0,1,1,False
buyback_8k_recent_long,neutral,Consumer Discretionary,INSUFFICIENT_SAMPLE,0,2,2,False
buyback_8k_recent_long,neutral,Health Care,INSUFFICIENT_SAMPLE,0,1,1,False
buyback_8k_recent_long,neutral,Industrials,INSUFFICIENT_SAMPLE,0,2,2,False
buyback_8k_recent_long,neutral,Information Technology,INSUFFICIENT_SAMPLE,0,1,1,False
