strategy,exit_method,sector_momentum_vs_spy_at_entry,n,win_rate,avg_pnl_pct,total_pnl_pct
avwap_252_breakout,atr_trail_1x,spy_mild_down_neg5_0,3,0.0,-2.073933333333333,-6.2218
avwap_252_breakout,atr_trail_1x,spy_mild_up_0_5pct,3,0.0,-2.1508333333333334,-6.4525
avwap_252_breakout,atr_trail_1x,spy_strong_down_lt_neg5,1,0.0,-2.1656,-2.1656
avwap_252_breakout,atr_trail_1x,spy_strong_up_gt_5pct,1,0.0,-3.3226,-3.3226
avwap_252_breakout,atr_trail_2x,spy_mild_down_neg5_0,3,0.3333333333333333,1.7271666666666663,5.181499999999999
avwap_252_breakout,atr_trail_2x,spy_mild_up_0_5pct,3,0.3333333333333333,-3.5808666666666666,-10.7426
avwap_252_breakout,atr_trail_2x,spy_strong_down_lt_neg5,1,0.0,-4.3312,-4.3312
avwap_252_breakout,atr_trail_2x,spy_strong_up_gt_5pct,1,0.0,-6.6452,-6.6452
avwap_252_breakout,atr_trail_mae_conditional,spy_mild_down_neg5_0,3,0.0,-2.073933333333333,-6.2218
avwap_252_breakout,atr_trail_mae_conditional,spy_mild_up_0_5pct,3,0.0,-2.1508333333333334,-6.4525
avwap_252_breakout,atr_trail_mae_conditional,spy_strong_down_lt_neg5,1,0.0,-2.1656,-2.1656
avwap_252_breakout,atr_trail_mae_conditional,spy_strong_up_gt_5pct,1,0.0,-3.3226,-3.3226
avwap_252_breakout,atr_trail_vix_conditional,spy_mild_down_neg5_0,3,0.3333333333333333,-2.2357666666666667,-6.7073
avwap_252_breakout,atr_trail_vix_conditional,spy_mild_up_0_5pct,3,0.0,-1.5668333333333333,-4.7005
avwap_252_breakout,atr_trail_vix_conditional,spy_strong_down_lt_neg5,1,0.0,-3.2484,-3.2484
avwap_252_breakout,atr_trail_vix_conditional,spy_strong_up_gt_5pct,1,0.0,-5.3694,-5.3694
avwap_252_breakout,break_even_at_1r,spy_mild_down_neg5_0,3,0.0,-1.8751333333333333,-5.6254
avwap_252_breakout,break_even_at_1r,spy_mild_up_0_5pct,3,0.0,-2.7139666666666664,-8.1419
avwap_252_breakout,break_even_at_1r,spy_strong_down_lt_neg5,1,0.0,-2.1656,-2.1656
avwap_252_breakout,break_even_at_1r,spy_strong_up_gt_5pct,1,0.0,-3.3226,-3.3226
avwap_252_breakout,breakeven_plus_trail,spy_mild_down_neg5_0,3,0.3333333333333333,1.1740333333333333,3.5221
