strategy,sector,sector_criteria,direction_mix,total_trades,win_rate,win_rate_ci_low,win_rate_ci_high,statistically_random,profit_factor,expected_value,win_loss_ratio,avg_win_pct,avg_loss_pct,max_drawdown_pct,total_roi_pct,sharpe_ratio,sharpe_daily,sortino_ratio,deflated_sharpe,psr,psr_note,tiered_min_trades,meets_tiered_min,pct_trades_near_event,pct_trades_near_fomc,pct_trades_near_cpi,pct_trades_near_nfp,win_rate_near_event,win_rate_far_from_event,win_rate_event_delta,event_wr_note,adf_statistic,adf_p_value,is_stationary,adf_note,chow_f_statistic,chow_p_value,has_structural_break,chow_note,sharpe_at_0bps,sharpe_at_5bps,sharpe_at_10bps,sharpe_at_20bps,avg_aep_pct,n_aep_eligible,poor_exit_timing,aep_note,calmar_ratio,kelly,avg_hold_days,best_trade_pct,worst_trade_pct,smart_money_lift,macro_correlation,regimes_profitable,regime_verdicts,best_regimes,passes_all,audit_flags,category,spy_benchmark_return,vs_benchmark,beats_benchmark,regime_bear_correction_2022,regime_rate_rising_2022_2023,regime_strong_bull_2023,regime_rate_falling_2024,regime_ai_sector_bull_2024,regime_tariff_shock_2025,regime_ai_divergence_2025_2026,regime_covid_crisis_2020
cpr_narrow_momentum,Health Care,high_volatility,0L/2S,2,1.0,0.3424,1.0,True,inf,0.4007,999.0,0.4007,0.0,0.0,0.8015,11.309,16.762,999.0,,,insufficient_sample,300,False,100.0,50.0,50.0,0.0,,,,insufficient_sample,,,,insufficient_sample,,,,insufficient_sample,11.309,9.898,8.487,5.665,0.9757,2,True,ok,0.0,"{'full_kelly_pct': 0.0, 'quarter_kelly_pct': 0.0, 'note': 'insufficient_data'}",48.5,0.4579,0.3436,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,"['win_rate_100.0pct_exceeds_audit_threshold', 'profit_factor_inf_exceeds_audit_threshold', 'ci_lower_34.2pct_may_be_random']",confluence,73.39,-72.5885,False,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
bollinger_tight,Industrials,medium_volatility,3L/0S,3,0.6667,0.2077,0.9385,True,3.5631,4.5144,1.7816,9.4136,-5.2839,-5.2839,13.5433,1.11,6.31,1.924,,,insufficient_sample,300,False,66.67,0.0,0.0,66.67,,,,insufficient_sample,,,,insufficient_sample,,,,insufficient_sample,1.11,1.098,1.085,1.061,0.7207,2,True,ok,4.335,"{'full_kelly_pct': 47.96, 'quarter_kelly_pct': 11.99, 'note': 'tier_may_be_undersizing'}",49.7,12.8663,-5.2839,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,"['win_rate_66.7pct_exceeds_audit_threshold', 'profit_factor_3.56_exceeds_audit_threshold', 'ci_lower_20.8pct_may_be_random']",mean_reversion,73.39,-59.8467,False,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
avwap_50_reclaim,Consumer Discretionary,medium_volatility,0L/18S,18,0.6667,0.4375,0.8372,True,2.5587,3.8359,1.2794,9.4452,-7.3828,-10.7195,69.0457,1.191,6.441,3.65,,,insufficient_sample,100,False,50.0,0.0,38.89,11.11,1.0,0.3333,0.6667,ok,,,,insufficient_sample,,,,insufficient_sample,1.191,1.175,1.16,1.129,0.1864,12,False,ok,2.973,"{'full_kelly_pct': 40.61, 'quarter_kelly_pct': 10.15, 'note': 'tier_may_be_undersizing'}",30.3,19.9224,-10.7195,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,"['win_rate_66.7pct_exceeds_audit_threshold', 'profit_factor_2.56_exceeds_audit_threshold', 'ci_lower_43.8pct_may_be_random']",vwap,73.39,-4.3443,False,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
williams_r_oversold,Materials,medium_volatility,5L/0S,5,0.6,0.2307,0.8824,True,7.0725,25.276,4.715,49.0641,-10.406,-10.5388,126.3802,1.371,12.531,264.607,,,insufficient_sample,300,False,80.0,0.0,60.0,20.0,,,,insufficient_sample,,,,insufficient_sample,,,,insufficient_sample,1.371,1.368,1.365,1.36,0.2913,3,False,ok,9.27,"{'full_kelly_pct': 51.52, 'quarter_kelly_pct': 12.88, 'note': 'tier_may_be_undersizing'}",65.2,69.8799,-10.5388,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,"['profit_factor_7.07_exceeds_audit_threshold', 'ci_lower_23.1pct_may_be_random']",momentum,73.39,52.9902,True,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
stochrsi_oversold,Industrials,medium_volatility,2L/0S,2,0.5,0.0945,0.9055,True,3.94,0.4323,3.94,1.1587,-0.2941,-0.2941,0.8646,2.291,72.667,8.004,,,insufficient_sample,300,False,50.0,50.0,0.0,0.0,,,,insufficient_sample,,,,insufficient_sample,,,,insufficient_sample,2.291,2.026,1.761,1.231,0.6388,1,True,ok,43.58,"{'full_kelly_pct': 37.31, 'quarter_kelly_pct': 9.33, 'note': 'tier_may_be_undersizing'}",8.5,1.1587,-0.2941,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,"['profit_factor_3.94_exceeds_audit_threshold', 'ci_lower_9.4pct_may_be_random']",momentum,73.39,-72.5254,False,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
pivot_r1_breakout,Communication Services,high_volatility,6L/4S,10,0.5,0.2366,0.7634,True,2.6997,8.0184,2.6997,25.4721,-9.4352,-23.5924,80.1841,0.453,4.278,7.049,,,insufficient_sample,150,False,50.0,10.0,30.0,10.0,0.6,0.4,0.2,ok,,,,insufficient_sample,,,,insufficient_sample,0.453,0.451,0.448,0.442,0.6924,5,True,ok,1.071,"{'full_kelly_pct': 31.48, 'quarter_kelly_pct': 7.87, 'note': 'reasonable'}",80.0,92.1549,-10.4157,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,"['profit_factor_2.70_exceeds_audit_threshold', 'ci_lower_23.7pct_may_be_random']",pivot,73.39,6.7941,True,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
cmf_flip,Materials,medium_volatility,2L/2S,4,0.5,0.15,0.85,True,2.017,5.3291,2.017,21.1386,-10.4804,-10.6748,21.3165,0.391,2.812,27.775,,,insufficient_sample,300,False,75.0,25.0,25.0,25.0,,,,insufficient_sample,,,,insufficient_sample,,,,insufficient_sample,0.391,0.387,0.384,0.376,0.47,2,False,ok,1.025,"{'full_kelly_pct': 25.21, 'quarter_kelly_pct': 6.3, 'note': 'reasonable'}",122.8,29.6332,-10.6748,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,"['profit_factor_2.02_exceeds_audit_threshold', 'ci_lower_15.0pct_may_be_random']",mean_reversion,73.39,-52.0735,False,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
xs_momentum_top_decile,Health Care,high_volatility,12L/0S,12,0.5,0.2538,0.7462,True,1.8125,2.385,1.8125,10.6406,-5.8706,-14.9087,28.6203,0.735,3.481,2.423,,,insufficient_sample,100,False,41.67,16.67,25.0,0.0,0.2,0.7143,-0.5143,ok,,,,insufficient_sample,,,,insufficient_sample,0.735,0.719,0.704,0.673,0.4971,6,False,ok,2.25,"{'full_kelly_pct': 22.41, 'quarter_kelly_pct': 5.6, 'note': 'reasonable'}",17.9,27.0884,-10.2781,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,"['profit_factor_1.81_exceeds_audit_threshold', 'ci_lower_25.4pct_may_be_random']",factor,73.39,-44.7697,False,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
cpr_narrow_bullish,Materials,medium_volatility,15L/3S,18,0.4444,0.2456,0.6628,True,0.6279,-1.7425,0.7849,6.6157,-8.429,-36.9644,-31.3645,-0.51,-1.597,-1.196,,,insufficient_sample,150,False,55.56,5.56,44.44,5.56,0.5,0.375,0.125,ok,,,,insufficient_sample,,,,insufficient_sample,-0.51,-0.525,-0.54,-0.569,0.6678,8,True,ok,-0.399,"{'full_kelly_pct': -26.34, 'quarter_kelly_pct': 0.0, 'note': 'negative_edge'}",29.8,23.3723,-15.3748,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,['ci_lower_24.6pct_may_be_random'],pivot,73.39,-104.7545,False,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
xs_low_beta_long,Materials,medium_volatility,30L/0S,30,0.4,0.2459,0.5768,True,1.7105,1.7623,2.5657,10.6067,-4.134,-49.1775,52.8687,0.183,5.038,0.569,0.1745,0.9174,moderate,100,False,70.0,10.0,46.67,13.33,0.3333,0.5556,-0.2222,ok,0.7701,0.9911,False,non_stationary_edge_may_erode,87.0705,0.0,True,structural_break_detected,0.183,0.178,0.173,0.163,0.6765,12,True,ok,0.059,"{'full_kelly_pct': 16.61, 'quarter_kelly_pct': 4.15, 'note': 'reasonable'}",152.9,56.8639,-11.5836,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,"['profit_factor_1.71_exceeds_audit_threshold', 'ci_lower_24.6pct_may_be_random']",factor,73.39,-20.5213,False,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
