strategy,exit_method,trades,win_rate,profit_factor,avg_pnl_pct,total_roi_pct,max_drawdown_pct,avg_hold_days,actual_fire_rate,composite_score,recommended
bollinger_lower,class_time_stop,28,0.4643,1.9966,3.7615,105.3229,-22.082,9.6,1.0,48.47,True
po3_bullish,earnings_blackout,318,0.4906,1.8313,6.0198,1914.2927,-319.9049,140.0,0.7862,44.56,True
adx_initiation,breakeven_plus_trail,177,0.452,1.8726,6.1157,1082.4806,-244.9782,36.6,0.9718,44.26,True
three_white_soldiers,breakeven_plus_trail,75,0.3867,2.4805,5.5764,418.2288,-72.9372,34.8,0.9733,45.47,True
bollinger_tight,breakeven_plus_trail,86,0.4535,1.8092,3.744,321.9845,-54.1546,33.6,0.9767,42.42,True
cmf_flip,breakeven_plus_trail,136,0.4191,2.6052,5.2975,720.4615,-43.151,35.6,0.9779,46.76,True
stochrsi_oversold,breakeven_plus_trail,220,0.4273,2.5109,5.796,1275.1113,-155.0343,27.1,0.9545,47.09,True
pead_long,class_time_stop,107,0.5327,1.6013,2.9749,318.3131,-120.2855,43.7,1.0,39.35,True
force_index_breakout,next_pivot_target,138,0.6304,0.9565,-0.1588,-21.913,-175.645,11.8,0.9855,25.22,True
totm_long,time_stop_10d,5,0.4,0.0213,-16.588,-82.9401,-42.2887,15.0,1.0,16.0,True
ppo_crossover,breakeven_plus_trail,66,0.4091,1.4569,2.7055,178.564,-128.6061,47.5,0.9394,30.07,True
r1_break_retest,multi_tier_partial,24,0.625,1.0695,0.103,2.4719,-23.6948,5.4,1.0,27.08,True
institutional_cluster_long,class_time_stop,67,0.5522,2.1736,5.6583,379.1029,-75.6338,42.3,1.0,52.09,True
prev_day_low_bounce,fixed_4r_2r,12,0.5,2.4365,4.2918,51.5017,-18.5561,27.3,1.0,52.17,True
prev_day_high_break,next_pivot_target,20,0.5,0.7159,-1.2037,-24.0743,-39.7551,18.5,0.95,20.0,True
lead_lag_sector_rotation,multi_tier_partial,48,0.5417,0.7485,-0.2173,-10.4317,-18.9954,1.9,1.0,23.17,True
supertrend_macd,breakeven_plus_trail,96,0.3542,1.6503,2.7397,263.0082,-162.1707,27.1,0.9792,33.68,True
tema_dema,breakeven_plus_trail,82,0.4146,1.7723,2.6959,221.0654,-123.2407,25.9,0.9878,39.75,True
avwap_50_reclaim,next_pivot_target,249,0.6827,0.5732,-1.5785,-393.0523,-410.9565,10.1,0.992,27.31,True
cpr_narrow_bullish,breakeven_plus_trail,463,0.3974,1.7852,3.2247,1493.0488,-245.5968,34.8,0.9741,39.45,True
morning_star,time_stop_10d,46,0.5652,2.1198,2.7719,127.5062,-45.9032,14.5,1.0,52.61,True
williams_r_oversold,earnings_blackout,180,0.5556,1.7511,5.7059,1027.0666,-214.5399,113.0,0.8056,44.76,True
macd_crossover,next_pivot_target,34,0.7353,1.6777,1.5506,52.7218,-26.1064,7.9,1.0,49.74,True
macd_fast_crossover,time_stop_10d,49,0.5918,1.2717,1.0116,49.5701,-74.8266,14.6,1.0,31.82,True
pairs_mean_reversion_long,hybrid_50pct_target,242,0.6157,1.82,3.0682,742.5049,-138.5553,84.5,0.9587,49.23,True
awesome_oscillator,breakeven_plus_trail,42,0.381,1.7611,3.44,144.4804,-65.496,25.1,1.0,38.07,True
stochrsi_overbought_short,class_time_stop,80,0.6375,2.1402,3.7692,301.5347,-94.3494,36.1,1.0,55.5,True
cpr_narrow_momentum,time_stop_10d,68,0.5882,1.6783,2.5642,174.3678,-90.961,14.4,1.0,43.88,True
break_retest_volume,next_pivot_target,50,0.86,2.1996,1.3994,69.9707,-11.8508,6.1,0.98,76.62,True
avwap_252_breakout,hybrid_50pct_target,40,0.85,2.062,6.7703,270.8138,-133.3681,238.6,0.925,64.0,True
golden_cross_9_21,breakeven_plus_trail,37,0.4054,1.3409,2.0261,74.9645,-80.7352,24.9,0.973,26.44,True
ichimoku_tk_cross,hybrid_50pct_target,16,0.6875,2.9438,5.036,80.5763,-10.0,50.8,0.9375,72.5,True
pivot_r1_breakout,earnings_blackout,24,0.375,2.3197,13.2388,317.7315,-194.8071,173.1,0.7917,45.0,True
break_retest_confluence,breakeven_plus_trail,17,0.3529,2.3715,4.7486,80.7269,-35.3156,34.8,1.0,44.12,True
ichimoku_cloud_breakout,breakeven_plus_trail,90,0.3444,1.6961,3.557,320.1335,-134.6558,27.8,0.9889,34.66,True
double_bottom_long,r_multiple_2r,13,0.5385,1.6763,1.9954,25.9396,-13.1673,8.6,1.0,52.08,True
pre_fomc_long_sleeve,time_stop_20d,49,0.551,2.0149,5.6387,276.2951,-111.4088,28.9,1.0,52.04,True
hull_rsi,earnings_blackout,74,0.527,1.6173,3.6918,273.1952,-182.8892,121.1,0.8378,39.6,True
po3_htf_aligned_short,hybrid_50pct_target,46,0.8478,3.0076,10.591,487.1854,-132.8823,167.3,0.8478,63.91,True
parabolic_sar_flip,breakeven_plus_trail,71,0.4507,1.5009,1.9736,140.1284,-61.2056,27.7,0.9437,33.06,True
pivot_s1_bounce,earnings_blackout,26,0.7692,6.9863,11.7706,306.0361,-7.7885,76.4,0.8846,79.09,True
squeeze_breakout,earnings_blackout,36,0.6111,2.2057,8.1528,293.5022,-75.9761,61.3,0.8889,54.44,True
halloween_seasonal_long,next_pivot_target,5,0.8,2.961,3.7045,18.5225,0.0,4.2,1.0,92.0,True
roc_burst,earnings_blackout,15,0.3333,4.191,40.7588,611.3823,-83.283,63.3,0.9333,43.33,True
orb_stocks_in_play_long,breakeven_plus_trail,53,0.3962,2.0311,5.6717,300.5989,-43.0826,43.4,0.9434,45.85,True
buyback_8k_recent_long,next_pivot_target,58,0.5862,0.8176,-0.7777,-45.1073,-124.5771,12.3,1.0,23.45,True
institutional_buy_momentum_long,next_pivot_target,32,0.625,0.3055,-2.6234,-83.9484,-89.7734,6.6,1.0,25.0,True
po3_bearish,next_pivot_target,327,0.7309,0.7738,-0.6338,-207.2493,-270.5631,8.1,1.0,29.24,True
pead_short,breakeven_plus_trail,92,0.4348,1.4769,1.6746,154.0623,-64.6608,31.8,1.0,31.7,True
po3_htf_aligned_long,next_pivot_target,40,0.725,2.2699,3.0113,120.4539,-31.9741,9.4,0.975,59.0,True
hull_rsi_short,next_pivot_target,55,0.7091,1.2504,0.7775,42.7613,-38.9418,14.1,0.9818,35.88,True
stoch_oversold,hybrid_50pct_target,5,1.0,999.0,9.2895,46.4473,0.0,110.6,1.0,100.0,True
camarilla_r3_breakout,time_stop_20d,61,0.541,1.1259,0.942,57.4619,-193.9558,28.1,1.0,25.42,True
risk_off_bond_equity_short,next_pivot_target,33,0.7273,1.0681,0.1884,6.2164,-50.1467,7.4,1.0,31.14,True
orb_stocks_in_play_short,time_stop_20d,42,0.4286,0.8958,-0.9233,-38.7768,-124.3216,27.9,1.0,17.14,True
pairs_mean_reversion_short,next_pivot_target,28,0.75,0.7932,-0.4767,-13.3486,-34.5358,11.0,1.0,30.0,True
ultimate_oscillator,breakeven_plus_trail,82,0.5244,1.8656,3.5184,288.507,-145.5401,42.2,0.9268,46.94,True
williams_stoch_dual,next_pivot_target,31,0.9032,1.9425,0.9383,29.0883,-13.5433,10.9,0.9677,74.09,True
xs_momentum_bottom_decile_short,next_pivot_target,416,0.6346,0.5151,-2.4663,-1025.9931,-1074.5356,9.4,0.9928,25.38,True
xs_momentum_top_decile,next_pivot_target,85,0.7059,0.9025,-0.2564,-21.7963,-91.1933,9.3,1.0,28.24,True
xs_low_beta_long,earnings_blackout,231,0.5714,3.0466,5.3301,1231.2436,-75.9261,97.1,0.8745,52.86,True
xs_quality_top_quintile_long,next_pivot_target,105,0.7143,1.1628,0.4298,45.1261,-61.6683,10.4,0.9905,33.46,True
