strategy,regime,trades,win_rate,avg_pnl,total_roi
cpr_narrow_momentum_short,bull,11,0.1818,-1.8681,-20.5495
double_bottom_long,bull,8,0.25,-3.0401,-24.3207
double_bottom_long,neutral,4,0.25,0.3799,1.5197
force_index_breakout,bear,48,0.2708,-2.0835,-100.0085
force_index_breakout,bull,68,0.2059,-3.4647,-235.5975
force_index_breakout,neutral,22,0.1818,-4.9622,-109.1687
golden_cross_9_21,bear,17,0.2941,0.2334,3.9678
golden_cross_9_21,bull,9,0.2222,10.115,91.0352
golden_cross_9_21,neutral,11,0.2727,-4.6982,-51.6802
halloween_seasonal_long,bear,3,0.6667,1.2946,3.8837
htf_aligned_breakout_long,bear,8,0.5,17.5332,140.2657
htf_aligned_breakout_long,bull,31,0.2903,1.7692,54.8464
htf_aligned_breakout_short,bear,27,0.1481,-3.2403,-87.4887
htf_aligned_breakout_short,bull,28,0.6071,3.059,85.6508
hull_rsi,bear,27,0.1481,-4.882,-131.8134
hull_rsi,bull,35,0.2286,-3.415,-119.5255
hull_rsi,neutral,12,0.4167,2.1199,25.4389
hull_rsi_short,bear,12,0.1667,-3.8404,-46.0853
hull_rsi_short,bull,41,0.2439,-0.9082,-37.2363
ichimoku_cloud_breakout,bear,31,0.2903,-1.3739,-42.5914
ichimoku_cloud_breakout,bull,45,0.2222,-1.5173,-68.278
ichimoku_cloud_breakout,neutral,14,0.2857,0.6022,8.4302
ichimoku_tk_cross,bear,3,0.3333,-3.8724,-11.6172
ichimoku_tk_cross,bull,5,0.6,13.1875,65.9375
ichimoku_tk_cross,neutral,8,0.0,-4.2166,-33.7327
inside_bar_breakout,bull,3,0.0,-7.1665,-21.4996
insider_cluster_long,bull,9,0.3333,-1.6165,-14.5482
institutional_buy_momentum_long,bear,11,0.1818,0.3105,3.4154
institutional_buy_momentum_long,bull,19,0.1053,-8.5468,-162.3895
institutional_cluster_long,bear,14,0.2143,4.6504,65.1061
institutional_cluster_long,bull,29,0.2069,-0.4816,-13.966
institutional_cluster_long,neutral,24,0.2083,-1.489,-35.7362
lead_lag_sector_rotation,bear,27,0.2222,-2.8533,-77.039
lead_lag_sector_rotation,bull,14,0.1429,-1.319,-18.4664
lead_lag_sector_rotation,neutral,7,0.0,-10.1535,-71.0742
macd_crossover,bear,9,0.3333,7.3871,66.4835
macd_crossover,bull,15,0.3333,1.1085,16.6276
macd_crossover,neutral,10,0.1,-6.326,-63.2599
macd_fast_crossover,bear,14,0.2857,-2.5672,-35.941
macd_fast_crossover,bull,16,0.25,-3.9878,-63.8049
macd_fast_crossover,neutral,19,0.2632,-3.7193,-70.6676
monthly_bias_momentum_long,bear,44,0.2727,0.3389,14.9123
monthly_bias_momentum_long,bull,200,0.25,1.8295,365.8938
monthly_bias_momentum_long,neutral,18,0.3333,-0.5947,-10.7044
morning_star,bear,12,0.0833,-6.4588,-77.5057
morning_star,bull,23,0.1739,-2.3007,-52.9168
morning_star,neutral,11,0.4545,-0.0978,-1.0761
orb_stocks_in_play_long,bear,3,0.0,-9.9118,-29.7353
orb_stocks_in_play_long,bull,44,0.2727,3.3005,145.2237
orb_stocks_in_play_long,neutral,6,0.1667,-5.417,-32.502
orb_stocks_in_play_short,bear,13,0.3077,0.3753,4.879
orb_stocks_in_play_short,bull,28,0.2143,-2.6592,-74.4579
pairs_mean_reversion_long,bear,82,0.2683,2.3162,189.9312
pairs_mean_reversion_long,bull,144,0.3333,1.2694,182.7884
pairs_mean_reversion_long,neutral,16,0.375,0.0338,0.5412
pairs_mean_reversion_short,bear,16,0.3125,-3.8972,-62.3553
pairs_mean_reversion_short,bull,12,0.1667,-3.6953,-44.3438
parabolic_sar_flip,bear,26,0.2308,-6.0545,-157.4182
parabolic_sar_flip,bull,37,0.2162,-5.2598,-194.6138
parabolic_sar_flip,neutral,8,0.375,1.267,10.1364
pead_long,bear,37,0.1351,-6.3768,-235.9401
pead_long,bull,53,0.2642,1.6999,90.0969
pead_long,neutral,17,0.2941,8.5107,144.6816
pead_short,bear,33,0.3636,-2.8113,-92.772
pead_short,bull,55,0.2182,-3.6101,-198.5568
pead_short,neutral,4,0.0,-17.7213,-70.8852
pivot_r1_breakout,bear,9,0.3333,0.3478,3.1299
pivot_r1_breakout,bull,10,0.3,-3.8866,-38.8662
pivot_r1_breakout,neutral,5,0.0,-10.6046,-53.0232
pivot_s1_bounce,bear,7,0.2857,6.5453,45.8169
pivot_s1_bounce,bull,12,0.6667,13.3188,159.8254
pivot_s1_bounce,neutral,7,0.2857,2.8937,20.2562
po3_bearish,bear,145,0.2207,-1.8855,-273.3908
po3_bearish,bull,150,0.28,-1.2714,-190.7037
po3_bearish,neutral,32,0.1875,-2.6591,-85.0901
po3_bullish,bear,67,0.3433,-1.6668,-111.6765
po3_bullish,bull,176,0.3864,-0.7659,-134.7962
po3_bullish,neutral,75,0.3067,-3.8869,-291.5204
po3_htf_aligned_long,bear,21,0.2381,-2.5321,-53.174
po3_htf_aligned_long,bull,18,0.2222,8.6332,155.3979
po3_htf_aligned_short,bear,9,0.3333,-2.4948,-22.4528
po3_htf_aligned_short,bull,17,0.2353,-3.6981,-62.867
po3_htf_aligned_short,neutral,20,0.2,-3.9152,-78.305
ppo_crossover,bear,28,0.2857,1.1267,31.5469
ppo_crossover,bull,31,0.1935,-4.2508,-131.7746
ppo_crossover,neutral,7,0.7143,4.5931,32.152
pre_fomc_long_sleeve,bear,10,0.3,14.046,140.4598
pre_fomc_long_sleeve,bull,26,0.3077,-0.9181,-23.8702
pre_fomc_long_sleeve,neutral,13,0.4615,-0.1767,-2.2977
prev_day_high_break,bear,7,0.1429,-3.079,-21.5528
prev_day_high_break,bull,7,0.0,-12.902,-90.3142
prev_day_high_break,neutral,6,0.1667,-5.4944,-32.9664
prev_day_low_bounce,bear,3,0.3333,-6.6281,-19.8843
prev_day_low_bounce,bull,7,0.4286,5.7603,40.3223
r1_break_retest,bear,5,0.2,-6.6139,-33.0693
r1_break_retest,bull,12,0.0833,-8.3464,-100.1571
r1_break_retest,neutral,7,0.1429,-8.4839,-59.3871
risk_off_bond_equity_short,bear,21,0.2857,-0.9221,-19.3642
risk_off_bond_equity_short,bull,10,0.5,1.7561,17.5609
roc_burst,bear,5,0.0,-8.0255,-40.1275
roc_burst,bull,8,0.125,7.1062,56.8493
rsi_oversold,neutral,4,0.0,-5.9832,-23.9329
squeeze_breakout,bear,22,0.2727,-2.9765,-65.4826
squeeze_breakout,bull,11,0.2727,-2.9232,-32.1552
squeeze_breakout,neutral,3,0.0,-7.3873,-22.1618
stoch_oversold,bull,3,1.0,11.778,35.3341
stochrsi_overbought_short,bear,20,0.5,4.9821,99.6412
stochrsi_overbought_short,bull,51,0.3922,0.0294,1.5008
stochrsi_overbought_short,neutral,9,0.5556,3.0124,27.1118
stochrsi_oversold,bear,77,0.2597,-0.1422,-10.9476
stochrsi_oversold,bull,116,0.1897,-1.8092,-209.8621
stochrsi_oversold,neutral,27,0.3704,0.9044,24.4194
supertrend_macd,bear,25,0.16,0.1017,2.5422
supertrend_macd,bull,57,0.3158,2.4099,137.3663
supertrend_macd,neutral,14,0.2143,-5.2423,-73.3925
tema_dema,bear,28,0.3214,4.3243,121.0811
tema_dema,bull,43,0.3023,-0.119,-5.1152
tema_dema,neutral,11,0.0909,-8.5697,-94.2667
three_white_soldiers,bear,34,0.2941,1.0663,36.2554
three_white_soldiers,bull,32,0.2188,-2.0987,-67.1596
three_white_soldiers,neutral,9,0.0,-10.2398,-92.158
totm_long,neutral,4,0.0,-8.3089,-33.2355
ultimate_oscillator,bear,20,0.35,-2.0157,-40.3131
ultimate_oscillator,bull,56,0.3571,0.8103,45.3789
ultimate_oscillator,neutral,6,0.3333,-0.1083,-0.6499
vix_backwardation_long,bear,4,0.75,9.2823,37.1294
williams_r_oversold,bear,47,0.234,-0.496,-23.3117
williams_r_oversold,bull,111,0.2613,-1.708,-189.5917
williams_r_oversold,neutral,22,0.3182,-1.9588,-43.0928
williams_stoch_dual,bear,15,0.4,1.9004,28.5061
williams_stoch_dual,bull,16,0.375,-2.4212,-38.7385
xs_low_beta_long,bear,96,0.2604,-1.6291,-156.3944
xs_low_beta_long,bull,127,0.3386,-0.9439,-119.8739
xs_low_beta_long,neutral,8,0.125,-8.3291,-66.633
xs_momentum_bottom_decile_short,bear,163,0.2331,-4.3142,-703.2202
xs_momentum_bottom_decile_short,bull,244,0.3238,-0.8631,-210.6034
xs_momentum_bottom_decile_short,neutral,9,0.2222,-6.1125,-55.0125
xs_momentum_top_decile,bear,31,0.1935,2.8453,88.2048
xs_momentum_top_decile,bull,49,0.2653,-0.9236,-45.2548
xs_momentum_top_decile,neutral,5,0.2,-5.2001,-26.0006
xs_quality_top_quintile_long,bear,29,0.3448,3.7984,110.1542
xs_quality_top_quintile_long,bull,68,0.2353,-2.3828,-162.0275
xs_quality_top_quintile_long,neutral,8,0.25,2.2178,17.7427
