strategy,regime,trades,win_rate,avg_pnl,total_roi
adx_initiation,bear,71,0.2676,-0.8107,-57.5595
adx_initiation,bull,80,0.2375,-2.6001,-208.0105
adx_initiation,neutral,26,0.1923,-5.2109,-135.4828
avwap_252_breakout,bear,20,0.2,-1.9094,-38.1872
avwap_252_breakout,bull,14,0.2857,4.239,59.3466
avwap_252_breakout,neutral,6,0.6667,4.2232,25.3392
avwap_50_reclaim,bear,113,0.3274,-3.8096,-430.4807
avwap_50_reclaim,bull,126,0.4127,-0.8578,-108.0789
avwap_50_reclaim,neutral,10,0.6,0.4114,4.1138
awesome_oscillator,bear,19,0.3158,4.3062,81.8181
awesome_oscillator,bull,15,0.2,-3.3789,-50.683
awesome_oscillator,neutral,8,0.125,-6.0602,-48.4813
bollinger_lower,bear,17,0.2353,-0.0241,-0.4104
bollinger_lower,bull,9,0.2222,-0.6625,-5.9627
bollinger_tight,bear,27,0.2963,-3.7972,-102.5241
bollinger_tight,bull,50,0.28,-0.3065,-15.3234
bollinger_tight,neutral,9,0.3333,-3.3528,-30.1748
break_retest_confluence,bear,7,0.0,-10.1733,-71.2134
break_retest_confluence,bull,9,0.4444,6.4452,58.0067
break_retest_volume,bear,23,0.5217,3.7533,86.3254
break_retest_volume,bull,18,0.3333,1.7526,31.5466
break_retest_volume,neutral,9,0.2222,-5.38,-48.4197
buyback_8k_recent_long,bear,10,0.1,5.4948,54.9476
buyback_8k_recent_long,bull,43,0.2326,-3.7512,-161.2997
buyback_8k_recent_long,neutral,5,0.6,14.8479,74.2397
camarilla_r3_breakout,bear,29,0.1724,-3.6389,-105.528
camarilla_r3_breakout,bull,30,0.2,-2.4553,-73.6594
cmf_flip,bear,49,0.2857,4.3585,213.5665
cmf_flip,bull,72,0.3056,0.0584,4.204
cmf_flip,neutral,15,0.3333,3.2693,49.0402
cpr_narrow_bullish,bear,137,0.3139,-2.778,-380.5792
cpr_narrow_bullish,bull,265,0.3774,1.327,351.6421
cpr_narrow_bullish,neutral,61,0.541,1.0561,64.4208
cpr_narrow_momentum,bear,27,0.3704,-1.3287,-35.8756
cpr_narrow_momentum,bull,23,0.4348,3.0016,69.0371
cpr_narrow_momentum,neutral,18,0.5556,5.2407,94.3327
cpr_narrow_momentum_short,bear,4,0.5,2.7644,11.0577
