strategy,sharpe_adj,win_rate_adj,profit_factor_adj,haircut_pct_applied
head_and_shoulders_bottom_long,0.0,0.9,inf,0.2
post_inclusion_reversal_short,0.0,0.9,inf,0.2
pead_with_insider_confirmation_long,0.0,0.9,inf,0.2
52wh_break_retest,0.0,0.9,inf,0.2
institutional_distribution_short,0.0,0.9,inf,0.2
stoch_oversold,0.0,0.7200000000000001,3.18223,0.2
vix_backwardation_long,0.0,0.64287,5.848660000000001,0.2
camarilla_s3_bounce,0.0,0.60003,4.5199,0.2
bullish_engulfing_support,0.0,0.45,11.75464,0.2
pivot_s2_bounce,0.0,0.45,1.56025,0.2
pivot_s1_bounce,0.0,0.41535000000000005,2.91223,0.2
cpr_narrow_momentum,0.0,0.35296,1.3138400000000001,0.4
stochrsi_overbought_short,0.0,0.35000000000000003,1.24288,0.4
break_retest_volume,0.0,0.36000000000000004,1.2394,0.2
halloween_seasonal_long,0.0,0.36000000000000004,0.4851,0.2
williams_stoch_dual,0.0,0.34839000000000003,0.9342,0.2
avwap_50_reclaim,0.0,0.34335,0.6445,0.2
cpr_narrow_bullish,0.0,0.34209,1.01413,0.2
htf_aligned_breakout_short,0.0,0.29472000000000004,0.9211,0.4
po3_bullish,0.0,0.32265,0.6567,0.2
ultimate_oscillator,0.0,0.31833,1.00783,0.2
htf_aligned_breakout_long,0.0,0.27999999999999997,1.98752,0.4
pre_fomc_long_sleeve,0.0,0.31221,1.35334,0.2
prev_day_low_bounce,0.0,0.29997,0.9953,0.2
risk_off_bond_equity_short,0.0,0.29997,0.8811,0.2
pairs_mean_reversion_long,0.0,0.25120000000000003,1.22512,0.4
cmf_flip,0.0,0.27135,1.35946,0.2
avwap_252_breakout,0.0,0.24,1.1921599999999999,0.4
insider_cluster_long,0.0,0.27,0.5705,0.2
xs_low_beta_long,0.0,0.26883,0.7355,0.2
bollinger_tight,0.0,0.26163000000000003,0.7159,0.2
ppo_crossover,0.0,0.25911,0.8266,0.2
xs_momentum_bottom_decile_short,0.0,0.22888000000000003,0.6435,0.4
tema_dema,0.0,0.25245,1.04014,0.2
golden_cross_9_21,0.0,0.24327,1.16101,0.2
xs_quality_top_quintile_long,0.0,0.24003,0.9433,0.2
macd_fast_crossover,0.0,0.21223999999999998,0.4723,0.4
macd_crossover,0.0,0.21176,1.07328,0.4
williams_r_oversold,0.0,0.23499,0.7794,0.2
pead_short,0.0,0.23481000000000002,0.3668,0.2
supertrend_macd,0.0,0.20832000000000003,1.08712,0.4
monthly_bias_momentum_long,0.0,0.2076,1.18792,0.4
ichimoku_cloud_breakout,0.0,0.20448,0.845,0.4
ichimoku_tk_cross,0.0,0.225,1.39384,0.2
squeeze_breakout,0.0,0.2,0.4242,0.4
pairs_mean_reversion_short,0.0,0.2,0.4089,0.4
pivot_r1_breakout,0.0,0.2,0.3643,0.4
orb_stocks_in_play_long,0.0,0.22077,1.2111399999999999,0.2
po3_bearish,0.0,0.22014,0.4104,0.2
adx_initiation,0.0,0.21861,0.6571,0.2
buyback_8k_recent_long,0.0,0.21726,0.9193,0.2
parabolic_sar_flip,0.0,0.21546,0.306,0.2
po3_htf_aligned_short,0.0,0.21519000000000002,0.4749,0.2
awesome_oscillator,0.0,0.21429,0.9361,0.2
orb_stocks_in_play_short,0.0,0.21429,0.675,0.2
hull_rsi_short,0.0,0.18912,0.7941,0.4
stochrsi_oversold,0.0,0.18912,0.7041,0.4
xs_momentum_top_decile,0.0,0.18824000000000002,1.0256,0.4
break_retest_confluence,0.0,0.21177,0.8049,0.2
cpr_narrow_momentum_short,0.0,0.18824000000000002,0.6588,0.4
double_bottom_long,0.0,0.20772000000000002,0.5703,0.2
hull_rsi,0.0,0.18376,0.538,0.4
three_white_soldiers,0.0,0.20403000000000002,0.7691,0.2
po3_htf_aligned_long,0.0,0.2025,1.37584,0.2
force_index_breakout,0.0,0.17968,0.4924,0.4
pead_long,0.0,0.20187,0.9984,0.2
morning_star,0.0,0.19566,0.5542,0.2
bollinger_lower,0.0,0.19286999999999999,0.8132,0.2
institutional_cluster_long,0.0,0.1881,1.03447,0.2
inside_bar_breakout,0.0,0.16000000000000003,0.4365,0.4
camarilla_r3_breakout,0.0,0.15736000000000003,0.427,0.4
lead_lag_sector_rotation,0.0,0.15003,0.4988,0.2
roc_burst,0.0,0.11997000000000001,1.12231,0.2
institutional_buy_momentum_long,0.0,0.1,0.427,0.4
r1_break_retest,0.0,0.1125,0.0724,0.2
prev_day_high_break,0.0,0.09000000000000001,0.0874,0.2
totm_long,0.0,0.0,0.0,0.2
rsi_oversold,0.0,0.0,0.0,0.4
institutional_breakout_confirmation_long,0.0,0.0,0.0,0.4
news_sentiment_shift_long,0.0,0.0,0.0,0.2
institutional_persistent_holders_long,0.0,0.0,0.0,0.4
golden_cross_20_50,0.0,0.0,0.0,0.2
dc20_break_retest,0.0,0.0,0.0,0.2
shooting_star_short,0.0,0.0,0.0,0.2
pre_rebalance_long,0.0,0.0,0.0,0.2
pivot_s3_capitulation,0.0,0.0,0.0,0.2
bollinger_upper_short,0.0,0.0,0.0,0.2
prev_day_low_breakdown,0.0,0.0,0.0,0.2
