strategy,point_sharpe,ci_low,ci_high,n_trades,method
52wh_break_retest,0.0,,,1,insufficient_sample
adx_initiation,-2.492892345891544,-5.54055361899514,-0.08118356599759502,177,bootstrap
avwap_252_breakout,1.211287624139638,-5.0104577448562715,5.285519090502496,40,bootstrap
avwap_50_reclaim,-3.2019356769178744,-5.43138871496212,-1.2884823399491079,249,bootstrap
awesome_oscillator,-0.3483814534536408,-9.347794832358417,3.5062716002681116,42,bootstrap
bollinger_lower,-1.351832127563493,,,28,insufficient_sample
bollinger_tight,-2.057409771408522,-6.642833313435128,1.2204973653812445,86,bootstrap
bollinger_upper_short,0.0,,,1,insufficient_sample
break_retest_confluence,-1.1450881732497873,,,17,insufficient_sample
break_retest_volume,1.3007147515787991,-3.774885898613062,4.944473630641323,50,bootstrap
bullish_engulfing_support,9.615606749273653,,,2,insufficient_sample
buyback_8k_recent_long,-0.37857242234241634,-8.499261741735562,2.8992286215807668,58,bootstrap
camarilla_r3_breakout,-5.325148071237641,-11.560763872861438,-0.7949925255051554,61,bootstrap
camarilla_s3_bounce,9.503919327261473,,,3,insufficient_sample
cmf_flip,1.4263646892045063,-1.4670728458590787,3.339391964135793,136,bootstrap
cpr_narrow_bullish,0.07835244855872481,-1.8082709960189511,1.3892987320195211,463,bootstrap
cpr_narrow_momentum,2.0948573501691756,-2.020997490401053,5.433384873801943,68,bootstrap
cpr_narrow_momentum_short,-2.7668280947073858,,,17,insufficient_sample
dc20_break_retest,-47.40608278342558,,,2,insufficient_sample
double_bottom_long,-3.4382090827316145,,,13,insufficient_sample
force_index_breakout,-4.393257782556235,-9.551255804111218,-1.2011006238298458,138,bootstrap
golden_cross_20_50,-18.222617806702498,,,2,insufficient_sample
golden_cross_9_21,0.6882896731534776,-9.646981037553562,4.308214088010133,37,bootstrap
halloween_seasonal_long,-5.154710162775765,,,5,insufficient_sample
head_and_shoulders_bottom_long,0.0,,,1,insufficient_sample
htf_aligned_breakout_long,4.0610142737353225,-0.6374953701674709,7.833441571941841,40,bootstrap
htf_aligned_breakout_short,-0.46894114509027385,-6.596151582262373,3.0462934065885405,57,bootstrap
hull_rsi,-3.2431615988908384,-11.520945493278141,0.44409310093164733,74,bootstrap
hull_rsi_short,-1.3484204114797087,-7.848746586503477,2.650921842750222,55,bootstrap
ichimoku_cloud_breakout,-0.9601077697609556,-5.250780736452622,2.357527408228327,90,bootstrap
ichimoku_tk_cross,1.4611118674753474,,,16,insufficient_sample
inside_bar_breakout,-5.278816838107889,,,5,insufficient_sample
insider_cluster_long,-3.643417278878519,,,10,insufficient_sample
institutional_breakout_confirmation_long,-112.34099735858752,,,3,insufficient_sample
institutional_buy_momentum_long,-4.177118337256584,-11.992805344088637,1.2694686668503254,32,bootstrap
institutional_cluster_long,0.18524899915202314,-5.049857321393639,3.381620430322988,67,bootstrap
institutional_distribution_short,0.0,,,1,insufficient_sample
institutional_persistent_holders_long,0.0,,,1,insufficient_sample
lead_lag_sector_rotation,-3.9859751949862043,-15.107844788022847,0.6450343777380434,48,bootstrap
macd_crossover,0.4397992652451219,-8.652441909719382,4.3366802715313835,34,bootstrap
macd_fast_crossover,-5.032956856757868,-11.850393308356905,-0.47887757701018474,49,bootstrap
monthly_bias_momentum_long,0.903659797484919,-1.3151144559185926,2.341253221548328,262,bootstrap
morning_star,-3.6613904860515536,-12.2824441600072,0.7812778015714775,46,bootstrap
news_sentiment_shift_long,-16.598953142543962,,,2,insufficient_sample
orb_stocks_in_play_long,0.9601335559565698,-5.175235341769096,4.004878582945875,53,bootstrap
orb_stocks_in_play_short,-2.067857956223413,-15.07084765160423,2.1813425709495924,42,bootstrap
pairs_mean_reversion_long,1.189112890482527,-0.8322068861226717,2.820177952831607,242,bootstrap
pairs_mean_reversion_short,-6.001617887811097,,,28,insufficient_sample
parabolic_sar_flip,-7.369852304976267,-12.758264965358862,-3.5242760534290714,71,bootstrap
pead_long,-0.006178434002750216,-5.174901468802804,2.347359263627841,107,bootstrap
pead_short,-6.365889032601293,-10.935210572810654,-2.627933474338624,92,bootstrap
pead_with_insider_confirmation_long,0.0,,,1,insufficient_sample
