strategy,exit_method,universe_tier,n,win_rate,avg_pnl_pct,total_pnl_pct
adx_initiation,atr_trail_1x,T1a,5,0.4,0.18019999999999997,0.9009999999999998
adx_initiation,atr_trail_1x,T1c,1,0.0,-2.5031,-2.5031
adx_initiation,atr_trail_1x,T2,28,0.39285714285714285,-0.3782857142857144,-10.592000000000002
adx_initiation,atr_trail_1x,T3,15,0.13333333333333333,-4.004486666666667,-60.0673
adx_initiation,atr_trail_1x,unknown,128,0.2109375,-3.58826171875,-459.2975
adx_initiation,atr_trail_2x,T1a,5,0.6,1.5084399999999998,7.542199999999999
adx_initiation,atr_trail_2x,T1c,1,0.0,-4.5494,-4.5494
adx_initiation,atr_trail_2x,T2,28,0.2857142857142857,2.0039642857142854,56.11099999999999
adx_initiation,atr_trail_2x,T3,15,0.2,-6.7438400000000005,-101.1576
adx_initiation,atr_trail_2x,unknown,128,0.3046875,-3.63429609375,-465.1899
adx_initiation,atr_trail_mae_conditional,T1a,5,0.4,0.18019999999999997,0.9009999999999998
adx_initiation,atr_trail_mae_conditional,T1c,1,0.0,-2.5031,-2.5031
adx_initiation,atr_trail_mae_conditional,T2,28,0.39285714285714285,-0.3782857142857144,-10.592000000000002
adx_initiation,atr_trail_mae_conditional,T3,15,0.13333333333333333,-4.004486666666667,-60.0673
adx_initiation,atr_trail_mae_conditional,unknown,128,0.2109375,-3.58826171875,-459.2975
adx_initiation,atr_trail_vix_conditional,T1a,5,0.6,1.5207600000000003,7.6038000000000014
adx_initiation,atr_trail_vix_conditional,T1c,1,0.0,-2.5031,-2.5031
adx_initiation,atr_trail_vix_conditional,T2,28,0.39285714285714285,0.20817857142857127,5.828999999999995
adx_initiation,atr_trail_vix_conditional,T3,15,0.2,-3.3386066666666663,-50.0791
adx_initiation,atr_trail_vix_conditional,unknown,128,0.2578125,-3.5962546875,-460.3206
adx_initiation,break_even_at_1r,T1a,5,0.2,1.754,8.77
adx_initiation,break_even_at_1r,T1c,1,0.0,-2.5031,-2.5031
adx_initiation,break_even_at_1r,T2,28,0.17857142857142858,-1.6788071428571427,-47.0066
adx_initiation,break_even_at_1r,T3,15,0.06666666666666667,-4.754980000000001,-71.3247
adx_initiation,break_even_at_1r,unknown,128,0.2109375,-3.06123828125,-391.8385
adx_initiation,breakeven_plus_trail,T1a,5,0.4,1.6285799999999995,8.142899999999997
adx_initiation,breakeven_plus_trail,T1c,1,0.0,-5.0061,-5.0061
adx_initiation,breakeven_plus_trail,T2,28,0.4642857142857143,12.9155,361.634
adx_initiation,breakeven_plus_trail,T3,15,0.4666666666666667,1.0184466666666665,15.276699999999998
adx_initiation,breakeven_plus_trail,unknown,128,0.453125,5.487758593750001,702.4331000000001
adx_initiation,chandelier_3x,T1a,5,0.2,-3.2909999999999995,-16.455
adx_initiation,chandelier_3x,T1c,1,0.0,-0.1604,-0.1604
adx_initiation,chandelier_3x,T2,28,0.0,-1.7580000000000002,-49.224000000000004
