strategy,exit_method,trades,win_rate,profit_factor,avg_pnl_pct,total_roi_pct,max_drawdown_pct,avg_hold_days,actual_fire_rate,composite_score,recommended
bollinger_lower,ma_exit_ema9,19,0.4211,0.9552,-0.0321,-0.6101,-8.3408,1.0,1.0,34.33,True
po3_bullish,next_pivot_target,10,0.8,1.7226,0.8866,8.8661,-2.2693,9.6,1.0,80.27,True
cpr_narrow_bullish,ma_exit_ema9,17,0.5294,2.6513,1.3902,23.6339,-4.5244,9.6,1.0,74.39,True
bollinger_tight,time_stop_10d,10,0.6,2.0228,1.5883,15.8834,-15.4599,14.3,1.0,60.81,True
avwap_252_breakout,smc_mitigation_zone,5,0.6,2.0446,0.482,2.4101,-0.9999,2.4,1.0,82.5,True
smc_choch_reversal,next_pivot_target,5,0.8,0.3461,-1.1605,-5.8027,0.0,10.0,1.0,62.0,True
hull_rsi,next_pivot_target,14,1.0,999.0,1.8252,25.5535,0.0,15.4,1.0,100.0,True
avwap_50_reclaim,trailing_10pct,5,0.8,2.7415,2.4783,12.3914,0.0,66.6,1.0,92.0,True
cpr_narrow_momentum,ma_exit_ema9,7,0.2857,0.044,-1.0663,-7.4644,-4.6929,5.4,1.0,34.39,True
monthly_bias_momentum_long,time_stop_10d,9,0.6667,2.1447,1.453,13.0774,-5.045,14.2,1.0,79.1,True
