strategy,exit_method,hold_duration_band,n,win_rate,avg_pnl_pct,total_pnl_pct
avwap_252_breakout,atr_trail_1x,long_ge_11d,4,0.25,-0.14749999999999996,-0.5899999999999999
avwap_252_breakout,atr_trail_1x,medium_4_10d,1,0.0,-2.8596,-2.8596
avwap_252_breakout,atr_trail_2x,long_ge_11d,4,0.5,1.7902,7.1608
avwap_252_breakout,atr_trail_2x,medium_4_10d,1,0.0,-6.0445,-6.0445
avwap_252_breakout,atr_trail_mae_conditional,long_ge_11d,4,0.25,-0.14749999999999996,-0.5899999999999999
avwap_252_breakout,atr_trail_mae_conditional,medium_4_10d,1,0.0,-2.8596,-2.8596
avwap_252_breakout,atr_trail_vix_conditional,long_ge_11d,4,0.75,1.2988749999999998,5.195499999999999
avwap_252_breakout,atr_trail_vix_conditional,medium_4_10d,1,0.0,-4.4521,-4.4521
avwap_252_breakout,break_even_at_1r,long_ge_11d,4,0.5,1.3511499999999999,5.404599999999999
avwap_252_breakout,break_even_at_1r,medium_4_10d,1,0.0,-3.1932,-3.1932
avwap_252_breakout,breakeven_plus_trail,long_ge_11d,4,0.5,0.599525,2.3981
avwap_252_breakout,breakeven_plus_trail,medium_4_10d,1,0.0,-6.3865,-6.3865
avwap_252_breakout,chandelier_3x,long_ge_11d,4,0.5,0.7954000000000001,3.1816000000000004
avwap_252_breakout,chandelier_3x,medium_4_10d,1,0.0,-5.5957,-5.5957
avwap_252_breakout,class_time_stop,long_ge_11d,4,1.0,2.392575,9.5703
avwap_252_breakout,class_time_stop,medium_4_10d,1,0.0,-16.281,-16.281
avwap_252_breakout,earnings_blackout,long_ge_11d,4,0.75,4.987775,19.9511
avwap_252_breakout,earnings_blackout,medium_4_10d,1,0.0,-21.1019,-21.1019
avwap_252_breakout,fixed_4r_2r,long_ge_11d,4,0.5,1.247775,4.9911
avwap_252_breakout,fixed_4r_2r,medium_4_10d,1,0.0,-6.3865,-6.3865
avwap_252_breakout,hybrid_50pct_target,long_ge_11d,4,1.0,6.658225,26.6329
avwap_252_breakout,hybrid_50pct_target,medium_4_10d,1,0.0,-21.1019,-21.1019
avwap_252_breakout,ma_exit_ema9,long_ge_11d,4,0.5,2.062625,8.2505
