strategy,sharpe_adj,win_rate_adj,profit_factor_adj,haircut_pct_applied
xs_momentum_bottom_decile_short,0.0,0.8,inf,0.4
macd_fast_crossover,0.0,0.8,inf,0.4
htf_aligned_breakout_short,0.0,0.48,3.66256,0.4
pre_fomc_long_sleeve,0.0,0.45,0.9969,0.2
xs_combined_momentum_low_ivol,0.0,0.4,0.5109,0.4
po3_bullish,0.0,0.42633000000000004,0.9715,0.2
orb_stocks_in_play_short,0.0,0.38573999999999997,0.822,0.2
po3_bearish,0.0,0.36000000000000004,0.4501,0.2
htf_aligned_breakout_long,0.0,0.30000000000000004,2.9811199999999998,0.4
xs_momentum_top_decile,0.0,0.30000000000000004,0.4808,0.4
orb_stocks_in_play_long,0.0,0.32724,1.62415,0.2
vix_backwardation_long,0.0,0.29997,0.7758,0.2
pairs_mean_reversion_long,0.0,0.26664,0.479,0.4
pead_short,0.0,0.29997,0.2028,0.2
buyback_8k_recent_long,0.0,0.25119,1.16668,0.2
volume_spike_breakout,0.0,0.2,1.05232,0.4
force_index_breakout,0.0,0.2,0.0586,0.4
xs_quality_top_quintile_long,0.0,0.20457,1.86796,0.2
monthly_bias_momentum_long,0.0,0.16000000000000003,2.5320799999999997,0.4
xs_low_beta_long,0.0,0.16074000000000002,0.4285,0.2
camarilla_r3_breakout,0.0,0.13336,1.10952,0.4
pead_long,0.0,0.15003,0.0155,0.2
hull_rsi,0.0,0.0,0.0,0.4
cmf_flip,0.0,0.0,0.0,0.2
stochrsi_overbought_short,0.0,0.0,0.0,0.4
avwap_252_breakout,0.0,0.0,0.0,0.4
pivot_s3_capitulation,0.0,0.0,0.0,0.2
cpr_narrow_bullish,0.0,0.0,0.0,0.2
insider_cluster_long,0.0,0.0,0.0,0.2
avwap_50_reclaim,0.0,0.0,0.0,0.2
pre_rebalance_long,0.0,0.0,0.0,0.2
