strategy,sector,sector_criteria,direction_mix,total_trades,win_rate,win_rate_ci_low,win_rate_ci_high,statistically_random,profit_factor,expected_value,win_loss_ratio,avg_win_pct,avg_loss_pct,max_drawdown_pct,total_roi_pct,sharpe_ratio,sharpe_daily,sortino_ratio,deflated_sharpe,psr,psr_note,tiered_min_trades,meets_tiered_min,pct_trades_near_event,pct_trades_near_fomc,pct_trades_near_cpi,pct_trades_near_nfp,win_rate_near_event,win_rate_far_from_event,win_rate_event_delta,event_wr_note,adf_statistic,adf_p_value,is_stationary,adf_note,chow_f_statistic,chow_p_value,has_structural_break,chow_note,sharpe_at_0bps,sharpe_at_5bps,sharpe_at_10bps,sharpe_at_20bps,avg_aep_pct,n_aep_eligible,poor_exit_timing,aep_note,calmar_ratio,kelly,avg_hold_days,best_trade_pct,worst_trade_pct,smart_money_lift,macro_correlation,criterion_evaluable,regimes_profitable,regime_verdicts,best_regimes,passes_all,audit_flags,category,spy_benchmark_return,vs_benchmark,beats_benchmark,regime_bear_correction_2022,regime_rate_rising_2022_2023,regime_strong_bull_2023,regime_rate_falling_2024,regime_ai_sector_bull_2024,regime_tariff_shock_2025,regime_ai_divergence_2025_2026,regime_covid_crisis_2020
xs_momentum_bottom_decile_short,Communication Services,high_volatility,0L/2S,2,1.0,0.3424,1.0,True,inf,4.1924,999.0,4.1924,0.0,0.0,8.3847,12.808,82.055,999.0,,,insufficient_sample,100,False,50.0,0.0,50.0,0.0,,,,insufficient_sample,,,,insufficient_sample,,,,insufficient_sample,12.808,12.655,12.502,12.197,0.7851,2,True,ok,0.0,"{'full_kelly_pct': 0.0, 'quarter_kelly_pct': 0.0, 'note': 'insufficient_data'}",21.0,4.9942,3.3906,,,"{'smart_money_lift': {'evaluable': False, 'n_with_signal': 2, 'n_without_signal': 0, 'min_required_each': 30, 'blocked_reason': 'smart_money_score>=2 sample n=2<30'}, 'macro_correlation': {'evaluable': False, 'n_favorable': 0, 'n_unfavorable': 1, 'min_required_each': 20, 'blocked_reason': 'macro_score>=2 sample n=0<20'}}",0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,"['win_rate_100.0pct_exceeds_audit_threshold', 'profit_factor_inf_exceeds_audit_threshold', 'ci_lower_34.2pct_may_be_random']",factor,75.15,-66.7653,False,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
macd_fast_crossover,Fixed Income,low_volatility,0L/1S,1,1.0,0.2065,1.0,True,inf,3.6579,999.0,3.6579,0.0,0.0,3.6579,,0.0,999.0,,,insufficient_sample,300,False,100.0,100.0,0.0,0.0,,,,insufficient_sample,,,,insufficient_sample,,,,insufficient_sample,,,,,0.8116,1,True,ok,0.0,"{'full_kelly_pct': 0.0, 'quarter_kelly_pct': 0.0, 'note': 'insufficient_data'}",211.0,3.6579,3.6579,,,"{'smart_money_lift': {'evaluable': False, 'n_with_signal': 1, 'n_without_signal': 0, 'min_required_each': 30, 'blocked_reason': 'smart_money_score>=2 sample n=1<30'}, 'macro_correlation': {'evaluable': False, 'n_favorable': 0, 'n_unfavorable': 1, 'min_required_each': 20, 'blocked_reason': 'macro_score>=2 sample n=0<20'}}",0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,"['win_rate_100.0pct_exceeds_audit_threshold', 'profit_factor_inf_exceeds_audit_threshold', 'ci_lower_20.6pct_may_be_random']",momentum,75.15,-71.4921,False,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
htf_aligned_breakout_short,Health Care,high_volatility,0L/5S,5,0.6,0.2307,0.8824,True,4.3282,8.4292,2.8855,18.2699,-6.3317,-1.8754,42.1461,1.523,9.727,5.716,,,insufficient_sample,100,False,80.0,20.0,0.0,60.0,,,,insufficient_sample,,,,insufficient_sample,,,,insufficient_sample,1.523,1.514,1.505,1.487,0.5253,3,True,ok,82.076,"{'full_kelly_pct': 46.14, 'quarter_kelly_pct': 11.53, 'note': 'tier_may_be_undersizing'}",13.8,49.5715,-10.788,,,"{'smart_money_lift': {'evaluable': False, 'n_with_signal': 4, 'n_without_signal': 1, 'min_required_each': 30, 'blocked_reason': 'smart_money_score>=2 sample n=4<30'}, 'macro_correlation': {'evaluable': False, 'n_favorable': 0, 'n_unfavorable': 5, 'min_required_each': 20, 'blocked_reason': 'macro_score>=2 sample n=0<20'}}",0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,"['profit_factor_4.33_exceeds_audit_threshold', 'ci_lower_23.1pct_may_be_random']",multi_timeframe,75.15,-33.0039,False,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
pre_fomc_long_sleeve,Consumer Discretionary,medium_volatility,6L/0S,6,0.5,0.1876,0.8124,True,0.9969,-0.0153,0.9969,9.7082,-9.7387,-17.8818,-0.0915,-0.002,-0.021,-0.049,,,insufficient_sample,60,False,100.0,100.0,0.0,0.0,0.5,,,small_subgroup,,,,insufficient_sample,,,,insufficient_sample,-0.002,-0.009,-0.016,-0.031,0.3635,3,False,ok,-0.003,"{'full_kelly_pct': -0.16, 'quarter_kelly_pct': 0.0, 'note': 'negative_edge'}",63.2,26.1202,-10.4545,,,"{'smart_money_lift': {'evaluable': False, 'n_with_signal': 5, 'n_without_signal': 1, 'min_required_each': 30, 'blocked_reason': 'smart_money_score>=2 sample n=5<30'}, 'macro_correlation': {'evaluable': False, 'n_favorable': 5, 'n_unfavorable': 0, 'min_required_each': 20, 'blocked_reason': 'macro_score>=2 sample n=5<20'}}",0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,['ci_lower_18.8pct_may_be_random'],event_driven,75.15,-75.2415,False,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
xs_combined_momentum_low_ivol,Unknown,medium_volatility,2L/0S,2,0.5,0.0945,0.9055,True,0.5109,-0.5403,0.5109,1.1288,-2.2094,0.0,-1.0806,-0.263,-6.711,-0.281,,,insufficient_sample,100,False,50.0,0.0,0.0,50.0,,,,insufficient_sample,,,,insufficient_sample,,,,insufficient_sample,-0.263,-0.287,-0.311,-0.36,0.9533,1,True,ok,0.0,"{'full_kelly_pct': -47.87, 'quarter_kelly_pct': 0.0, 'note': 'negative_edge'}",191.5,1.1288,-2.2094,,,"{'smart_money_lift': {'evaluable': False, 'n_with_signal': 2, 'n_without_signal': 0, 'min_required_each': 30, 'blocked_reason': 'smart_money_score>=2 sample n=2<30'}, 'macro_correlation': {'evaluable': False, 'n_favorable': 1, 'n_unfavorable': 0, 'min_required_each': 20, 'blocked_reason': 'macro_score>=2 sample n=1<20'}}",0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,['ci_lower_9.4pct_may_be_random'],factor,75.15,-76.2306,False,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
po3_bullish,Consumer Discretionary,medium_volatility,19L/0S,19,0.4737,0.2733,0.6829,True,0.9715,-0.0966,1.0794,6.9481,-6.4368,-32.8875,-1.8349,-0.034,-0.161,-0.08,,,insufficient_sample,100,False,73.68,10.53,42.11,21.05,0.5714,0.2,0.3714,ok,,,,insufficient_sample,,,,insufficient_sample,-0.034,-0.052,-0.07,-0.105,0.3554,9,False,ok,-0.039,"{'full_kelly_pct': -1.39, 'quarter_kelly_pct': 0.0, 'note': 'negative_edge'}",19.0,33.749,-14.8535,,,"{'smart_money_lift': {'evaluable': False, 'n_with_signal': 17, 'n_without_signal': 2, 'min_required_each': 30, 'blocked_reason': 'smart_money_score>=2 sample n=17<30'}, 'macro_correlation': {'evaluable': False, 'n_favorable': 3, 'n_unfavorable': 5, 'min_required_each': 20, 'blocked_reason': 'macro_score>=2 sample n=3<20'}}",0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,['ci_lower_27.3pct_may_be_random'],po3,75.15,-76.9849,False,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
orb_stocks_in_play_short,Consumer Discretionary,medium_volatility,0L/21S,21,0.4286,0.2447,0.6345,True,0.822,-0.8672,1.0959,9.3417,-8.5239,-48.7598,-18.2114,-0.247,-1.193,-0.796,,,insufficient_sample,100,False,76.19,52.38,4.76,19.05,0.5,0.2,0.3,ok,0.3781,0.9807,False,non_stationary_edge_may_erode,0.6562,0.5314,False,no_structural_break,-0.247,-0.261,-0.275,-0.303,0.703,9,True,ok,-0.214,"{'full_kelly_pct': -9.28, 'quarter_kelly_pct': 0.0, 'note': 'negative_edge'}",20.9,36.9322,-11.2473,,,"{'smart_money_lift': {'evaluable': False, 'n_with_signal': 18, 'n_without_signal': 3, 'min_required_each': 30, 'blocked_reason': 'smart_money_score>=2 sample n=18<30'}, 'macro_correlation': {'evaluable': False, 'n_favorable': 0, 'n_unfavorable': 14, 'min_required_each': 20, 'blocked_reason': 'macro_score>=2 sample n=0<20'}}",0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,['ci_lower_24.5pct_may_be_random'],orb,75.15,-93.3614,False,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
po3_bearish,Health Care,high_volatility,0L/5S,5,0.4,0.1176,0.7693,True,0.4501,-3.2959,0.6751,6.7443,-9.9894,-24.9398,-16.4796,-2.576,-5.261,-3.265,,,insufficient_sample,100,False,80.0,0.0,20.0,60.0,,,,insufficient_sample,,,,insufficient_sample,,,,insufficient_sample,-2.576,-2.616,-2.655,-2.733,0.6279,2,True,ok,-10.407,"{'full_kelly_pct': -48.87, 'quarter_kelly_pct': 0.0, 'note': 'negative_edge'}",3.2,9.8213,-20.2682,,,"{'smart_money_lift': {'evaluable': False, 'n_with_signal': 4, 'n_without_signal': 1, 'min_required_each': 30, 'blocked_reason': 'smart_money_score>=2 sample n=4<30'}, 'macro_correlation': {'evaluable': False, 'n_favorable': 1, 'n_unfavorable': 4, 'min_required_each': 20, 'blocked_reason': 'macro_score>=2 sample n=1<20'}}",0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,['ci_lower_11.8pct_may_be_random'],po3,75.15,-91.6296,False,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
htf_aligned_breakout_long,Consumer Discretionary,medium_volatility,24L/0S,24,0.375,0.2116,0.5729,True,3.4764,11.4536,5.7941,42.8763,-7.4,-40.512,274.8859,0.356,5.867,2.459,,,insufficient_sample,100,False,45.83,4.17,29.17,12.5,0.1818,0.5385,-0.3566,ok,-0.3827,0.9129,False,non_stationary_edge_may_erode,0.022,0.9783,False,no_structural_break,0.356,0.354,0.353,0.35,0.5946,9,True,ok,0.715,"{'full_kelly_pct': 26.71, 'quarter_kelly_pct': 6.68, 'note': 'reasonable'}",99.7,236.0166,-27.6668,,,"{'smart_money_lift': {'evaluable': False, 'n_with_signal': 20, 'n_without_signal': 4, 'min_required_each': 30, 'blocked_reason': 'smart_money_score>=2 sample n=20<30'}, 'macro_correlation': {'evaluable': False, 'n_favorable': 9, 'n_unfavorable': 3, 'min_required_each': 20, 'blocked_reason': 'macro_score>=2 sample n=9<20'}}",0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,"['profit_factor_3.48_exceeds_audit_threshold', 'ci_lower_21.2pct_may_be_random']",multi_timeframe,75.15,199.7359,True,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
xs_momentum_top_decile,Utilities,low_volatility,8L/0S,8,0.375,0.1368,0.6943,True,0.4808,-1.9029,0.8014,4.6998,-5.8646,-22.1397,-15.2235,-0.382,-2.013,-0.55,,,insufficient_sample,100,False,50.0,12.5,37.5,0.0,0.75,0.0,0.75,small_subgroup,,,,insufficient_sample,,,,insufficient_sample,-0.382,-0.392,-0.402,-0.422,0.2924,3,False,ok,-0.164,"{'full_kelly_pct': -40.49, 'quarter_kelly_pct': 0.0, 'note': 'negative_edge'}",131.9,9.1935,-11.6273,,,"{'smart_money_lift': {'evaluable': False, 'n_with_signal': 7, 'n_without_signal': 1, 'min_required_each': 30, 'blocked_reason': 'smart_money_score>=2 sample n=7<30'}, 'macro_correlation': {'evaluable': False, 'n_favorable': 0, 'n_unfavorable': 2, 'min_required_each': 20, 'blocked_reason': 'macro_score>=2 sample n=0<20'}}",0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,['ci_lower_13.7pct_may_be_random'],factor,75.15,-90.3735,False,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
