strategy,point_sharpe,ci_low,ci_high,n_trades,method
avwap_252_breakout,-33.888935216066706,,,4,insufficient_sample
avwap_50_reclaim,-83.55354669781683,,,7,insufficient_sample
buyback_8k_recent_long,0.8079650120438995,-3.1526491077453787,3.649730862833291,86,bootstrap
camarilla_r3_breakout,0.644566916180519,,,6,insufficient_sample
cmf_flip,0.0,,,1,insufficient_sample
cpr_narrow_bullish,0.0,,,1,insufficient_sample
force_index_breakout,-18.422017346266824,,,8,insufficient_sample
htf_aligned_breakout_long,3.555132883119906,,,24,insufficient_sample
htf_aligned_breakout_short,5.657222186607792,,,5,insufficient_sample
hull_rsi,-21.367094227623628,,,2,insufficient_sample
insider_cluster_long,-65.66060628985838,,,3,insufficient_sample
macd_fast_crossover,0.0,,,1,insufficient_sample
monthly_bias_momentum_long,4.270556096380759,,,5,insufficient_sample
orb_stocks_in_play_long,2.4854022207725306,-1.4534404856091354,5.161384869323392,66,bootstrap
orb_stocks_in_play_short,-1.1273511502554217,,,21,insufficient_sample
pairs_mean_reversion_long,-4.227648185773467,,,3,insufficient_sample
pead_long,-8.698800597159307,,,6,insufficient_sample
pead_short,-10.273263014506767,,,3,insufficient_sample
pivot_s3_capitulation,0.0,,,1,insufficient_sample
po3_bearish,-4.608972123143264,,,5,insufficient_sample
po3_bullish,-0.14956213475160748,,,19,insufficient_sample
pre_fomc_long_sleeve,-0.017352637279997016,,,6,insufficient_sample
pre_rebalance_long,0.0,,,1,insufficient_sample
stochrsi_overbought_short,-18.32069430625844,,,2,insufficient_sample
vix_backwardation_long,-1.6048292385766056,,,9,insufficient_sample
volume_spike_breakout,0.3508527024109593,,,4,insufficient_sample
xs_combined_momentum_low_ivol,-3.633702021363174,,,2,insufficient_sample
xs_low_beta_long,-5.534271922828582,,,28,insufficient_sample
xs_momentum_bottom_decile_short,58.692237159973104,,,2,insufficient_sample
xs_momentum_top_decile,-4.384802152154419,,,8,insufficient_sample
xs_quality_top_quintile_long,1.9609519531525477,,,22,insufficient_sample
