preliminary_tier,confidence_tier,trades,win_rate,upgraded,downgraded
HIGH,HIGH,545,0.3577981651376147,False,False
VERY_HIGH,VERY_HIGH,1,0.0,False,False
HIGH,HIGH,555,0.3639639639639639,False,False
VERY_HIGH,VERY_HIGH,3,0.3333333333333333,False,False
HIGH,HIGH,565,0.3646017699115044,False,False
VERY_HIGH,VERY_HIGH,2,0.5,False,False
HIGH,HIGH,232,0.2801724137931034,False,False
HIGH,HIGH,481,0.3866943866943867,False,False
VERY_HIGH,VERY_HIGH,3,0.0,False,False
