strategy,sharpe_adj,win_rate_adj,profit_factor_adj,haircut_pct_applied
pivot_r1_breakout,0.0,0.8,inf,0.4
avwap_50_reclaim,0.0,0.9,inf,0.2
stochrsi_oversold,0.0,0.8,inf,0.4
avwap_252_breakout,0.0,0.53336,2.24848,0.4
buyback_8k_recent_long,0.0,0.5786100000000001,8.937190000000001,0.2
williams_r_oversold,0.0,0.45,6.77215,0.2
supertrend_macd,0.0,0.4,3.7668,0.4
prev_day_high_break,0.0,0.45,0.5519,0.2
htf_aligned_breakout_long,0.0,0.4,0.4889,0.4
monthly_bias_momentum_long,0.0,0.384,1.2121600000000001,0.4
cpr_narrow_bullish,0.0,0.32724,0.5263,0.2
smc_fvg_retest_long,0.0,0.29997,0.1589,0.2
xs_momentum_top_decile,0.0,0.256,0.309,0.4
smc_inverse_fvg,0.0,0.27387,0.4457,0.2
po3_bullish,0.0,0.24003,0.2021,0.2
po3_htf_aligned_long,0.0,0.0,0.0,0.2
bollinger_tight,0.0,0.0,0.0,0.2
cmf_flip,0.0,0.0,0.0,0.2
macd_fast_crossover,0.0,0.0,0.0,0.4
insider_cluster_long,0.0,0.0,0.0,0.2
prev_day_low_bounce,0.0,0.0,0.0,0.2
xs_momentum_bottom_decile_short,0.0,0.0,0.0,0.4
orb_stocks_in_play_long,0.0,0.0,0.0,0.2
ultimate_oscillator,0.0,0.0,0.0,0.2
