tier,trades,win_rate,avg_pnl,profit_factor,total_roi,tier_3_consolidated
VERY_HIGH,2,0.5,12.4696,6.0612,24.9393,HIGH
HIGH,244,0.3525,-1.6574,0.5931,-404.4056,MEDIUM
