strategy,exit_method,earnings_during_hold,n,win_rate,avg_pnl_pct,total_pnl_pct
avwap_252_breakout,atr_trail_1x,no,4,0.0,-1.67795,-6.7118
avwap_252_breakout,atr_trail_1x,yes,2,0.5,-0.5466,-1.0932
avwap_252_breakout,atr_trail_2x,no,4,0.25,-1.89585,-7.5834
avwap_252_breakout,atr_trail_2x,yes,2,0.0,-2.9412499999999997,-5.882499999999999
avwap_252_breakout,atr_trail_mae_conditional,no,4,0.0,-1.67795,-6.7118
avwap_252_breakout,atr_trail_mae_conditional,yes,2,0.5,-0.5466,-1.0932
avwap_252_breakout,atr_trail_vix_conditional,no,4,0.0,-2.4688499999999998,-9.875399999999999
avwap_252_breakout,atr_trail_vix_conditional,yes,2,0.5,-1.5145499999999998,-3.0290999999999997
avwap_252_breakout,break_even_at_1r,no,4,0.0,-2.6461,-10.5844
avwap_252_breakout,break_even_at_1r,yes,2,0.0,-1.5967,-3.1934
avwap_252_breakout,breakeven_plus_trail,no,4,0.25,0.86475,3.459
avwap_252_breakout,breakeven_plus_trail,yes,2,0.5,16.73725,33.4745
avwap_252_breakout,chandelier_3x,no,4,0.25,0.6124,2.4496
avwap_252_breakout,chandelier_3x,yes,2,0.0,-0.5953499999999999,-1.1906999999999999
avwap_252_breakout,class_time_stop,no,4,0.75,1.0727749999999996,4.291099999999998
avwap_252_breakout,class_time_stop,yes,2,1.0,5.54605,11.0921
avwap_252_breakout,earnings_blackout,no,4,0.25,0.7442250000000001,2.9769000000000005
avwap_252_breakout,earnings_blackout,yes,2,0.5,115.36484999999999,230.72969999999998
avwap_252_breakout,fixed_4r_2r,no,4,0.5,6.392325,25.5693
avwap_252_breakout,fixed_4r_2r,yes,2,0.5,3.4582999999999995,6.916599999999999
avwap_252_breakout,hybrid_50pct_target,no,4,0.5,-3.471775,-13.8871
avwap_252_breakout,hybrid_50pct_target,yes,2,1.0,12.870149999999999,25.740299999999998
avwap_252_breakout,ma_exit_ema9,no,4,0.5,1.6263750000000001,6.5055000000000005
avwap_252_breakout,ma_exit_ema9,yes,2,0.5,-1.61625,-3.2325
avwap_252_breakout,mfe_lockin_trail,no,4,0.0,-1.67795,-6.7118
avwap_252_breakout,mfe_lockin_trail,yes,2,0.5,-0.16284999999999994,-0.3256999999999999
avwap_252_breakout,multi_tier_partial,no,4,0.5,-1.08915,-4.3566
avwap_252_breakout,multi_tier_partial,yes,2,0.5,-0.37555000000000005,-0.7511000000000001
avwap_252_breakout,next_pivot_target,no,4,1.0,2.153,8.612
avwap_252_breakout,next_pivot_target,yes,2,0.5,-1.3086500000000003,-2.6173000000000006
avwap_252_breakout,r_multiple_2r,no,4,0.5,0.65625,2.625
avwap_252_breakout,r_multiple_2r,yes,2,0.0,-3.1599,-6.3198
avwap_252_breakout,r_multiple_3r,no,4,0.25,-0.7953250000000004,-3.1813000000000016
avwap_252_breakout,r_multiple_3r,yes,2,0.0,-3.1599,-6.3198
avwap_252_breakout,regime_flip,no,4,0.25,-2.5192,-10.0768
avwap_252_breakout,regime_flip,yes,2,1.0,2.7869,5.5738
avwap_252_breakout,reverse_signal,no,4,0.0,-1.67795,-6.7118
avwap_252_breakout,reverse_signal,yes,2,0.5,-0.5466,-1.0932
avwap_252_breakout,smc_mitigation_zone,no,4,0.25,-1.321425,-5.2857
avwap_252_breakout,smc_mitigation_zone,yes,2,0.5,-1.076,-2.152
avwap_252_breakout,time_stop_10d,no,4,0.5,4.0663,16.2652
avwap_252_breakout,time_stop_10d,yes,2,0.0,-2.13115,-4.2623
avwap_252_breakout,time_stop_20d,no,4,0.25,-2.5192,-10.0768
avwap_252_breakout,time_stop_20d,yes,2,1.0,2.7869,5.5738
avwap_252_breakout,trailing_10pct,no,4,0.25,-3.328725,-13.3149
avwap_252_breakout,trailing_10pct,yes,2,0.5,14.0151,28.0302
avwap_252_breakout,trailing_15pct,no,4,0.0,-7.043050000000001,-28.172200000000004
avwap_252_breakout,trailing_15pct,yes,2,0.5,10.366800000000001,20.733600000000003
avwap_252_breakout,trailing_5pct,no,4,0.0,-1.4670999999999998,-5.868399999999999
avwap_252_breakout,trailing_5pct,yes,2,0.0,-2.37265,-4.7453
buyback_8k_recent_long,atr_trail_1x,no,4,0.0,-2.4285750000000004,-9.714300000000001
buyback_8k_recent_long,atr_trail_1x,yes,10,0.5,0.3364,3.364
buyback_8k_recent_long,atr_trail_2x,no,4,0.25,-2.049475,-8.1979
buyback_8k_recent_long,atr_trail_2x,yes,10,0.8,5.006880000000001,50.0688
buyback_8k_recent_long,atr_trail_mae_conditional,no,4,0.0,-2.4285750000000004,-9.714300000000001
buyback_8k_recent_long,atr_trail_mae_conditional,yes,10,0.5,0.3364,3.364
buyback_8k_recent_long,atr_trail_vix_conditional,no,4,0.0,-2.7309,-10.9236
buyback_8k_recent_long,atr_trail_vix_conditional,yes,10,0.4,-0.27162,-2.7161999999999997
buyback_8k_recent_long,break_even_at_1r,no,4,0.0,-1.6409500000000001,-6.5638000000000005
buyback_8k_recent_long,break_even_at_1r,yes,10,0.1,2.1347300000000002,21.3473
buyback_8k_recent_long,breakeven_plus_trail,no,4,0.25,-0.29485000000000006,-1.1794000000000002
buyback_8k_recent_long,breakeven_plus_trail,yes,10,0.6,11.241620000000001,112.4162
buyback_8k_recent_long,chandelier_3x,no,4,0.25,-0.8738750000000002,-3.4955000000000007
buyback_8k_recent_long,chandelier_3x,yes,10,0.7,4.18442,41.8442
buyback_8k_recent_long,class_time_stop,no,4,0.75,1.7617500000000001,7.047000000000001
buyback_8k_recent_long,class_time_stop,yes,10,1.0,7.52342,75.2342
buyback_8k_recent_long,earnings_blackout,no,4,0.5,11.541475,46.1659
buyback_8k_recent_long,earnings_blackout,yes,10,0.9,54.33628,543.3628
buyback_8k_recent_long,fixed_4r_2r,no,4,0.25,-1.656975,-6.6279
buyback_8k_recent_long,fixed_4r_2r,yes,10,0.9,7.76781,77.6781
buyback_8k_recent_long,hybrid_50pct_target,no,4,0.25,-5.71805,-22.8722
buyback_8k_recent_long,hybrid_50pct_target,yes,10,1.0,9.80098,98.0098
buyback_8k_recent_long,ma_exit_ema9,no,4,0.0,-4.112925,-16.4517
buyback_8k_recent_long,ma_exit_ema9,yes,10,0.8,1.97867,19.7867
buyback_8k_recent_long,mfe_lockin_trail,no,4,0.0,-2.4285750000000004,-9.714300000000001
buyback_8k_recent_long,mfe_lockin_trail,yes,10,0.5,0.6546899999999999,6.546899999999999
buyback_8k_recent_long,multi_tier_partial,no,4,0.25,-1.2412750000000001,-4.9651000000000005
buyback_8k_recent_long,multi_tier_partial,yes,10,0.7,0.72002,7.2002
buyback_8k_recent_long,next_pivot_target,no,4,0.75,0.20732499999999987,0.8292999999999995
buyback_8k_recent_long,next_pivot_target,yes,10,0.9,3.7484900000000003,37.4849
buyback_8k_recent_long,r_multiple_2r,no,4,0.0,-2.559025,-10.2361
buyback_8k_recent_long,r_multiple_2r,yes,10,0.8,3.5954900000000003,35.9549
buyback_8k_recent_long,r_multiple_3r,no,4,0.0,-2.559025,-10.2361
buyback_8k_recent_long,r_multiple_3r,yes,10,0.8,5.31033,53.103300000000004
buyback_8k_recent_long,regime_flip,no,4,0.5,3.212375,12.8495
buyback_8k_recent_long,regime_flip,yes,10,0.9,7.16037,71.6037
buyback_8k_recent_long,reverse_signal,no,4,0.0,-2.4285750000000004,-9.714300000000001
buyback_8k_recent_long,reverse_signal,yes,10,0.5,0.3364,3.364
buyback_8k_recent_long,smc_mitigation_zone,no,4,0.0,-2.239875,-8.9595
buyback_8k_recent_long,smc_mitigation_zone,yes,10,0.5,0.25052,2.5052000000000003
buyback_8k_recent_long,time_stop_10d,no,4,0.25,-1.534375,-6.1375
buyback_8k_recent_long,time_stop_10d,yes,10,0.8,5.10036,51.003600000000006
buyback_8k_recent_long,time_stop_20d,no,4,0.5,3.212375,12.8495
buyback_8k_recent_long,time_stop_20d,yes,10,0.9,7.16037,71.6037
buyback_8k_recent_long,trailing_10pct,no,4,0.25,-3.238975,-12.9559
buyback_8k_recent_long,trailing_10pct,yes,10,1.0,14.386869999999998,143.8687
buyback_8k_recent_long,trailing_15pct,no,4,0.5,4.856750000000001,19.427000000000003
buyback_8k_recent_long,trailing_15pct,yes,10,0.9,21.791159999999998,217.9116
buyback_8k_recent_long,trailing_5pct,no,4,0.25,-0.3966749999999999,-1.5866999999999996
buyback_8k_recent_long,trailing_5pct,yes,10,0.8,3.6231699999999996,36.2317
cpr_narrow_bullish,atr_trail_1x,no,5,0.2,-1.7444399999999998,-8.722199999999999
cpr_narrow_bullish,atr_trail_1x,yes,6,0.16666666666666666,-1.8437999999999999,-11.0628
cpr_narrow_bullish,atr_trail_2x,no,5,0.4,-1.63778,-8.1889
cpr_narrow_bullish,atr_trail_2x,yes,6,0.3333333333333333,-1.0502333333333334,-6.3014
cpr_narrow_bullish,atr_trail_mae_conditional,no,5,0.2,-1.7444399999999998,-8.722199999999999
cpr_narrow_bullish,atr_trail_mae_conditional,yes,6,0.16666666666666666,-1.8437999999999999,-11.0628
cpr_narrow_bullish,atr_trail_vix_conditional,no,5,0.0,-3.2397199999999997,-16.1986
cpr_narrow_bullish,atr_trail_vix_conditional,yes,6,0.3333333333333333,-1.1003166666666668,-6.6019000000000005
cpr_narrow_bullish,break_even_at_1r,no,5,0.0,-1.57802,-7.8901
cpr_narrow_bullish,break_even_at_1r,yes,6,0.16666666666666666,-0.35288333333333327,-2.1172999999999997
cpr_narrow_bullish,breakeven_plus_trail,no,5,0.4,-1.4580199999999999,-7.2901
cpr_narrow_bullish,breakeven_plus_trail,yes,6,0.16666666666666666,0.3186499999999999,1.9118999999999993
cpr_narrow_bullish,chandelier_3x,no,5,0.4,-2.33624,-11.6812
cpr_narrow_bullish,chandelier_3x,yes,6,0.3333333333333333,-0.7776833333333334,-4.6661
cpr_narrow_bullish,class_time_stop,no,5,0.6,0.56706,2.8353
cpr_narrow_bullish,class_time_stop,yes,6,0.5,-2.236433333333333,-13.418599999999998
cpr_narrow_bullish,earnings_blackout,no,5,0.6,4.941520000000001,24.707600000000003
cpr_narrow_bullish,earnings_blackout,yes,6,0.16666666666666666,-18.047916666666666,-108.2875
