strategy,exit_method,earnings_during_hold,n,win_rate,avg_pnl_pct,total_pnl_pct
adx_initiation,atr_trail_1x,no,718,0.24233983286908078,-3.1002107242339836,-2225.9513
adx_initiation,atr_trail_1x,yes,237,0.3459915611814346,-0.3366033755274262,-79.775
adx_initiation,atr_trail_2x,no,718,0.2924791086350975,-3.25383495821727,-2336.2535
adx_initiation,atr_trail_2x,yes,237,0.5232067510548524,4.8590303797468355,1151.5902
adx_initiation,atr_trail_mae_conditional,no,718,0.24233983286908078,-3.1002107242339836,-2225.9513
adx_initiation,atr_trail_mae_conditional,yes,237,0.3459915611814346,-0.3366033755274262,-79.775
adx_initiation,atr_trail_vix_conditional,no,718,0.23537604456824512,-3.162561420612813,-2270.7191
adx_initiation,atr_trail_vix_conditional,yes,237,0.3755274261603376,1.6525324894514768,391.6502
adx_initiation,break_even_at_1r,no,718,0.1977715877437326,-0.2762445682451252,-198.34359999999992
adx_initiation,break_even_at_1r,yes,237,0.24050632911392406,1.486893670886076,352.3938
adx_initiation,breakeven_plus_trail,no,718,0.4428969359331476,12.63731016713092,9073.5887
adx_initiation,breakeven_plus_trail,yes,237,0.5949367088607594,12.163749367088608,2882.8086
adx_initiation,chandelier_3x,no,718,0.07520891364902507,-0.40476211699164344,-290.6192
adx_initiation,chandelier_3x,yes,237,0.16877637130801687,1.170965400843882,277.5188
adx_initiation,class_time_stop,no,718,0.45125348189415043,98.00318245125348,70366.285
adx_initiation,class_time_stop,yes,237,0.6286919831223629,11.767296202531647,2788.8492
adx_initiation,earnings_blackout,no,718,0.4387186629526462,68.58514094707522,49244.1312
adx_initiation,earnings_blackout,yes,237,0.6919831223628692,9.476023206751055,2245.8175
adx_initiation,fixed_4r_2r,no,718,0.29526462395543174,13.26332242339833,9523.0655
adx_initiation,fixed_4r_2r,yes,237,0.5738396624472574,10.375122362869199,2458.904
adx_initiation,hybrid_50pct_target,no,718,0.3635097493036212,-2.973137604456825,-2134.7128000000002
adx_initiation,hybrid_50pct_target,yes,237,0.729957805907173,7.691230801687763,1822.8217
adx_initiation,ma_exit_ema9,no,718,0.3328690807799443,-0.355391922005571,-255.1714
adx_initiation,ma_exit_ema9,yes,237,0.4177215189873418,1.3273805907172995,314.5892
adx_initiation,mfe_lockin_trail,no,718,0.25069637883008355,-2.714197771587744,-1948.794
adx_initiation,mfe_lockin_trail,yes,237,0.3459915611814346,-0.6558143459915612,-155.428
adx_initiation,multi_tier_partial,no,718,0.3788300835654596,-1.9464550139275765,-1397.5547
adx_initiation,multi_tier_partial,yes,237,0.5569620253164557,0.14969957805907172,35.4788
adx_initiation,next_pivot_target,no,718,0.6504178272980501,3.212841504178273,2306.8202
adx_initiation,next_pivot_target,yes,237,0.8481012658227848,3.7144789029535867,880.3315
adx_initiation,r_multiple_2r,no,718,0.28969359331476324,9.441801949860725,6779.2138
adx_initiation,r_multiple_2r,yes,237,0.5021097046413502,3.2990236286919834,781.8686
adx_initiation,r_multiple_3r,no,718,0.22701949860724233,9.21332688022284,6615.1687
adx_initiation,r_multiple_3r,yes,237,0.4388185654008439,5.416847679324894,1283.7929
adx_initiation,regime_flip,no,718,0.40947075208913647,48.083697632311974,34524.0949
adx_initiation,regime_flip,yes,237,0.7172995780590717,7.846059493670887,1859.5161
adx_initiation,reverse_signal,no,718,0.24233983286908078,-3.1002107242339836,-2225.9513
adx_initiation,reverse_signal,yes,237,0.3459915611814346,-0.3366033755274262,-79.775
adx_initiation,smc_mitigation_zone,no,718,0.24233983286908078,-3.1002107242339836,-2225.9513
adx_initiation,smc_mitigation_zone,yes,237,0.3459915611814346,-0.3366033755274262,-79.775
adx_initiation,time_stop_10d,no,718,0.43175487465181056,1.6911282729805013,1214.2301
adx_initiation,time_stop_10d,yes,237,0.6329113924050633,5.2877206751054855,1253.1898
adx_initiation,time_stop_20d,no,718,0.40947075208913647,48.083697632311974,34524.0949
adx_initiation,time_stop_20d,yes,237,0.7172995780590717,7.846059493670887,1859.5161
adx_initiation,trailing_10pct,no,718,0.23259052924791088,-3.1796465181058493,-2282.9862
adx_initiation,trailing_10pct,yes,237,0.46835443037974683,3.728733755274262,883.7099000000001
adx_initiation,trailing_15pct,no,718,0.23676880222841226,-3.819633426183844,-2742.4968
adx_initiation,trailing_15pct,yes,237,0.5274261603375527,10.58249493670886,2508.0513
adx_initiation,trailing_5pct,no,718,0.16852367688022285,-2.1673034818941503,-1556.1239
adx_initiation,trailing_5pct,yes,237,0.31223628691983124,-0.5892455696202531,-139.6512
avwap_252_breakout,atr_trail_1x,no,114,0.2543859649122807,-2.2131175438596493,-252.2954
avwap_252_breakout,atr_trail_1x,yes,65,0.2,-1.8146507692307694,-117.95230000000001
avwap_252_breakout,atr_trail_2x,no,114,0.37719298245614036,-0.31391929824561393,-35.786799999999985
avwap_252_breakout,atr_trail_2x,yes,65,0.46153846153846156,2.1648338461538463,140.7142
avwap_252_breakout,atr_trail_mae_conditional,no,114,0.2543859649122807,-2.2131175438596493,-252.2954
avwap_252_breakout,atr_trail_mae_conditional,yes,65,0.2,-1.8146507692307694,-117.95230000000001
avwap_252_breakout,atr_trail_vix_conditional,no,114,0.24561403508771928,-2.4409657894736845,-278.2701
avwap_252_breakout,atr_trail_vix_conditional,yes,65,0.26153846153846155,-0.16869076923076928,-10.964900000000004
avwap_252_breakout,break_even_at_1r,no,114,0.15789473684210525,-0.027838596491228128,-3.1736000000000066
avwap_252_breakout,break_even_at_1r,yes,65,0.13846153846153847,-0.26264153846153837,-17.071699999999993
avwap_252_breakout,breakeven_plus_trail,no,114,0.5175438596491229,7.009026315789473,799.029
avwap_252_breakout,breakeven_plus_trail,yes,65,0.49230769230769234,4.457415384615385,289.732
avwap_252_breakout,chandelier_3x,no,114,0.21929824561403508,-0.22849912280701742,-26.048899999999986
avwap_252_breakout,chandelier_3x,yes,65,0.2,0.013460000000000003,0.8749000000000002
avwap_252_breakout,class_time_stop,no,114,0.5526315789473685,3.284517543859649,374.435
avwap_252_breakout,class_time_stop,yes,65,0.6153846153846154,3.1708015384615384,206.1021
avwap_252_breakout,earnings_blackout,no,114,0.5350877192982456,1.8760701754385962,213.87199999999996
avwap_252_breakout,earnings_blackout,yes,65,0.5846153846153846,0.9119184615384615,59.274699999999996
avwap_252_breakout,fixed_4r_2r,no,114,0.3684210526315789,1.0390210526315788,118.44839999999999
avwap_252_breakout,fixed_4r_2r,yes,65,0.4461538461538462,2.4089799999999997,156.5837
avwap_252_breakout,hybrid_50pct_target,no,114,0.7719298245614035,-9.904841228070175,-1129.1519
avwap_252_breakout,hybrid_50pct_target,yes,65,0.7538461538461538,3.0283707692307695,196.84410000000003
avwap_252_breakout,ma_exit_ema9,no,114,0.3684210526315789,-0.17511754385964912,-19.9634
avwap_252_breakout,ma_exit_ema9,yes,65,0.36923076923076925,0.7383953846153847,47.99570000000001
avwap_252_breakout,mfe_lockin_trail,no,114,0.2543859649122807,-2.345378070175438,-267.37309999999997
avwap_252_breakout,mfe_lockin_trail,yes,65,0.2,-1.7406107692307693,-113.1397
avwap_252_breakout,multi_tier_partial,no,114,0.43859649122807015,-1.6019885964912282,-182.6267
